aggLatitude,aggLongitude,aggName,bigCityID,repCode,rptMStateKey,aggDateArt3,aggDateArt4,aggC1,aggC2,aggGenerated,aggPercPrimTreatment,aggPercSecTreatment,aggPercStringentTreatment,aggPercWithoutTreatment,aggCode,
27.806660,-17.913720,VALVERDE,,1,ES,20051231,20051231,9,91,2751,0,91,0,0,ES5380480022010,
27.812850,-15.748050,TAURITO,,1,ES,20051231,20051231,100,0,3385,,,,0,ES5350120040010,
27.846330,-15.436610,PLAYA DE ARINAGA,,1,ES,20001231,20001231,99,1,134086,,,,0,ES5350020002010,
27.864020,-15.722360,PLAYA DE MOGAN,,1,ES,20051231,20051231,100,0,9780,0,0,0,0,ES5350120031010,
27.937180,-15.387260,GANDO,,1,ES,20051231,20051231,100,0,4746,0,0,0,0,ES5350260012010,
27.976460,-15.775050,LA ALDEA DE SAN NICOLÁS,,1,ES,20051231,20051231,100,0,5723,0,0,0,0,ES5350200008040,
27.992180,-15.418170,TELDE,,1,ES,20001231,20001231,100,0,51700,0,0,0,0,ES5350260048010,
27.993300,-15.497280,VALSEQUILLO,,1,ES,20051231,20051231,98,0,2601,0,0,0,2,ES5350310020050,
28.007970,-16.658270,Las Galletas - Las Rosas,,1,ES,20051231,20051231,76,24,13540,,,,0,ES5380060131154,
28.009700,-16.645340,Costa del Silencio,,1,ES,20001231,20001231,54,46,25236,,,,0,ES5380060131147,
28.010460,-15.533580,SAN MATEO,,1,ES,20051231,20051231,100,0,4390,0,0,0,0,ES5350330011090,
28.012290,-16.668880,El Fraile,,1,ES,20051231,20051231,0,100,12547,,,,0,ES5380060131148,
28.025780,-16.616640,Amarilla Golf,,1,ES,20051231,20051231,100,0,2780,,,,0,ES5380350131142,
28.028080,-16.590900,Los Abrigos,,1,ES,20051231,20051231,100,0,6708,,,,0,ES5380170131039,
28.031240,-16.607300,Golf del Sur,,1,ES,20001231,20001231,80,20,28257,,,,0,ES5380350131150,
28.033870,-16.642020,Guargacho,,1,ES,20051231,20051231,0,100,2452,,,,0,ES5380060131151,
28.036620,-16.634020,El Monte,,1,ES,20051231,20051231,0,100,3786,,,,0,ES5380350131149,
28.043130,-15.442530,JINAMAR,,1,ES,20001231,20001231,100,0,59508,0,0,0,0,ES5350160044010,
28.044570,-16.538370,San Isidro - Litoral,,1,ES,20001231,20001231,94,6,51883,,,,0,ES5380170131041,
28.047650,-16.677090,Guaza,,1,ES,20051231,20051231,0,100,2871,,,,0,ES5380060131152,
28.048120,-16.657150,Cho,,1,ES,20051231,20051231,100,0,5109,,,,0,ES5380060131146,
28.048650,-14.346270,MORRO JABLE II,,1,ES,20001231,20001231,100,0,20192,,,,0,ES5350150004012,
28.048710,-16.575470,Aeropuerto Reina Sofía,,1,ES,20051231,20051231,100,0,6138,,,,0,ES5380170131037,
28.054620,-15.546120,TEROR,,1,ES,20051231,20051231,100,0,9132,0,0,0,0,ES5350270008070,
28.060310,-15.453170,FONDILLO (EL),,1,ES,20051231,20051231,100,0,3309,0,0,0,0,ES5350160050040,
28.060890,-14.317940,GAVIOTAS (LAS),,1,ES,20051231,20051231,100,0,2187,,,,0,ES5350150012010,
28.063230,-17.239620,ALAJERÓ,,1,ES,20051231,20051231,100,0,2487,0,0,0,0,ES5380030001010,
28.068160,-16.657330,Buzanada,,1,ES,20051231,20051231,0,100,4414,,,,0,ES5380060131144,
28.072720,-16.671990,Cabo Blanco,,1,ES,20051231,20051231,0,100,8009,,,,0,ES5380060131145,
28.074440,-14.305560,PLAYAS DE JANDIA,,1,ES,20051231,20051231,100,0,13735,,,,0,ES5350150009010,
28.085810,-15.443850,LAS PALMAS DE GRAN CANARIA,ES108,1,ES,20001231,20001231,99,1,341898,,,,0,ES5350160043010,
28.087250,-16.676420,La Camella,,1,ES,20051231,20051231,0,100,4485,,,,0,ES5380060131153,
28.087990,-16.727220,Adeje - Arona,ES5380010800010,1,ES,20001231,20001231,72,28,308315,,,,0,ES5380010131257,
28.091130,-17.112620,SAN SEBASTIAN DE LA GOMERA,,1,ES,20051231,20051231,100,0,6358,0,0,0,0,ES5380360016010,
28.092630,-15.470890,TAMARACEITE,,1,ES,20051231,20051231,99,1,16000,,,,0,ES5350160036110,
28.092770,-16.652890,Valle San Lorenzo,,1,ES,20051231,20051231,0,100,8356,,,,0,ES5380060131156,
28.093530,-17.339100,PLAYA DE LA CALERA,,1,ES,20051231,20051231,97,3,4246,,,,0,ES5380490002090,
28.094290,-15.695680,AGAETE,,1,ES,20051231,20051231,100,0,5367,0,0,0,0,ES5350010001010,
28.096490,-16.618110,San Miguel,,1,ES,20051231,20051231,54,46,3776,,,,0,ES5380350131155,
28.098130,-16.684750,Arona,,1,ES,20051231,20051231,0,100,3022,,,,0,ES5380060131143,
28.106410,-15.564340,FIRGAS,,1,ES,20051231,20051231,92,6,7745,6,0,0,2,ES5350080008010,
28.116840,-15.485060,TENOYA,,1,ES,20051231,20051231,99,1,5752,,,,0,ES5350160037020,
28.118890,-15.519620,CARDONES,,1,ES,20001231,20001231,100,0,25939,0,0,0,0,ES5350060005010,
28.121730,-16.577010,Granadilla de Abona,,1,ES,20051231,20051231,0,100,9489,,,,0,ES5380170131038,
28.124790,-16.761430,Sueño Azul,,1,ES,20001231,20051231,47,53,20760,,,,0,ES5380010131259,
28.134150,-15.587980,CABO VERDE,,1,ES,20051231,20051231,96,2,6370,2,0,0,2,ES5350130003010,
28.138010,-15.659040,GALDAR,,1,ES,20001231,20001231,100,0,36442,0,0,0,0,ES5350090003030,
28.145310,-15.534750,BAÑADEROS,,1,ES,20051231,20051231,100,0,6535,0,0,0,0,ES5350060003010,
28.145910,-16.792950,Marazul,,1,ES,20051231,20051231,100,0,2042,,,,0,ES5380010131258,
28.163210,-14.222010,COSTA CALMA,,1,ES,20001231,20001231,100,0,17701,,,,0,ES5350150008020,
28.179190,-16.807680,Guía de Isora Litoral,,1,ES,20001231,20001231,91,9,18577,,,,0,ES5380190131365,
28.205050,-16.790550,Guía de Isora Casco,,1,ES,20051231,20051231,79,21,8406,,,,0,ES5380190131360,
28.211330,-14.017530,GRAN TARAJAL,,1,ES,19981231,20051231,100,0,10978,,,,0,ES5350300004010,
28.232510,-16.839710,Puerto de Santiago - Playa La Arena,,1,ES,20001231,20001231,94,6,15722,,,,0,ES5380400131363,
28.239150,-16.796970,Chio,,1,ES,20051231,20051231,0,100,2018,,,,0,ES5380190131362,
28.240500,-16.830230,Tamaimo,,1,ES,20051231,20051231,56,44,3830,,,,0,ES5380400131364,
28.243410,-16.839190,Acantilado de Los Gigantes,,1,ES,20051231,20051231,100,0,13728,,,,0,ES5380400131361,
28.307050,-16.398530,Arafo - Güímar Norte - Polígono Industrial,,1,ES,20051231,20051231,83,17,11715,,,,0,ES5380040130834,
28.330770,-16.389950,Güímar Sur - Puertito,,1,ES,20051231,20051231,80,20,12065,,,,0,ES5380200130835,
28.353880,-16.371680,Candelaria - Casco,,1,ES,20001231,20051231,64,36,15100,,,,0,ES5380110130832,
28.366980,-16.715590,Icod de Los Vinos,,1,ES,20051231,20051231,0,100,8246,,,,0,ES5380220130205,
28.369730,-16.856040,Buenavista del Norte,,1,ES,20051231,20051231,97,3,3322,,,,0,ES5380100130101,
28.372140,-16.822300,Los Silos,,1,ES,20051231,20051231,98,2,4110,,,,0,ES5380420130103,
28.373040,-16.776910,Garachico - La Caleta,,1,ES,20051231,20051231,88,12,5349,,,,0,ES5380150130102,
28.373160,-16.367560,Candelaria - Punta Larga,,1,ES,20001231,20051231,49,51,19414,,,,0,ES5380110130833,
28.375350,-16.709830,La Centinela,,1,ES,20051231,20051231,0,100,2854,,,,0,ES5380220130206,
28.375820,-16.654050,La Guancha,,1,ES,20051231,20051231,0,100,2690,,,,0,ES5380180130207,
28.380090,-16.361430,Candelaria - Caletillas,,1,ES,20051231,20051231,98,2,7592,,,,0,ES5380110130831,
28.381240,-16.614090,Icod Alto,,1,ES,20051231,20051231,0,100,2617,,,,0,ES5380310130204,
28.382000,-16.540960,La Caridad,,1,ES,20051231,20051231,0,100,2943,,,,0,ES5380260130310,
28.387830,-16.502580,La Florida,,1,ES,20051231,20051231,0,100,2131,,,,0,ES5380260130311,
28.396650,-16.351930,Barranco Hondo,,1,ES,20051231,20051231,0,100,7125,,,,0,ES5380110130725,
28.399850,-16.551200,Valle de La Orotava,,1,ES,20001231,20001231,31,69,189682,,,,0,ES5380280130308,
28.404440,-16.333630,Tabaiba,,1,ES,20051231,20051231,75,25,7787,,,,0,ES5380320130730,
28.406370,-16.326390,Radazul,,1,ES,20051231,20051231,88,12,11150,,,,0,ES5380320130728,
28.410150,-13.852010,NUEVO HORIZONTE,,1,ES,20001231,20001231,100,0,15544,,,,0,ES5350030006030,
28.411460,-16.503340,Cuesta de La Villa,,1,ES,20051231,20051231,0,100,2158,,,,0,ES5380390130309,
28.414550,-16.493150,La Corujera,,1,ES,20051231,20051231,0,100,2084,,,,0,ES5380390130415,
28.415300,-16.302900,Acorán,,1,ES,20051231,20051231,78,22,5622,,,,0,ES5380380130723,
28.418800,-16.499340,El Calvario,,1,ES,20051231,20051231,0,100,2824,,,,0,ES5380390130413,
28.421980,-16.488810,Santa Úrsula,,1,ES,20051231,20051231,0,100,4723,,,,0,ES5380390130419,
28.423030,-16.496840,La Bastona,,1,ES,20051231,20051231,0,100,2097,,,,0,ES5380390130414,
28.423220,-16.297980,Añaza,,1,ES,20051231,20051231,78,22,8433,,,,0,ES5380380130724,
28.430880,-16.477230,Bajos y Tagoro,,1,ES,20051231,20051231,0,100,4625,,,,0,ES5380510130412,
28.433510,-16.494860,La Quinta,,1,ES,20051231,20051231,100,0,2027,,,,0,ES5380390130417,
28.435760,-16.468470,La Victoria de Acentejo,,1,ES,20051231,20051231,0,100,4393,,,,0,ES5380510130418,
28.437670,-13.872410,EL MATORRAL,,1,ES,20051231,20051231,100,0,2350,,,,0,ES5350170008010,
28.448360,-16.454860,La Matanza de Acentejo,,1,ES,20051231,20051231,0,100,5265,,,,0,ES5380250130416,
28.457730,-16.297960,La Esperanza - La Laguna Sur -  Santa Cruz - Valles,ES181,1,ES,20001231,20001231,83,17,536307,,,,0,ES5380380130726,
28.478490,-16.433520,El Sauzal,,1,ES,20051231,20051231,0,100,4263,,,,0,ES5380410130521,
28.499890,-13.862860,PUERTO DEL ROSARIO,,1,ES,20001231,20001231,100,0,31557,,,,0,ES5350170009010,
28.506030,-16.189890,San Andrés,,1,ES,20051231,20051231,100,0,4515,,,,0,ES5380380130729,
28.507860,-16.370020,Noreste (Valle Guerra),,1,ES,20001231,20001231,62,38,65308,,,,0,ES5380230130522,
28.551900,-16.338370,Bajamar - Punta del Hidalgo,,1,ES,20051231,20051231,93,7,7909,,,,0,ES5380230130520,
28.586980,-17.909950,PUERTO NAOS,,1,ES,20051231,20051231,67,33,2692,0,33,0,0,ES5380450007010,
28.645780,-17.774810,BREÑA BAJA_ALTA,,1,ES,20051231,20051231,16,84,12546,0,84,0,0,ES5380090002010,
28.649270,-17.941850,TAZACORTE (PUERTO),,1,ES,20051231,20051231,43,57,5650,0,57,0,0,ES5380450004010,
28.655800,-17.909290,LOS LLANOS_EL PASO,,1,ES,19981231,20001231,38,62,15472,0,62,0,0,ES5380240005010,
28.683190,-17.764750,SANTA CRUZ DE LA PALMA,,1,ES,20001231,20001231,59,41,17533,0,41,0,0,ES5380370023010,
28.690730,-13.983360,EL COTILLO,,1,ES,20051231,20051231,100,0,2432,,,,0,ES5350140006000,
28.707700,-13.878200,CORRALEJO-GEAFOND,,1,ES,20001231,20001231,100,0,24852,,,,0,ES5350140002030,
28.800210,-17.771310,SAUCES (LOS),,1,ES,20051231,20051231,30,70,4094,0,70,0,0,ES5380330016010,
28.863460,-13.827270,PLAYA BLANCA (CASCO ANTIGUO),,1,ES,20051231,20051231,100,0,12785,,,,0,ES5350340004050,
28.863630,-13.809810,COSTA DE PAPAGAYO,,1,ES,20051231,20051231,100,0,8900,,,,0,ES5350340004030,
28.869140,-13.849720,MONTAÑA ROJA,,1,ES,20051231,20051231,100,0,2400,,,,0,ES5350340004040,
28.950510,-13.652760,PUERTO DEL CARMEN,,1,ES,20001231,20001231,98,2,63012,5,0,0,0,ES5350280007010,
28.968220,-13.569420,ARRECIFE,,1,ES,20001231,20001231,98,2,71571,5,0,0,0,ES5350040003010,
29.108330,-13.666360,LA SANTA,,1,ES,20051231,20051231,98,2,2500,2,0,0,0,ES5350290003010,
29.112700,-13.636650,COSTA TEGUISE,,1,ES,20001231,20001231,100,0,23387,,,,0,ES5350240005010,
29.139590,-13.490310,HARIA,,1,ES,20051231,20051231,100,0,884,,,,0,ES5350100004010,
32.648202,-16.976583,Camara de Lobos/Estreito/Quinta Grande/Jardim da Serra,,PT_2016,PT,20150713,20150713,100,0,25000,,,,0,PTAGL093,
32.649329,-16.908285,Funchal,,PT_2016,PT,20150713,20150713,100,0,100000,,,,0,PTAGL094,
32.653141,-16.840758,Canico,,PT_2016,PT,20150713,20150713,71,0,21000,,,,29,PTAGL425,
32.675912,-17.062054,Ribeira Brava/Campanario/Tabua_Ilha Madeira,,PT_2016,PT,20051231,20051231,100,0,2500,,,,0,PTAGL498,
32.699277,-16.789011,Santa Cruz e Santo António da Serra_Ilha Madeira,,PT_2016,PT,20051231,20051231,100,0,5500,,,,0,PTAGL497,
32.712630,-16.766152,Machico/Agua de Pena,,PT_2016,PT,20051231,20051231,100,0,9500,,,,0,PTAGL426,
32.739706,-16.738987,Canical_Ilha Madeira,,PT_2016,PT,20051231,20051231,100,0,6300,,,,0,PTAGL499,
33.061209,-16.334531,Porto Santo,,PT_2016,PT,20051231,20051231,100,0,13000,,,,0,PTAGL427,
34.655902,32.731438,Pissouri,,CY 2017 Art.15,CY,20121231,20121231,0,100,3000,0,100,0,0,CY510-Agglo,
34.656840,32.963920,Trachoni,,CY 2017 Art.15,CY,20121231,20121231,0,2,4000,,,,98,CY508-Agglo,
34.669120,32.933220,Kolossi,,CY 2017 Art.15,CY,20121231,20121231,0,2,6000,,,,98,CY506-Agglo,
34.669670,32.904660,Episkopi,,CY 2017 Art.15,CY,20121231,20121231,0,2,3700,,,,98,CY507-Agglo,
34.680640,33.043340,Limassol,CY005,CY 2017 Art.15,CY,20081231,20081231,100,0,165000,,,,0,CY51-Agglo,
34.688320,32.961050,Ypsonas,,CY 2017 Art.15,CY,20121231,20121231,0,2,14700,,,,98,CY505-Agglo,
34.703480,32.993320,Pano Polemedia,,CY 2017 Art.15,CY,20121231,20121231,0,2,3500,,,,98,CY511-Agglo,
34.708710,33.026590,Agia Phyla,,CY 2017 Art.15,CY,20121231,20121231,93.83,2,65000,,,,4.17,CY52-Agglo,
34.720550,33.099860,Mouttagiaka,,CY 2017 Art.15,CY,20121231,20121231,0,2,3800,,,,98,CY513-Agglo,
34.727090,33.139980,Agios Tychonas,,CY 2017 Art.15,CY,20121231,20121231,0,2,7000,,,,98,CY512-Agglo,
34.743580,33.182430,Pyrgos,,CY 2017 Art.15,CY,20121231,20121231,0,2,2300,,,,98,CY515-Agglo,
34.744940,33.160820,Parekklisia,,CY 2017 Art.15,CY,20121231,20121231,0,2,2500,,,,98,CY514-Agglo,
34.776160,32.420480,Paphos,,CY 2017 Art.15,CY,20111231,20111231,100,0,100000,,,,0,CY61-Agglo,
34.799320,32.408630,Chlorakas,,CY 2017 Art.15,CY,20121231,20121231,100,0,10000,,,,0,CY604-Agglo,
34.806910,32.424400,Emba,,CY 2017 Art.15,CY,20121231,20121231,100,0,5800,,,,0,CY603-Agglo,
34.823120,32.402290,Kissonerga,,CY 2017 Art.15,CY,20121231,20121231,100,0,4300,,,,0,CY605-Agglo,
34.829430,33.581120,Pervolia,,CY 2017 Art.15,CY,20121231,20121231,0,2,6200,,,,98,CY404-Agglo,
34.838230,32.434570,Tala,,CY 2017 Art.15,CY,20121231,20121231,0,100,4500,0,100,0,0,CY606-Agglo,
34.844200,33.573360,Kiti,,CY 2017 Art.15,CY,20121231,20121231,0,2,4400,,,,98,CY403-Agglo,
34.861260,33.595950,Meneou,,CY 2017 Art.15,CY,20121231,20121231,0,2,2300,,,,98,CY413-Agglo,
34.876910,33.586120,Dromolaxia,,CY 2017 Art.15,CY,20121231,20121231,0,2,5200,,,,98,CY405-Agglo,
34.884210,32.381100,Pegeia,,CY 2017 Art.15,CY,20121231,20121231,0,100,7000,0,100,0,0,CY602-Agglo,
34.888420,32.861440,Platres,,CY 2017 Art.15,CY,20121231,20121231,100,0,2000,,,,0,CY502-Agglo,
34.896440,32.965870,Pelendri,,CY 2017 Art.15,CY,20121231,20121231,100,0,2200,,,,0,CY504-Agglo,
34.917680,33.020420,Agros,,CY 2017 Art.15,CY,20121231,20121231,100,0,2500,,,,0,CY503-Agglo,
34.922400,33.623920,Larnaca,,CY 2017 Art.15,CY,20121231,20121231,86.5,11.5,80000,0,0,12,2,CY41-Agglo,
34.939980,32.972810,Kyperounda,,CY 2017 Art.15,CY,20121231,20121231,100,0,2200,,,,0,CY501-Agglo,
34.948500,33.631160,Livadhia,,CY 2017 Art.15,CY,20121231,20121231,50.91,2,5500,,,,47.09,CY406-Agglo,
34.950420,33.294400,Lythrodontas,,CY 2017 Art.15,CY,20121231,20121231,100,0,3500,,,,0,CY104-Agglo,
34.951520,33.592020,Aradippou,,CY 2017 Art.15,CY,20121231,20121231,0,2,20000,,,,98,CY402-Agglo,
