Muni_ID,ID,Muni,runoff_nha
910,1680910,Pinhel,0.649675530088955
911,1680911,Sabugal,0.7504896725801
913,1680913,Trancoso,1.83736708098597
502,1690502,Castelo Branco,0.909893477566655
505,1690505,Idanha-a-Nova,0.512349186341002
507,1690507,Penamacor,0.842563436340423
511,1690511,Vila Velha de Ródão,2.60641491374297
501,16A0501,Belmonte,1.21041121803612
503,16A0503,Covilhã,2.28253220005609
504,16A0504,Fundão,1.5521460105892
1001,16B1001,Alcobaça,4.65758203672983
1101,16B1101,Alenquer,6.25294267243007
1102,16B1102,Arruda dos Vinhos,5.98790048591755
1005,16B1005,Bombarral,1.40399972500649
1104,16B1104,Cadaval,2.86069300868155
1006,16B1006,Caldas da Rainha,6.76059133536794
1108,16B1108,Lourinhã,5.44036741249552
1011,16B1011,Nazaré,3.80392755952859
1012,16B1012,Óbidos,2.53397305960177
1014,16B1014,Peniche,1.5124878383843
1112,16B1112,Sobral de Monte Agraço,10.3724089517803
1113,16B1113,Torres Vedras,3.68044098277933
1401,16C1401,Abrantes,2.64544048321243
1402,16C1402,Alcanena,2.85882407373218
1408,16C1408,Constância,1.11100696868661
1410,16C1410,Entroncamento,0
1411,16C1411,Ferreira do Zêzere,2.73473443503006
1421,16C1421,Ourém,4.05345924414774
1417,16C1417,Sardoal,3.53601953918209
1418,16C1418,Tomar,2.89109905008295
1419,16C1419,Torres Novas,3.23863715551773
1420,16C1420,Vila Nova da Barquinha,1.84250688032311
1115,1711115,Amadora,1.09740972429351
1105,1711105,Cascais,3.11342117134891
1106,1711106,Lisboa,
1107,1711107,Loures,5.70697467438641
1109,1711109,Mafra,9.52038490857291
1116,1711116,Odivelas,6.69069607646012
1110,1711110,Oeiras,4.69880414608082
1111,1711111,Sintra,3.85880963050352
1114,1711114,Vila Franca de Xira,2.23378032832357
1502,1721502,Alcochete,0
1503,1721503,Almada,7.33742533366578
1504,1721504,Barreiro,1.12008759487285
1506,1721506,Moita,0
1507,1721507,Montijo,0.00623994782630398
1508,1721508,Palmela,0.0194734547322453
1510,1721510,Seixal,0.707970032871108
1511,1721511,Sesimbra,2.05742962528249
1512,1721512,Setúbal,1.97622420686108
1501,1811501,Alcácer do Sal,0.774520445289264
1505,1811505,Grândola,0.524859111120875
211,1810211,Odemira,1.64118924583179
1509,1811509,Santiago do Cacém,0.538209483552319
1513,1811513,Sines,0.294400419722679
1201,1821201,Alter do Chão,0.506621475924279
1202,1821202,Arronches,1.05187129762738
1203,1821203,Avis,1.01434378471616
1204,1821204,Campo Maior,0.692796879662871
1205,1821205,Castelo de Vide,0.401906574031428
1206,1821206,Crato,0.505820952734335
1207,1821207,Elvas,0.649993560406365
1208,1821208,Fronteira,0.627632191264799
1209,1821209,Gavião,2.73321141120489
1210,1821210,Marvão,1.89301462687105
1211,1821211,Monforte,0.46732311031117
707,1820707,Mora,0.832917608974839
1212,1821212,Nisa,0.98111463430295
1213,1821213,Ponte de Sor,0.728672561310602
1214,1821214,Portalegre,1.24444572449722
701,1830701,Alandroal,0.927488595818153
702,1830702,Arraiolos,0.522553933167157
703,1830703,Borba,0.552901470339087
704,1830704,Estremoz,0.977439070784143
705,1830705,Évora,0.515361983044672
706,1830706,Montemor-o-Novo,1.02041727953287
708,1830708,Mourão,0.309632366732285
709,1830709,Portel,0.916576982510945
710,1830710,Redondo,0.52828340590971
711,1830711,Reguengos de Monsaraz,0.51807499760504
1215,1831215,Sousel,0.638146980512903
712,1830712,Vendas Novas,0.350270580307295
713,1830713,Viana do Alentejo,0.469706580114431
714,1830714,Vila Viçosa,2.15708282412172
201,1840201,Aljustrel,0.836489160979697
202,1840202,Almodôvar,1.01681382894105
203,1840203,Alvito,0.537209828899231
204,1840204,Barrancos,1.14778461368082
205,1840205,Beja,0.737017682912055
206,1840206,Castro Verde,0.409650123062271
207,1840207,Cuba,0.862589686281877
208,1840208,Ferreira do Alentejo,0.000409401736979318
209,1840209,Mértola,0.926968206531484
210,1840210,Moura,1.0224450144586
212,1840212,Ourique,1.11480351137489
213,1840213,Serpa,1.28248584802545
214,1840214,Vidigueira,1.10267260688604
1403,1851403,Almeirim,0.00517397483509104
1404,1851404,Alpiarça,0
1103,1851103,Azambuja,2.95483150159017
1405,1851405,Benavente,0
1406,1851406,Cartaxo,1.34156583124573
1407,1851407,Chamusca,0.741533982071571
1409,1851409,Coruche,0.360010119690378
1412,1851412,Golegã,0
1414,1851414,Rio Maior,4.54073281564895
1415,1851415,Salvaterra de Magos,0.0427671479296074
1416,1851416,Santarém,3.91568810064806
801,1500801,Albufeira,2.23683906902298
802,1500802,Alcoutim,4.64235740615297
803,1500803,Aljezur,1.74195292307336
804,1500804,Castro Marim,5.76426908873571
805,1500805,Faro,2.65128632865217
806,1500806,Lagoa,1.29552057741233
807,1500807,Lagos,2.53276471650098
808,1500808,Loulé,4.55512562292235
809,1500809,Monchique,7.0651575622592
810,1500810,Olhão,1.24710980712079
811,1500811,Portimão,3.45458227643106
812,1500812,São Brás de Alportel,4.04192895009704
813,1500813,Silves,3.69671465945826
814,1500814,Tavira,5.41385337332283
815,1500815,Vila do Bispo,1.4827154810725
816,1500816,Vila Real de Santo António,2.19959744800268
