Muni_ID,ID,Muni,furrow,other_grav,aspersion,cannon,pivot,drip
1713,1181713,Vila Pouca de Aguiar,96,1,213,0,0,0
411,1180411,Vimioso,13,0,17,0,0,0
412,1180412,Vinhais,10,0,14,0,0,0
101,1610101,Águeda,7,0,78,75,0,0
102,1610102,Albergaria-a-Velha,57,0,232,77,0,0
103,1610103,Anadia,3,0,20,48,0,0
105,1610105,Aveiro,22,0,109,115,0,21
108,1610108,Estarreja,11,0,906,282,0,24
110,1610110,Ílhavo,0,0,49,11,0,29
111,1610111,Mealhada,5,0,5,40,0,0
112,1610112,Murtosa,0,0,239,338,0,231
114,1610114,Oliveira do Bairro,4,0,39,0,5,116
115,1610115,Ovar,90,0,607,44,0,70
117,1610117,Sever do Vouga,44,0,13,0,0,0
118,1610118,Vagos,3,0,307,118,0,114
602,1620602,Cantanhede,6,0,603,44,0,94
603,1620603,Coimbra,73,0,12,0,0,0
604,1620604,Condeixa-a-Nova,25,0,2,0,0,0
605,1620605,Figueira da Foz,20,0,379,33,25,40
608,1620608,Mira,0,0,137,61,63,13
610,1620610,Montemor-o-Velho,284,0,755,88,0,12
613,1620613,Penacova,7,0,1,0,0,0
615,1620615,Soure,7,0,21,33,0,0
1004,1631004,Batalha,1,0,1,0,0,0
1009,1631009,Leiria,274,1,56,33,169.125,0
1010,1631010,Marinha Grande,2,0,2,0,0,0
1015,1631015,Pombal,61,0,47,13,0,9
1016,1631016,Porto de Mós,0,0,0,0,0,0
1002,1641002,Alvaiázere,1,0,9,0,0,0
1003,1641003,Ansião,0,0,1,0,0,0
601,1640601,Arganil,5,0,3,0,0,0
1007,1641007,Castanheira de Pêra,0,0,0,0,0,0
1008,1641008,Figueiró dos Vinhos,0,0,0,0,0,0
606,1640606,Góis,9,0,0,0,0,0
607,1640607,Lousã,0,0,0,0,0,0
609,1640609,Miranda do Corvo,1,0,2,0,0,0
611,1640611,Oliveira do Hospital,57,0,165,0,0,0
612,1640612,Pampilhosa da Serra,2,0,1,0,0,0
1013,1641013,Pedrógão Grande,0,0,0,0,0,0
614,1640614,Penela,1,0,10,14,0,0
616,1640616,Tábua,9,0,73,0,0,0
617,1640617,Vila Nova de Poiares,0,0,0,0,0,0
901,1650901,Aguiar da Beira,32,0,201,0,0,3
1802,1651802,Carregal do Sal,0,0,10,0,0,0
1803,1651803,Castro Daire,97,9,9,0,0,0
1806,1651806,Mangualde,34,1,248,1,0,0
1808,1651808,Mortágua,4,1,1,0,0,0
1809,1651809,Nelas,6,0,56,5,0,0
1810,1651810,Oliveira de Frades,60,6,40,0,0,0
1811,1651811,Penalva do Castelo,26,0,25,1,0,0
1814,1651814,Santa Comba Dão,1,0,28,0,0,0
1816,1651816,São Pedro do Sul,194,3,31,8,0,0
1817,1651817,Sátão,26,0,17,0,0,8
1821,1651821,Tondela,97,2,63,0,0,0
1822,1651822,Vila Nova de Paiva,55,2,12,0,0,0
1823,1651823,Viseu,70,0,31,1,2,0
1824,1651824,Vouzela,42,3,57,1,0,0
1413,1661413,Mação,3,0,12,0,0,0
506,1660506,Oleiros,5,0,7,0,0,0
508,1660508,Proença-a-Nova,12,0,8,0,0,0
509,1660509,Sertã,2,0,9,0,0,0
510,1660510,Vila de Rei,3,0,0,0,0,0
905,1670905,Fornos de Algodres,68,0,244,6,0,0
906,1670906,Gouveia,110,1,161,0,0,0
912,1670912,Seia,111,10,481,1,0,0
902,1680902,Almeida,10,0,21,0,0,0
903,1680903,Celorico da Beira,68,10,221,27,0,0
904,1680904,Figueira de Castelo Rodrigo,1,1,1,20,0,0
907,1680907,Guarda,139,0,133,7,0,0
908,1680908,Manteigas,7,0,75,0,0,0
909,1680909,Mêda,10,0,34,4,0,0
910,1680910,Pinhel,12,0,109,8,0,0
911,1680911,Sabugal,98,0,77,30,0,0
913,1680913,Trancoso,38,0,301,0,0,0
502,1690502,Castelo Branco,140,0,506,118,54.5,0
505,1690505,Idanha-a-Nova,61,0,255,52,585.875,0
507,1690507,Penamacor,19,0,145,55,0,0
511,1690511,Vila Velha de Ródão,6,0,156,1,18,0
501,16A0501,Belmonte,6,0,88,85,56,0
503,16A0503,Covilhã,173,0,123,155,118,0
504,16A0504,Fundão,291,0,560,304,70.5,0
1001,16B1001,Alcobaça,1,0,24,3,40,0
1101,16B1101,Alenquer,2,0,0,0,0,0
1102,16B1102,Arruda dos Vinhos,0,0,0,0,0,0
1005,16B1005,Bombarral,0,0,0,0,0,0
1104,16B1104,Cadaval,0,0,0,0,0,0
1006,16B1006,Caldas da Rainha,0,0,0,0,0,0
1108,16B1108,Lourinhã,0,0,0,0,0,0
1011,16B1011,Nazaré,0,0,4,37,36.25,0
1012,16B1012,Óbidos,1,0,3,0,0,0
1014,16B1014,Peniche,0,0,1,0,0,0
1112,16B1112,Sobral de Monte Agraço,3,0,1,0,0,0
1113,16B1113,Torres Vedras,18,0,2,5,0,0
1401,16C1401,Abrantes,12,0,6,0,11.25,0
1402,16C1402,Alcanena,0,0,0,7,1.625,0
1408,16C1408,Constância,0,0,0,0,0,0
1410,16C1410,Entroncamento,0,0,0,0,0,0
1411,16C1411,Ferreira do Zêzere,1,0,0,0,0,0
1421,16C1421,Ourém,41,0,23,0,0,0
1417,16C1417,Sardoal,0,0,2,0,0,0
1418,16C1418,Tomar,0,0,12,1,40.625,0
1419,16C1419,Torres Novas,0,0,2,0,0,0
1420,16C1420,Vila Nova da Barquinha,1,0,4,0,0,0
1115,1711115,Amadora,0,0,0,0,0,0
1105,1711105,Cascais,0,0,0,0,0,0
1106,1711106,Lisboa,0,0,0,0,0,0
1107,1711107,Loures,1,0,0,0,0,0
1109,1711109,Mafra,2,0,5,0,0,0
1116,1711116,Odivelas,0,0,0,0,0,0
1110,1711110,Oeiras,0,0,0,0,0,0
1111,1711111,Sintra,0,0,8,1,0,0
1114,1711114,Vila Franca de Xira,52,0,12,22,489,0
1502,1721502,Alcochete,0,0,6,0,10,0
1503,1721503,Almada,0,0,1,0,0,0
1504,1721504,Barreiro,0,0,1,0,0,0
1506,1721506,Moita,0,0,9,119,0,0
1507,1721507,Montijo,0,0,6,55,67.5,1
1508,1721508,Palmela,0,0,42,218,150.625,2
1510,1721510,Seixal,0,0,1,0,0,0
1511,1721511,Sesimbra,0,0,1,1,0,0
1512,1721512,Setúbal,0,0,5,4,0,0
1501,1811501,Alcácer do Sal,0,0,13,7,94.5,0
1505,1811505,Grândola,3,9,21,18,63.625,1
211,1810211,Odemira,133,5,14,200,519.5,1
1509,1811509,Santiago do Cacém,5,0,2,2,1.875,27
1513,1811513,Sines,0,0,0,11,0,0
1201,1821201,Alter do Chão,0,0,0,0,21.125,5
1202,1821202,Arronches,0,0,1,1,1.875,0
1203,1821203,Avis,0,0,6,0,365.25,0
1204,1821204,Campo Maior,0,0,0,0,0,0
1205,1821205,Castelo de Vide,0,0,2,0,0,0
1206,1821206,Crato,0,0,2,15,2.25,0
1207,1821207,Elvas,0,0,31,1,209.625,0
1208,1821208,Fronteira,0,0,1,1,99,0
1209,1821209,Gavião,0,0,7,0,0,0
1210,1821210,Marvão,0,0,6,0,0,0
1211,1821211,Monforte,0,0,0,0,42,0
707,1820707,Mora,0,0,0,0,42.5,0
1212,1821212,Nisa,0,0,62,0,0,0
1213,1821213,Ponte de Sor,14,0,4,9,23.5,0
1214,1821214,Portalegre,3,0,11,1,10,0
701,1830701,Alandroal,0,0,2,1,9.125,0
702,1830702,Arraiolos,0,0,1,15,111.375,0
703,1830703,Borba,0,0,0,0,0,0
704,1830704,Estremoz,17,0,0,0,40.75,0
705,1830705,Évora,2,0,1,0,220.875,0
706,1830706,Montemor-o-Novo,5,0,7,35,830.5,0
708,1830708,Mourão,0,0,0,0,2.5,0
709,1830709,Portel,0,0,3,0,90.75,0
710,1830710,Redondo,0,0,0,0,31.5,0
711,1830711,Reguengos de Monsaraz,0,0,0,1,0,0
1215,1831215,Sousel,0,0,0,0,112.25,0
712,1830712,Vendas Novas,0,0,4,16,17,0
713,1830713,Viana do Alentejo,0,0,2,5,114.875,0
714,1830714,Vila Viçosa,2,0,4,0,2.375,0
201,1840201,Aljustrel,0,0,0,0,90.625,0
202,1840202,Almodôvar,1,0,0,0,0,0
203,1840203,Alvito,0,0,0,0,3.75,0
204,1840204,Barrancos,0,0,1,0,0,0
205,1840205,Beja,0,0,0,0,0.625,0
206,1840206,Castro Verde,0,0,0,0,2.5,0
207,1840207,Cuba,0,0,0,0,0,0
208,1840208,Ferreira do Alentejo,0,0,14,123,148.75,1
209,1840209,Mértola,0,0,1,0,6.375,0
210,1840210,Moura,0,0,2,0,0,0
212,1840212,Ourique,12,0,0,6,67,0
213,1840213,Serpa,0,0,0,0,17.125,0
214,1840214,Vidigueira,0,0,0,0,28.75,0
1403,1851403,Almeirim,15,0,0,1,15,0
1404,1851404,Alpiarça,0,0,7,0,0,0
1103,1851103,Azambuja,0,0,1,10,5,0
1405,1851405,Benavente,11,0,1,7,857.875,2
1406,1851406,Cartaxo,10,0,0,0,0,0
1407,1851407,Chamusca,1,0,243,5,0,0
1409,1851409,Coruche,200,0,35,14,207.75,21
1412,1851412,Golegã,0,0,0,0,0.625,0
1414,1851414,Rio Maior,1,0,1,16,47.125,0
1415,1851415,Salvaterra de Magos,7,0,0,0,72,0
1416,1851416,Santarém,3,0,18,2,88.625,0
801,1500801,Albufeira,0,0,0,0,0,0
802,1500802,Alcoutim,0,0,1,0,0,0
803,1500803,Aljezur,5,0,2,40,0,0
804,1500804,Castro Marim,2,0,1,0,0,0
805,1500805,Faro,0,0,0,0,0,0
806,1500806,Lagoa,0,0,0,1,0,0
807,1500807,Lagos,1,0,3,0,0,0
808,1500808,Loulé,1,0,0,0,0,0
809,1500809,Monchique,4,0,4,0,0,0
810,1500810,Olhão,0,0,1,0,0,0
811,1500811,Portimão,1,0,3,0,0,0
812,1500812,São Brás de Alportel,0,0,0,0,0,0
813,1500813,Silves,6,0,8,0,0,0
814,1500814,Tavira,0,0,3,0,0,1
815,1500815,Vila do Bispo,0,0,2,0,0,0
816,1500816,Vila Real de Santo António,0,0,0,0,0,0
