"Muni_ID","ID","Muni","bean","chickpea","other_pulses","total"
508,"1660508","Proença-a-Nova",0,0,13.76,13.76
509,"1660509","Sertã",127.33,15.69,13.76,156.78
510,"1660510","Vila de Rei",0,0,13.76,13.76
905,"1670905","Fornos de Algodres",7587.4,101.97,13.76,7703.13
906,"1670906","Gouveia",2024.18,15.69,37.84,2077.71
912,"1670912","Seia",2402.89,15.69,24.08,2442.66
902,"1680902","Almeida",0,0,0,0
903,"1680903","Celorico da Beira",633.37,15.69,24.08,673.14
904,"1680904","Figueira de Castelo Rodrigo",251.39,15.69,24.08,291.16
907,"1680907","Guarda",4045.09,141.2,37.84,4224.13
908,"1680908","Manteigas",0,0,0,0
909,"1680909","Mêda",251.39,23.53,51.6,326.52
910,"1680910","Pinhel",1012.09,133.35,86,1231.44
911,"1680911","Sabugal",1139.42,54.91,13.76,1208.09
913,"1680913","Trancoso",757.43,39.22,65.36,862.01
502,"1690502","Castelo Branco",13274.68,15.69,37.84,13328.21
505,"1690505","Idanha-a-Nova",5311.83,0,1922.85,7234.68
507,"1690507","Penamacor",2781.61,15.69,0,2797.3
511,"1690511","Vila Velha de Ródão",251.39,15.69,0,267.08
501,"16A0501","Belmonte",757.43,0,0,757.43
503,"16A0503","Covilhã",3921.02,39.22,37.84,3998.08
504,"16A0504","Fundão",5435.89,39.22,13.76,5488.87
1001,"16B1001","Alcobaça",5225.75,20.13,490.49,5736.37
1101,"16B1101","Alenquer",893.77,603.88,80.26,1577.91
1102,"16B1102","Arruda dos Vinhos",539.48,201.29,80.26,821.03
1005,"16B1005","Bombarral",893.77,0,35.67,929.44
1104,"16B1104","Cadaval",362.34,20.13,89.18,471.65
1006,"16B1006","Caldas da Rainha",3607.3,0,169.44,3776.74
1108,"16B1108","Lourinhã",4331.98,0,829.37,5161.35
1011,"16B1011","Nazaré",1256.11,0,0,1256.11
1012,"16B1012","Óbidos",1618.45,0,133.77,1752.22
1014,"16B1014","Peniche",7029.4,0,151.61,7181.01
1112,"16B1112","Sobral de Monte Agraço",724.68,0,115.93,840.61
1113,"16B1113","Torres Vedras",5048.6,221.42,642.1,5912.12
1401,"16C1401","Abrantes",362.34,0,1007.73,1370.07
1402,"16C1402","Alcanena",0,0,53.51,53.51
1408,"16C1408","Constância",0,0,0,0
1410,"16C1410","Entroncamento",0,0,0,0
1411,"16C1411","Ferreira do Zêzere",0,0,0,0
1421,"16C1421","Ourém",893.77,60.39,285.38,1239.54
1417,"16C1417","Sardoal",0,0,0,0
1418,"16C1418","Tomar",177.14,20.13,133.77,331.04
1419,"16C1419","Torres Novas",0,0,53.51,53.51
1420,"16C1420","Vila Nova da Barquinha",0,0,0,0
1115,"1711115","Amadora",0,0,0,0
1105,"1711105","Cascais",0,0,0,0
1106,"1711106","Lisboa",0,0,0,0
1107,"1711107","Loures",0,20.13,205.11,225.24
1109,"1711109","Mafra",8116.42,80.52,695.6,8892.54
1116,"1711116","Odivelas",0,0,0,0
1110,"1711110","Oeiras",0,0,0,0
1111,"1711111","Sintra",724.68,0,115.93,840.61
1114,"1711114","Vila Franca de Xira",539.48,493.17,1462.55,2495.2
1502,"1721502","Alcochete",0,0,249.7,249.7
1503,"1721503","Almada",539.48,0,133.77,673.25
1504,"1721504","Barreiro",0,0,0,0
1506,"1721506","Moita",0,0,0,0
1507,"1721507","Montijo",177.14,0,80.26,257.4
1508,"1721508","Palmela",177.14,0,294.29,471.43
1510,"1721510","Seixal",0,0,0,0
1511,"1721511","Sesimbra",177.14,20.13,17.84,215.11
1512,"1721512","Setúbal",0,0,0,0
1501,"1811501","Alcácer do Sal",0,15.8,3090.8,3106.6
1505,"1811505","Grândola",367.07,0,2820.56,3187.63
211,"1810211","Odemira",4221.25,15.8,4547.52,8784.57
1509,"1811509","Santiago do Cacém",367.07,94.79,2727.67,3189.53
1513,"1811513","Sines",542.26,0,468.69,1010.95
1201,"1821201","Alter do Chão",0,284.36,0,284.36
1202,"1821202","Arronches",0,0,0,0
1203,"1821203","Avis",0,15.8,2220.98,2236.78
1204,"1821204","Campo Maior",0,197.47,1541.18,1738.65
1205,"1821205","Castelo de Vide",0,0,0,0
1206,"1821206","Crato",0,0,0,0
1207,"1821207","Elvas",0,78.99,3597.48,3676.47
1208,"1821208","Fronteira",0,0,747.36,747.36
1209,"1821209","Gavião",1468.26,0,16.89,1485.15
1210,"1821210","Marvão",0,0,0,0
1211,"1821211","Monforte",0,0,80.23,80.23
707,"1820707","Mora",0,55.29,1283.61,1338.9
1212,"1821212","Nisa",367.07,0,80.23,447.3
1213,"1821213","Ponte de Sor",542.26,323.85,844.48,1710.59
1214,"1821214","Portalegre",0,0,0,0
701,"1830701","Alandroal",0,23.7,734.7,758.4
702,"1830702","Arraiolos",183.53,0,734.7,918.23
703,"1830703","Borba",0,0,130.89,130.89
704,"1830704","Estremoz",542.26,458.13,869.81,1870.2
705,"1830705","Évora",183.53,837.27,67.56,1088.36
706,"1830706","Montemor-o-Novo",0,0,494.02,494.02
708,"1830708","Mourão",0,0,320.9,320.9
709,"1830709","Portel",0,0,0,0
710,"1830710","Redondo",0,402.84,130.89,533.73
711,"1830711","Reguengos de Monsaraz",0,39.49,375.79,415.28
1215,"1831215","Sousel",0,2077.38,42.22,2119.6
712,"1830712","Vendas Novas",0,0,42.22,42.22
713,"1830713","Viana do Alentejo",0,0,481.35,481.35
714,"1830714","Vila Viçosa",0,0,0,0
201,"1840201","Aljustrel",0,260.66,7106.3,7366.96
202,"1840202","Almodôvar",0,300.15,3542.59,3842.74
203,"1840203","Alvito",0,0,418.02,418.02
204,"1840204","Barrancos",0,0,0,0
205,"1840205","Beja",0,1334.9,15491.99,16826.89
206,"1840206","Castro Verde",0,513.42,1511.62,2025.04
207,"1840207","Cuba",0,0,130.89,130.89
208,"1840208","Ferreira do Alentejo",0,1832.52,7828.33,9660.85
209,"1840209","Mértola",0,0,11797.39,11797.39
210,"1840210","Moura",0,300.15,1313.17,1613.32
212,"1840212","Ourique",0,0,4450.41,4450.41
213,"1840213","Serpa",183.53,355.45,15720,16258.98
214,"1840214","Vidigueira",0,0,308.24,308.24
1403,"1851403","Almeirim",0,20.13,0,20.13
1404,"1851404","Alpiarça",0,0,410.23,410.23
1103,"1851103","Azambuja",362.34,0,80.26,442.6
1405,"1851405","Benavente",0,0,0,0
1406,"1851406","Cartaxo",177.14,40.26,0,217.4
1407,"1851407","Chamusca",0,0,0,0
1409,"1851409","Coruche",0,0,205.11,205.11
1412,"1851412","Golegã",0,0,0,0
1414,"1851414","Rio Maior",362.34,20.13,35.67,418.14
1415,"1851415","Salvaterra de Magos",177.14,0,1792.52,1969.66
1416,"1851416","Santarém",177.14,644.13,722.36,1543.63
801,"1500801","Albufeira",0,0,26.44,26.44
802,"1500802","Alcoutim",0,0,121.6,121.6
803,"1500803","Aljezur",1755.82,16.16,100.45,1872.43
804,"1500804","Castro Marim",0,0,15.86,15.86
805,"1500805","Faro",0,0,15.86,15.86
806,"1500806","Lagoa",0,0,0,0
807,"1500807","Lagos",0,16.16,47.58,63.74
808,"1500808","Loulé",0,0,0,0
809,"1500809","Monchique",293.48,0,0,293.48
810,"1500810","Olhão",0,0,0,0
811,"1500811","Portimão",0,0,15.86,15.86
812,"1500812","São Brás de Alportel",0,0,0,0
813,"1500813","Silves",146.74,48.48,100.45,295.67
814,"1500814","Tavira",0,0,190.34,190.34
815,"1500815","Vila do Bispo",0,16.16,26.44,42.6
816,"1500816","Vila Real de Santo António",0,16.16,58.16,74.32
