Muni_ID,ID,Muni,sludge
1420,16C1420,Vila Nova da Barquinha,70.10652
1115,1711115,Amadora,29.68383
1105,1711105,Cascais,82.74864
1106,1711106,Lisboa,0
1107,1711107,Loures,34485.97635
1109,1711109,Mafra,6380.5063
1116,1711116,Odivelas,30.79824
1110,1711110,Oeiras,981.47511
1111,1711111,Sintra,909.3231
1114,1711114,Vila Franca de Xira,4479.776
1502,1721502,Alcochete,372.31425
1503,1721503,Almada,17851.39952
1504,1721504,Barreiro,24.41571
1506,1721506,Moita,195.83223
1507,1721507,Montijo,1750.39368
1508,1721508,Palmela,2404.63657
1510,1721510,Seixal,447.83172
1511,1721511,Sesimbra,20747.5002
1512,1721512,Setúbal,629.03379
1501,1811501,Alcácer do Sal,0
1505,1811505,Grândola,58.01517
211,1810211,Odemira,0
1509,1811509,Santiago do Cacém,0
1513,1811513,Sines,2120.48928
1201,1821201,Alter do Chão,0
1202,1821202,Arronches,51.63764
1203,1821203,Avis,0
1204,1821204,Campo Maior,0
1205,1821205,Castelo de Vide,173.57494
1206,1821206,Crato,72.03536
1207,1821207,Elvas,1077.8625
1208,1821208,Fronteira,0
1209,1821209,Gavião,6.48702
1210,1821210,Marvão,71.1552
1211,1821211,Monforte,0
707,1820707,Mora,0
1212,1821212,Nisa,413.7768
1213,1821213,Ponte de Sor,82.12061
1214,1821214,Portalegre,4229.57483
701,1830701,Alandroal,0
702,1830702,Arraiolos,0
703,1830703,Borba,0
704,1830704,Estremoz,0
705,1830705,Évora,0
706,1830706,Montemor-o-Novo,48.8052
708,1830708,Mourão,0
709,1830709,Portel,21865.27005
710,1830710,Redondo,0
711,1830711,Reguengos de Monsaraz,0
1215,1831215,Sousel,90.45056
712,1830712,Vendas Novas,0
713,1830713,Viana do Alentejo,0
714,1830714,Vila Viçosa,3.14904
201,1840201,Aljustrel,0
202,1840202,Almodôvar,0
203,1840203,Alvito,5.15295
204,1840204,Barrancos,0
205,1840205,Beja,15.42988
206,1840206,Castro Verde,3102.5813
207,1840207,Cuba,0
208,1840208,Ferreira do Alentejo,0
209,1840209,Mértola,0
210,1840210,Moura,0
212,1840212,Ourique,0
213,1840213,Serpa,0
214,1840214,Vidigueira,20.16471
1403,1851403,Almeirim,980.9724
1404,1851404,Alpiarça,979.56639
1103,1851103,Azambuja,1332.00636
1405,1851405,Benavente,4648.76904
1406,1851406,Cartaxo,818.07825
1407,1851407,Chamusca,2474.5766
1409,1851409,Coruche,7188.2892
1412,1851412,Golegã,641.76912
1414,1851414,Rio Maior,792.04158
1415,1851415,Salvaterra de Magos,1155.06618
1416,1851416,Santarém,5617.54568
801,1500801,Albufeira,10299.06236
802,1500802,Alcoutim,0
803,1500803,Aljezur,387.83514
804,1500804,Castro Marim,0
805,1500805,Faro,0
806,1500806,Lagoa,873.03162
807,1500807,Lagos,2587.88886
808,1500808,Loulé,10684.04776
809,1500809,Monchique,0
810,1500810,Olhão,1014.97617
811,1500811,Portimão,0
812,1500812,São Brás de Alportel,0
813,1500813,Silves,1368.13179
814,1500814,Tavira,2938.2316
815,1500815,Vila do Bispo,103.65635
816,1500816,Vila Real de Santo António,0
