"Muni_ID","ID","Muni","Does","Other_caprine"
614,"1640614","Penela",6,1.125
616,"1640616","Tábua",6.375,2.625
617,"1640617","Vila Nova de Poiares",1.125,0.75
901,"1650901","Aguiar da Beira",0.375,1.5
1802,"1651802","Carregal do Sal",3.375,1.125
1803,"1651803","Castro Daire",12.75,6.75
1806,"1651806","Mangualde",4.125,1.125
1808,"1651808","Mortágua",0.375,1.125
1809,"1651809","Nelas",2.625,0.375
1810,"1651810","Oliveira de Frades",0.75,6.375
1811,"1651811","Penalva do Castelo",1.875,0.375
1814,"1651814","Santa Comba Dão",1.875,0.75
1816,"1651816","São Pedro do Sul",3.75,12.75
1817,"1651817","Sátão",2.25,2.25
1821,"1651821","Tondela",1.875,5.25
1822,"1651822","Vila Nova de Paiva",5.625,3.375
1823,"1651823","Viseu",3,3
1824,"1651824","Vouzela",0,3.75
1413,"1661413","Mação",10.5,2.25
506,"1660506","Oleiros",18.375,3
508,"1660508","Proença-a-Nova",45.75,7.5
509,"1660509","Sertã",30.75,6.75
510,"1660510","Vila de Rei",3.75,0.375
905,"1670905","Fornos de Algodres",4.125,1.125
906,"1670906","Gouveia",12.75,4.5
912,"1670912","Seia",13.875,2.25
902,"1680902","Almeida",1.5,0.375
903,"1680903","Celorico da Beira",8.25,1.5
904,"1680904","Figueira de Castelo Rodrigo",1.875,0.375
907,"1680907","Guarda",31.5,7.5
908,"1680908","Manteigas",2.625,0.375
909,"1680909","Mêda",3,0.75
910,"1680910","Pinhel",10.875,1.5
911,"1680911","Sabugal",7.875,4.125
913,"1680913","Trancoso",9,1.125
502,"1690502","Castelo Branco",54,10.5
505,"1690505","Idanha-a-Nova",22.875,3.75
507,"1690507","Penamacor",19.125,4.125
511,"1690511","Vila Velha de Ródão",11.25,2.25
501,"16A0501","Belmonte",4.125,0.75
503,"16A0503","Covilhã",29.625,3
504,"16A0504","Fundão",43.5,7.875
1001,"16B1001","Alcobaça",2.625,1.875
1101,"16B1101","Alenquer",7.875,1.5
1102,"16B1102","Arruda dos Vinhos",1.125,0.75
1005,"16B1005","Bombarral",0,0
1104,"16B1104","Cadaval",10.125,1.125
1006,"16B1006","Caldas da Rainha",4.125,3.375
1108,"16B1108","Lourinhã",19.5,1.5
1011,"16B1011","Nazaré",0.375,0
1012,"16B1012","Óbidos",4.5,1.125
1014,"16B1014","Peniche",11.625,1.125
1112,"16B1112","Sobral de Monte Agraço",0,0.375
1113,"16B1113","Torres Vedras",19.875,1.5
1401,"16C1401","Abrantes",7.875,3.375
1402,"16C1402","Alcanena",12.75,0.75
1408,"16C1408","Constância",0,0
1410,"16C1410","Entroncamento",0,0
1411,"16C1411","Ferreira do Zêzere",8.25,1.5
1421,"16C1421","Ourém",10.5,4.125
1417,"16C1417","Sardoal",0,0.375
1418,"16C1418","Tomar",7.5,1.875
1419,"16C1419","Torres Novas",9,3
1420,"16C1420","Vila Nova da Barquinha",0.375,0
1115,"1711115","Amadora",0,0
1105,"1711105","Cascais",0,0.75
1106,"1711106","Lisboa",0,0
1107,"1711107","Loures",5.25,1.125
1109,"1711109","Mafra",3.75,2.25
1116,"1711116","Odivelas",0,0
1110,"1711110","Oeiras",0,0
1111,"1711111","Sintra",2.25,1.125
1114,"1711114","Vila Franca de Xira",0.375,1.125
1502,"1721502","Alcochete",0,0
1503,"1721503","Almada",0.75,0.375
1504,"1721504","Barreiro",0,0.375
1506,"1721506","Moita",1.875,0.375
1507,"1721507","Montijo",0.375,0.375
1508,"1721508","Palmela",7.875,1.875
1510,"1721510","Seixal",1.5,0.375
1511,"1721511","Sesimbra",0.75,0.375
1512,"1721512","Setúbal",5.25,1.125
1501,"1811501","Alcácer do Sal",0,0.75
1505,"1811505","Grândola",0.75,1.875
211,"1810211","Odemira",7.125,12
1509,"1811509","Santiago do Cacém",0.75,3.75
1513,"1811513","Sines",0,2.25
1201,"1821201","Alter do Chão",2.25,1.125
1202,"1821202","Arronches",1.125,0.375
1203,"1821203","Avis",2.25,0.75
1204,"1821204","Campo Maior",0,0
1205,"1821205","Castelo de Vide",1.5,1.125
1206,"1821206","Crato",8.625,1.5
1207,"1821207","Elvas",0,0.75
1208,"1821208","Fronteira",0.75,1.125
1209,"1821209","Gavião",4.125,1.875
1210,"1821210","Marvão",1.125,2.25
1211,"1821211","Monforte",2.25,0.375
707,"1820707","Mora",0,0.375
1212,"1821212","Nisa",7.875,3.375
1213,"1821213","Ponte de Sor",7.875,4.125
1214,"1821214","Portalegre",10.875,7.5
701,"1830701","Alandroal",39.75,7.125
702,"1830702","Arraiolos",10.875,3.375
703,"1830703","Borba",0,0.375
704,"1830704","Estremoz",3.75,1.875
705,"1830705","Évora",1.875,1.875
706,"1830706","Montemor-o-Novo",0.75,1.5
708,"1830708","Mourão",13.125,1.125
709,"1830709","Portel",5.625,7.125
710,"1830710","Redondo",3,1.5
711,"1830711","Reguengos de Monsaraz",11.625,3
1215,"1831215","Sousel",0,0
712,"1830712","Vendas Novas",0,0.375
713,"1830713","Viana do Alentejo",21,4.875
714,"1830714","Vila Viçosa",11.625,2.25
201,"1840201","Aljustrel",3.75,2.625
202,"1840202","Almodôvar",6.75,3.75
203,"1840203","Alvito",0,0.375
204,"1840204","Barrancos",0,0.375
205,"1840205","Beja",19.5,8.25
206,"1840206","Castro Verde",2.25,1.125
207,"1840207","Cuba",7.5,3
208,"1840208","Ferreira do Alentejo",0,0.75
209,"1840209","Mértola",49.5,8.25
210,"1840210","Moura",37.875,6.75
212,"1840212","Ourique",4.875,5.625
213,"1840213","Serpa",21.75,5.25
214,"1840214","Vidigueira",10.875,1.875
1403,"1851403","Almeirim",0,0
1404,"1851404","Alpiarça",0,1.875
1103,"1851103","Azambuja",7.125,0.75
1405,"1851405","Benavente",19.875,0.75
1406,"1851406","Cartaxo",1.125,0.375
1407,"1851407","Chamusca",5.625,0.375
1409,"1851409","Coruche",12.375,6
1412,"1851412","Golegã",0,0
1414,"1851414","Rio Maior",17.25,2.625
1415,"1851415","Salvaterra de Magos",0,0
1416,"1851416","Santarém",36.375,3.75
801,"1500801","Albufeira",0,0.375
802,"1500802","Alcoutim",15.75,1.5
803,"1500803","Aljezur",0,2.25
804,"1500804","Castro Marim",27.75,4.125
805,"1500805","Faro",0.75,0
806,"1500806","Lagoa",1.5,0
807,"1500807","Lagos",0.375,0.375
808,"1500808","Loulé",3,1.875
809,"1500809","Monchique",0,1.875
810,"1500810","Olhão",0,0
811,"1500811","Portimão",0,0.375
812,"1500812","São Brás de Alportel",1.5,0
813,"1500813","Silves",2.625,3.375
814,"1500814","Tavira",4.875,2.25
815,"1500815","Vila do Bispo",1.875,1.125
816,"1500816","Vila Real de Santo António",1.5,0
