"Muni_ID","ID","Muni","forage_maize","forage_mixture","forage_oat","forage_roots","forage_sorghum","total"
1808,"1651808","Mortágua",0,0,0,0,0,0
1809,"1651809","Nelas",296.95,0,0,0,0,296.95
1810,"1651810","Oliveira de Frades",0,0,0,0,0,0
1811,"1651811","Penalva do Castelo",56.23,0,0,0,340.14,396.37
1814,"1651814","Santa Comba Dão",0,0,0,0,0,0
1816,"1651816","São Pedro do Sul",465.44,0,58.28,0,0,523.72
1817,"1651817","Sátão",0,0,0,0,137.2,137.2
1821,"1651821","Tondela",0,0,0,0,0,0
1822,"1651822","Vila Nova de Paiva",0,0,0,0,0,0
1823,"1651823","Viseu",74.34,0,0,0,74.98,149.32
1824,"1651824","Vouzela",69.27,0,0,0,0,69.27
1413,"1661413","Mação",0,0,0,0,0,0
506,"1660506","Oleiros",0,0,0,0,0,0
508,"1660508","Proença-a-Nova",0,0,0,0,0,0
509,"1660509","Sertã",0,0,0,0,0,0
510,"1660510","Vila de Rei",0,0,0,0,0,0
905,"1670905","Fornos de Algodres",161.1,0,0,0,80.4,241.5
906,"1670906","Gouveia",0,0,0,0,0,0
912,"1670912","Seia",36.49,0,0,0,0,36.49
902,"1680902","Almeida",0,0,0,0,0,0
903,"1680903","Celorico da Beira",690.75,609.4,0,0,550.6,1850.75
904,"1680904","Figueira de Castelo Rodrigo",572.6,0,0,0,282.1,854.7
907,"1680907","Guarda",199.86,1225.07,32.84,0,0,1457.77
908,"1680908","Manteigas",0,0,0,0,0,0
909,"1680909","Mêda",143.64,0,0,0,0,143.64
910,"1680910","Pinhel",331.44,0,0,0,246.96,578.4
911,"1680911","Sabugal",1076.1,0,677.16,0,0,1753.26
913,"1680913","Trancoso",0,0,0,0,0,0
502,"1690502","Castelo Branco",2862.68,0,0,0,831.98,3694.66
505,"1690505","Idanha-a-Nova",1487.72,0,56.92,0,2144.72,3689.36
507,"1690507","Penamacor",1909.6,0,34.81,0,386.54,2330.95
511,"1690511","Vila Velha de Ródão",34.62,0,0,0,34.66,69.28
501,"16A0501","Belmonte",3594.65,0,84.56,0,1574.35,5253.56
503,"16A0503","Covilhã",8560.65,722.54,0,0,1766.4,11049.59
504,"16A0504","Fundão",9952.8,342.2,1953.39,0,1433.46,13681.85
1001,"16B1001","Alcobaça",382.77,0,0,0,0,382.77
1101,"16B1101","Alenquer",0,0,93.18,0,646.38,739.56
1102,"16B1102","Arruda dos Vinhos",0,0,0,0,0,0
1005,"16B1005","Bombarral",0,0,0,0,0,0
1104,"16B1104","Cadaval",0,0,0,0,0,0
1006,"16B1006","Caldas da Rainha",0,0,0,0,0,0
1108,"16B1108","Lourinhã",0,0,0,0,0,0
1011,"16B1011","Nazaré",9498.88,0,0,593.42,0,10092.3
1012,"16B1012","Óbidos",0,365.25,0,0,0,365.25
1014,"16B1014","Peniche",0,0,365.82,0,0,365.82
1112,"16B1112","Sobral de Monte Agraço",0,0,0,0,0,0
1113,"16B1113","Torres Vedras",726.9,0,0,0,0,726.9
1401,"16C1401","Abrantes",0,0,29.61,0,147.35,176.96
1402,"16C1402","Alcanena",151.72,0,0,0,149.38,301.1
1408,"16C1408","Constância",0,0,0,0,0,0
1410,"16C1410","Entroncamento",0,0,0,0,0,0
1411,"16C1411","Ferreira do Zêzere",0,0,0,0,0,0
1421,"16C1421","Ourém",0,0,0,0,1255.23,1255.23
1417,"16C1417","Sardoal",0,0,0,0,149.72,149.72
1418,"16C1418","Tomar",82.47,0,0,0,82.5,164.97
1419,"16C1419","Torres Novas",0,0,529.2,0,798.12,1327.32
1420,"16C1420","Vila Nova da Barquinha",0,0,0,0,0,0
1115,"1711115","Amadora",0,0,0,0,0,0
1105,"1711105","Cascais",0,447.9,0,0,0,447.9
1106,"1711106","Lisboa",0,0,0,0,0,0
1107,"1711107","Loures",0,0,0,0,0,0
1109,"1711109","Mafra",0,0,0,0,0,0
1116,"1711116","Odivelas",0,0,0,0,0,0
1110,"1711110","Oeiras",0,0,0,0,0,0
1111,"1711111","Sintra",65.04,0,0,0,0,65.04
1114,"1711114","Vila Franca de Xira",1282.6,0,0,0,0,1282.6
1502,"1721502","Alcochete",0,0,136.65,0,0,136.65
1503,"1721503","Almada",0,0,192.26,0,0,192.26
1504,"1721504","Barreiro",0,0,0,0,0,0
1506,"1721506","Moita",34612.94,0,4709.6,0,0,39322.54
1507,"1721507","Montijo",2310.27,390.42,42.59,0,216.95,2960.23
1508,"1721508","Palmela",12605.76,530.46,58.03,0,225.12,13419.37
1510,"1721510","Seixal",0,0,0,0,0,0
1511,"1721511","Sesimbra",17.09,0,0,0,0,17.09
1512,"1721512","Setúbal",193.88,96.48,0,0,0,290.36
1501,"1811501","Alcácer do Sal",201.46,0,0,0,178.62,380.08
1505,"1811505","Grândola",437.76,302.88,0,0,992.4,1733.04
211,"1810211","Odemira",7257.78,4108.67,398.4,0,1363.25,13128.1
1509,"1811509","Santiago do Cacém",0,0,0,0,0,0
1513,"1811513","Sines",337.81,184.26,0,0,309,831.07
1201,"1821201","Alter do Chão",0,33.92,0,0,1138.83,1172.75
1202,"1821202","Arronches",0,0,389.5,0,118.41,507.91
1203,"1821203","Avis",0,202.79,0,0,0,202.79
1204,"1821204","Campo Maior",0,63.04,0,0,0,63.04
1205,"1821205","Castelo de Vide",0,0,0,0,0,0
1206,"1821206","Crato",538.2,0,0,0,0,538.2
1207,"1821207","Elvas",0,0,892.71,0,0,892.71
1208,"1821208","Fronteira",0,0,99,0,257.12,356.12
1209,"1821209","Gavião",0,0,0,0,0,0
1210,"1821210","Marvão",0,0,0,0,0,0
1211,"1821211","Monforte",0,0,0,0,0,0
707,"1820707","Mora",0,744.64,47.38,0,527.56,1319.58
1212,"1821212","Nisa",0,0,0,0,0,0
1213,"1821213","Ponte de Sor",75.2,0,165.3,0,32.86,273.36
1214,"1821214","Portalegre",36.58,0,74.46,0,0,111.04
701,"1830701","Alandroal",0,0,0,0,30.15,30.15
702,"1830702","Arraiolos",475.86,99.93,0,0,367.51,943.3
703,"1830703","Borba",0,112.7,0,0,223.44,336.14
704,"1830704","Estremoz",0,0,0,0,150.04,150.04
705,"1830705","Évora",0,171.75,34.17,0,1796.58,2002.5
706,"1830706","Montemor-o-Novo",1124.55,4230.6,1970.98,0,2096.16,9422.29
708,"1830708","Mourão",0,0,160.85,0,82.56,243.41
709,"1830709","Portel",0,779,777,0,27.88,1583.88
710,"1830710","Redondo",0,634.61,0,0,0,634.61
711,"1830711","Reguengos de Monsaraz",0,217,0,0,975.57,1192.57
1215,"1831215","Sousel",0,410.9,0,0,202.55,613.45
712,"1830712","Vendas Novas",318,21.71,0,0,0,339.71
713,"1830713","Viana do Alentejo",137.05,0,0,0,457.81,594.86
714,"1830714","Vila Viçosa",0,0,383.3,0,0,383.3
201,"1840201","Aljustrel",0,300.08,0,0,685.98,986.06
202,"1840202","Almodôvar",0,0,0,0,0,0
203,"1840203","Alvito",0,0,0,0,34.18,34.18
204,"1840204","Barrancos",0,0,0,0,0,0
205,"1840205","Beja",0,364.65,0,0,326.37,691.02
206,"1840206","Castro Verde",0,0,0,0,0,0
207,"1840207","Cuba",0,0,0,0,0,0
208,"1840208","Ferreira do Alentejo",4577.43,2095.5,76.52,0,3379.08,10128.53
209,"1840209","Mértola",0,0,0,0,0,0
210,"1840210","Moura",0,0,0,0,0,0
212,"1840212","Ourique",161.52,0,0,0,0,161.52
213,"1840213","Serpa",0,551.6,0,0,0,551.6
214,"1840214","Vidigueira",0,0,0,0,383.52,383.52
1403,"1851403","Almeirim",22.79,0,22.49,0,0,45.28
1404,"1851404","Alpiarça",0,0,0,0,0,0
1103,"1851103","Azambuja",505.6,0,0,0,478.26,983.86
1405,"1851405","Benavente",435.26,0,0,0,0,435.26
1406,"1851406","Cartaxo",0,0,0,0,0,0
1407,"1851407","Chamusca",0,0,0,0,0,0
1409,"1851409","Coruche",350.22,27.48,0,0,500.65,878.35
1412,"1851412","Golegã",0,0,0,0,0,0
1414,"1851414","Rio Maior",526.82,0,0,0,0,526.82
1415,"1851415","Salvaterra de Magos",0,0,0,0,0,0
1416,"1851416","Santarém",0,638.1,3399.04,0,852.48,4889.62
801,"1500801","Albufeira",0,0,0,0,0,0
802,"1500802","Alcoutim",0,0,0,0,0,0
803,"1500803","Aljezur",1908.4,0,0,0,0,1908.4
804,"1500804","Castro Marim",0,0,0,0,0,0
805,"1500805","Faro",0,0,0,0,334.45,334.45
806,"1500806","Lagoa",70.1,0,0,0,0,70.1
807,"1500807","Lagos",0,0,0,0,0,0
808,"1500808","Loulé",0,0,0,0,0,0
809,"1500809","Monchique",0,0,0,0,0,0
810,"1500810","Olhão",0,0,0,0,0,0
811,"1500811","Portimão",0,0,0,0,0,0
812,"1500812","São Brás de Alportel",0,0,0,0,0,0
813,"1500813","Silves",0,0,0,0,0,0
814,"1500814","Tavira",0,0,0,0,0,0
815,"1500815","Vila do Bispo",0,0,0,0,0,0
816,"1500816","Vila Real de Santo António",0,0,0,0,0,0
