"Muni_ID","ID","Muni","nuuts"
1812,"1171812","Penedono",0
1708,"1171708","Peso da Régua",1.45574250182882
1710,"1171710","Sabrosa",0.100407055630936
1711,"1171711","Santa Marta de Penaguião",0
1815,"1171815","São João da Pesqueira",0.107134161188215
1818,"1171818","Sernancelhe",0
1819,"1171819","Tabuaço",0.141972121837894
1820,"1171820","Tarouca",1.18966689326988
409,"1170409","Torre de Moncorvo",0.460858027421495
410,"1170410","Vila Flor",0.00125675505843911
914,"1170914","Vila Nova de Foz Côa",0.302028026808251
1714,"1171714","Vila Real",2.54575030500203
401,"1180401","Alfândega da Fé",0
1702,"1181702","Boticas",0
402,"1180402","Bragança",0.274283123654086
1703,"1181703","Chaves",0.473958727039081
405,"1180405","Macedo de Cavaleiros",0.206265810468963
406,"1180406","Miranda do Douro",0
407,"1180407","Mirandela",0.401336149727366
408,"1180408","Mogadouro",0
1706,"1181706","Montalegre",0.04364694471387
1707,"1181707","Murça",0.152259332023576
1712,"1181712","Valpaços",0.0542485469139219
1713,"1181713","Vila Pouca de Aguiar",0
411,"1180411","Vimioso",0.00287811195855519
412,"1180412","Vinhais",0.00197355437142293
101,"1610101","Águeda",0.209026128266033
102,"1610102","Albergaria-a-Velha",0
103,"1610103","Anadia",0
105,"1610105","Aveiro",12.577174929841
108,"1610108","Estarreja",0
110,"1610110","Ílhavo",0
111,"1610111","Mealhada",1.31644004944376
112,"1610112","Murtosa",0
114,"1610114","Oliveira do Bairro",0.228408279800143
115,"1610115","Ovar",0
117,"1610117","Sever do Vouga",0
118,"1610118","Vagos",0
602,"1620602","Cantanhede",0.0504116955133591
603,"1620603","Coimbra",7.63748350197976
604,"1620604","Condeixa-a-Nova",1.4649286157666
605,"1620605","Figueira da Foz",3.89633601429848
608,"1620608","Mira",0
610,"1620610","Montemor-o-Velho",0.00580517821897132
613,"1620613","Penacova",0
615,"1620615","Soure",1.61230626879482
1004,"1631004","Batalha",0.141206675224647
1009,"1631009","Leiria",7.41526400737837
1010,"1631010","Marinha Grande",0
1015,"1631015","Pombal",5.76734025122884
1016,"1631016","Porto de Mós",0
1002,"1641002","Alvaiázere",0
1003,"1641003","Ansião",0.264298093587522
601,"1640601","Arganil",0
1007,"1641007","Castanheira de Pêra",0
1008,"1641008","Figueiró dos Vinhos",0
606,"1640606","Góis",0
607,"1640607","Lousã",0.513698630136986
609,"1640609","Miranda do Corvo",0
611,"1640611","Oliveira do Hospital",0.49770290964778
612,"1640612","Pampilhosa da Serra",0
1013,"1641013","Pedrógão Grande",0
614,"1640614","Penela",0
616,"1640616","Tábua",0
617,"1640617","Vila Nova de Poiares",0
901,"1650901","Aguiar da Beira",0
1802,"1651802","Carregal do Sal",0
1803,"1651803","Castro Daire",0
1806,"1651806","Mangualde",0
1808,"1651808","Mortágua",0
1809,"1651809","Nelas",0
1810,"1651810","Oliveira de Frades",0.789324247586599
1811,"1651811","Penalva do Castelo",0
1814,"1651814","Santa Comba Dão",0.0742574257425743
1816,"1651816","São Pedro do Sul",2.05192034139403
1817,"1651817","Sátão",0
1821,"1651821","Tondela",2.3091814159292
1822,"1651822","Vila Nova de Paiva",0
1823,"1651823","Viseu",0.723036754368347
1824,"1651824","Vouzela",1.48062463851938
1413,"1661413","Mação",0
506,"1660506","Oleiros",0
508,"1660508","Proença-a-Nova",0
509,"1660509","Sertã",0
510,"1660510","Vila de Rei",0
905,"1670905","Fornos de Algodres",0
906,"1670906","Gouveia",0
912,"1670912","Seia",1.30770754903903
902,"1680902","Almeida",0.0269206875129426
903,"1680903","Celorico da Beira",0
904,"1680904","Figueira de Castelo Rodrigo",0.000887154009936125
907,"1680907","Guarda",1.17237200848228
908,"1680908","Manteigas",0.12
909,"1680909","Mêda",0
910,"1680910","Pinhel",0.0211012861736334
911,"1680911","Sabugal",0.0317028985507246
913,"1680913","Trancoso",0
502,"1690502","Castelo Branco",0
505,"1690505","Idanha-a-Nova",0
507,"1690507","Penamacor",0
511,"1690511","Vila Velha de Ródão",0
501,"16A0501","Belmonte",0.00509554140127389
503,"16A0503","Covilhã",0.00128567755206994
504,"16A0504","Fundão",0.133539050861886
1001,"16B1001","Alcobaça",0.00816493161869769
1101,"16B1101","Alenquer",0.404466218525692
1102,"16B1102","Arruda dos Vinhos",0
1005,"16B1005","Bombarral",0
1104,"16B1104","Cadaval",0
1006,"16B1006","Caldas da Rainha",5.1884760366182
1108,"16B1108","Lourinhã",0.824333823247492
1011,"16B1011","Nazaré",0
1012,"16B1012","Óbidos",31.3843175217812
1014,"16B1014","Peniche",0
1112,"16B1112","Sobral de Monte Agraço",0
1113,"16B1113","Torres Vedras",0.538481744155503
1401,"16C1401","Abrantes",0.672563672411164
1402,"16C1402","Alcanena",0
1408,"16C1408","Constância",0
1410,"16C1410","Entroncamento",0
1411,"16C1411","Ferreira do Zêzere",0
1421,"16C1421","Ourém",6.62576687116564
1417,"16C1417","Sardoal",0.123674911660777
1418,"16C1418","Tomar",8.13351237291387
1419,"16C1419","Torres Novas",0
1420,"16C1420","Vila Nova da Barquinha",0
1115,"1711115","Amadora",0
1105,"1711105","Cascais",0
1106,"1711106","Lisboa",0
1107,"1711107","Loures",5.05572409606181
1109,"1711109","Mafra",3.00546037683034
1116,"1711116","Odivelas",7.00188541599821
1110,"1711110","Oeiras",0
1111,"1711111","Sintra",3.97301865711788
1114,"1711114","Vila Franca de Xira",3.51921965177604
1502,"1721502","Alcochete",0
1503,"1721503","Almada",0
1504,"1721504","Barreiro",0
1506,"1721506","Moita",0
1507,"1721507","Montijo",0
1508,"1721508","Palmela",4.75816686106706
1510,"1721510","Seixal",0
1511,"1721511","Sesimbra",5.31775759320851
1512,"1721512","Setúbal",4.65325283562662
1501,"1811501","Alcácer do Sal",0
1505,"1811505","Grândola",0.0529231786984206
211,"1810211","Odemira",0.00180169359197646
1509,"1811509","Santiago do Cacém",0
1513,"1811513","Sines",2.62872628726287
1201,"1821201","Alter do Chão",0
1202,"1821202","Arronches",0
1203,"1821203","Avis",0
1204,"1821204","Campo Maior",0
1205,"1821205","Castelo de Vide",0.209563164108619
1206,"1821206","Crato",0
1207,"1821207","Elvas",0.263142298346471
1208,"1821208","Fronteira",0
1209,"1821209","Gavião",0
1210,"1821210","Marvão",0.13951395139514
1211,"1821211","Monforte",0
707,"1820707","Mora",0
1212,"1821212","Nisa",0.295755045233125
1213,"1821213","Ponte de Sor",0.0351058337635519
1214,"1821214","Portalegre",2.6298309178744
701,"1830701","Alandroal",0
702,"1830702","Arraiolos",0
703,"1830703","Borba",0
704,"1830704","Estremoz",0
705,"1830705","Évora",0
706,"1830706","Montemor-o-Novo",0.0103332472229398
708,"1830708","Mourão",0
709,"1830709","Portel",8.83245122047555
710,"1830710","Redondo",0
711,"1830711","Reguengos de Monsaraz",0
1215,"1831215","Sousel",0.0470219435736677
712,"1830712","Vendas Novas",0
713,"1830713","Viana do Alentejo",0
714,"1830714","Vila Viçosa",0.00238117915991999
201,"1840201","Aljustrel",0
202,"1840202","Almodôvar",0
203,"1840203","Alvito",0.00453226976069616
204,"1840204","Barrancos",0
205,"1840205","Beja",0.00135004387642598
206,"1840206","Castro Verde",0
207,"1840207","Cuba",0
208,"1840208","Ferreira do Alentejo",0
209,"1840209","Mértola",0
210,"1840210","Moura",0.145580452873247
212,"1840212","Ourique",0
213,"1840213","Serpa",0
214,"1840214","Vidigueira",0
1403,"1851403","Almeirim",0
1404,"1851404","Alpiarça",0
1103,"1851103","Azambuja",0.185094982951778
1405,"1851405","Benavente",0
1406,"1851406","Cartaxo",0
1407,"1851407","Chamusca",0
1409,"1851409","Coruche",0
1412,"1851412","Golegã",0
1414,"1851414","Rio Maior",0
1415,"1851415","Salvaterra de Magos",0.00315457413249211
1416,"1851416","Santarém",0.635698337881419
801,"1500801","Albufeira",14.5633067838506
802,"1500802","Alcoutim",0
803,"1500803","Aljezur",1.13314447592068
804,"1500804","Castro Marim",0
805,"1500805","Faro",0
806,"1500806","Lagoa",0
807,"1500807","Lagos",7.52293577981651
808,"1500808","Loulé",4.52721473402613
809,"1500809","Monchique",0
810,"1500810","Olhão",1.77118644067797
811,"1500811","Portimão",0
812,"1500812","São Brás de Alportel",0
813,"1500813","Silves",0.664545775892541
814,"1500814","Tavira",1.64760348583878
815,"1500815","Vila do Bispo",0.34621578099839
816,"1500816","Vila Real de Santo António",0
