Muni_ID,ID,Muni,sludge
613,1620613,Penacova,0.00032847
615,1620615,Soure,0
1004,1631004,Batalha,0
1009,1631009,Leiria,0.009
1010,1631010,Marinha Grande,0
1015,1631015,Pombal,0.003
1016,1631016,Porto de Mós,0
1002,1641002,Alvaiázere,0
1003,1641003,Ansião,0
601,1640601,Arganil,0
1007,1641007,Castanheira de Pêra,0
1008,1641008,Figueiró dos Vinhos,0
606,1640606,Góis,0
607,1640607,Lousã,0.001
609,1640609,Miranda do Corvo,0
611,1640611,Oliveira do Hospital,0.001
612,1640612,Pampilhosa da Serra,0
1013,1641013,Pedrógão Grande,0
614,1640614,Penela,0
616,1640616,Tábua,0
617,1640617,Vila Nova de Poiares,0
901,1650901,Aguiar da Beira,0
1802,1651802,Carregal do Sal,0
1803,1651803,Castro Daire,0
1806,1651806,Mangualde,0
1808,1651808,Mortágua,0
1809,1651809,Nelas,0
1810,1651810,Oliveira de Frades,0
1811,1651811,Penalva do Castelo,0
1814,1651814,Santa Comba Dão,0
1816,1651816,São Pedro do Sul,0.002
1817,1651817,Sátão,0
1821,1651821,Tondela,0
1822,1651822,Vila Nova de Paiva,0
1823,1651823,Viseu,0
1824,1651824,Vouzela,0
1413,1661413,Mação,0
506,1660506,Oleiros,0
508,1660508,Proença-a-Nova,0
509,1660509,Sertã,0
510,1660510,Vila de Rei,0
905,1670905,Fornos de Algodres,0
906,1670906,Gouveia,0
912,1670912,Seia,0
902,1680902,Almeida,0
903,1680903,Celorico da Beira,0
904,1680904,Figueira de Castelo Rodrigo,0
907,1680907,Guarda,0.001
908,1680908,Manteigas,0
909,1680909,Mêda,0
910,1680910,Pinhel,0
911,1680911,Sabugal,0
913,1680913,Trancoso,0
502,1690502,Castelo Branco,0
505,1690505,Idanha-a-Nova,0
507,1690507,Penamacor,0
511,1690511,Vila Velha de Ródão,0
501,16A0501,Belmonte,0
503,16A0503,Covilhã,0
504,16A0504,Fundão,0
1001,16B1001,Alcobaça,0.001
1101,16B1101,Alenquer,0.000363844
1102,16B1102,Arruda dos Vinhos,0.000163118
1005,16B1005,Bombarral,0.000246484
1104,16B1104,Cadaval,0.000242055
1006,16B1006,Caldas da Rainha,0.0020277
1108,16B1108,Lourinhã,0.00047535
1011,16B1011,Nazaré,0.005
1012,16B1012,Óbidos,0.014768822
1014,16B1014,Peniche,0.000310303
1112,16B1112,Sobral de Monte Agraço,0.000231721
1113,16B1113,Torres Vedras,0.000354497
1401,16C1401,Abrantes,0.000529328
1402,16C1402,Alcanena,0.001
1408,16C1408,Constância,0.000223588
1410,16C1410,Entroncamento,0.000373586
1411,16C1411,Ferreira do Zêzere,0.001
1421,16C1421,Ourém,0.009
1417,16C1417,Sardoal,0.001
1418,16C1418,Tomar,0.001070609
1419,16C1419,Torres Novas,0.000285206
1420,16C1420,Vila Nova da Barquinha,0.000323984
1115,1711115,Amadora,0
1105,1711105,Cascais,0.000702659
1106,1711106,Lisboa,0
1107,1711107,Loures,0.015897504
1109,1711109,Mafra,0.006
1116,1711116,Odivelas,0.000263918
1110,1711110,Oeiras,0.002358958
1111,1711111,Sintra,0.001
1114,1711114,Vila Franca de Xira,0.00240709
1502,1721502,Alcochete,0.000429725
1503,1721503,Almada,0.158475984
1504,1721504,Barreiro,0.000598724
1506,1721506,Moita,0.00047579
1507,1721507,Montijo,0.000546527
1508,1721508,Palmela,0.000431082
1510,1721510,Seixal,0.001884489
1511,1721511,Sesimbra,0.025133341
1512,1721512,Setúbal,0.000456357
1501,1811501,Alcácer do Sal,0
1505,1811505,Grândola,0
211,1810211,Odemira,0
1509,1811509,Santiago do Cacém,0
1513,1811513,Sines,0.000679856
1201,1821201,Alter do Chão,0
1202,1821202,Arronches,0
1203,1821203,Avis,0
1204,1821204,Campo Maior,0
1205,1821205,Castelo de Vide,0
1206,1821206,Crato,0
1207,1821207,Elvas,0
1208,1821208,Fronteira,0
1209,1821209,Gavião,0
1210,1821210,Marvão,0
1211,1821211,Monforte,0
707,1820707,Mora,0
1212,1821212,Nisa,0
1213,1821213,Ponte de Sor,0
1214,1821214,Portalegre,0.000187211
701,1830701,Alandroal,0
702,1830702,Arraiolos,0
703,1830703,Borba,0
704,1830704,Estremoz,0
705,1830705,Évora,0
706,1830706,Montemor-o-Novo,0
708,1830708,Mourão,0
709,1830709,Portel,0.001683898
710,1830710,Redondo,0
711,1830711,Reguengos de Monsaraz,0
1215,1831215,Sousel,0
712,1830712,Vendas Novas,0
713,1830713,Viana do Alentejo,0
714,1830714,Vila Viçosa,0
201,1840201,Aljustrel,0
202,1840202,Almodôvar,0
203,1840203,Alvito,0
204,1840204,Barrancos,0
205,1840205,Beja,0
206,1840206,Castro Verde,0.000270438
207,1840207,Cuba,0
208,1840208,Ferreira do Alentejo,0
209,1840209,Mértola,0
210,1840210,Moura,0
212,1840212,Ourique,0
213,1840213,Serpa,0
214,1840214,Vidigueira,0
1403,1851403,Almeirim,0.000319061
1404,1851404,Alpiarça,0.000511565
1103,1851103,Azambuja,0.000360702
1405,1851405,Benavente,0.000662521
1406,1851406,Cartaxo,0.000342065
1407,1851407,Chamusca,0.000507953
1409,1851409,Coruche,0.000471295
1412,1851412,Golegã,0.000628612
1414,1851414,Rio Maior,0.001
1415,1851415,Salvaterra de Magos,0.000662747
1416,1851416,Santarém,0.0006366
801,1500801,Albufeira,0.005816563
802,1500802,Alcoutim,0
803,1500803,Aljezur,0.000369091
804,1500804,Castro Marim,0
805,1500805,Faro,0
806,1500806,Lagoa,0.001971912
807,1500807,Lagos,0.002248219
808,1500808,Loulé,0.00150678
809,1500809,Monchique,0
810,1500810,Olhão,0.000730968
811,1500811,Portimão,0
812,1500812,São Brás de Alportel,0
813,1500813,Silves,0.000410622
814,1500814,Tavira,0.000630038
815,1500815,Vila do Bispo,0
816,1500816,Vila Real de Santo António,0
