Muni_ID,ID,Muni,furrow,other_grav,aspersion,cannon,pivot,drip,microaspersion,SUM,irrig_nha
113,1160113,Oliveira de Azem�is,0,0,0,0,0,0,0,0,0
109,1160109,Santa Maria da Feira,0,0,0,0,0,0,0,0,0
116,1160116,S�o Jo�o da Madeira,0,0,0,0,0,0,0,0,
119,1160119,Vale de Cambra,0,0,0,0,0,0,0,0,0
1701,1171701,Alij�,0,0,0,0,0,0,0,0,0
1801,1171801,Armamar,0,0,0,0,0,0,0,0,0
403,1170403,Carrazeda de Ansi�es,0,0,0,0,0,0,0,0,0
404,1170404,Freixo de Espada � Cinta,0,0,0,0,0,0,0,0,0
1805,1171805,Lamego,0,0,0,0,0,0,0,0,0
1704,1171704,Mes�o Frio,0,0,0,0,0,0,0,0,0
1807,1171807,Moimenta da Beira,0,0,0,0,0,0,0,0,0
1812,1171812,Penedono,0,0,0,0,0,0,0,0,0
1708,1171708,Peso da R�gua,0,0,0,0,0,0,0,0,0
1710,1171710,Sabrosa,0,0,0,0,0,0,0,0,0
1711,1171711,Santa Marta de Penagui�o,0,0,0,0,0,0,0,0,0
1815,1171815,S�o Jo�o da Pesqueira,0,0,0,0,0,0,0,0,0
1818,1171818,Sernancelhe,0,0,0,0,0,0,0,0,0
1819,1171819,Tabua�o,0,0,0,0,0,0,0,0,0
1820,1171820,Tarouca,0,0,0,0,0,0,0,0,0
409,1170409,Torre de Moncorvo,0,0,0,0,0,0,0,0,0
410,1170410,Vila Flor,0,0,0,0,0,0,0,0,0
914,1170914,Vila Nova de Foz C�a,0,0,0,0,0,0,0,0,0
1714,1171714,Vila Real,0,0,0,0,0,0,0,0,0
401,1180401,Alf�ndega da F�,0.038963,1.651768,31.198349,0,0,0,0.005865,32.894945,0.00263370256204964
1702,1181702,Boticas,6.491123,51.611922,0.204477,0,0,0,0,58.307522,0.00528578750793219
402,1180402,Bragan�a,10.087845,95.841601,47.716032,0,0.987896,0,0,154.633374,0.00349999714809534
1703,1181703,Chaves,0,0,0,0,0,0,0,0,0
405,1180405,Macedo de Cavaleiros,0,0,0,0,0,0,0,0,0
406,1180406,Miranda do Douro,0,0,0,0,0,0,0,0,0
407,1180407,Mirandela,0,0,0,0,0,0,0,0,0
408,1180408,Mogadouro,0,0,0,0,0,0,0,0,0
1706,1181706,Montalegre,0,0,0,0,0,0,0,0,0
1707,1181707,Mur�a,0,0,0,0,0,0,0,0,0
1712,1181712,Valpa�os,0,0,0,0,0,0,0,0,0
1713,1181713,Vila Pouca de Aguiar,0,0,0,0,0,0,0,0,0
411,1180411,Vimioso,0,0,0,0,0,0,0,0,0
412,1180412,Vinhais,0,0,0,0,0,0,0,0,0
101,1610101,�gueda,66.247487,62.924963,274.928927,68.712735,0,0,0,472.814112,0.162033623029472
102,1610102,Albergaria-a-Velha,2.640789,0,32.851728,5.538624,0,0,0,41.031141,0.0158116150289017
103,1610103,Anadia,7.104144,1.700037,60.173204,13.532064,0,0,0.080784,82.590233,0.0160120653354013
105,1610105,Aveiro,24.645625,1.18346,340.605902,144.758705,0,0,14.1933,525.386992,0.181043070985527
108,1610108,Estarreja,35.792286,160.319726,4065.007674,977.100579,0,0,0,5238.220265,1.63490020755306
110,1610110,�lhavo,5.625477,0.627826,136.53731,92.226589,0,0,0,235.017202,0.252164379828326
111,1610111,Mealhada,38.767762,5.064485,136.77664,50.273769,0,0,0,230.882656,0.0892817695282289
112,1610112,Murtosa,0.166333,0,336.994931,158.935413,0,0,0,496.096677,0.309094502803738
114,1610114,Oliveira do Bairro,61.147658,137.886062,691.126618,12.136488,6.657651,0,0.234039,909.188516,0.366756158128278
115,1610115,Ovar,70.594846,0.676847,1144.400257,64.940876,0,0,0,1280.612826,0.674006750526316
117,1610117,Sever do Vouga,60.339634,21.613044,37.973026,0,0,0,0.502809,120.428513,0.132048808114035
118,1610118,Vagos,3.931409,0.591213,487.388083,59.823946,0,0,4.200258,555.934909,0.158250756902932
602,1620602,Cantanhede,33.804468,12.417964,1171.153529,37.923067,0,0,6.713691,1262.012719,0.149103582112476
603,1620603,Coimbra,432.262102,263.002835,235.100866,71.787079,97.72217,0,1.394646,1101.269698,0.169634888786198
604,1620604,Condeixa-a-Nova,212.736946,93.363714,223.169947,14.384916,129.317097,0,0,672.97262,0.229448557790658
605,1620605,Figueira da Foz,117.204417,2621.138488,1086.319507,64.657047,147.079569,0,0,4036.399028,0.594900372586588
608,1620608,Mira,0,0,0,0,0,0,0,0,0
610,1620610,Montemor-o-Velho,0,0,0,0,0,0,0,0,0
613,1620613,Penacova,0,0,0,0,0,0,0,0,0
615,1620615,Soure,651.352179,2311.292351,792.285858,235.700556,0,0,0,3990.630944,0.614132185903355
1004,1631004,Batalha,25.367498,19.276204,281.435063,5.807711,0,0,0.818142,332.704618,0.155906568884724
1009,1631009,Leiria,0,0,0,0,0,0,0,0,0
1010,1631010,Marinha Grande,0,0,0,0,0,0,0,0,0
1015,1631015,Pombal,308.317321,322.092974,785.210699,71.27848,22.031555,0,5.095563,1514.026592,0.198743317406143
1016,1631016,Porto de M�s,0,0,0,0,0,0,0,0,0
1002,1641002,Alvai�zere,0,0,0,0,0,0,0,0,0
1003,1641003,Ansi�o,0,0,0,0,0,0,0,0,0
601,1640601,Arganil,230.22715,24.979419,1356.712084,87.019751,0,0,0,1698.938404,1.09679690380891
1007,1641007,Castanheira de P�ra,26.943079,0,55.963362,0,0,0,0,82.906441,0.96402838372093
1008,1641008,Figueir� dos Vinhos,2.922366,0.146922,5.675124,0.20475,0,0,0,8.949162,0.0131993539823009
606,1640606,G�is,0,0,0,0,0,0,0,0,0
607,1640607,Lous�,0,0,0,0,0,0,0,0,0
609,1640609,Miranda do Corvo,160.976645,39.578841,567.914802,0,0,0,0,768.470288,0.772331947738693
611,1640611,Oliveira do Hospital,9.563701,3.198726,50.427468,0.982163,0,0,0,64.172058,0.015322840974212
612,1640612,Pampilhosa da Serra,0,0,0,0,0,0,0,0,0
1013,1641013,Pedr�g�o Grande,1.940677,0.161257,4.424966,0,0,0,0.093075,6.619975,0.0107817182410423
614,1640614,Penela,0,0,0,0,0,0,0,0,0
616,1640616,T�bua,22.271937,10.009872,169.85969,8.966776,0,0,0,211.108275,0.0941187137761926
617,1640617,Vila Nova de Poiares,0,0,0,0,0,0,0,0,0
901,1650901,Aguiar da Beira,0,0,0,0,0,0,0,0,0
1802,1651802,Carregal do Sal,0,0,0,0,0,0,0,0,0
1803,1651803,Castro Daire,0,0,0,0,0,0,0,0,0
1806,1651806,Mangualde,0,0,0,0,0,0,0,0,0
1808,1651808,Mort�gua,0,0,0,0,0,0,0,0,0
1809,1651809,Nelas,0,0,0,0,0,0,0,0,0
1810,1651810,Oliveira de Frades,0,0,0,0,0,0,0,0,0
1811,1651811,Penalva do Castelo,0,0,0,0,0,0,0,0,0
1814,1651814,Santa Comba D�o,0,0,0,0,0,0,0,0,0
1816,1651816,S�o Pedro do Sul,0,0,0,0,0,0,0,0,0
1817,1651817,S�t�o,0,0,0,0,0,0,0,0,0
1821,1651821,Tondela,0,0,0,0,0,0,0,0,0
1822,1651822,Vila Nova de Paiva,0,0,0,0,0,0,0,0,0
1823,1651823,Viseu,0,0,0,0,0,0,0,0,0
1824,1651824,Vouzela,0,0,0,0,0,0,0,0,0
1413,1661413,Ma��o,0,0,0,0,0,0,0,0,0
506,1660506,Oleiros,0,0,0,0,0,0,0,0,0
508,1660508,Proen�a-a-Nova,0,0,0,0,0,0,0,0,0
509,1660509,Sert�,0,0,0,0,0,0,0,0,0
510,1660510,Vila de Rei,0,0,0,0,0,0,0,0,0
905,1670905,Fornos de Algodres,0,0,0,0,0,0,0,0,0
906,1670906,Gouveia,0,0,0,0,0,0,0,0,0
912,1670912,Seia,0,0,0,0,0,0,0,0,0
902,1680902,Almeida,0,0,0,0,0,0,0,0,0
903,1680903,Celorico da Beira,0,0,0,0,0,0,0,0,0
904,1680904,Figueira de Castelo Rodrigo,0,0,0,0,0,0,0,0,0
907,1680907,Guarda,0,0,0,0,0,0,0,0,0
908,1680908,Manteigas,0,0,0,0,0,0,0,0,0
909,1680909,M�da,0,0,0,0,0,0,0,0,0
910,1680910,Pinhel,0,0,0,0,0,0,0,0,0
911,1680911,Sabugal,0,0,0,0,0,0,0,0,0
913,1680913,Trancoso,0,0,0,0,0,0,0,0,0
502,1690502,Castelo Branco,0,0,0,0,0,0,0,0,0
505,1690505,Idanha-a-Nova,0,0,0,0,0,0,0,0,0
507,1690507,Penamacor,0,0,0,0,0,0,0,0,0
511,1690511,Vila Velha de R�d�o,0,0,0,0,0,0,0,0,0
501,16A0501,Belmonte,0,0,0,0,0,0,0,0,0
503,16A0503,Covilh�,0,0,0,0,0,0,0,0,0
504,16A0504,Fund�o,0,0,0,0,0,0,0,0,0
1001,16B1001,Alcoba�a,0,0,0,0,0,0,0,0,0
1101,16B1101,Alenquer,0,0,0,0,0,0,0,0,0
1102,16B1102,Arruda dos Vinhos,0,0,0,0,0,0,0,0,0
1005,16B1005,Bombarral,0,0,0,0,0,0,0,0,0
1104,16B1104,Cadaval,0,0,0,0,0,0,0,0,0
1006,16B1006,Caldas da Rainha,0,0,0,0,0,0,0,0,0
1108,16B1108,Lourinh�,0,0,0,0,0,0,0,0,0
1011,16B1011,Nazar�,0,0,0,0,0,0,0,0,0
1012,16B1012,�bidos,0,0,0,0,0,0,0,0,0
1014,16B1014,Peniche,0,0.052311,13.843375,0.023387,0,0,10.296135,24.215208,0.00772908011490584
1112,16B1112,Sobral de Monte Agra�o,0.299484,0.275044,7.236138,0,0.489853,0,5.475411,13.77593,0.00407090130023641
1113,16B1113,Torres Vedras,0,0,0,0,0,0,0,0,0
1401,16C1401,Abrantes,0,0,0,0,0,0,0,0,0
1402,16C1402,Alcanena,0,0,0,0,0,0,0,0,0
1408,16C1408,Const�ncia,0,0,0,0,0,0,0,0,0
1410,16C1410,Entroncamento,7.361375,3.692367,14.005628,0,0,0,0,25.05937,0.142382784090909
1411,16C1411,Ferreira do Z�zere,0,0,0,0,0,0,0,0,0
1421,16C1421,Our�m,0,0,0,0,0,0,0,0,0
1417,16C1417,Sardoal,0,0,0,0,0,0,0,0,0
1418,16C1418,Tomar,34.206741,19.362308,184.050685,15.414672,30.424303,0,1.475685,284.934394,0.0360493919534413
1419,16C1419,Torres Novas,0,0,0,0,0,0,0,0,0
1420,16C1420,Vila Nova da Barquinha,0,0,0,0,0,0,0,0,0
1115,1711115,Amadora,0,0,0,0,0,0,0,0,0
1105,1711105,Cascais,0,0,0,0,0,0,0,0,0
1106,1711106,Lisboa,0,0,338.487058,423.108777,1180.41378,0,0,1942.009615,Inf
1107,1711107,Loures,0,0,0,0,0,0,0,0,0
1109,1711109,Mafra,0,0,0,0,0,0,0,0,0
1116,1711116,Odivelas,0,0,0,0,0,0,0,0,0
1110,1711110,Oeiras,0,0,9.157785,0,0,0,0,9.157785,0.0085506862745098
1111,1711111,Sintra,1.420293,6.434723,83.322785,3.092726,0,0,1.985481,96.256008,0.0123373504229685
1114,1711114,Vila Franca de Xira,4.435014,185.629226,317.776095,21.834995,168.502152,0,0,698.177482,0.0712426002040817
1502,1721502,Alcochete,0,0,0,0,0,0,0,0,0
1503,1721503,Almada,0.010058,0.017578,1.682772,0.010647,1.314131,0,0.007548,3.042734,0.00565563940520446
1504,1721504,Barreiro,0.031584,0.093671,5.979883,0,0,0,0,6.105138,0.0253325228215768
1506,1721506,Moita,0.807131,2.306055,30.735068,46.851077,0,0,0.088893,80.788224,0.0417942183135023
1507,1721507,Montijo,0,0,0,0,0,0,0,0,0
1508,1721508,Palmela,0,0,0,0,0,0,0,0,0
1510,1721510,Seixal,0,0,0,0,0,0,0,0,0
1511,1721511,Sesimbra,0,0,0,0,0,0,0,0,0
1512,1721512,Set�bal,0.061523,2.988072,33.878481,0.991445,0.720174,0,0.126327,38.766022,0.00624352101787727
1501,1811501,Alc�cer do Sal,0,1251.018411,146.722394,4.11684,232.663249,0,4.999989,1639.520883,0.0181288729502305
1505,1811505,Gr�ndola,14.605109,292.30663,135.958095,35.228557,241.352839,0,3.778488,723.229718,0.0160814203633291
211,1810211,Odemira,0,0,0,0,0,0,0,0,0
1509,1811509,Santiago do Cac�m,30.30278,426.817528,2340.401518,17.97068,417.813578,0,35.242632,3268.548716,0.0470328615871646
1513,1811513,Sines,0,0,0,0,0,0,0,0,0
1201,1821201,Alter do Ch�o,0,0,0,0,0,0,0,0,0
1202,1821202,Arronches,4.35737,1.436508,41.292342,9.427418,71.5533,0,0,128.066938,0.00488581329162216
1203,1821203,Avis,0,0,0,0,0,0,0,0,0
1204,1821204,Campo Maior,0,0.088971,19.502483,1.564654,8.599045,0,0,29.755153,0.00141106620192536
1205,1821205,Castelo de Vide,0,0,0,0,0,0,0,0,0
1206,1821206,Crato,0,0,0,0,0,0,0,0,0
1207,1821207,Elvas,19.857453,20.739455,591.0632,2.593045,98.783048,0,0.526881,733.563082,0.0127607257767109
1208,1821208,Fronteira,0,0.029516,11.923548,0.209482,2.01565,0,0,14.178196,0.00079661737273851
1209,1821209,Gavi�o,4.588563,2.949814,43.778098,56.236999,185.248518,0,0,292.801992,0.0370120075843762
1210,1821210,Marv�o,0.047,0.268558,21.067956,0.708162,102.657282,0,0.025347,124.774305,0.0119241499426606
1211,1821211,Monforte,0,0.009541,13.968318,0,4.680949,0,0,18.658808,0.000494417128169798
707,1820707,Mora,0,0,0,0,0,0,0,0,0
1212,1821212,Nisa,0,0,0,0,0,0,0,0,0
1213,1821213,Ponte de Sor,0,0,0,0,0,0,0,0,0
1214,1821214,Portalegre,2.711336,2.816945,99.380918,0.476476,119.059031,0,0.044319,224.489025,0.00761057141404211
701,1830701,Alandroal,0,0,0,0,0,0,0,0,0
702,1830702,Arraiolos,0,0,0,0,0,0,0,0,0
703,1830703,Borba,0,0,0,0,0,0,0,0,0
704,1830704,Estremoz,0,0,0,0,0,0,0,0,0
705,1830705,�vora,42.998796,156.497592,1424.614737,52.76999,445.016481,0,0,2121.897596,0.0195095492543352
706,1830706,Montemor-o-Novo,0,0,0,0,0,0,0,0,0
708,1830708,Mour�o,0,0,0,0,0,0,0,0,0
709,1830709,Portel,0,0,0,0,0,0,0,0,0
710,1830710,Redondo,0,0,0,0,0,0,0,0,0
711,1830711,Reguengos de Monsaraz,0,0,0,0,0,0,0,0,0
1215,1831215,Sousel,0,0,0,0,0,0,0,0,0
712,1830712,Vendas Novas,0,0,0,0,0,0,0,0,0
713,1830713,Viana do Alentejo,0,0,0,0,0,0,0,0,0
714,1830714,Vila Vi�osa,0,0,0,0,0,0,0,0,0
201,1840201,Aljustrel,0,0,0,0,0,0,0,0,0
202,1840202,Almod�var,0,0,0,0,0,0,0,0,0
203,1840203,Alvito,0,0,0,0,0,0,0,0,0
204,1840204,Barrancos,0,0,0,0,0,0,0,0,0
205,1840205,Beja,0,5.555541,933.323664,19.912984,127.371608,0,0,1086.163797,0.0119669009409017
206,1840206,Castro Verde,0,0,0,0,0,0,0,0,0
207,1840207,Cuba,0,0,0,0,0,0,0,0,0
208,1840208,Ferreira do Alentejo,0.845107,7.425107,234.990574,25.360244,14.464905,0,0.818448,283.904385,0.0058432170127812
209,1840209,M�rtola,0,0.133198,9.058049,0.036673,1.483391,0,0,10.711311,0.000132459172695233
210,1840210,Moura,0,0.080605,12.018279,0.049322,3.294382,0,0.015402,15.45799,0.000223646372869585
212,1840212,Ourique,3.165779,1.263924,3.44162,0.639912,8.748285,0,0.036822,17.296342,0.000400712213881939
213,1840213,Serpa,0,0,0,0,0,0,0,0,0
214,1840214,Vidigueira,0,1.527688,156.126152,1.396759,12.785773,0,0.069615,171.905987,0.00605281458399352
1403,1851403,Almeirim,0.777004,7.632283,55.549221,0.239967,8.284185,0,0.360366,72.843026,0.00789711903729402
1404,1851404,Alpiar�a,0,0,0,0,0,0,0,0,0
1103,1851103,Azambuja,0,0,0,0,0,0,0,0,0
1405,1851405,Benavente,0,0,0,0,0,0,0,0,0
1406,1851406,Cartaxo,3.428791,1.86825,61.155185,0.399854,10.455991,0,0,77.308071,0.00957375492260062
1407,1851407,Chamusca,64.528415,193.324019,394.530682,62.369398,178.901632,0,2.140878,895.795024,0.0404787629462268
1409,1851409,Coruche,0,0,0,0,0,0,0,0,0
1412,1851412,Goleg�,0,0,0,0,0,0,0,0,0
1414,1851414,Rio Maior,0,0,0,0,0,0,0,0,0
1415,1851415,Salvaterra de Magos,0,0,0,0,0,0,0,0,0
1416,1851416,Santar�m,0,0,0,0,0,0,0,0,0
801,1500801,Albufeira,0,0,0,0,0,0,0,0,0
802,1500802,Alcoutim,0,0,0,0,0,0,0,0,0
803,1500803,Aljezur,0,0,0,0,0,0,0,0,0
804,1500804,Castro Marim,0,0,0,0,0,0,0,0,0
805,1500805,Faro,0,0,0,0,0,0,0,0,0
806,1500806,Lagoa,0,0,0,0,0,0,0,0,0
807,1500807,Lagos,0,0,0,0,0,0,0,0,0
808,1500808,Loul�,0,0,0,0,0,0,0,0,0
809,1500809,Monchique,0,0,0,0,0,0,0,0,0
810,1500810,Olh�o,0,0,0,0,0,0,0,0,0
811,1500811,Portim�o,0,0,0,0,0,0,0,0,0
812,1500812,S�o Br�s de Alportel,0,0.588628,3.722628,0,0,0,0.057477,4.368733,0.00233997482592394
813,1500813,Silves,0,0,0,0,0,0,0,0,0
814,1500814,Tavira,0.308696,5.291871,196.696409,0,0,0,1.155864,203.45284,0.0165948482871126
815,1500815,Vila do Bispo,0,0,0,0,0,0,0,0,0
816,1500816,Vila Real de Santo Ant�nio,0,0,0,0,0,0,0,0,0
