Muni_ID,ID,Muni,furrow,other_grav,aspersion,cannon,pivot,drip,microaspersion,SUM,irrig_nha
1815,1171815,S�o Jo�o da Pesqueira,0,0,0,0,0,0,0,0,0
1818,1171818,Sernancelhe,0,0,0,0,0,0,0,0,0
1819,1171819,Tabua�o,1.872903,0.573353,0.823823,0.009464,0,1.311516,0,4.591059,0.00112250831295844
1820,1171820,Tarouca,0,0,0,0,0,0,0,0,0
409,1170409,Torre de Moncorvo,0,0,0,0,0,0,0,0,0
410,1170410,Vila Flor,0,0,0,0,0,0,0,0,0
914,1170914,Vila Nova de Foz C�a,0,0,0,0,0,0,0,0,0
1714,1171714,Vila Real,0,0,0,0,0,0,0,0,0
401,1180401,Alf�ndega da F�,0.031208,1.560729,2.51797,0,0,5.507796,0.007038,9.624741,0.000818360768642122
1702,1181702,Boticas,7.35409,58.416394,0.191191,0,0,0,0,65.961675,0.00476360764064418
402,1180402,Bragan�a,30.941745,293.330525,141.820042,0,2.728908,1.256538,0,470.077758,0.013046481030224
1703,1181703,Chaves,0,0,0,0,0,0,0,0,0
405,1180405,Macedo de Cavaleiros,0,0,0,0,0,0,0,0,0
406,1180406,Miranda do Douro,0,0,0,0,0,0,0,0,0
407,1180407,Mirandela,1.791123,8.217809,2.534805,0.611702,0,4.252839,0.057069,17.465347,0.000703283683659499
408,1180408,Mogadouro,1.292453,2.195652,3.62362,0.531167,0,2.240481,0,9.883373,0.000301349910052749
1706,1181706,Montalegre,0,0,0,0,0,0,0,0,0
1707,1181707,Mur�a,5.30066,5.60146,0.360815,0,0,3.196782,0,14.459717,0.00304286973905724
1712,1181712,Valpa�os,9.108036,7.623212,2.596594,0,0.210938,2.233902,0,21.772682,0.000991379746835443
1713,1181713,Vila Pouca de Aguiar,0,0,0,0,0,0,0,0,0
411,1180411,Vimioso,0,0,0,0,0,0,0,0,0
412,1180412,Vinhais,0,0,0,0,0,0,0,0,0
101,1610101,�gueda,60.055613,57.031492,241.259564,62.411986,0,2.846667,0,423.605322,0.222598697845507
102,1610102,Albergaria-a-Velha,9.884711,0,122.614401,20.853287,0,0.149838,0,153.502237,0.0729920290061817
103,1610103,Anadia,2.425858,0.58609,20.357883,4.642092,0,0.081804,0.026622,28.120349,0.00816028699941962
105,1610105,Aveiro,13.59898,0.607099,172.186469,80.212041,0,8.079981,7.836915,282.521485,0.116551767739274
108,1610108,Estarreja,23.222371,102.451634,2569.025914,629.161442,0,26.160093,0,3350.021454,1.05578993192562
110,1610110,�lhavo,2.548293,0.269639,52.020605,41.823782,0,5.084751,0,101.74707,0.123779890510949
111,1610111,Mealhada,13.540935,1.771947,47.444488,17.55117,0,0.139893,0,80.448433,0.047100956088993
112,1610112,Murtosa,0.147674,0,202.701044,156.258466,0,61.738968,0,420.846152,0.292864406402227
114,1610114,Oliveira do Bairro,32.989629,74.462335,271.809811,6.766032,3.711617,55.392987,0.15657,445.288981,0.250302968521641
115,1610115,Ovar,30.165164,0.27448,438.430447,27.480271,0,24.680532,0,521.030894,0.31143508308428
117,1610117,Sever do Vouga,88.042374,31.580757,50.113063,0,0,2.093805,0.697935,172.527934,0.266246811728395
118,1610118,Vagos,2.150767,0.357952,230.796748,32.795854,0,18.59715,2.260677,286.959148,0.114280823576264
602,1620602,Cantanhede,15.5946,5.793126,490.860734,17.291365,0,22.400679,3.178065,555.118569,0.0961244275324676
603,1620603,Coimbra,332.919894,202.103196,141.482432,54.851615,74.90028,19.507041,0.984555,826.749013,0.159235171995378
604,1620604,Condeixa-a-Nova,65.625724,28.87821,65.386412,4.442347,39.80067,0.862716,0,204.996079,0.107666007878151
605,1620605,Figueira da Foz,49.726893,1119.392984,423.480603,27.579552,63.046074,21.368184,0.509796,1705.104086,0.309512449809403
608,1620608,Mira,2.972844,5.30865,144.612104,28.991963,23.638524,5.098266,0.675954,211.298305,0.197290667600374
610,1620610,Montemor-o-Velho,37.810842,51.366488,48.686092,4.508322,5.622435,1.02561,0,149.019789,0.0176417413282822
613,1620613,Penacova,12.038533,0.966179,8.806434,0.335699,0,0.362253,0,22.509098,0.0283847389659521
615,1620615,Soure,498.831351,1768.958975,583.281062,180.457004,0,9.550464,0.640764,3041.71962,0.621012580645161
1004,1631004,Batalha,10.421357,7.940086,28.562625,2.360722,0,34.485435,0.315894,84.086119,0.0851074078947368
1009,1631009,Leiria,16.662769,3.726677,13.098085,2.753933,5.39903,3.046026,0.180693,44.867213,0.00921298008213552
1010,1631010,Marinha Grande,1.572996,0.231945,2.12303,0,0,0.291669,0,4.21964,0.0274002597402597
1015,1631015,Pombal,104.548257,109.283883,242.418449,24.004617,7.660744,10.252071,1.731858,499.899879,0.121689357108082
1016,1631016,Porto de M�s,0.185791,0.955557,1.251523,0,0,8.975694,0.168963,11.537528,0.00344403820895522
1002,1641002,Alvai�zere,0.401333,0.382204,2.372188,0.053235,0,0.269994,0,3.478954,0.0024277418004187
1003,1641003,Ansi�o,2.675569,2.675569,28.982408,0,0,0.484959,0,34.818505,0.0145684121338912
601,1640601,Arganil,33.560444,3.618389,191.875502,12.605138,0,2.610537,0,244.27001,0.174978517191977
1007,1641007,Castanheira de P�ra,0.903387,0,1.250977,0,0,0.090678,0,2.245042,0.0249449111111111
1008,1641008,Figueir� dos Vinhos,4.651026,0.237256,9.032114,0.330694,0,0,0,14.25109,0.0373065183246073
606,1640606,G�is,1.356232,0.071769,0.67613,0,0,0,0,2.104131,0.0123772411764706
607,1640607,Lous�,3.107828,0.138744,6.48102,0,0,0.533817,0,10.261409,0.0250278268292683
609,1640609,Miranda do Corvo,22.968947,5.625054,47.555417,0,0,10.05669,0,86.206108,0.124755583212735
611,1640611,Oliveira do Hospital,19.956717,6.659148,100.046401,1.988441,0,1.732572,0,130.383279,0.0438557951564077
612,1640612,Pampilhosa da Serra,0.595302,0.472491,0.429338,0,0,0.039831,0,1.536962,0.00347728959276018
1013,1641013,Pedr�g�o Grande,1.405253,0.118111,3.201562,0,0,0,0.068136,4.793062,0.00982184836065574
614,1640614,Penela,6.250389,1.847429,28.816151,27.695486,0,0.180081,0,64.789536,0.0572851777188329
616,1640616,T�bua,6.928082,3.099133,47.859175,2.786147,0,1.365066,0,62.037603,0.02905742529274
617,1640617,Vila Nova de Poiares,0.790681,0.188282,1.463553,0,0,0.052887,0.08109,2.576493,0.00987162068965517
901,1650901,Aguiar da Beira,22.306388,24.246971,151.656323,0,0,18.239793,0,216.449475,0.072173882960987
1802,1651802,Carregal do Sal,3.032299,0.541487,17.53843,0,0,1.216605,0.057477,22.386298,0.01588807523066
1803,1651803,Castro Daire,10.092827,12.438174,2.462733,0,0,0.071349,0.004488,25.069571,0.00812891407263294
1806,1651806,Mangualde,3.77551,4.507065,26.927264,0.032123,0,1.130976,0,36.372938,0.00968137822730902
1808,1651808,Mort�gua,0,0,0,0,0,0,0,0,0
1809,1651809,Nelas,3.344426,2.420735,18.765838,1.015014,0,2.022354,0,27.568367,0.00995607331166486
1810,1651810,Oliveira de Frades,7.651365,2.197767,6.123481,0.09646,0,0.006732,0,16.075805,0.0107963767629281
1811,1651811,Penalva do Castelo,4.871738,1.06173,4.42715,0.177814,0,1.318758,0,11.85719,0.00459581007751938
1814,1651814,Santa Comba D�o,6.372824,6.432232,16.00417,0.385385,0,0.356694,0,29.551305,0.0239864488636364
1816,1651816,S�o Pedro do Sul,42.03915,22.88853,19.213558,1.421329,0,1.378377,0.035802,86.976746,0.0229732556788167
1817,1651817,S�t�o,6.458505,4.029263,3.742739,0.196469,0,0.269994,0,14.69697,0.0053230604853314
1821,1651821,Tondela,95.249918,47.204497,156.20332,1.126853,0,6.741588,0,306.526176,0.0731391496062992
1822,1651822,Vila Nova de Paiva,26.435103,55.462115,9.363809,0,0,0,0,91.261027,0.0569669332084894
1823,1651823,Viseu,14.236206,4.602616,13.071877,0.926926,0.070343,2.358138,0.203847,35.469953,0.00608717230135576
1824,1651824,Vouzela,26.27065,24.080027,38.242659,0.434161,0,3.631863,0,92.65936,0.045916432111001
1413,1661413,Ma��o,0,0,0,0,0,0,0,0,0
506,1660506,Oleiros,11.638704,2.463223,14.661556,0,0,1.430754,0,30.194237,0.0253095029337804
508,1660508,Proen�a-a-Nova,0,0,0,0,0,0,0,0,0
509,1660509,Sert�,1.844656,0.613679,4.812353,0.452725,0,0.156417,0.153459,8.033289,0.00326158708891596
510,1660510,Vila de Rei,0.338917,0.786733,0.275002,0,0,0.225675,0,1.626327,0.00478331470588235
905,1670905,Fornos de Algodres,3.77551,1.06173,19.557811,0.26572,0,0.268005,0,24.928776,0.00879942675608895
906,1670906,Gouveia,33.18435,137.578964,124.970482,0,0,14.741397,0.232866,310.708059,0.0467370726534296
912,1670912,Seia,20.765305,55.329387,178.853584,0.176904,0,7.635363,0.134793,262.895336,0.0483797085020243
902,1680902,Almeida,8.740167,7.134835,36.606479,0,0,1.036167,0.897345,54.414993,0.00274753814693259
903,1680903,Celorico da Beira,0,0,0,0,0,0,0,0,0
904,1680904,Figueira de Castelo Rodrigo,2.407998,24.553035,8.761753,9.998079,0,17.050983,0.181968,62.953816,0.00263813502074341
907,1680907,Guarda,25.780863,132.031413,53.756339,23.476817,0,10.903953,1.083495,247.03288,0.0128342103075644
908,1680908,Manteigas,0.409699,0.14335,5.81126,0,0,0.148665,0,6.512974,0.0226144930555556
909,1680909,M�da,1.482709,1.724242,3.028844,0.467194,0,2.434944,0,9.137933,0.000987564357505674
910,1680910,Pinhel,1.656985,5.162151,12.466909,5.524428,0,3.086622,0.079662,27.976757,0.00148087852000847
911,1680911,Sabugal,4.366347,37.452514,6.071884,1.147055,0,0.829668,0,49.867468,0.00249399689922481
913,1680913,Trancoso,0,0,0,0,0,0,0,0,0
502,1690502,Castelo Branco,0,0,0,0,0,0,0,0,0
505,1690505,Idanha-a-Nova,0,0,0,0,0,0,0,0,0
507,1690507,Penamacor,1.008526,1.098907,22.351693,5.724901,8.660925,0.464559,0,39.309511,0.0032522140316042
511,1690511,Vila Velha de R�d�o,0.133762,0.445936,11.563734,0.071253,3.768765,0.352563,0,16.336013,0.00289389069973428
501,16A0501,Belmonte,1.337761,2.739254,21.875945,21.331219,2.953496,10.621566,0.974661,61.833902,0.012504328008089
503,16A0503,Covilh�,0,0,0,0,0,0,0,0,0
504,16A0504,Fund�o,7.565872,13.675073,52.758342,22.065771,24.303916,20.882205,8.102115,149.353294,0.00579495184883405
1001,16B1001,Alcoba�a,3.29987,12.995594,119.444507,12.542257,17.720885,200.296992,0.535959,366.836064,0.0500663387470998
1101,16B1101,Alenquer,0.625053,0.585009,3.601052,3.281005,1.546727,6.029679,0.073236,15.741761,0.00143957576588935
1102,16B1102,Arruda dos Vinhos,0.014852,0,0.548093,0.267904,1.406405,0.048348,0.299064,2.584666,0.000917850142045455
1005,16B1005,Bombarral,0,0.254834,8.68595,2.39057,0,16.513137,0.070992,27.915483,0.00658694738084002
1104,16B1104,Cadaval,0,0,0,0,0,0,0,0,0
1006,16B1006,Caldas da Rainha,6.138905,8.456663,39.840983,0,7.974785,383.265765,0.785604,446.462705,0.0961168363832077
1108,16B1108,Lourinh�,1.010782,1.985421,112.113274,1.808898,0,57.711192,72.602019,247.231586,0.0438431611987941
1011,16B1011,Nazar�,0,0.276078,16.909529,3.385655,3.404037,2.621604,0,26.596903,0.0282645090329437
1012,16B1012,�bidos,0.282423,0.573353,14.482377,0.202566,0,13.030398,0.382347,28.953464,0.00926510848
1014,16B1014,Peniche,0,0.128404,24.585652,0.057421,0,4.154715,25.058748,53.98494,0.0221704065708419
1112,16B1112,Sobral de Monte Agra�o,0.064672,0.06157,0.972881,0,0.109655,0.245055,1.200387,2.65422,0.00102916634354401
1113,16B1113,Torres Vedras,1.516173,2.274236,14.2233,2.934022,0.951951,68.636463,2.277048,92.813193,0.0063863753526457
1401,16C1401,Abrantes,2.326265,2.930356,20.99006,1.348347,19.321848,3.398028,0.026928,50.341832,0.00389793511420829
1402,16C1402,Alcanena,0,0.339763,2.205567,5.514873,65.861614,1.23828,0,75.160097,0.0171480942276979
1408,16C1408,Const�ncia,0,0,0,0,0,0,0,0,0
1410,16C1410,Entroncamento,16.350642,8.175321,9.050951,0,0,35.615034,0,69.191948,0.13540498630137
1411,16C1411,Ferreira do Z�zere,1.872903,3.567394,18.159596,1.657019,0,21.202944,0.768264,47.22812,0.0208696950950066
1421,16C1421,Our�m,0,0,0,0,0,0,0,0,0
1417,16C1417,Sardoal,0,0,0,0,0,0,0,0,0
1418,16C1418,Tomar,5.529879,3.125735,16.533608,2.512328,4.933201,3.619725,0.248727,36.503203,0.00539349926122932
1419,16C1419,Torres Novas,0,0,0,0,0,0,0,0,0
1420,16C1420,Vila Nova da Barquinha,0,0,0,0,0,0,0,0,0
1115,1711115,Amadora,0,0,0,0,0,0,0,0,0
1105,1711105,Cascais,0,0,0,0,0,0,0,0,0
1106,1711106,Lisboa,0,0,0.201565,0.335972,0.9373,0.016065,0,1.490902,0.0257052068965517
1107,1711107,Loures,6.651017,1.180123,60.351473,22.772386,50.485162,9.4044,4.529004,155.373565,0.0362514150723285
1109,1711109,Mafra,31.305901,26.437077,499.637138,278.50004,606.331362,691.889358,132.454089,2266.554965,0.244083024445402
1116,1711116,Odivelas,0.012032,0,0.06825,0,0,0.026928,0,0.10721,0.000225705263157895
1110,1711110,Oeiras,0,0,0.307398,0,0,0,0,0.307398,0.00307398
1111,1711111,Sintra,0.178365,0.806896,8.230768,0.385203,0,0.852108,0.248829,10.702169,0.00207930231202642
1114,1711114,Vila Franca de Xira,4.548472,186.906968,88.190648,21.87458,169.45292,61.733205,0.084966,532.791759,0.0396658546009529
1502,1721502,Alcochete,0.036754,9.96541,17.626791,1.667939,32.692023,0.873273,0,62.86219,0.0186258340740741
1503,1721503,Almada,0.05405,0.096538,8.778952,0.061334,7.031934,0.100929,0.036618,16.160355,0.0381140448113208
1504,1721504,Barreiro,0.047752,0.136488,8.212659,0,0,0.22848,0,8.625379,0.0519601144578313
1506,1721506,Moita,0.5922,1.692,21.309834,34.444774,0,0.44574,0.056508,58.541056,0.0630830344827586
1507,1721507,Montijo,0.367164,5.728031,10.789051,7.761663,10.535707,5.931657,0.387396,41.500669,0.00276985043048789
1508,1721508,Palmela,0.280919,28.007394,25.03501,25.795679,58.351657,32.793357,3.712341,173.976357,0.00596033975127617
1510,1721510,Seixal,0,2.599758,147.727216,0,124.615218,3.260481,0.248115,278.450788,0.408285612903226
1511,1721511,Sesimbra,3.210664,8.31336,218.431577,35.554064,87.85868,8.712585,0,362.08093,0.195086707974138
1512,1721512,Set�bal,0.545717,24.167024,59.844239,7.817901,5.678764,62.179914,1.06743,161.300989,0.0555826977946244
1501,1811501,Alc�cer do Sal,0,2740.034247,157.679613,7.186907,508.143909,39.930144,11.702103,3464.676923,0.0357371084075132
1505,1811505,Gr�ndola,4.635422,92.319797,12.165153,10.995803,76.185382,9.619722,1.23828,207.159559,0.00542671868287316
211,1810211,Odemira,0,0,0,0,0,0,0,0,0
1509,1811509,Santiago do Cac�m,25.542667,367.480075,84.835842,16.031379,358.002554,470.665689,30.660027,1353.218233,0.0219059512578107
1513,1811513,Sines,3.121505,5.351138,198.413306,32.867835,1060.962903,14.37231,0,1315.088997,0.147696428234501
1201,1821201,Alter do Ch�o,0.345591,0.164547,174.152888,10.156692,582.825334,53.04561,0,820.690662,0.0246801991399272
1202,1821202,Arronches,3.930845,1.305942,19.392282,8.543717,64.427636,5.082405,0,102.682827,0.0039741012075238
1203,1821203,Avis,1.475988,1.265146,61.551399,167.937588,1850.564534,664.890723,0,2747.685378,0.0590189315662858
1204,1821204,Campo Maior,0,0.903011,28.844543,17.620694,96.24888,49.512942,0,193.13007,0.0105013359795552
1205,1821205,Castelo de Vide,0,0,157.057901,180.055694,1731.900352,5.26218,0,2074.276127,0.102468810304797
1206,1821206,Crato,0,0,0,0,0,0,0,0,0
1207,1821207,Elvas,15.01932,15.952223,25.938276,1.920737,75.21787,151.737495,0.265149,286.05107,0.00551476903797957
1208,1821208,Fronteira,0,2.093004,11.567738,14.58184,138.283782,165.208278,0,331.734642,0.0154374164456233
1209,1821209,Gavi�o,7.90775,5.244965,58.600451,97.591767,321.517651,5.060526,0,495.92311,0.0348333995926108
1210,1821210,Marv�o,0.358986,2.051268,109.668286,6.491212,873.259751,17.809149,0.193647,1009.832299,0.117395059172286
1211,1821211,Monforte,0,0.428217,6.347159,0,275.945306,158.222298,0,440.94298,0.0114530644155844
707,1820707,Mora,6.666809,1.826514,128.926161,73.655491,968.131073,17.701998,0,1196.908046,0.0292071265495364
1212,1821212,Nisa,0,4.434967,49.243194,0,2.036398,3.699081,0,59.41364,0.00212761468218442
1213,1821213,Ponte de Sor,12.508251,21.531875,20.230119,12.465726,91.144781,11.309301,0,169.190053,0.00300734198972609
1214,1821214,Portalegre,1.364551,1.443934,14.417585,0.219765,60.839051,11.926197,0.027285,90.238368,0.00326903231415737
701,1830701,Alandroal,0,0,0,0,0,0,0,0,0
702,1830702,Arraiolos,33.310733,81.413447,28.168231,41.961647,455.592228,212.056878,39.427029,891.930193,0.0153706864444751
703,1830703,Borba,0.230394,2.962222,79.432353,36.856911,152.143901,63.031563,0,334.657344,0.0393621905434016
704,1830704,Estremoz,8.829326,13.781246,46.133724,30.316377,807.133236,338.193546,14.069472,1258.456927,0.0329068568626938
705,1830705,�vora,60.096409,219.462787,222.780649,73.91748,626.547649,380.445363,0.157386,1583.407723,0.014823833010345
706,1830706,Montemor-o-Novo,0,0,0,0,0,0,0,0,0
708,1830708,Mour�o,0,0.037177,0.445718,0.357903,11.13567,8.633127,0,20.609595,0.000964011179194537
709,1830709,Portel,0.133762,2.484467,19.539338,16.29628,335.960534,54.157308,0,428.571689,0.0104125875021259
710,1830710,Redondo,0,0,0,0,0,0,0,0,0
711,1830711,Reguengos de Monsaraz,2.78616,41.792259,210.013804,81.229148,914.360174,1015.679535,2.456619,2268.317699,0.0780187693127881
1215,1831215,Sousel,0.101802,0.29093,2.490579,11.004084,97.464003,145.782072,0,257.13347,0.0124519840193705
712,1830712,Vendas Novas,0,0,0,0,0,0,0,0,0
713,1830713,Viana do Alentejo,0.366694,101.891958,84.399861,152.598355,904.558018,107.487396,0.613938,1351.91622,0.0339805509614176
714,1830714,Vila Vi�osa,0.222216,0.341878,3.85931,1.057511,41.019797,10.162107,0,56.662819,0.00358829833449433
201,1840201,Aljustrel,5.823817,0.346672,2.548637,96.960682,571.983776,493.126344,0,1170.789928,0.0300765516993347
202,1840202,Almod�var,0.110168,0.131177,1.826734,5.032209,29.002337,2.727888,0,38.830513,0.000994481201659581
203,1840203,Alvito,0.743211,10.086435,2.670031,26.468988,315.405454,53.625735,3.484626,412.48448,0.0179614404528631
204,1840204,Barrancos,0,0.748522,5.137769,0,18.800418,0.324258,0,25.010967,0.00196534394153701
205,1840205,Beja,0.220712,6.832249,4.809896,22.150492,140.247653,222.699864,0,396.960866,0.00409673019804535
206,1840206,Castro Verde,1.950923,5.016686,17.094259,19.73062,447.22769,125.417211,0.372351,616.80974,0.012157000610994
207,1840207,Cuba,0.921576,56.611453,32.779747,580.450052,326.050179,259.646508,0.248574,1256.708089,0.0863242264734167
208,1840208,Ferreira do Alentejo,19.294534,178.499561,80.502968,611.809107,346.278933,1352.035041,20.487312,2608.907456,0.0482398479346178
209,1840209,M�rtola,0,0.127417,0.132496,0.035854,1.452269,2.162808,0,3.910844,4.34451331955831e-05
210,1840210,Moura,0,3.260578,3.739736,2.450721,142.670619,162.057753,0.765255,314.944662,0.00431301062693435
212,1840212,Ourique,17.05865,6.769316,0.462917,3.427424,47.105604,5.298951,0.180846,80.303708,0.00180904951565668
213,1840213,Serpa,0,8.716808,277.754932,572.035646,3711.556394,2635.17765,0,7205.24143,0.083253315346752
214,1840214,Vidigueira,0.166474,5.232228,0.993174,4.683315,41.654158,133.785546,0.260049,186.774944,0.00814508499411277
1403,1851403,Almeirim,5.916971,56.878272,13.595309,1.541267,61.982375,156.975909,2.651133,299.541236,0.0310662970338104
1404,1851404,Alpiar�a,9.162321,7.967205,50.220898,0,28.388178,130.524912,2.344878,228.608392,0.0463708705882353
1103,1851103,Azambuja,0,0,0,0,0,0,0,0,0
1405,1851405,Benavente,2.025982,267.745464,13.597948,5.148325,179.149061,44.652642,0.111996,512.431418,0.0177977013753821
1406,1851406,Cartaxo,11.088569,6.042602,1.18391,1.351987,33.798583,56.266617,0.02754,109.759808,0.0157294078532531
1407,1851407,Chamusca,74.322181,223.40886,178.737832,71.830668,206.30064,130.803372,2.38986,887.793413,0.0275378706845746
1409,1851409,Coruche,1311.024204,17510.05116,842.885043,560.549353,5736.276,2799.602007,77.661576,28838.049343,0.51648695877138
1412,1851412,Goleg�,191.391708,1.783697,98.539714,7.032116,33.783386,88.584603,0,421.115224,0.0723192897132063
1414,1851414,Rio Maior,0.839514,0.657201,21.56518,11.135124,36.224188,16.045926,0,86.467133,0.00937211500108389
1415,1851415,Salvaterra de Magos,118.616485,811.453684,216.509475,19.11364,1272.123398,511.398012,2.971974,2952.186668,0.359584247015834
1416,1851416,Santar�m,98.232679,41.676451,75.308597,42.003598,229.198788,244.791789,2.744514,733.956416,0.0318101857582456
801,1500801,Albufeira,0.044603,1.465178,0,0.310674,0,5.671863,1.465893,8.958211,0.00264020365458297
802,1500802,Alcoutim,0,0,0,0,0,0,0,0,0
803,1500803,Aljezur,0,0,0,0,0,0,0,0,0
804,1500804,Castro Marim,7.43211,114.135975,399.316736,369.870046,0,230.649591,6.293859,1127.698317,0.158007330390921
805,1500805,Faro,0,0,0,0,0,0,0,0,0
806,1500806,Lagoa,0,34.589039,0.125398,0.146328,0,12.091335,1.608438,48.560538,0.0325254775619558
807,1500807,Lagos,3.611997,7.052021,31.643885,19.360523,0,13.267854,0.162945,75.099225,0.0320525928297055
808,1500808,Loul�,2.092863,6.25147,0.775229,0,1.237236,53.054484,11.86821,75.279492,0.00542047033410138
809,1500809,Monchique,0,0,0,0,0,0,0,0,0
810,1500810,Olh�o,0,0,0,0,0,0,0,0,0
811,1500811,Portim�o,0.111484,2.866671,2.509689,0.221949,1.815723,3.858201,0.934932,12.318649,0.00506731756478815
812,1500812,S�o Br�s de Alportel,0,0.227433,0.031668,0,0,0.45084,0.022287,0.732228,0.000238277904328018
813,1500813,Silves,0,0,0,0,0,0,0,0,0
814,1500814,Tavira,0.423611,8.876044,5.088174,0,0,141.790557,1.95228,158.130666,0.0143338167150109
815,1500815,Vila do Bispo,0,0,0,0,0,0,0,0,0
816,1500816,Vila Real de Santo Ant�nio,0,3.057773,3.049228,0,0,17.341428,0,23.448429,0.0195729791318865
