Muni_ID,ID,Muni,barley,maize,oat,rice,rye,triticale,wheat,sum
211,1810211,Odemira,0,0,0,0,0,0,0,0
1509,1811509,Santiago do Cacém,58.55134286232,16054.197964807,0,11117.1209184,0,933.50628528696,142.7283530568,28306.104864413
1513,1811513,Sines,0,0,0,0,0,0,0,0
1201,1821201,Alter do Chão,0,0,0,0,0,0,0,0
1202,1821202,Arronches,0,0,0,0,0,0,0,0
1203,1821203,Avis,0,0,0,0,0,0,0,0
1204,1821204,Campo Maior,46.4567585625,326.1791278125,8.384334975,0,0,0,77.3193859875,458.3396073375
1205,1821205,Castelo de Vide,0,0,0,0,0,0,0,0
1206,1821206,Crato,0,0,0,0,0,0,0,0
1207,1821207,Elvas,99.514973795184,533.19201243588,51.210614327904,115.34264244,0,21.237380973576,142.152164763912,962.649788736456
1208,1821208,Fronteira,25.2555992172,282.1058781012,0,0,0,4.479962958,115.8817085136,427.72314879
1209,1821209,Gavião,0,0,0,0,0,0,0,0
1210,1821210,Marvão,0,0,0,0,0,0,0,0
1211,1821211,Monforte,11.1157329888,104.3102177568,0,0,0,23.457257208,68.5129869072,207.3961948608
707,1820707,Mora,0,0,0,0,0,0,0,0
1212,1821212,Nisa,0,0,0,0,0,0,0,0
1213,1821213,Ponte de Sor,0,0,0,0,0,0,0,0
1214,1821214,Portalegre,0,800.27126172,0,0,0,169.92975096,0,970.20101268
701,1830701,Alandroal,0,0,0,0,0,0,0,0
702,1830702,Arraiolos,0,0,0,0,0,0,0,0
703,1830703,Borba,0,0,0,0,0,0,0,0
704,1830704,Estremoz,0,0,0,0,0,0,0,0
705,1830705,Évora,0,0,0,0,0,0,0,0
706,1830706,Montemor-o-Novo,0,0,0,0,0,0,0,0
708,1830708,Mourão,0,0,0,0,0,0,0,0
709,1830709,Portel,0,0,0,0,0,0,0,0
710,1830710,Redondo,0,0,0,0,0,0,0,0
711,1830711,Reguengos de Monsaraz,0,0,0,0,0,0,0,0
1215,1831215,Sousel,10020.1760172014,6944.67764079705,1538.63297519085,0,0,0,1381.118030523,19884.6046637123
712,1830712,Vendas Novas,0,0,0,0,0,0,0,0
713,1830713,Viana do Alentejo,0,77949.8816197097,0,0,0,6031.58989729464,0,83981.4715170043
714,1830714,Vila Viçosa,0,0,0,0,0,0,2906.626064022,2906.626064022
201,1840201,Aljustrel,9737.87354666021,22651.1336481355,2843.21648061529,0,0,0,2427.48425351228,37659.7079289233
202,1840202,Almodôvar,0,843.770040711051,0,0,0,0,1569.99815069465,2413.7681914057
203,1840203,Alvito,0,19030.8454909569,0,0,0,0,0,19030.8454909569
204,1840204,Barrancos,0,0,0,0,0,0,0,0
205,1840205,Beja,2144.530971594,1660.264921782,22.250896992,0,0,0,1856.303923662,5683.35071403
206,1840206,Castro Verde,0,220.229909988705,0,0,0,0,0,220.229909988705
207,1840207,Cuba,3969.84747417637,0,3559.7093400495,0,0,0,4112.62078991738,11642.1776041433
208,1840208,Ferreira do Alentejo,1064.1054250197,22334.8569748688,0,18849.710448,0,0,2466.31182310836,44714.9846709968
209,1840209,Mértola,0,0,0,0,0,0,0,0
210,1840210,Moura,109.343014038,0,0,0,0,54.085502088,521.040974958,684.469491084
212,1840212,Ourique,0,24976.4870660855,0,0,0,0,0,24976.4870660855
213,1840213,Serpa,1115.6692725,344.576565,89.0667225,0,0,0,126.8597925,1676.1723525
214,1840214,Vidigueira,116.9601388488,691.8664356828,11.4942239208,0,0,0,169.2805974912,989.6013959436
1403,1851403,Almeirim,0,33228.8509027584,0,11602.78947288,0,0,0,44831.6403756384
1404,1851404,Alpiarça,0,51058.0005014518,35.8331480405468,0,0,0,85.0554839570559,51178.8891334494
1103,1851103,Azambuja,0,0,0,0,0,0,0,0
1405,1851405,Benavente,1476.238452849,57622.684037364,165.162508713,234330.90426,0,0,1222.674253164,294817.66351209
1406,1851406,Cartaxo,155.79573560937,12102.3912557651,89.13284684109,0,0,0,287.350998696,12634.6708369116
1407,1851407,Chamusca,159.779904401096,54969.0659935145,99.8876301277654,38926.0712763216,0,0,997.000940632963,95151.8057449979
1409,1851409,Coruche,0,110664.543634263,246.928082927883,127282.304541744,0,0,287.22075223352,238480.997011168
1412,1851412,Golegã,0,70185.3191856,3.9902976,0,0,0,332.2573344,70521.5668176
1414,1851414,Rio Maior,154.123556839056,6874.09993321657,0,0,0,0,148.528868355504,7176.75235841113
1415,1851415,Salvaterra de Magos,0,32986.992667293,7.227426528,27250.147575,0,0,263.159503236,60507.527172057
1416,1851416,Santarém,349.98504021,75233.88439371,78.58392336,0,0,0,1700.3305503,77362.78390758
801,1500801,Albufeira,0,0,0,0,0,0,0,0
802,1500802,Alcoutim,0,0,0,0,0,0,0,0
803,1500803,Aljezur,0,0,0,0,0,0,0,0
804,1500804,Castro Marim,0,84.46211244,0,0,0,0,0,84.46211244
805,1500805,Faro,0,0,0,0,0,0,0,0
806,1500806,Lagoa,0,0,0,0,0,0,0,0
807,1500807,Lagos,0,915.9576336,27.8114526,0,0,0,0,943.7690862
808,1500808,Loulé,0,0,0,0,0,0,0,0
809,1500809,Monchique,0,0,0,0,0,0,0,0
810,1500810,Olhão,0,0,0,0,0,0,0,0
811,1500811,Portimão,0,78.8598828,0,0,0,0,0,78.8598828
812,1500812,São Brás de Alportel,0,8.031296196,0,0,0,0,0,8.031296196
813,1500813,Silves,0,0,0,0,0,0,0,0
814,1500814,Tavira,0,17.49319902,0,0,0,0,2.48119524,19.97439426
815,1500815,Vila do Bispo,0,0,0,0,0,0,0,0
816,1500816,Vila Real de Santo António,0,2.12038776,0,0,0,0,0,2.12038776
