Muni_ID,ID,Muni,forage_maize,forage_mixture,forage_oat,forage_roots,forage_sorghum,sum
1816,1651816,São Pedro do Sul,0,0,0,0,0,0
1817,1651817,Sátão,0,0,0,0,0,0
1821,1651821,Tondela,0,0,0,0,0,0
1822,1651822,Vila Nova de Paiva,0,0,0,0,0,0
1823,1651823,Viseu,0,0,0,0,0,0
1824,1651824,Vouzela,0,0,0,0,0,0
1413,1661413,Mação,0,0,0,0,0,0
506,1660506,Oleiros,0,0,0,0,0,0
508,1660508,Proença-a-Nova,0,0,0,0,0,0
509,1660509,Sertã,0,0,0,0,0,0
510,1660510,Vila de Rei,0,0,0,0,0,0
905,1670905,Fornos de Algodres,0,0,0,0,0,0
906,1670906,Gouveia,0,0,0,0,0,0
912,1670912,Seia,0,0,0,0,0,0
902,1680902,Almeida,0,0,0,0,0,0
903,1680903,Celorico da Beira,0,0,0,0,0,0
904,1680904,Figueira de Castelo Rodrigo,0,0,0,0,0,0
907,1680907,Guarda,0,0,0,0,0,0
908,1680908,Manteigas,0,0,0,0,0,0
909,1680909,Mêda,0,0,0,0,0,0
910,1680910,Pinhel,0,0,0,0,0,0
911,1680911,Sabugal,0,0,0,0,0,0
913,1680913,Trancoso,0,0,0,0,0,0
502,1690502,Castelo Branco,0,0,0,0,0,0
505,1690505,Idanha-a-Nova,0,0,0,0,0,0
507,1690507,Penamacor,0,0,0,0,0,0
511,1690511,Vila Velha de Ródão,0,0,0,0,0,0
501,16A0501,Belmonte,0,0,0,0,0,0
503,16A0503,Covilhã,0,0,0,0,0,0
504,16A0504,Fundão,0,0,0,0,0,0
1001,16B1001,Alcobaça,0,0,0,0,0,0
1101,16B1101,Alenquer,0,0,0,0,0,0
1102,16B1102,Arruda dos Vinhos,0,0,0,0,0,0
1005,16B1005,Bombarral,0,0,0,0,0,0
1104,16B1104,Cadaval,0,0,0,0,0,0
1006,16B1006,Caldas da Rainha,0,0,0,0,0,0
1108,16B1108,Lourinhã,0,0,0,0,0,0
1011,16B1011,Nazaré,0,0,0,0,0,0
1012,16B1012,Óbidos,0,0,0,0,0,0
1014,16B1014,Peniche,3.69294730497,0,2.79419444127,0,6.58870485012,13.07584659636
1112,16B1112,Sobral de Monte Agraço,74.9981724498,0,6.2093209806,0,21.9623495004,103.1698429308
1113,16B1113,Torres Vedras,0,0,0,0,0,0
1401,16C1401,Abrantes,0,0,0,0,0,0
1402,16C1402,Alcanena,0,0,0,0,0,0
1408,16C1408,Constância,0,0,0,0,0,0
1410,16C1410,Entroncamento,0,0,103.328756352,0,0,103.328756352
1411,16C1411,Ferreira do Zêzere,0,0,0,0,0,0
1421,16C1421,Ourém,0,0,0,0,0,0
1417,16C1417,Sardoal,0,0,0,0,0,0
1418,16C1418,Tomar,2186.207734725,0,217.856570715,50.386995,326.27258829,2780.72388873
1419,16C1419,Torres Novas,0,0,0,0,0,0
1420,16C1420,Vila Nova da Barquinha,0,0,0,0,0,0
1115,1711115,Amadora,0,0,0,0,0,0
1105,1711105,Cascais,0,0,0,0,0,0
1106,1711106,Lisboa,0,0,0,0,0,0
1107,1711107,Loures,0,0,0,0,0,0
1109,1711109,Mafra,0,0,0,0,0,0
1116,1711116,Odivelas,0,0,0,0,0,0
1110,1711110,Oeiras,0,0,0,0,0,0
1111,1711111,Sintra,0,0,0,0,0,0
1114,1711114,Vila Franca de Xira,0,0,0,0,0,0
1502,1721502,Alcochete,0,0,0,0,0,0
1503,1721503,Almada,1.4866894656,7.62719724,2.6349988032,1.525439448,0,13.2743249568
1504,1721504,Barreiro,24.125425601472,0,51.668029388664,0,0,75.793454990136
1506,1721506,Moita,2862.12336192,185.47727328,108.46466514,0,61.0377282,3217.10302854
1507,1721507,Montijo,0,0,0,0,0,0
1508,1721508,Palmela,0,0,0,0,0,0
1510,1721510,Seixal,0,0,0,0,0,0
1511,1721511,Sesimbra,0,0,0,0,0,0
1512,1721512,Setúbal,64.131648383232,54.8360123688,4.736104968096,0,56.30255688564,180.006322605768
1501,1811501,Alcácer do Sal,0,0,0,0,0,0
1505,1811505,Grândola,0,0,0,0,0,0
211,1810211,Odemira,0,0,0,0,0,0
1509,1811509,Santiago do Cacém,499.9889952288,52.4427898176,14.1543934056,0,2062.62112759416,2629.20730604616
1513,1811513,Sines,0,0,0,0,0,0
1201,1821201,Alter do Chão,0,0,0,0,0,0
1202,1821202,Arronches,0,0,0,0,0,0
1203,1821203,Avis,0,0,0,0,0,0
1204,1821204,Campo Maior,0,11.4916741875,8.5885768125,0,11.8679671125,31.9482181125
1205,1821205,Castelo de Vide,0,0,0,0,0,0
1206,1821206,Crato,0,0,0,0,0,0
1207,1821207,Elvas,232.58582784432,0,21.495596601096,0,11.73504588084,265.816470326256
1208,1821208,Fronteira,68.1434614944,0,1.932149808,0,4.930890984,75.0065022864
1209,1821209,Gavião,0,0,0,0,0,0
1210,1821210,Marvão,0,0,0,0,0,0
1211,1821211,Monforte,38.8131042816,0,5.1058134864,0,0,43.918917768
707,1820707,Mora,0,0,0,0,0,0
1212,1821212,Nisa,0,0,0,0,0,0
1213,1821213,Ponte de Sor,0,0,0,0,0,0
1214,1821214,Portalegre,1265.77399428,0,26.846231598,0,480.08367396,1772.703899838
701,1830701,Alandroal,0,0,0,0,0,0
702,1830702,Arraiolos,0,0,0,0,0,0
703,1830703,Borba,0,0,0,0,0,0
704,1830704,Estremoz,0,0,0,0,0,0
705,1830705,Évora,0,0,0,0,0,0
706,1830706,Montemor-o-Novo,0,0,0,0,0,0
708,1830708,Mourão,0,0,0,0,0,0
709,1830709,Portel,0,0,0,0,0,0
710,1830710,Redondo,0,0,0,0,0,0
711,1830711,Reguengos de Monsaraz,0,0,0,0,0,0
1215,1831215,Sousel,24102.1165180604,3592.995830424,1538.63297519085,0,4422.0683700963,33655.8136937715
712,1830712,Vendas Novas,0,0,0,0,0,0
713,1830713,Viana do Alentejo,13853.936791296,4178.6258514588,767.35327889808,0,6694.3403671536,25494.2562888065
714,1830714,Vila Viçosa,0,0,514.479153744,0,470.46923442,984.948388164
201,1840201,Aljustrel,16607.3654633114,829.93029563925,0,0,1529.45711310263,18966.7528720533
202,1840202,Almodôvar,114.6675963132,0,0,0,0,114.6675963132
203,1840203,Alvito,0,826.483826723808,0,0,279.745172591135,1106.22899931494
204,1840204,Barrancos,0,0,0,0,0,0
205,1840205,Beja,0,2204.763585417,48.485725722,0,470.577582837,2723.826893976
206,1840206,Castro Verde,0,4289.78500669999,0,0,0,4289.78500669999
207,1840207,Cuba,0,6245.13560428125,0,0,1056.9151391625,7302.05074344375
208,1840208,Ferreira do Alentejo,14022.8965097647,3565.0300289382,113.75800255368,0,6273.87479314416,23975.5593344008
209,1840209,Mértola,0,0,0,0,0,0
210,1840210,Moura,0,328.32007812,75.952531728,0,717.67905912,1121.951668968
212,1840212,Ourique,11009.6801085836,0,0,0,1173.916417338,12183.5965259216
213,1840213,Serpa,172.2882825,3868.42455,0,0,142.94952,4183.6623525
214,1840214,Vidigueira,447.6782819124,112.3278885684,0,0,164.525712426,724.5318829068
1403,1851403,Almeirim,991.011586380192,99.40167533088,40.778692656984,0,0,1131.19195436806
1404,1851404,Alpiarça,0,0,0,0,0,0
1103,1851103,Azambuja,0,0,0,0,0,0
1405,1851405,Benavente,45589.04799579,6236.657740494,37.566935064,0,5035.352414247,56898.625085595
1406,1851406,Cartaxo,190.7196894,0,0,0,0,190.7196894
1407,1851407,Chamusca,7912.25348841018,59.1972392975566,175.646442487102,0,1341.59434646199,9488.69151665683
1409,1851409,Coruche,15716.2551888954,88.980159862742,150.142428980567,59.3201065751613,5896.6221793196,21911.3200636335
1412,1851412,Golegã,0,0,15.9611904,0,0,15.9611904
1414,1851414,Rio Maior,1045.75737385526,0,12.402682903296,0,182.369431376748,1240.52948813531
1415,1851415,Salvaterra de Magos,1988.118394416,0,54.20569896,0,0,2042.324093376
1416,1851416,Santarém,3105.07079247,222.7349151,211.83492384,0,871.98073182,4411.62136323
801,1500801,Albufeira,0,0,0,0,0,0
802,1500802,Alcoutim,0,0,0,0,0,0
803,1500803,Aljezur,0,0,0,0,0,0
804,1500804,Castro Marim,81.85439061,0,2.98025352,0,63.74071206,148.57535619
805,1500805,Faro,0,0,0,0,0,0
806,1500806,Lagoa,15.9029082,0,0,0,0,15.9029082
807,1500807,Lagos,168.7351014,0,50.9876631,0,50.8647735,270.587538
808,1500808,Loulé,0,0,0,0,0,0
809,1500809,Monchique,0,0,0,0,0,0
810,1500810,Olhão,0,0,0,0,0,0
811,1500811,Portimão,20.9856582,59.1774417,0,0,0,80.1630999
812,1500812,São Brás de Alportel,0,0,0,0,0,0
813,1500813,Silves,0,0,0,0,0,0
814,1500814,Tavira,7.9514541,0,0.22445424,0,1.20013893,9.37604727
815,1500815,Vila do Bispo,0,0,0,0,0,0
816,1500816,Vila Real de Santo António,0,0,0,0,1.60018524,1.60018524
