Muni_ID,ID,Muni,denit_nha,leaching_nha
1709,1151709,Ribeira de Pena,53.63517,8.05638
104,1160104,Arouca,0,0
113,1160113,Oliveira de Azeméis,0,0
109,1160109,Santa Maria da Feira,0,0
116,1160116,São João da Madeira,,
119,1160119,Vale de Cambra,0,0
1701,1171701,Alijó,11.95298,2.2678
1801,1171801,Armamar,17.20671,3.56614
403,1170403,Carrazeda de Ansiães,14.73449,2.46199
404,1170404,Freixo de Espada à Cinta,12.57207,2.7076
1805,1171805,Lamego,10.85698,1.92777
1704,1171704,Mesão Frio,0,0
1807,1171807,Moimenta da Beira,0,0
1812,1171812,Penedono,37.17569,5.84723
1708,1171708,Peso da Régua,13.7194,3.09825
1710,1171710,Sabrosa,14.24689,3.04738
1711,1171711,Santa Marta de Penaguião,15.8442,3.62716
1815,1171815,São João da Pesqueira,16.04593,3.58996
1818,1171818,Sernancelhe,20.5362,2.91851
1819,1171819,Tabuaço,19.82004,3.79019
1820,1171820,Tarouca,20.31706,3.24085
409,1170409,Torre de Moncorvo,9.82858,2.02535
410,1170410,Vila Flor,22.83495,4.69588
914,1170914,Vila Nova de Foz Côa,9.69844,2.03835
1714,1171714,Vila Real,9.63013,1.74203
401,1180401,Alfândega da Fé,15.96329,3.63809
1702,1181702,Boticas,15.42155,2.19887
402,1180402,Bragança,25.5604,5.8903
1703,1181703,Chaves,17.01075,2.82453
405,1180405,Macedo de Cavaleiros,27.66422,6.14798
406,1180406,Miranda do Douro,13.77475,3.03205
407,1180407,Mirandela,23.96945,5.17095
408,1180408,Mogadouro,14.85056,3.35227
1706,1181706,Montalegre,8.53243,1.42071
1707,1181707,Murça,4.46937,0.93619
1712,1181712,Valpaços,31.88012,5.85923
1713,1181713,Vila Pouca de Aguiar,6.16116,1.01209
411,1180411,Vimioso,19.62794,4.53013
412,1180412,Vinhais,30.13293,6.5352
101,1610101,Águeda,45.59265,8.27787
102,1610102,Albergaria-a-Velha,3.70487,0.57796
103,1610103,Anadia,26.65899,5.06389
105,1610105,Aveiro,19.39816,3.31888
108,1610108,Estarreja,0,0
110,1610110,Ílhavo,86.6695,12.83142
111,1610111,Mealhada,69.57275,13.38687
112,1610112,Murtosa,0,0
114,1610114,Oliveira do Bairro,17.95475,2.99412
115,1610115,Ovar,0,0
117,1610117,Sever do Vouga,90.48868,17.77028
118,1610118,Vagos,0,0
602,1620602,Cantanhede,0,0
603,1620603,Coimbra,62.09176,18.7896
604,1620604,Condeixa-a-Nova,36.69366,15.24772
605,1620605,Figueira da Foz,0,0
608,1620608,Mira,0.66259,0.08903
610,1620610,Montemor-o-Velho,0,0
613,1620613,Penacova,70.64143,13.96792
615,1620615,Soure,46.90169,15.22827
1004,1631004,Batalha,85.38453,21.00278
1009,1631009,Leiria,143.76206,24.7676
1010,1631010,Marinha Grande,154.18194,21.3037
1015,1631015,Pombal,56.43903,11.5419
1016,1631016,Porto de Mós,0.77723,0.22025
1002,1641002,Alvaiázere,38.00568,14.35061
1003,1641003,Ansião,41.10392,14.22375
601,1640601,Arganil,44.91936,9.08853
1007,1641007,Castanheira de Pêra,31.19955,14.1899
1008,1641008,Figueiró dos Vinhos,39.85105,11.28624
606,1640606,Góis,38.71016,7.22005
607,1640607,Lousã,57.31416,10.12877
609,1640609,Miranda do Corvo,49.78799,9.42373
611,1640611,Oliveira do Hospital,50.94105,8.06333
612,1640612,Pampilhosa da Serra,43.42216,8.1309
1013,1641013,Pedrógão Grande,57.58652,19.8962
614,1640614,Penela,43.7378,12.00523
616,1640616,Tábua,54.71363,8.95454
617,1640617,Vila Nova de Poiares,62.52689,11.77636
901,1650901,Aguiar da Beira,31.80373,4.30097
1802,1651802,Carregal do Sal,52.70919,7.31986
1803,1651803,Castro Daire,17.59773,3.64124
1806,1651806,Mangualde,52.48699,7.02185
1808,1651808,Mortágua,169.39824,30.71607
1809,1651809,Nelas,37.61018,5.174
1810,1651810,Oliveira de Frades,220.27023,40.44201
1811,1651811,Penalva do Castelo,46.51749,7.34431
1814,1651814,Santa Comba Dão,193.60696,27.94589
1816,1651816,São Pedro do Sul,34.43548,8.08504
1817,1651817,Sátão,37.53199,5.42064
1821,1651821,Tondela,80.83525,12.72006
1822,1651822,Vila Nova de Paiva,30.62801,3.70154
1823,1651823,Viseu,41.94385,5.70868
1824,1651824,Vouzela,97.21795,21.35166
1413,1661413,Mação,29.57527,6.05619
506,1660506,Oleiros,18.81812,5.87213
508,1660508,Proença-a-Nova,29.32499,8.04951
509,1660509,Sertã,31.27915,6.7726
510,1660510,Vila de Rei,28.40272,5.37321
905,1670905,Fornos de Algodres,32.97817,3.46409
906,1670906,Gouveia,12.04935,2.04929
912,1670912,Seia,29.14692,6.7358
902,1680902,Almeida,4.24974,0.62729
903,1680903,Celorico da Beira,19.71416,2.65217
904,1680904,Figueira de Castelo Rodrigo,16.70436,3.16967
907,1680907,Guarda,5.93122,0.85262
908,1680908,Manteigas,5.31239,2.91197
909,1680909,Mêda,22.23572,3.66258
910,1680910,Pinhel,10.35596,1.57629
911,1680911,Sabugal,4.39126,0.63333
913,1680913,Trancoso,15.33895,2.34244
502,1690502,Castelo Branco,17.31421,3.32286
505,1690505,Idanha-a-Nova,11.98913,2.24617
507,1690507,Penamacor,26.06587,4.79358
511,1690511,Vila Velha de Ródão,30.63192,6.23497
501,16A0501,Belmonte,24.9348,3.42596
503,16A0503,Covilhã,21.6576,4.56528
504,16A0504,Fundão,35.06242,5.81292
1001,16B1001,Alcobaça,77.33923,21.03247
1101,16B1101,Alenquer,81.55902,20.27347
1102,16B1102,Arruda dos Vinhos,45.95115,12.96811
1005,16B1005,Bombarral,20.13971,5.56788
1104,16B1104,Cadaval,23.12198,6.55516
1006,16B1006,Caldas da Rainha,74.19074,20.00686
1108,16B1108,Lourinhã,80.13654,21.00464
1011,16B1011,Nazaré,62.44419,12.2708
1012,16B1012,Óbidos,34.64664,8.65809
1014,16B1014,Peniche,101.75042,24.61947
1112,16B1112,Sobral de Monte Agraço,49.50036,12.71747
1113,16B1113,Torres Vedras,39.35167,9.42022
1401,16C1401,Abrantes,50.57952,8.27976
1402,16C1402,Alcanena,26.33072,7.33618
1408,16C1408,Constância,57.77398,9.58478
1410,16C1410,Entroncamento,80.08196,12.7592
1411,16C1411,Ferreira do Zêzere,74.61795,18.24868
1421,16C1421,Ourém,58.16089,12.89256
1417,16C1417,Sardoal,48.47784,8.98426
1418,16C1418,Tomar,40.58857,8.96788
1419,16C1419,Torres Novas,53.16469,13.39711
1420,16C1420,Vila Nova da Barquinha,46.02996,7.4865
1115,1711115,Amadora,0,0
1105,1711105,Cascais,67.28632,17.40834
1106,1711106,Lisboa,,
1107,1711107,Loures,51.53278,13.02361
1109,1711109,Mafra,64.06779,15.79293
1116,1711116,Odivelas,0,0
1110,1711110,Oeiras,73.94014,19.8332
1111,1711111,Sintra,54.82341,13.98068
1114,1711114,Vila Franca de Xira,58.23727,15.94398
1502,1721502,Alcochete,34.0512,5.32332
1503,1721503,Almada,79.47468,23.07277
1504,1721504,Barreiro,33.82399,4.6079
1506,1721506,Moita,0,0
1507,1721507,Montijo,33.25827,4.75707
1508,1721508,Palmela,35.66348,5.30104
1510,1721510,Seixal,43.44333,5.60667
1511,1721511,Sesimbra,40.20612,7.00174
1512,1721512,Setúbal,42.05443,8.0447
1501,1811501,Alcácer do Sal,18.05815,3.62535
1505,1811505,Grândola,12.67191,2.32382
211,1810211,Odemira,17.13139,3.48
1509,1811509,Santiago do Cacém,19.72089,4.00604
1513,1811513,Sines,13.20363,2.21991
1201,1821201,Alter do Chão,18.47391,6.65569
1202,1821202,Arronches,15.64655,3.30371
1203,1821203,Avis,23.15686,5.49159
1204,1821204,Campo Maior,32.21507,8.37087
1205,1821205,Castelo de Vide,23.70269,3.03335
1206,1821206,Crato,20.82644,3.00641
1207,1821207,Elvas,25.54965,5.37031
1208,1821208,Fronteira,25.25178,5.15457
1209,1821209,Gavião,66.53553,11.3182
1210,1821210,Marvão,24.75702,3.73227
1211,1821211,Monforte,13.29198,2.04897
707,1820707,Mora,20.0748,4.12836
1212,1821212,Nisa,29.54687,4.4188
1213,1821213,Ponte de Sor,23.97486,3.98425
1214,1821214,Portalegre,20.12681,3.39865
701,1830701,Alandroal,15.50896,3.50965
702,1830702,Arraiolos,22.23753,4.47839
703,1830703,Borba,16.20836,4.00699
704,1830704,Estremoz,17.84548,4.31983
705,1830705,Évora,21.67816,4.76105
706,1830706,Montemor-o-Novo,17.89294,3.47922
708,1830708,Mourão,9.09484,1.97049
709,1830709,Portel,18.04395,4.80151
710,1830710,Redondo,17.44498,4.40232
711,1830711,Reguengos de Monsaraz,23.25755,6.2732
1215,1831215,Sousel,28.6049,7.52113
712,1830712,Vendas Novas,16.86147,3.27212
713,1830713,Viana do Alentejo,13.89644,3.19539
714,1830714,Vila Viçosa,29.89914,6.87949
201,1840201,Aljustrel,37.89194,9.92776
202,1840202,Almodôvar,19.02876,4.06956
203,1840203,Alvito,21.69215,4.5824
204,1840204,Barrancos,10.53679,2.43307
205,1840205,Beja,36.94304,10.82492
206,1840206,Castro Verde,14.76243,3.49312
207,1840207,Cuba,20.96082,5.69463
208,1840208,Ferreira do Alentejo,36.79464,8.57249
209,1840209,Mértola,11.98594,2.8571
210,1840210,Moura,25.05639,6.37473
212,1840212,Ourique,17.36665,3.82186
213,1840213,Serpa,30.76551,8.25593
214,1840214,Vidigueira,27.08145,7.62347
1403,1851403,Almeirim,56.42475,9.11747
1404,1851404,Alpiarça,61.78951,10.66313
1103,1851103,Azambuja,82.60165,19.72787
1405,1851405,Benavente,34.97009,7.07056
1406,1851406,Cartaxo,55.88063,12.43152
1407,1851407,Chamusca,23.38551,4.02466
1409,1851409,Coruche,13.57056,2.10918
1412,1851412,Golegã,97.8864,20.87139
1414,1851414,Rio Maior,93.82373,20.47262
1415,1851415,Salvaterra de Magos,60.47468,10.11253
1416,1851416,Santarém,57.05957,14.24247
801,1500801,Albufeira,71.76049,18.2114
802,1500802,Alcoutim,40.772,9.22801
803,1500803,Aljezur,38.70415,7.67711
804,1500804,Castro Marim,46.6399,10.64882
805,1500805,Faro,86.84363,21.96499
806,1500806,Lagoa,35.01562,7.19421
807,1500807,Lagos,42.55411,27.23019
808,1500808,Loulé,67.18095,16.16574
809,1500809,Monchique,33.31843,7.02349
810,1500810,Olhão,81.10661,19.31939
811,1500811,Portimão,66.59164,16.69856
812,1500812,São Brás de Alportel,51.02136,13.1725
813,1500813,Silves,67.17116,17.10585
814,1500814,Tavira,56.11837,13.2474
815,1500815,Vila do Bispo,21.96285,5.40534
816,1500816,Vila Real de Santo António,43.38432,10.58154
