Muni_ID,ID,Muni,denit_nha,leaching_nha
1707,1181707,Murça,3.88865,0.81455
1712,1181712,Valpaços,30.97544,5.69296
1713,1181713,Vila Pouca de Aguiar,6.25683,1.0278
411,1180411,Vimioso,19.841,4.5793
412,1180412,Vinhais,29.96764,6.49935
101,1610101,Águeda,45.80408,8.31625
102,1610102,Albergaria-a-Velha,3.29158,0.51349
103,1610103,Anadia,26.85978,5.10203
105,1610105,Aveiro,19.764,3.38147
108,1610108,Estarreja,0,0
110,1610110,Ílhavo,86.8722,12.86143
111,1610111,Mealhada,69.52647,13.37796
112,1610112,Murtosa,0,0
114,1610114,Oliveira do Bairro,17.88577,2.98262
115,1610115,Ovar,0,0
117,1610117,Sever do Vouga,90.49119,17.77077
118,1610118,Vagos,0,0
602,1620602,Cantanhede,0,0
603,1620603,Coimbra,62.17998,18.8163
604,1620604,Condeixa-a-Nova,36.6856,15.24437
605,1620605,Figueira da Foz,0,0
608,1620608,Mira,0.82414,0.11073
610,1620610,Montemor-o-Velho,0.27446,0.1008
613,1620613,Penacova,71.2317,14.08463
615,1620615,Soure,47.03528,15.27164
1004,1631004,Batalha,85.05656,20.92211
1009,1631009,Leiria,143.80562,24.7751
1010,1631010,Marinha Grande,154.17314,21.30248
1015,1631015,Pombal,56.41873,11.53775
1016,1631016,Porto de Mós,0.58207,0.16494
1002,1641002,Alvaiázere,37.49503,14.15779
1003,1641003,Ansião,41.35334,14.31005
601,1640601,Arganil,45.445,9.19488
1007,1641007,Castanheira de Pêra,24.33431,11.06751
1008,1641008,Figueiró dos Vinhos,39.9126,11.30367
606,1640606,Góis,29.52638,5.50713
607,1640607,Lousã,56.93649,10.06203
609,1640609,Miranda do Corvo,49.94959,9.45431
611,1640611,Oliveira do Hospital,50.94841,8.0645
612,1640612,Pampilhosa da Serra,36.72928,6.87764
1013,1641013,Pedrógão Grande,55.488,19.17116
614,1640614,Penela,42.63322,11.70205
616,1640616,Tábua,50.22216,8.21945
617,1640617,Vila Nova de Poiares,54.21687,10.21124
901,1650901,Aguiar da Beira,32.05437,4.33487
1802,1651802,Carregal do Sal,52.50343,7.29129
1803,1651803,Castro Daire,17.48983,3.61892
1806,1651806,Mangualde,52.91541,7.07917
1808,1651808,Mortágua,167.13906,30.30643
1809,1651809,Nelas,34.02189,4.68036
1810,1651810,Oliveira de Frades,220.27354,40.44262
1811,1651811,Penalva do Castelo,46.96285,7.41462
1814,1651814,Santa Comba Dão,188.87949,27.26351
1816,1651816,São Pedro do Sul,32.89754,7.72395
1817,1651817,Sátão,36.73731,5.30587
1821,1651821,Tondela,79.42669,12.49842
1822,1651822,Vila Nova de Paiva,28.58803,3.455
1823,1651823,Viseu,41.19658,5.60698
1824,1651824,Vouzela,96.8099,21.26204
1413,1661413,Mação,29.76989,6.09604
506,1660506,Oleiros,15.01408,4.68509
508,1660508,Proença-a-Nova,29.50816,8.09979
509,1660509,Sertã,29.59001,6.40687
510,1660510,Vila de Rei,17.88841,3.38412
905,1670905,Fornos de Algodres,33.43456,3.51203
906,1670906,Gouveia,11.99363,2.03982
912,1670912,Seia,28.46566,6.57836
902,1680902,Almeida,4.13273,0.61002
903,1680903,Celorico da Beira,19.67918,2.64747
904,1680904,Figueira de Castelo Rodrigo,16.85934,3.19908
907,1680907,Guarda,6.03888,0.8681
908,1680908,Manteigas,4.49023,2.4613
909,1680909,Mêda,22.58357,3.71988
910,1680910,Pinhel,10.50479,1.59894
911,1680911,Sabugal,4.23364,0.6106
913,1680913,Trancoso,14.75166,2.25276
502,1690502,Castelo Branco,17.48809,3.35623
505,1690505,Idanha-a-Nova,12.12606,2.27182
507,1690507,Penamacor,26.29474,4.83567
511,1690511,Vila Velha de Ródão,30.9063,6.29082
501,16A0501,Belmonte,24.80855,3.40861
503,16A0503,Covilhã,21.41374,4.51387
504,16A0504,Fundão,35.28008,5.849
1001,16B1001,Alcobaça,77.15891,20.98343
1101,16B1101,Alenquer,82.16776,20.42479
1102,16B1102,Arruda dos Vinhos,46.34224,13.07848
1005,16B1005,Bombarral,20.0332,5.53844
1104,16B1104,Cadaval,23.1505,6.56324
1006,16B1006,Caldas da Rainha,74.20859,20.01167
1108,16B1108,Lourinhã,80.33361,21.05629
1011,16B1011,Nazaré,62.14054,12.21113
1012,16B1012,Óbidos,34.55099,8.63418
1014,16B1014,Peniche,102.02628,24.68622
1112,16B1112,Sobral de Monte Agraço,49.98772,12.84268
1113,16B1113,Torres Vedras,39.02618,9.3423
1401,16C1401,Abrantes,51.24716,8.38905
1402,16C1402,Alcanena,26.49327,7.38147
1408,16C1408,Constância,54.27974,9.00508
1410,16C1410,Entroncamento,58.42825,9.30919
1411,16C1411,Ferreira do Zêzere,74.58773,18.24129
1421,16C1421,Ourém,57.91577,12.83823
1417,16C1417,Sardoal,45.92827,8.51176
1418,16C1418,Tomar,39.52223,8.73228
1419,16C1419,Torres Novas,53.84752,13.56918
1420,16C1420,Vila Nova da Barquinha,40.5825,6.6005
1115,1711115,Amadora,0,0
1105,1711105,Cascais,66.59504,17.22949
1106,1711106,Lisboa,,
1107,1711107,Loures,52.06562,13.15827
1109,1711109,Mafra,64.70466,15.94992
1116,1711116,Odivelas,0,0
1110,1711110,Oeiras,73.82318,19.80183
1111,1711111,Sintra,53.67746,13.68845
1114,1711114,Vila Franca de Xira,58.97392,16.14566
1502,1721502,Alcochete,34.06965,5.3262
1503,1721503,Almada,78.39941,22.7606
1504,1721504,Barreiro,28.08101,3.82552
1506,1721506,Moita,0,0
1507,1721507,Montijo,33.4255,4.78098
1508,1721508,Palmela,35.8976,5.33584
1510,1721510,Seixal,38.88354,5.0182
1511,1721511,Sesimbra,39.4185,6.86458
1512,1721512,Setúbal,41.44661,7.92843
1501,1811501,Alcácer do Sal,18.26646,3.66718
1505,1811505,Grândola,12.71921,2.3325
211,1810211,Odemira,17.36386,3.52723
1509,1811509,Santiago do Cacém,19.83519,4.02926
1513,1811513,Sines,12.31078,2.0698
1201,1821201,Alter do Chão,18.68084,6.73024
1202,1821202,Arronches,15.82298,3.34097
1203,1821203,Avis,23.42191,5.55444
1204,1821204,Campo Maior,32.65306,8.48468
1205,1821205,Castelo de Vide,23.85889,3.05334
1206,1821206,Crato,20.83097,3.00706
1207,1821207,Elvas,25.90605,5.44523
1208,1821208,Fronteira,25.51009,5.20729
1209,1821209,Gavião,67.18752,11.42911
1210,1821210,Marvão,24.8994,3.75373
1211,1821211,Monforte,13.49793,2.08072
707,1820707,Mora,20.24854,4.16409
1212,1821212,Nisa,29.63744,4.43234
1213,1821213,Ponte de Sor,24.14598,4.01269
1214,1821214,Portalegre,20.38303,3.44192
701,1830701,Alandroal,15.7237,3.55824
702,1830702,Arraiolos,22.42885,4.51692
703,1830703,Borba,16.38781,4.05135
704,1830704,Estremoz,18.06252,4.37237
705,1830705,Évora,21.95076,4.82092
706,1830706,Montemor-o-Novo,18.08,3.5156
708,1830708,Mourão,9.16487,1.98566
709,1830709,Portel,18.2577,4.85839
710,1830710,Redondo,17.59428,4.44
711,1830711,Reguengos de Monsaraz,23.45879,6.32748
1215,1831215,Sousel,28.85134,7.58593
712,1830712,Vendas Novas,16.77114,3.2546
713,1830713,Viana do Alentejo,13.97451,3.21334
714,1830714,Vila Viçosa,30.24972,6.96015
201,1840201,Aljustrel,38.42263,10.0668
202,1840202,Almodôvar,19.24693,4.11622
203,1840203,Alvito,21.97765,4.64271
204,1840204,Barrancos,10.54349,2.43462
205,1840205,Beja,37.42068,10.96488
206,1840206,Castro Verde,14.96484,3.54102
207,1840207,Cuba,21.21135,5.76269
208,1840208,Ferreira do Alentejo,37.29548,8.68917
209,1840209,Mértola,12.15114,2.89648
210,1840210,Moura,25.3615,6.45235
212,1840212,Ourique,17.54453,3.861
213,1840213,Serpa,31.08717,8.34225
214,1840214,Vidigueira,27.29413,7.68335
1403,1851403,Almeirim,57.01175,9.21232
1404,1851404,Alpiarça,62.5815,10.7998
1103,1851103,Azambuja,83.41838,19.92293
1405,1851405,Benavente,35.47154,7.17195
1406,1851406,Cartaxo,56.42589,12.55282
1407,1851407,Chamusca,23.72998,4.08394
1409,1851409,Coruche,13.73611,2.13491
1412,1851412,Golegã,99.62352,21.24178
1414,1851414,Rio Maior,93.59872,20.42352
1415,1851415,Salvaterra de Magos,60.52405,10.12079
1416,1851416,Santarém,57.71618,14.40637
801,1500801,Albufeira,72.56038,18.4144
802,1500802,Alcoutim,41.26869,9.34043
803,1500803,Aljezur,39.10355,7.75633
804,1500804,Castro Marim,47.25374,10.78897
805,1500805,Faro,87.71038,22.18421
806,1500806,Lagoa,35.20655,7.23344
807,1500807,Lagos,43.01785,27.52694
808,1500808,Loulé,67.99378,16.36133
809,1500809,Monchique,32.94646,6.94508
810,1500810,Olhão,81.86319,19.4996
811,1500811,Portimão,66.58409,16.69667
812,1500812,São Brás de Alportel,51.20839,13.22079
813,1500813,Silves,67.71901,17.24537
814,1500814,Tavira,56.65233,13.37345
815,1500815,Vila do Bispo,21.37409,5.26043
816,1500816,Vila Real de Santo António,42.18102,10.28805
