Muni_ID,ID,Muni,sludge09_N,sludge09_nha
1004,1631004,Batalha,0,0
1009,1631009,Leiria,2381.191884,0.488951106
1010,1631010,Marinha Grande,0,0
1015,1631015,Pombal,612.312679,0.149053719
1016,1631016,Porto de Mós,0,0
1002,1641002,Alvaiázere,0,0
1003,1641003,Ansião,44.9389335,0.018802901
601,1640601,Arganil,0,0
1007,1641007,Castanheira de Pêra,0,0
1008,1641008,Figueiró dos Vinhos,0,0
606,1640606,Góis,0,0
607,1640607,Lousã,11.43183396,0.027882522
609,1640609,Miranda do Corvo,0,0
611,1640611,Oliveira do Hospital,96.18508574,0.032352871
612,1640612,Pampilhosa da Serra,0,0
1013,1641013,Pedrógão Grande,0,0
614,1640614,Penela,0,0
616,1640616,Tábua,0,0
617,1640617,Vila Nova de Poiares,0,0
901,1650901,Aguiar da Beira,0,0
1802,1651802,Carregal do Sal,0,0
1803,1651803,Castro Daire,0,0
1806,1651806,Mangualde,0,0
1808,1651808,Mortágua,0,0
1809,1651809,Nelas,0,0
1810,1651810,Oliveira de Frades,0,0
1811,1651811,Penalva do Castelo,0,0
1814,1651814,Santa Comba Dão,4.281024718,0.003474858
1816,1651816,São Pedro do Sul,241.6453179,0.063826022
1817,1651817,Sátão,0,0
1821,1651821,Tondela,36.66070891,0.008747485
1822,1651822,Vila Nova de Paiva,0,0
1823,1651823,Viseu,11.14800912,0.001913164
1824,1651824,Vouzela,0,0
1413,1661413,Mação,0,0
506,1660506,Oleiros,0,0
508,1660508,Proença-a-Nova,0,0
509,1660509,Sertã,0,0
510,1660510,Vila de Rei,0,0
905,1670905,Fornos de Algodres,0,0
906,1670906,Gouveia,0,0
912,1670912,Seia,0,0
902,1680902,Almeida,9.855029276,0.000497603
903,1680903,Celorico da Beira,0,0
904,1680904,Figueira de Castelo Rodrigo,0.394201171,1.65193E-05
907,1680907,Guarda,572.9950542,0.02976907
908,1680908,Manteigas,0,0
909,1680909,Mêda,0,0
910,1680910,Pinhel,15.40538176,0.000815445
911,1680911,Sabugal,10.24923045,0.00051259
913,1680913,Trancoso,0,0
502,1690502,Castelo Branco,0,0
505,1690505,Idanha-a-Nova,0,0
507,1690507,Penamacor,0,0
511,1690511,Vila Velha de Ródão,0,0
501,16A0501,Belmonte,1.217293216,0.000246166
503,16A0503,Covilhã,0.58223513,5.39506E-05
504,16A0504,Fundão,185.6719052,0.007204125
1001,16B1001,Alcobaça,259.2318303,0.035380351
1101,16B1101,Alenquer,649.5482603,0.059400847
1102,16B1102,Arruda dos Vinhos,99.63106786,0.035380351
1005,16B1005,Bombarral,149.9419267,0.035380351
1104,16B1104,Cadaval,176.6187112,0.035380351
1006,16B1006,Caldas da Rainha,1590.955768,0.342509315
1108,16B1108,Lourinhã,390.3347011,0.069220553
1011,16B1011,Nazaré,167.1793958,0.17766142
1012,16B1012,Óbidos,4910.841922,1.571469415
1014,16B1014,Peniche,86.15115421,0.035380351
1112,16B1112,Sobral de Monte Agraço,91.24592472,0.035380351
1113,16B1113,Torres Vedras,969.5086429,0.06671084
1401,16C1401,Abrantes,783.6275091,0.060675765
1402,16C1402,Alcanena,155.0720776,0.035380351
1408,16C1408,Constância,19.67147505,0.035380351
1410,16C1410,Entroncamento,18.07935926,0.035380351
1411,16C1411,Ferreira do Zêzere,80.06573387,0.035380351
1421,16C1421,Ourém,1725.768274,0.398929328
1417,16C1417,Sardoal,46.06521675,0.035380351
1418,16C1418,Tomar,1311.141344,0.193726558
1419,16C1419,Torres Novas,350.1239515,0.035380351
1420,16C1420,Vila Nova da Barquinha,14.61208488,0.035380351
1115,1711115,Amadora,2.158201399,0.035380351
1105,1711105,Cascais,17.12064109,0.072238992
1106,1711106,Lisboa,2.052060347,0.035380351
1107,1711107,Loures,10483.96824,2.446096182
1109,1711109,Mafra,1964.476797,0.21155253
1116,1711116,Odivelas,16.80566663,0.035380351
1110,1711110,Oeiras,269.7184338,2.697184338
1111,1711111,Sintra,218.3711443,0.042426879
1114,1711114,Vila Franca de Xira,1538.456445,0.114536662
1502,1721502,Alcochete,119.408684,0.035380351
1503,1721503,Almada,5441.507181,12.83374335
1504,1721504,Barreiro,5.873138233,0.035380351
1506,1721506,Moita,32.83296555,0.035380351
1507,1721507,Montijo,550.9176179,0.036769513
1508,1721508,Palmela,1046.119899,0.035839525
1510,1721510,Seixal,129.8206462,0.190352854
1511,1721511,Sesimbra,6311.408995,3.40054364
1512,1721512,Setúbal,102.673778,0.035380351
1501,1811501,Alcácer do Sal,0,0
1505,1811505,Grândola,17.67598051,0.000463037
211,1810211,Odemira,0,0
1509,1811509,Santiago do Cacém,0,0
1513,1811513,Sines,646.5569347,0.072614211
1201,1821201,Alter do Chão,0,0
1202,1821202,Arronches,15.76804684,0.000610266
1203,1821203,Avis,0,0
1204,1821204,Campo Maior,0,0
1205,1821205,Castelo de Vide,52.92939124,0.002614701
1206,1821206,Crato,21.98854132,0.000825179
1207,1821207,Elvas,328.6218642,0.00633549
1208,1821208,Fronteira,0,0
1209,1821209,Gavião,1.971005855,0.000138442
1210,1821210,Marvão,21.68106441,0.002520468
1211,1821211,Monforte,0,0
707,1820707,Mora,0,0
1212,1821212,Nisa,126.1443747,0.004517256
1213,1821213,Ponte de Sor,24.96870217,0.000443817
1214,1821214,Portalegre,1289.660667,0.046720065
701,1830701,Alandroal,0,0
702,1830702,Arraiolos,0,0
703,1830703,Borba,0,0
704,1830704,Estremoz,0,0
705,1830705,Évora,0,0
706,1830706,Montemor-o-Novo,14.94022438,0.000140482
708,1830708,Mourão,0,0
709,1830709,Portel,6667.049508,0.161982786
710,1830710,Redondo,0,0
711,1830711,Reguengos de Monsaraz,0,0
1215,1831215,Sousel,27.59408197,0.001336275
712,1830712,Vendas Novas,0,0
713,1830713,Viana do Alentejo,0,0
714,1830714,Vila Viçosa,0.969734881,6.14106E-05
201,1840201,Aljustrel,0,0
202,1840202,Almodôvar,0,0
203,1840203,Alvito,1.576804684,6.86612E-05
204,1840204,Barrancos,0,0
205,1840205,Beja,4.730414053,4.8819E-05
206,1840206,Castro Verde,945.9645502,0.018644471
207,1840207,Cuba,0,0
208,1840208,Ferreira do Alentejo,0,0
209,1840209,Mértola,0,0
210,1840210,Moura,0,0
212,1840212,Ourique,0,0
213,1840213,Serpa,0,0
214,1840214,Vidigueira,6.137712233,0.00026766
1403,1851403,Almeirim,355.3285846,0.036852166
1404,1851404,Alpiarça,174.4251295,0.035380351
1103,1851103,Azambuja,450.520288,0.040463471
1405,1851405,Benavente,1303.441986,0.045270978
1406,1851406,Cartaxo,246.8840879,0.035380351
1407,1851407,Chamusca,1211.58334,0.037581294
1409,1851409,Coruche,2083.315328,0.037311997
1412,1851412,Golegã,229.2145796,0.039363658
1414,1851414,Rio Maior,326.4191165,0.035380351
1415,1851415,Salvaterra de Magos,291.434531,0.035497507
1416,1851416,Santarém,1575.168088,0.06826889
801,1500801,Albufeira,3140.316905,0.925528118
802,1500802,Alcoutim,0,0
803,1500803,Aljezur,118.2603513,0.028400661
804,1500804,Castro Marim,0,0
805,1500805,Faro,0,0
806,1500806,Lagoa,266.1961668,0.17829616
807,1500807,Lagos,789.0803681,0.336782061
808,1500808,Loulé,3257.713956,0.234570417
809,1500809,Monchique,0,0
810,1500810,Olhão,309.4755134,0.122370705
811,1500811,Portimão,0,0
812,1500812,São Brás de Alportel,0,0
813,1500813,Silves,417.1830993,0.034353022
814,1500814,Tavira,895.898108,0.081209038
815,1500815,Vila do Bispo,31.60704989,0.006523643
816,1500816,Vila Real de Santo António,0,0
