Muni_ID,ID,Muni,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006
606,1640606,Góis,0,0,0,0,30,0,0,0,0,0,0,0
607,1640607,Lousã,0,0,143,0,435,0,465.5,84.5,29,42,27,63
609,1640609,Miranda do Corvo,0,0,190,150,240,0,336,10,0,0,0,0
611,1640611,Oliveira do Hospital,0,3.54,37.68,0,0,22.04,224.17,182.38,244,0,0,0
612,1640612,Pampilhosa da Serra,0,0,0,0,0,0,0,0,0,0,0,0
1013,1641013,Pedrógão Grande,125.38,309.24,438.62,445.56,375.96,617.256,453.757,319.2,0,0,0,0
614,1640614,Penela,0,0,30,170,150,0,0,1.143,0,0,0,0
616,1640616,Tábua,0,0,0,0,0,0,0,0,0,0,0,0
617,1640617,Vila Nova de Poiares,0,0,10,50,50,0,42,0,0,0,0,0
901,1650901,Aguiar da Beira,0,0,34.2,0,0,0,13.635,35.53,0,0,0,0
1802,1651802,Carregal do Sal,40.46,0,0,0,0,0,179,40.27,0,0,0,0
1803,1651803,Castro Daire,0,0,0,0,0,0,0,0,0,0,0,0
1806,1651806,Mangualde,0,0,0,0,0,0,0,0,0,0,0,0
1808,1651808,Mortágua,0,0,0,0,0,0,0,0,0,0,0,0
1809,1651809,Nelas,22.58,427.56,953.2977,1064,1900,3449.48,187.6,0,0,0,0,0
1810,1651810,Oliveira de Frades,0,293,227.28,0,0,0,0,2.34,261,1348.25,1105,0
1811,1651811,Penalva do Castelo,0,0,3.36,0,0,0,0,0,0,0,0,0
1814,1651814,Santa Comba Dão,0,10,90.791,532,420,0,52.52,0,10.86,0,0,0
1816,1651816,São Pedro do Sul,267,313,213.3,144,433.64,787.636,1004.419,1073.28132,1084.5,425.45,255.918,2372
1817,1651817,Sátão,0,433,335,0,0,0,0,0,0,0,0,0
1821,1651821,Tondela,83.1,235,593,824,1095,1668,3190.1,3984.4,1569,1125,1664,313.5
1822,1651822,Vila Nova de Paiva,0,1108,1677,71,0,0,0,0,0,0,0,0
1823,1651823,Viseu,4976.2,1677.87,941.29,734.94,1887.56,3798.872,2262.969,2148.196,675.404,257.331,1,52.58
1824,1651824,Vouzela,420,460,395,0,0,0,1020,0,480,399,564.2,992
1413,1661413,Mação,60.6,7.9,0,0,0,0,0,0,0,0,0,0
506,1660506,Oleiros,0,0,0,0,0,0,0,0,0,0,0,0
508,1660508,Proença-a-Nova,0,0,0,49.5,143.26,507.7,357.951,261.83,0,0,0,0
509,1660509,Sertã,0,0,0,0,0,0,0,0,0,0,0,0
510,1660510,Vila de Rei,0,0,17.64,58.5,3.12,0,0,0,0,0,0,0
905,1670905,Fornos de Algodres,0,0,0,0,0,0,0,0,0,0,0,0
906,1670906,Gouveia,0,0,55.16,0,0,13.12,92.51,18.145,0,0,0,0
912,1670912,Seia,218.14,385.14,747.5,672.22,810.73,360.4,1051.23,1080.539,1240.6,522,265,0
902,1680902,Almeida,0,5,111.96,0,0,0,41.08,35.715,25,0,0,0
903,1680903,Celorico da Beira,0,8.34,38.06,40.02,15.96,7.58,28.99,0,0,0,0,0
904,1680904,Figueira de Castelo Rodrigo,0,0,0,0,0,0,25.255,43.5,1,0,0,0
907,1680907,Guarda,669,2426.46,1108.48,1320.32,1094.526,391,1460.58,1440.253,1453.56,1698,2428,0
908,1680908,Manteigas,3.12,2.4,2.418,4.835,7.555,4.8,6.7,5.79,6.32,0,0,0
909,1680909,Mêda,0,0,0,0,0,0,0,0,0,0,0,0
910,1680910,Pinhel,0,4.76,636.8,683.2,1210.58,567.632,863.99,256.165,39.08,0,0,0
911,1680911,Sabugal,0,0,0,0,0,11.76,9.26,23.41,26,0,0,0
913,1680913,Trancoso,0,0,0,0,0,0,0,0,0,0,0.9,0
502,1690502,Castelo Branco,751.8,0,0,546.91,2015.24,1700.35,1446.075,1514.453,0,0,0,0
505,1690505,Idanha-a-Nova,0,0,0,0,0,0,7.28,0,0,0,0,0
507,1690507,Penamacor,0,3.78,28.4,0,0,29.82,27.32,0,0,0,0,0
511,1690511,Vila Velha de Ródão,18.42,0,0,18.92,70.4,207.59,171.926,116.385,0,0,0,0
501,16A0501,Belmonte,0,10.48,6.08,25.18,17.34,0,17.24,27.69,3.088,34,0,0
503,16A0503,Covilhã,920.4,318.6,1301.385,1881.21,1339.31,5312.8,0,0,1.477,2,0,0
504,16A0504,Fundão,0,467.56,1436.52,903.02,328.36,96.02,123.88,128.435,471.008,128,260,0
1001,16B1001,Alcobaça,4173.94,3637.52,562.12,173.37,23.34,88.36,4688.011,4750.51,7.32,0,0,0
1101,16B1101,Alenquer,2662.54,2306.24,2024.84,1876.3,1925.75,4343.124,1050.762,558.92,666.32,10.195,0,0
1102,16B1102,Arruda dos Vinhos,983.5,177.12,26.62,537.12,351.7,785.378,249.22,259.24,0,0,0,0
1005,16B1005,Bombarral,0,0,0,0,0,0,9.146,10,0,0,0,0
1104,16B1104,Cadaval,340.4,44.94,176.96,314.68,51.47,85.812,62.297,35,0,0,0,0
1006,16B1006,Caldas da Rainha,179.3,0,1435.21,3382.614,3302,6349.38,2222.4,2644.6,3619,2014.26,1149.44,2334.8
1108,16B1108,Lourinhã,2268.39,2184.96,1617.96,1369.56,1330.44,2681.996,1023.164,756.64,484.982,104.24,0,467.2
1011,16B1011,Nazaré,2930.86,2433.52,1884.8,1364.68,2077.12,4039,1592.652,63.76,340.24,79,0,0
1012,16B1012,Óbidos,322.9,303.96,644.06,397.62,444.9,1293.506,1514.747,1677.16,12177.23,10580.36,9930.73,22643
1014,16B1014,Peniche,271.18,146.68,457.2,1346.62,1111.19,3212.56,3134.692,2451.211,3046.307,2412.615,3673,6506
1112,16B1112,Sobral de Monte Agraço,172.92,186.92,247.08,287.06,164.69,349.978,146.575,173.52,0,0,0,0
1113,16B1113,Torres Vedras,1017.29,603.6,712.12,560.52,604.03,1163.58,5021.95,4490.804,1155.06,2397.94,781.52,300
1401,16C1401,Abrantes,0,0,0,0,0,0,682.4,532.32,828.74,764.28,2.4,2548
1402,16C1402,Alcanena,235,0,0,0,0,0,5.41,0,0,0,0,0
1408,16C1408,Constância,0,0,0,0,2.74,0,0,0,0,83.2,42.425,0
1410,16C1410,Entroncamento,0,0,0,0,0,0,0,0,0,0,0,0
1411,16C1411,Ferreira do Zêzere,128.98,84.78,1962.13,612.26,106.04,239.89,72928.416,133.27,0,0,0,45514
1421,16C1421,Ourém,849.92,900,2222,1338.26,1558.72,1772,1461.96,2713.36,4664.62,838.35,1722.16,2000
1417,16C1417,Sardoal,72.78,27.42,15.7,30.2,19.2,26.3,12.1,11.45,26.315,59.13,14.35,0
1418,16C1418,Tomar,1677,2475,2802,1275,900,5680.21,3852.094,7014.465,7963.19,7073.97,4670,12166.16
1419,16C1419,Torres Novas,0,4048.12,3774.99,4290.958,7362.41,7733.88,87.86,2.86,0,0,0,0
1420,16C1420,Vila Nova da Barquinha,802.48,0,0,0,0,0,0,0,0,0,0,0
1115,1711115,Amadora,0,0,0,0,0,8,6.04,0,174.05,11.9,9,0
1105,1711105,Cascais,0,0,4695.84,142.36,18.16,0,13827.11,1737.92,22.16,0,0,0
1106,1711106,Lisboa,57352.44,55380.94,45668.15,40215.96,47758,49917.34,46975.96,42514.46,35160.448,31523.035,27344.08,74910
1107,1711107,Loures,22588.57,25008.18,19524.96,18711.33,20943.25,31128.29,23496.27999,22744,26211.8,26647.27,25429.75,50548
1109,1711109,Mafra,96,1962.755,2085,2996.16,2090,0,4747.36,3674,4150,5044.2,5120.22,218
1116,1711116,Odivelas,0,0,0,0,0,0,0,0,0,0,0,0
1110,1711110,Oeiras,0,0,0,0,0,0,820.32,235.62,675.24,298.31,5.48,23364
1111,1711111,Sintra,0,0,10.08,0,0,0,55.06,17.24,92.005,183.091,65.36,18.596
1114,1711114,Vila Franca de Xira,6144.24,8012.56,174.42,836.54,4985.38,3609.61,4914.69,4396.39,2697.17,1280.09,32.59,0
1502,1721502,Alcochete,0,0,680,540,720,720,680,700,700,818.88,0,960
1503,1721503,Almada,14490,7896.28,6570,4150.1,3433.26,6300,13915.67,8864.29,13765.829,10826.117,7361,0
1504,1721504,Barreiro,0,2401.77,790.92,0,1299.22,1569.88,451.14,25,0,16.04,0,0
1506,1721506,Moita,2966.04,300,0,2833,2930,2715,0,9.2,0,0,0,0
1507,1721507,Montijo,0,897.51,3860.53,1.32,0,4.6,119.36,1,52.8,636.1,77.34,0
1508,1721508,Palmela,0,260.64,494.73,232.14,8.12,38.64,2370.34,1841.06,1519,31.5,0,0
1510,1721510,Seixal,0,985.79,0,0,14.58,0,3086.12,50.5,268.115,37.08,0,0
1511,1721511,Sesimbra,0,1229.92,26.9,0,60.84,0,0,6,6.8,0,2.32,0
1512,1721512,Setúbal,0,126.06,1777.14,858.8,6528,6744,18085.92,16336.7,16233.63,11242.96,8160.22,14906
1501,1811501,Alcácer do Sal,378.56,3849.51,3079.74,2150.72,5070.44,4490.65,0,0,0,0,0,0
1505,1811505,Grândola,0,0,0,0,0,0,146.36,85.12,119.16,53.06,92.94,64.44
211,1810211,Odemira,0,0,446.3,188.3,0,0,9.08,72.38,6,7,0,0
1509,1811509,Santiago do Cacém,0,0,0,0,0,0,0,0,0,0,0,0
1513,1811513,Sines,0,0,0,0,0,0,1016.16,1060,1640.17,1154.82,0,0
1201,1821201,Alter do Chão,0,0,0,0,0,0,0.0001,183.18,0,0,0,0
1202,1821202,Arronches,109.14,0,0,0,0,228.92,9.16,123.32,40,70,80,0
1203,1821203,Avis,28.8,36.3,0,0,0,0,0,0,0,0,0,0
1204,1821204,Campo Maior,30.84,41.82,0,0,0,489.06,64.56,0.96,0,2.12,0,0
1205,1821205,Castelo de Vide,129.72,222.42,0,0,199.16,544.92,125.82,125.32,134.27,20,260,0
1206,1821206,Crato,123.24,170.02,0,0,262.42,487.1,88.42,82.66,55.78,38,0.0001,0
1207,1821207,Elvas,940.18,340.1,0,412.36,101.2,879.755,514.9001,739.24,833.64,266,517.001,0
1208,1821208,Fronteira,112.76,0,0,0,0,283.56,98.84,269.8,0,0,0,0
1209,1821209,Gavião,66.26,0,0,0,211.9,858.04,228.8001,53,5,9,0.01,0
1210,1821210,Marvão,33.3,92,0,55.54,23.06,274.78,51.009,61.812,57.469,31.69,461.5,0
1211,1821211,Monforte,0,0,0,0,0,0,0,0,0,0.01,0.01,0
707,1820707,Mora,0,0,0,0,0,0,0,0,0,0,0,0
1212,1821212,Nisa,134.34,0,0,0,24.38,109.346,310.45,72,320,0,0,0
1213,1821213,Ponte de Sor,12.32,163.43,19.44,0,14.54,35.36,25.1202,47.96,63.34,62,0.01,0
1214,1821214,Portalegre,1152.68,1357.62,2189.66,2130.87,1649.82,2488.28,3225,3059,3271.58,3304,3516.001,5487
701,1830701,Alandroal,0,0,0,0,0,0,0,0,0,29.04,0,0
702,1830702,Arraiolos,0,0,0,0,0,0,0,0,0,0,0,0
703,1830703,Borba,0,0,0,0,0,0,0,0,0,0,0,0
704,1830704,Estremoz,0,0,0,0,0,0,0,8.47,0,0,0,0
705,1830705,Évora,76.84,116.58,0,0,3221.98,6875.56,2949,3315,0,0,0,0
706,1830706,Montemor-o-Novo,0,403.48,518.14,85.04,0,19.92,82.62,21.92,37.9,43.1,61.96,0
708,1830708,Mourão,0,0,0,0,0,0,0,0,0,0,0,0
709,1830709,Portel,0,0,0,15160,18335,22670,21588.93,22050,21000,20000,13215,0
710,1830710,Redondo,0,0,0,0,0,0,0,0,0,0,0,0
711,1830711,Reguengos de Monsaraz,0,0,0,0,0,0,0,0,0,0,0,0
1215,1831215,Sousel,170.32,0,0,118.86,0,194.32,132.9801,129,90,556,0,507.36
712,1830712,Vendas Novas,0,0,0,0,0,0,0,67.9,0,0,0,0
713,1830713,Viana do Alentejo,0,0,0,16936,0,16600,16000,15000,0,0,0,0
714,1830714,Vila Viçosa,0,0,0,0,0,0,2.38,2.46,2.46,10.8,0,0
201,1840201,Aljustrel,0,0,0,0,0,0,173.36,0,0,41.58,0,0
202,1840202,Almodôvar,0,0,0,0,0,0,0,0.1,0,0.35,0.45,0
203,1840203,Alvito,0,0,0,0,0,0,783.9,5.06,4,370.14,4,0
204,1840204,Barrancos,0,0,0,0,0,0,0,0,0,0,0,0
205,1840205,Beja,0,0,0,0,0,0,4.82,0,12,0,0,0
206,1840206,Castro Verde,0,0,0,0,0,0,0,0,2399.7,0,0,0
207,1840207,Cuba,0,0,0,0,0,0,0,22,0,0,0,0
208,1840208,Ferreira do Alentejo,0,0,0,0,0,0,0,0,0,0,0,0
209,1840209,Mértola,0,0,0,0,0,0,0,0,0,0,0,0
210,1840210,Moura,0,0,0,0,0,0,0.00001,0.00001,834,0,35.51,0
212,1840212,Ourique,0,0,0,0,0,0,0,0,0,0,26.7,0
213,1840213,Serpa,0,0,0,16.4,0,0,0,30,0,0,0,0
214,1840214,Vidigueira,0,0,0,0,0,0,53.715,3.235,15.57,1.104,303.83,0
1403,1851403,Almeirim,0,83.24,20.42,0,0,0,44.2,52.5,36,0,0,0
1404,1851404,Alpiarça,0,0,0,0,0,0,0,1332.8,0,0,0,0
1103,1851103,Azambuja,264.82,231.3,177.12,125.6,171.61,364.36,111.012,232.654,143.57,29.98,59,0
1405,1851405,Benavente,130.8,1353.98,1733.13,14.38,0,0,1474.92,1387.54,739.74,942,404.5,52.6
1406,1851406,Cartaxo,1073.07,0,0,0,0,0,677.84,0,0,0,0,0
1407,1851407,Chamusca,0,102.08,58.52,0,0,249.56,5.68,5122.5,180,0,0,0
1409,1851409,Coruche,0,456.52,501.26,21.28,0,0,416.8,406.6,273.6,0,0,0
1412,1851412,Golegã,11.3,676.5,290.48,97.4,210.68,47.76,46.38,43.23,58.84,0,0,0
1414,1851414,Rio Maior,45.86,30.28,37,11.14,12.97,8.56,2747.157,55,0,0,0,0
1415,1851415,Salvaterra de Magos,0,21.4,3.46,0,0,0,60.5,866.5,2.44,0,4.28,0
1416,1851416,Santarém,107.6,12,266,498,758,698,1308,1669.6,1925,2092,5672.42,0
801,1500801,Albufeira,0,2582.77,3077.61,2394.73,4423.5,6878.92,8578.65,8793.44,7966.28,998.15,0,4214
802,1500802,Alcoutim,0,0,0,0,0,0,0,0,0,0,0,0
803,1500803,Aljezur,0,0,0,0,0,0,581.04,226.64,300,0,0,0
804,1500804,Castro Marim,0,0,0,0,0,0,0,0,0,0,0,0
805,1500805,Faro,0,0,0,0,0,0,734.2,0,0,5.3,25.32,0
806,1500806,Lagoa,0,0,0,0,0,0,852.18,648.72,675.28,48.7,150.58,0
807,1500807,Lagos,0,0,0,0,0,0,1533.5,963.38,2001.72,910.88,1157,1174
808,1500808,Loulé,0,158.32,1045.26,594,3164.1,2096,9639.74,9539.58,8264.09,8775,2554.9267,160
809,1500809,Monchique,0,0,0,0,0,0,0,0,0,0,0,0
810,1500810,Olhão,0,0,0,0,0,1460,1081.29,945.09,785.07,0,0,0
811,1500811,Portimão,0,0,0,0,0,0,0,0,0,64,0,0.96
812,1500812,São Brás de Alportel,0,0,0,0,0,0,0,0,0,0,0,0
813,1500813,Silves,0,0,0,0,0,750.2,383.54,321,1058.3,118.648,46.584,0
814,1500814,Tavira,0,0,0,0,0,0,2323.38,2066.68,2272.69266,608.922,22,0
815,1500815,Vila do Bispo,0,0,0,0,0,0,0,0,80.18,0,0,0
816,1500816,Vila Real de Santo António,0,0,0,0,0,0,0,0,0,0,0,0
