"Muni_ID","ID","Muni","forage_maize","forage_mixture","forage_oat","forage_roots","forage_sorghum","bean","chickpea","other_pulses","other_industry","sunflower","horticulture_extensive","horticulture_intensive","potato","oat","maize","olive_groves","vineyards","almonds","chestnut","locust","nuuts","other_dried_nuts","apple","cherry","other_fresh_fruits","peach","pear","lemon","orange","other_citrus","tangerine","new_lu_kc"
1317,"1141317","Vila Nova de Gaia",0.128,0,0.007,0,0,0.015512,0,0,0,0,0,0.1848,0.03808,0,0.432,0,0.0093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814692
1301,"1151301","Amarante",0.096,0,0.007,0,0,0.03878,0,0,0,0,0,0.0088,0.00952,0,0.464,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7171
1302,"1151302","Baião",0.048,0.007666666665,0.021,0,0,0.093072,0,0,0,0,0.0088,0.0088,0.00952,0,0.504,0,0.03255,0,0.0072554,0,0.0072554,0,0,0.0093554,0,0,0,0.0065,0.013,0,0,0.776774866665
304,"1150304","Cabeceiras de Basto",0.16,0.007666666665,0,0,0,0.015512,0,0,0,0,0,0,0.02856,0,0.464,0.0068,0.0744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756938666665
106,"1150106","Castelo de Paiva",0.144,0,0.007,0,0,0.03878,0,0,0,0,0,0,0.00952,0.007,0.36,0.0068,0.11625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68935
305,"1150305","Celorico de Basto",0.136,0,0,0,0,0.031024,0,0,0,0,0,0,0.00952,0,0.432,0.0068,0.1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717644
1804,"1151804","Cinfães",0.12,0,0.007,0,0,0.015512,0,0,0,0,0,0,0.03808,0,0.472,0.0068,0.0558,0,0.0072554,0,0,0,0.0093554,0.0187108,0,0,0,0,0.0065,0,0,0.7570136
1303,"1151303","Felgueiras",0.2,0,0.007,0,0,0.007756,0,0,0,0,0.0088,0.0088,0.01904,0,0.416,0,0.0651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732496
1305,"1151305","Lousada",0.344,0.007666666665,0,0,0,0.007756,0,0,0,0,0,0,0.00952,0,0.376,0,0.03255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777492666665
1307,"1151307","Marco de Canaveses",0.048,0.007666666665,0,0,0,0.054292,0,0,0,0,0.0088,0,0.00952,0,0.48,0,0.093,0,0,0,0,0,0.0093554,0,0,0,0,0,0.0065,0,0,0.717134066665
1705,"1151705","Mondim de Basto",0.096,0,0,0,0,0.031024,0,0,0,0,0,0,0,0,0.344,0.0068,0.18135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659174
1309,"1151309","Paços de Ferreira",0.368,0.022999999995,0,0,0.008,0.015512,0,0,0,0,0,0.0088,0.02856,0,0.312,0,0.02325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787121999995
1310,"1151310","Paredes",0.184,0,0.007,0,0,0.007756,0,0,0,0,0,0.0088,0.07616,0,0.504,0,0.01395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801666
1311,"1151311","Penafiel",0.104,0.007666666665,0,0,0,0,0,0,0,0,0,0.0264,0.00952,0,0.576,0,0.04185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765436666665
1813,"1151813","Resende",0.016,0,0.007,0,0,0.007756,0,0,0,0,0,0,0.0476,0,0.16,0.0068,0.03255,0,0.036277,0,0.0072554,0,0.0093554,0.5051916,0.0093554,0,0.0093554,0,0,0,0,0.8544962
1709,"1151709","Ribeira de Pena",0.272,0.007666666665,0,0,0,0.015512,0,0,0,0,0,0,0.00952,0,0.368,0.0068,0.06975,0,0,0,0,0,0,0,0,0.0093554,0,0,0,0,0,0.758604066665
104,"1160104","Arouca",0.384,0,0.014,0,0,0,0,0,0,0,0,0,0.00952,0,0.352,0,0.00465,0,0,0,0,0,0.0093554,0,0,0,0,0,0,0,0,0.7735254
113,"1160113","Oliveira de Azeméis",0.608,0,0,0,0,0,0,0,0,0,0,0.0088,0,0,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7928
109,"1160109","Santa Maria da Feira",0.272,0,0,0,0,0.015512,0,0,0,0,0,0,0.01904,0,0.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802552
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0.104,0.01533333333,0.007,0,0,0.031024,0,0,0,0,0,0,0,0,0.6,0,0.02325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78060733333
1701,"1171701","Alijó",0,0,0,0,0,0.007756,0,0,0,0,0,0.0088,0.05712,0,0.064,0.0476,0.27435,0.0217662,0.0145108,0,0,0,0.0280662,0.0093554,0,0,0,0,0.0585,0,0,0.5918246
1801,"1171801","Armamar",0.008,0,0,0,0,0,0,0,0,0,0,0,0.02856,0,0,0.034,0,0,0,0,0,0,0.8045644,0.0187108,0,0,0.0093554,0,0.0065,0,0,0.9096906
403,"1170403","Carrazeda de Ansiães",0,0,0,0,0,0,0,0,0,0,0,0,0.17136,0,0.024,0.034,0.0279,0.0072554,0,0,0,0,0.5706794,0,0,0,0.0093554,0,0.0325,0,0,0.8770502
404,"1170404","Freixo de Espada à Cinta",0,0,0,0,0,0,0,0,0,0,0,0,0.00952,0,0,0.3672,0.1674,0.0217662,0,0,0,0,0,0,0,0,0,0,0.0455,0,0,0.6113862
1805,"1171805","Lamego",0.016,0,0,0,0,0.007756,0,0,0,0,0.0088,0.0088,0.0476,0,0.032,0.0136,0.02325,0,0.0145108,0,0,0,0.4397038,0.140331,0.0187108,0.0093554,0.093554,0,0.0065,0,0,0.8804718
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884,0.2604,0,0,0,0,0,0.2900174,0,0,0,0,0,0,0,0,0.6388174
1807,"1171807","Moimenta da Beira",0.136,0,0,0,0,0,0,0,0,0,0.0088,0,0.0952,0,0.08,0,0,0,0,0,0,0,0.561324,0,0,0,0.0093554,0,0,0,0,0.8906794
1812,"1171812","Penedono",0.128,0,0,0.022999999995,0,0,0,0,0,0,0,0,0.238,0,0.096,0.0136,0,0.0145108,0.0798094,0,0,0,0.1590418,0.093554,0,0,0.0093554,0,0,0,0,0.854871399995
1708,"1171708","Peso da Régua",0.04,0,0,0,0,0.03878,0,0,0,0,0.044,0,0.0476,0,0.064,0.0204,0.279,0,0,0,0,0,0.0280662,0.0280662,0,0,0,0,0.0195,0,0,0.6094124
1710,"1171710","Sabrosa",0.032,0,0,0,0,0.007756,0,0,0,0,0.0176,0.0352,0.11424,0,0.28,0.0136,0.1209,0,0.0072554,0,0,0,0.093554,0,0.0093554,0,0.0187108,0,0,0,0,0.7501716
1711,"1171711","Santa Marta de Penaguião",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0.0272,0.3255,0,0,0,0,0,0.0841986,0,0,0,0.0374216,0,0.026,0,0,0.5723202
1815,"1171815","São João da Pesqueira",0,0.007666666665,0,0,0,0,0,0,0,0,0,0,0.05712,0,0.024,0.034,0.1116,0.2031512,0.0145108,0,0,0,0.2151742,0.0187108,0,0,0.0280662,0,0.0065,0,0,0.720499866665
1818,"1171818","Sernancelhe",0.104,0,0,0.007666666665,0,0.015512,0,0,0,0,0.0176,0,0.21896,0,0.104,0.0068,0.0093,0,0.0290216,0,0.0145108,0,0.3180836,0.0093554,0.0093554,0,0,0,0,0,0,0.864165466665
1819,"1171819","Tabuaço",0.008,0,0.007,0,0,0.031024,0,0,0,0,0,0.0088,0.37128,0.007,0.088,0.0204,0.0186,0,0.0072554,0,0,0,0.1777526,0.0841986,0.0093554,0.0093554,0.0093554,0,0.0195,0,0,0.8768768
1820,"1171820","Tarouca",0.088,0,0.021,0.007666666665,0,0.007756,0,0,0,0,0,0,0.05712,0,0.064,0.0136,0.00465,0,0,0,0,0,0.5519686,0.0374216,0.0187108,0.0093554,0.0280662,0,0,0,0,0.909315266665
409,"1170409","Torre de Moncorvo",0,0,0,0,0,0,0,0,0,0,0.0176,0,0.00952,0,0,0.4148,0.06975,0.0943202,0.0217662,0,0,0,0,0,0.0093554,0,0,0,0.013,0,0,0.6501118
410,"1170410","Vila Flor",0,0,0,0,0,0,0,0,0,0,0,0.0264,0.00952,0,0,0.3604,0.0558,0.0072554,0,0,0,0,0.0654878,0.0093554,0.0187108,0.1122648,0.0093554,0,0.0325,0,0,0.7070496
914,"1170914","Vila Nova de Foz Côa",0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.0408,0.4092,0.0072554,0,0,0,0,0,0,0,0.0093554,0,0,0.0065,0,0,0.4971108
1714,"1171714","Vila Real",0.272,0.007666666665,0.007,0,0,0.023268,0,0,0,0,0.0088,0.0088,0.16184,0,0.28,0.0136,0.0093,0,0,0,0,0,0.0093554,0.0093554,0,0,0,0,0,0,0,0.810985466665
401,"1180401","Alfândega da Fé",0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5576,0.00465,0.036277,0,0,0,0,0,0.0654878,0,0.0093554,0,0,0,0,0,0.6893702
1702,"1181702","Boticas",0.04,0,0,0,0,0,0,0,0,0,0,0,0.24752,0,0.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83952
402,"1180402","Bragança",0.224,0,0.007,0.07666666665,0.064,0.007756,0,0,0.01952,0,0.0088,0.0088,0.39032,0,0.016,0.0204,0,0,0.0072554,0,0.0072554,0,0.0093554,0,0,0,0.0093554,0,0,0,0,0.87648426665
1703,"1181703","Chaves",0.176,0,0.007,0.01533333333,0,0,0,0,0,0,0,0.0088,0.31416,0,0.288,0,0,0,0,0,0,0,0.0093554,0,0,0,0,0,0,0,0,0.81864873333
405,"1180405","Macedo de Cavaleiros",0.056,0,0.007,0.01533333333,0.008,0,0,0,0.00976,0,0.0088,0.0264,0.12376,0,0.016,0.4148,0.0093,0,0,0,0.0072554,0,0.0093554,0.0374216,0,0,0,0,0,0,0,0.74918573333
406,"1180406","Miranda do Douro",0.432,0,0,0.03066666666,0.032,0,0,0,0,0,0,0,0.18088,0,0,0.1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80474666666
407,"1180407","Mirandela",0.016,0,0.007,0.007666666665,0.008,0,0,0,0,0,0.0176,0.0352,0.0476,0,0.008,0.4352,0.01395,0.0652986,0,0,0,0,0,0.0280662,0.0280662,0.0093554,0,0,0,0,0,0.727003066665
408,"1180408","Mogadouro",0.168,0,0,0,0.008,0,0,0,0,0,0,0,0.10472,0,0.008,0.2584,0.01395,0.0290216,0.0072554,0,0.0072554,0,0.1496864,0.0093554,0,0,0,0,0,0,0,0.7636442
1706,"1181706","Montalegre",0.192,0,0,0.022999999995,0,0,0,0,0,0,0,0,0.24752,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822519999995
1707,"1181707","Murça",0.008,0,0,0.01533333333,0,0.031024,0,0,0,0,0,0.0176,0.22848,0,0.088,0.2788,0.0186,0,0.0290216,0,0.0145108,0,0.0374216,0.0187108,0,0,0.0093554,0,0,0,0,0.79485753333
1712,"1181712","Valpaços",0.056,0,0.007,0.053666666655,0.008,0.007756,0,0,0,0,0,0,0.36176,0,0.128,0.0816,0.00465,0,0.0217662,0,0.0072554,0,0.046777,0.046777,0.0093554,0.0187108,0,0,0,0,0,0.859074466655
1713,"1181713","Vila Pouca de Aguiar",0.24,0.007666666665,0.007,0.007666666665,0,0.007756,0,0,0,0,0,0.0176,0.21896,0,0.312,0,0.00465,0,0.0072554,0,0,0,0,0,0,0,0,0,0,0,0,0.83055473333
411,"1180411","Vimioso",0.144,0,0,0.06133333332,0.048,0.023268,0.00675,0,0,0,0.0088,0.0088,0.46648,0,0,0.0408,0.00465,0,0.0217662,0,0,0,0.0187108,0.0093554,0,0,0.0093554,0,0,0,0,0.87206913332
412,"1180412","Vinhais",0.088,0,0,0.03066666666,0,0.007756,0,0,0,0,0.0176,0,0.56168,0,0.104,0,0.00465,0,0,0,0.0580432,0,0,0,0,0,0,0,0,0,0,0.87239586666
101,"1610101","Águeda",0.176,0,0.007,0.01533333333,0,0.007756,0,0,0,0,0,0.0088,0.03808,0,0.52,0,0.00465,0,0,0,0,0,0.0093554,0,0,0,0,0,0.0065,0,0,0.79347473333
102,"1610102","Albergaria-a-Velha",0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784
103,"1610103","Anadia",0.08,0.03066666666,0,0.007666666665,0,0.007756,0,0,0.01952,0,0.0352,0.0264,0.17136,0,0.416,0.0204,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0.821469333325
105,"1610105","Aveiro",0.16,0.007666666665,0,0.007666666665,0.008,0.015512,0,0,0,0,0.0176,0.1936,0.03808,0,0.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81612533333
108,"1610108","Estarreja",0.64,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
110,"1610110","Ílhavo",0.168,0,0,0,0,0,0,0,0,0,0.044,0.044,0.07616,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81216
111,"1610111","Mealhada",0.104,0,0.035,0.01533333333,0.008,0.007756,0,0,0,0,0.0176,0.0352,0.0952,0.014,0.448,0,0,0,0,0,0.0072554,0,0,0,0.0093554,0,0,0,0.0065,0,0,0.80320013333
112,"1610112","Murtosa",0.592,0,0,0,0,0,0,0,0,0,0.0176,0.044,0,0,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8056
114,"1610114","Oliveira do Bairro",0.192,0,0,0.01533333333,0,0.007756,0,0,0,0,0.0264,0.0528,0.1428,0,0.376,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0.81958933333
115,"1610115","Ovar",0.632,0,0,0,0,0,0,0,0,0,0.0088,0.0088,0,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7936
117,"1610117","Sever do Vouga",0.128,0.007666666665,0,0,0,0.015512,0,0,0,0,0.0088,0,0.01904,0,0.568,0,0,0,0.0145108,0,0,0,0,0,0.0280662,0,0,0,0.0065,0,0,0.796095666665
118,"1610118","Vagos",0.328,0.01533333333,0,0,0,0.007756,0,0,0,0,0.0176,0.0616,0.12376,0.007,0.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82504933333
602,"1620602","Cantanhede",0.32,0.007666666665,0.007,0.007666666665,0.008,0.015512,0,0,0.00976,0,0.0352,0.0528,0.07616,0,0.248,0.0068,0.00465,0,0,0,0,0,0.0093554,0,0,0,0,0,0.0065,0,0,0.81507073333
603,"1620603","Coimbra",0.032,0,0.007,0,0,0,0,0,0,0,0.0088,0.0616,0.02856,0,0.64,0,0,0,0,0,0,0,0.0093554,0,0,0.0093554,0,0,0.0065,0,0,0.8031708
604,"1620604","Condeixa-a-Nova",0.056,0,0,0,0.008,0.023268,0,0,0,0,0.0088,0.0616,0.0476,0,0.544,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0.796268
605,"1620605","Figueira da Foz",0.304,0,0.007,0,0,0.007756,0,0,0,0,0.0264,0.0176,0.00952,0.007,0.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787276
608,"1620608","Mira",0.344,0.038333333325,0,0,0,0.007756,0,0,0,0,0.0264,0.088,0.16184,0,0.128,0,0,0,0,0,0,0,0.0093554,0,0,0,0,0,0.026,0,0,0.829684733325
610,"1620610","Montemor-o-Velho",0.208,0.007666666665,0,0,0.016,0,0,0,0,0,0.0264,0.0176,0.01904,0,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798706666665
613,"1620613","Penacova",0.048,0,0,0.03066666666,0,0.054292,0,0,0,0,0,0.0176,0.0952,0.007,0.48,0.034,0,0,0,0,0,0,0.0093554,0,0,0,0,0,0.026,0,0,0.80211406666
615,"1620615","Soure",0.04,0,0,0,0,0,0,0,0.00976,0,0.0264,0.044,0.00952,0,0.664,0,0,0,0,0,0,0,0.0093554,0,0,0,0,0,0,0,0,0.8030354
1004,"1631004","Batalha",0.008,0,0,0,0,0.007756,0,0,0,0,0,0.0968,0.00952,0,0.152,0.0408,0.00465,0,0,0,0,0,0.3929268,0,0.0093554,0.0280662,0.1309756,0,0,0,0,0.88085
1009,"1631009","Leiria",0.192,0,0.007,0.007666666665,0,0.015512,0,0,0,0,0.0264,0.0528,0.00952,0,0.344,0.0136,0.0093,0,0,0,0,0,0.0841986,0,0.0093554,0.0093554,0.0374216,0,0,0,0,0.818129666665
1010,"1631010","Marinha Grande",0.04,0,0,0,0,0.023268,0,0,0,0,0.1144,0.0352,0.02856,0,0.432,0.0136,0,0,0,0,0,0,0.046777,0,0,0.0280662,0.046777,0,0.0195,0,0,0.8281482
1015,"1631015","Pombal",0.096,0,0.007,0,0,0.023268,0,0,0.00976,0,0.0176,0.044,0.01904,0,0.536,0.0272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779868
1016,"1631016","Porto de Mós",0,0,0,0,0,0,0,0,0,0,0,0.0264,0,0,0.016,0.0272,0.00465,0,0,0,0.0072554,0,0.561324,0,0.0093554,0.0187108,0.233885,0,0,0,0,0.9047806
1002,"1641002","Alvaiázere",0.096,0,0.063,0,0.016,0.007756,0,0,0,0,0,0,0.00952,0,0.24,0.1632,0.0093,0,0,0,0,0,0.1216202,0.046777,0,0,0,0,0,0,0,0.7731732
1003,"1641003","Ansião",0.016,0,0,0,0,0.031024,0,0,0,0,0.0352,0.0176,0,0,0.544,0.1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786624
601,"1640601","Arganil",0.04,0.007666666665,0.021,0.007666666665,0.016,0.03878,0,0,0.00976,0,0,0.0088,0.02856,0,0.576,0.0136,0,0,0,0,0,0,0.0374216,0.0093554,0,0,0.0093554,0,0,0,0,0.82396573333
1007,"1641007","Castanheira de Pêra",0,0,0,0,0,0,0,0,0,0,0,0,0.35224,0,0.296,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81824
1008,"1641008","Figueiró dos Vinhos",0,0,0.014,0.03066666666,0,0.046536,0,0,0,0,0,0,0.30464,0,0.432,0,0,0,0,0,0.0217662,0,0,0,0,0,0,0,0,0,0,0.84960886666
606,"1640606","Góis",0.184,0,0.091,0,0.024,0.023268,0,0,0,0,0,0,0.07616,0.035,0.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801428
607,"1640607","Lousã",0,0,0,0,0,0.046536,0,0,0,0,0.0088,0.0704,0.11424,0,0.488,0.0136,0.0186,0,0,0,0,0,0,0,0,0,0.0561324,0,0,0,0,0.8163084
609,"1640609","Miranda do Corvo",0.024,0,0.014,0.007666666665,0,0.031024,0,0,0,0,0,0.0704,0.07616,0,0.296,0.1088,0.0186,0,0,0,0.0290216,0,0.0841986,0,0,0.0280662,0.0374216,0,0,0,0,0.825358666665
611,"1640611","Oliveira do Hospital",0.272,0.022999999995,0.021,0,0.04,0.023268,0,0,0,0,0,0,0.11424,0,0.2,0.0408,0,0,0,0,0,0,0.046777,0,0.0093554,0.0093554,0,0,0,0,0,0.799795799995
612,"1640612","Pampilhosa da Serra",0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0.2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7472
1013,"1641013","Pedrógão Grande",0,0,0.021,0,0,0,0,0,0,0,0,0,0.02856,0,0.696,0.0272,0,0,0,0,0,0,0.0374216,0,0,0,0,0,0,0,0,0.8101816
614,"1640614","Penela",0.24,0,0,0,0.016,0.069804,0,0,0,0,0,0,0.13328,0,0.344,0,0,0,0,0,0,0,0,0.0187108,0,0,0,0,0,0,0,0.8217948
616,"1640616","Tábua",0.144,0.007666666665,0.042,0.01533333333,0.024,0.03878,0,0,0,0,0,0.0088,0.08568,0.007,0.288,0.0612,0.0372,0,0,0,0,0,0,0,0,0,0.0187108,0,0,0,0,0.778370799995
617,"1640617","Vila Nova de Poiares",0,0,0,0.01533333333,0,0.054292,0,0,0,0,0,0.0352,0.1428,0,0.368,0.0952,0.01395,0,0.0217662,0,0.0217662,0,0.0280662,0,0,0,0,0,0,0,0,0.79637393333
901,"1650901","Aguiar da Beira",0.168,0,0,0.007666666665,0,0.031024,0,0,0,0,0,0,0.18088,0,0.264,0.0136,0.00465,0,0.0072554,0,0,0,0.1683972,0,0,0,0,0,0,0,0,0.845473266665
1802,"1651802","Carregal do Sal",0.032,0,0.042,0,0.032,0.03878,0,0,0,0,0,0.0264,0.03808,0,0.424,0.0272,0.0279,0,0,0,0.0217662,0,0.0561324,0,0,0,0,0,0,0,0,0.7662586
