"Muni_ID","ID","Muni","forage_maize","forage_mixture","forage_oat","forage_roots","forage_sorghum","bean","chickpea","other_pulses","other_industry","sunflower","horticulture_extensive","horticulture_intensive","potato","oat","maize","olive_groves","vineyards","almonds","chestnut","locust","nuuts","other_dried_nuts","apple","cherry","other_fresh_fruits","peach","pear","lemon","orange","other_citrus","tangerine","new_lu_kc"
1307,"1151307","Marco de Canaveses",0.064,0.01533333333,0,0,0,0.069804,0,0,0,0,0.0088,0,0.00952,0,0.392,0,0.11625,0,0,0,0,0,0.0093554,0,0,0,0,0,0.0065,0,0,0.69156273333
1705,"1151705","Mondim de Basto",0.096,0,0,0,0,0.031024,0,0,0,0,0,0,0,0,0.344,0.0068,0.18135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659174
1309,"1151309","Paços de Ferreira",0.152,0.038333333325,0,0,0.016,0.015512,0,0,0,0,0.0088,0.0088,0.03808,0,0.464,0,0.03255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774075333325
1310,"1151310","Paredes",0.136,0,0.014,0,0,0.015512,0,0,0,0,0,0.0088,0.12376,0,0.48,0,0.02325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801322
1311,"1151311","Penafiel",0.096,0.007666666665,0,0,0,0.007756,0,0,0,0,0,0.0088,0.01904,0,0.528,0,0.06975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737012666665
1813,"1151813","Resende",0.024,0,0.014,0,0,0.007756,0,0,0,0,0,0,0.06664,0,0.136,0.0068,0.05115,0,0.0652986,0,0.0072554,0,0.0187108,0.3929268,0.0187108,0,0.0093554,0,0,0,0,0.8186038
1709,"1151709","Ribeira de Pena",0.232,0.007666666665,0,0,0,0.015512,0,0,0,0,0,0,0.00952,0,0.4,0.0068,0.0744,0,0,0,0,0,0,0,0,0.0093554,0,0,0,0,0,0.755254066665
104,"1160104","Arouca",0.192,0,0.014,0,0,0.007756,0,0,0,0,0,0,0.01904,0.007,0.528,0,0.0093,0,0,0,0,0,0.0093554,0,0,0,0,0,0,0,0,0.7864514
113,"1160113","Oliveira de Azeméis",0.176,0,0,0,0,0,0,0,0,0,0,0.0264,0.00952,0,0.576,0,0,0,0,0,0,0,0.0187108,0,0,0,0,0,0,0,0,0.8066308
109,"1160109","Santa Maria da Feira",0.072,0,0,0,0,0.023268,0,0,0,0,0,0.0088,0.01904,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803108
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0.088,0.01533333333,0.007,0,0,0.031024,0,0,0,0,0,0,0,0,0.608,0,0.02325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77260733333
1701,"1171701","Alijó",0,0,0,0,0,0.007756,0,0,0,0,0,0,0.05712,0,0.064,0.0476,0.2883,0.0217662,0.0145108,0,0,0,0.0280662,0.0093554,0,0,0,0,0.0325,0,0,0.5709746
1801,"1171801","Armamar",0,0,0,0,0,0,0,0,0,0,0,0,0.02856,0,0,0.034,0,0,0,0,0,0,0.8139198,0.0187108,0,0,0,0,0.0065,0,0,0.9016906
403,"1170403","Carrazeda de Ansiães",0,0,0,0,0,0,0,0,0,0,0,0,0.17136,0,0.024,0.034,0.0279,0.0072554,0,0,0,0,0.5706794,0,0,0,0.0093554,0,0.0325,0,0,0.8770502
404,"1170404","Freixo de Espada à Cinta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3672,0.1674,0.0217662,0,0,0,0,0,0,0,0,0,0,0.0455,0,0,0.6018662
1805,"1171805","Lamego",0.016,0,0,0,0,0.007756,0,0,0,0,0.0088,0.0088,0.0476,0,0.032,0.0136,0.02325,0,0.0145108,0,0,0,0.4490592,0.140331,0.0187108,0.0093554,0.0841986,0,0.0065,0,0,0.8804718
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816,0.34875,0,0,0,0,0,0.1122648,0,0,0,0,0,0,0,0,0.5426148
1807,"1171807","Moimenta da Beira",0.152,0,0,0,0,0,0,0,0,0,0,0,0.10472,0,0.088,0,0,0,0,0,0,0,0.5332578,0,0,0,0,0,0,0,0,0.8779778
1812,"1171812","Penedono",0.144,0,0,0.022999999995,0.008,0,0,0,0,0,0,0,0.26656,0,0.104,0.0136,0,0.0217662,0.0870648,0,0,0,0.1683972,0,0,0.0093554,0.0093554,0,0,0,0,0.855098999995
1708,"1171708","Peso da Régua",0,0,0,0,0,0.062048,0,0,0,0,0.0704,0,0.07616,0,0.08,0.0272,0.22785,0,0,0,0,0,0.0374216,0.0374216,0,0,0,0,0.026,0,0,0.6445012
1710,"1171710","Sabrosa",0.032,0,0,0,0,0.007756,0,0,0,0,0,0.0088,0.12376,0,0.272,0.0204,0.1302,0,0.0072554,0,0,0,0.1029094,0,0.0093554,0,0.0187108,0,0,0,0,0.733147
1711,"1171711","Santa Marta de Penaguião",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0.0272,0.33945,0,0,0,0,0,0.0654878,0,0,0,0.0187108,0,0.026,0,0,0.5488486
1815,"1171815","São João da Pesqueira",0,0.007666666665,0,0,0,0,0,0,0,0,0,0,0.06664,0,0.024,0.0408,0.12555,0.1596188,0.0217662,0,0.0072554,0.0072554,0.2432404,0.0187108,0,0,0.0093554,0,0.0065,0,0,0.738359066665
1818,"1171818","Sernancelhe",0.112,0,0,0.007666666665,0,0.015512,0,0,0,0,0.0088,0,0.22848,0,0.112,0.0068,0.0093,0,0.0290216,0,0.0145108,0,0.3087282,0.0093554,0,0,0,0,0,0,0,0.862174666665
1819,"1171819","Tabuaço",0.008,0,0.007,0,0,0.023268,0,0,0,0,0,0,0.39032,0.007,0.088,0.0204,0.0186,0,0.0072554,0,0,0,0.187108,0.0841986,0,0.0093554,0.0093554,0,0.013,0,0,0.8728608
1820,"1171820","Tarouca",0.088,0,0.021,0,0,0.007756,0,0,0,0,0,0,0.05712,0,0.064,0.0136,0,0,0,0,0,0,0.5800348,0.0187108,0.0093554,0.0093554,0.0187108,0,0,0,0,0.8876432
409,"1170409","Torre de Moncorvo",0,0,0,0,0,0,0,0,0,0,0.0088,0,0,0,0,0.4216,0.06975,0.0943202,0.0217662,0,0,0,0,0,0.0093554,0,0,0,0.013,0,0,0.6385918
410,"1170410","Vila Flor",0,0,0,0,0,0,0,0,0,0,0,0.0176,0.00952,0,0,0.4284,0.0651,0.0072554,0,0,0,0,0.046777,0.0093554,0.0187108,0.046777,0.0093554,0,0.0195,0,0.0065,0.684851
914,"1170914","Vila Nova de Foz Côa",0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.0408,0.4092,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0.4805
1714,"1171714","Vila Real",0.208,0.007666666665,0.014,0,0,0.031024,0,0,0,0,0,0.0088,0.18088,0,0.32,0.0136,0.0093,0,0,0,0,0,0.0093554,0.0093554,0,0,0,0,0,0,0,0.811981466665
401,"1180401","Alfândega da Fé",0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5576,0.00465,0.036277,0,0,0,0,0,0.0654878,0,0.0093554,0,0,0,0,0,0.6893702
1702,"1181702","Boticas",0.04,0,0,0,0,0,0,0,0,0,0,0,0.24752,0,0.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83952
402,"1180402","Bragança",0.224,0,0.007,0.07666666665,0.064,0.007756,0,0,0.01952,0,0.0088,0.0088,0.39032,0,0.016,0.0204,0,0,0.0072554,0,0.0072554,0,0.0093554,0,0,0,0.0093554,0,0,0,0,0.87648426665
1703,"1181703","Chaves",0.112,0,0.007,0.022999999995,0,0,0,0,0,0,0,0.0088,0.37128,0,0.312,0.0068,0,0,0,0,0,0,0.0093554,0,0,0,0,0,0,0,0,0.850235399995
405,"1180405","Macedo de Cavaleiros",0.056,0,0.007,0.01533333333,0.008,0,0,0,0,0,0.0088,0.0088,0.13328,0,0.016,0.4352,0.0093,0,0,0,0.0072554,0,0.0093554,0.0374216,0,0,0,0,0,0,0,0.75174573333
406,"1180406","Miranda do Douro",0.432,0,0,0.03066666666,0.032,0,0,0,0,0,0,0,0.18088,0,0,0.1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80474666666
407,"1180407","Mirandela",0.024,0,0.007,0.007666666665,0.008,0,0,0,0,0,0.0176,0.0088,0.0476,0,0.008,0.442,0.01395,0.0652986,0,0,0,0,0,0.0280662,0.0280662,0.0093554,0,0,0,0,0,0.715403066665
408,"1180408","Mogadouro",0.176,0,0,0,0.008,0,0,0,0,0,0,0,0.11424,0.007,0.016,0.2856,0.01395,0.0290216,0.0145108,0,0.0072554,0,0.0841986,0.0187108,0,0,0.0093554,0,0,0,0,0.7838426
1706,"1181706","Montalegre",0.192,0,0,0.022999999995,0,0,0,0,0,0,0,0,0.25704,0,0.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840039999995
1707,"1181707","Murça",0,0,0,0.01533333333,0,0.031024,0,0,0,0,0,0,0.22848,0,0.088,0.2788,0.0186,0,0.0290216,0,0.0145108,0,0.0374216,0.0187108,0,0,0,0,0,0,0,0.75990213333
1712,"1181712","Valpaços",0.056,0,0.007,0.053666666655,0.008,0.007756,0,0,0,0,0,0,0.36176,0,0.12,0.0816,0.00465,0,0.0217662,0,0.0072554,0,0.046777,0.0374216,0.0093554,0.0187108,0,0,0,0,0,0.841719066655
1713,"1181713","Vila Pouca de Aguiar",0.24,0.007666666665,0.014,0.007666666665,0,0.007756,0,0,0,0,0,0.0088,0.21896,0,0.312,0,0.00465,0,0.0072554,0,0,0,0,0,0,0,0,0,0,0,0,0.82875473333
411,"1180411","Vimioso",0.152,0,0,0.068999999985,0.048,0.015512,0.00675,0,0,0,0,0,0.48552,0,0,0.0408,0.00465,0,0.0217662,0,0,0,0.0187108,0.0093554,0,0,0.0093554,0,0,0,0,0.881419799985
412,"1180412","Vinhais",0.088,0,0,0.03066666666,0,0.007756,0,0,0,0,0.0088,0,0.5712,0,0.112,0,0,0,0,0,0.0580432,0,0,0,0,0,0,0,0,0,0,0.87646586666
101,"1610101","Águeda",0.112,0,0.007,0.01533333333,0,0.007756,0,0,0,0,0,0.0088,0.03808,0,0.584,0,0.00465,0,0,0,0,0,0.0093554,0,0,0,0,0,0.0065,0,0,0.79347473333
102,"1610102","Albergaria-a-Velha",0.16,0,0,0.007666666665,0,0,0,0,0,0,0.0088,0.0088,0,0,0.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809266666665
103,"1610103","Anadia",0.064,0.03066666666,0,0.007666666665,0,0.007756,0,0,0.01952,0,0.0176,0.0176,0.1904,0,0.424,0.0204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799609333325
105,"1610105","Aveiro",0.08,0.01533333333,0,0.007666666665,0.008,0.015512,0,0,0,0,0.0264,0.1144,0.03808,0,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809391999995
108,"1610108","Estarreja",0.256,0,0,0,0.04,0,0,0,0,0,0,0.0088,0,0,0.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7928
110,"1610110","Ílhavo",0.096,0,0,0.007666666665,0,0.007756,0,0,0,0,0.0616,0.0528,0.0952,0,0.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817022666665
111,"1610111","Mealhada",0.096,0,0.035,0.01533333333,0.008,0.007756,0,0,0,0,0.0088,0.0352,0.10472,0.014,0.44,0,0,0,0,0,0.0072554,0,0,0,0.0093554,0,0,0,0.0065,0,0,0.78792013333
112,"1610112","Murtosa",0.296,0,0,0,0,0,0,0,0,0,0.0264,0.1144,0,0,0.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8048
114,"1610114","Oliveira do Bairro",0.064,0,0,0.01533333333,0,0.007756,0,0,0,0,0.0176,0.0616,0.18088,0,0.472,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0.82566933333
115,"1610115","Ovar",0.136,0.007666666665,0,0,0.008,0,0,0,0,0,0.0176,0.0352,0,0,0.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796466666665
117,"1610117","Sever do Vouga",0.12,0.007666666665,0,0,0,0.015512,0,0,0,0,0,0,0.02856,0,0.608,0,0,0,0,0,0,0,0,0,0.0093554,0,0,0,0.0065,0,0,0.795594066665
118,"1610118","Vagos",0.144,0.022999999995,0,0.007666666665,0,0.007756,0,0,0,0,0.0176,0.0616,0.18088,0.007,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83350266666
602,"1620602","Cantanhede",0.136,0.007666666665,0.007,0.01533333333,0.008,0.015512,0,0,0.01952,0,0.0528,0.0176,0.12376,0,0.376,0.0136,0.00465,0,0,0,0,0,0.0093554,0,0,0.0093554,0,0,0.0065,0,0,0.822652799995
603,"1620603","Coimbra",0.032,0,0.007,0,0,0,0,0,0,0,0.0088,0.044,0.02856,0,0.656,0,0,0,0,0,0,0,0.0093554,0,0,0.0093554,0,0,0.0065,0,0,0.8015708
604,"1620604","Condeixa-a-Nova",0.064,0,0,0,0.008,0.023268,0,0,0,0,0.0088,0.0704,0.0476,0,0.544,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0.813068
605,"1620605","Figueira da Foz",0.272,0.007666666665,0.014,0,0,0.007756,0,0,0,0,0.0176,0.0088,0.00952,0.007,0.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800342666665
608,"1620608","Mira",0.112,0.053666666655,0,0,0,0.007756,0,0,0,0,0.0352,0.0968,0.25704,0,0.2,0,0,0,0,0,0,0,0.0093554,0,0,0.0093554,0.0093554,0,0.039,0,0,0.829528866655
610,"1620610","Montemor-o-Velho",0.112,0.007666666665,0,0,0.016,0,0,0,0,0,0.0088,0.0088,0.01904,0,0.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788306666665
613,"1620613","Penacova",0.056,0,0,0.022999999995,0,0.054292,0,0,0,0,0,0,0.10472,0.007,0.52,0.0408,0,0,0,0,0,0,0.0093554,0,0,0,0,0,0,0,0,0.815167399995
615,"1620615","Soure",0.04,0,0,0,0,0,0,0,0.00976,0,0.0176,0.0176,0.00952,0,0.696,0,0,0,0,0,0,0,0.0093554,0,0,0,0,0,0,0,0,0.7998354
1004,"1631004","Batalha",0.008,0,0,0,0,0.007756,0,0,0,0,0,0.044,0.00952,0,0.168,0.0408,0.00465,0,0,0,0,0,0.4303484,0,0,0.0280662,0.1216202,0,0,0,0,0.8627608
1009,"1631009","Leiria",0.136,0,0.007,0.007666666665,0,0.015512,0,0,0,0,0.0264,0.0352,0.00952,0,0.392,0.0136,0.0093,0,0,0,0,0,0.093554,0,0.0093554,0.0093554,0.0374216,0,0,0,0,0.801885066665
1010,"1631010","Marinha Grande",0.048,0,0,0,0,0.023268,0,0,0,0,0.0176,0.0264,0.02856,0,0.568,0,0,0,0,0,0,0,0.0561324,0,0,0,0.0187108,0,0.026,0,0,0.8126712
1015,"1631015","Pombal",0.096,0,0.007,0,0,0.023268,0,0,0.00976,0,0.0176,0.0264,0.01904,0,0.552,0.0272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778268
1016,"1631016","Porto de Mós",0,0,0,0,0,0,0,0,0,0,0,0.0088,0,0,0.016,0.034,0.00465,0,0,0,0.0072554,0,0.6455226,0,0.0093554,0.0280662,0.1590418,0,0,0,0,0.9126914
1002,"1641002","Alvaiázere",0.136,0,0.084,0,0.016,0.015512,0,0,0,0,0,0,0.01904,0,0.232,0.2244,0.0093,0,0,0,0,0,0.0187108,0,0,0,0,0,0,0,0,0.7549628
1003,"1641003","Ansião",0.016,0,0,0,0,0.031024,0,0,0,0,0.0264,0.0176,0,0,0.544,0.1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777824
601,"1640601","Arganil",0.04,0.007666666665,0.021,0.007666666665,0.024,0.046536,0,0,0.00976,0,0,0,0.02856,0,0.552,0.0136,0,0,0,0,0,0,0.0374216,0,0,0,0.0093554,0,0,0,0,0.79756633333
1007,"1641007","Castanheira de Pêra",0,0,0,0,0,0,0,0,0,0,0,0,0.31416,0,0.176,0.2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78936
1008,"1641008","Figueiró dos Vinhos",0,0,0.028,0.007666666665,0,0.054292,0,0,0,0,0,0,0.39984,0,0.352,0,0,0,0,0,0.0217662,0,0,0,0,0,0,0,0,0,0,0.863564866665
606,"1640606","Góis",0.232,0,0.112,0,0.024,0.023268,0,0,0,0,0,0,0.0952,0,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790468
607,"1640607","Lousã",0,0,0,0,0,0.069804,0,0,0,0,0.0176,0.0264,0.19992,0,0.424,0.0204,0.0279,0,0,0,0,0,0,0,0,0,0.0280662,0,0,0,0,0.8140902
609,"1640609","Miranda do Corvo",0.032,0,0.014,0.007666666665,0,0.03878,0,0,0,0,0,0.0792,0.08568,0,0.232,0.1428,0.02325,0,0,0,0.0290216,0,0.0748432,0,0,0.0187108,0.0093554,0,0,0,0,0.787307666665
611,"1640611","Oliveira do Hospital",0.288,0.022999999995,0.021,0.007666666665,0.048,0.023268,0,0,0,0,0,0,0.11424,0,0.208,0.0408,0,0,0,0,0,0,0.0093554,0,0,0,0,0,0,0,0,0.78333006666
612,"1640612","Pampilhosa da Serra",0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7364
1013,"1641013","Pedrógão Grande",0,0,0.042,0,0,0,0,0,0,0,0,0,0.05712,0,0.648,0.0544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80152
614,"1640614","Penela",0.248,0,0,0,0.008,0.07756,0,0,0,0,0,0,0.1428,0,0.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82836
616,"1640616","Tábua",0.144,0.007666666665,0.042,0.01533333333,0.024,0.03878,0,0,0,0,0.0088,0,0.08568,0.007,0.296,0.0612,0.0372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767659999995
617,"1640617","Vila Nova de Poiares",0,0,0,0.022999999995,0,0.062048,0,0,0,0,0,0.0176,0.17136,0,0.384,0.1156,0.01395,0,0,0,0,0,0.0187108,0,0,0,0,0,0,0,0,0.806268799995
901,"1650901","Aguiar da Beira",0.144,0,0,0.007666666665,0,0.03878,0,0,0,0,0,0,0.21896,0,0.296,0.0136,0.00465,0,0.0072554,0,0,0,0.1029094,0,0,0,0,0,0,0,0,0.833821466665
1802,"1651802","Carregal do Sal",0.048,0,0.056,0.007666666665,0.032,0.062048,0,0,0,0,0,0.0088,0.05712,0,0.352,0.0476,0.04185,0,0,0,0,0,0.046777,0,0,0,0,0,0,0,0,0.759861666665
