"Muni_ID","ID","Muni","barley","maize","oat","rice","rye","triticale","wheat","sum"
1309,"1151309","Paços de Ferreira",0,0,0,0,0,0,0,0
1310,"1151310","Paredes",0,0,0,0,0,0,0,0
1311,"1151311","Penafiel",0,0,0,0,0,0,0,0
1813,"1151813","Resende",0,0,0,0,0,0,0,0
1709,"1151709","Ribeira de Pena",0,0,0,0,0,0,0,0
104,"1160104","Arouca",0,0,0,0,0,0,0,0
113,"1160113","Oliveira de Azeméis",0,0,0,0,0,0,0,0
109,"1160109","Santa Maria da Feira",0,0,0,0,0,0,0,0
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0,0,0,0,0,0,0,0
1701,"1171701","Alijó",0,0,0,0,0,0,0,0
1801,"1171801","Armamar",0,0,0,0,0,0,0,0
403,"1170403","Carrazeda de Ansiães",0,0,0,0,0,0,0,0
404,"1170404","Freixo de Espada à Cinta",0,0,0,0,0,0,0,0
1805,"1171805","Lamego",0,0,0,0,0,0,0,0
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",0,0,0,0,0,0,0,0
1812,"1171812","Penedono",0,0,0,0,0,0,0,0
1708,"1171708","Peso da Régua",0,0,0,0,0,0,0,0
1710,"1171710","Sabrosa",0,0,0,0,0,0,0,0
1711,"1171711","Santa Marta de Penaguião",0,0,0,0,0,0,0,0
1815,"1171815","São João da Pesqueira",0,0,0,0,0,0,0,0
1818,"1171818","Sernancelhe",0,0,0,0,0,0,0,0
1819,"1171819","Tabuaço",0,103.1576868,3.1323294,0,0,0,0,106.2900162
1820,"1171820","Tarouca",0,0,0,0,0,0,0,0
409,"1170409","Torre de Moncorvo",0,0,0,0,0,0,0,0
410,"1170410","Vila Flor",0,0,0,0,0,0,0,0
914,"1170914","Vila Nova de Foz Côa",0,0,0,0,0,0,0,0
1714,"1171714","Vila Real",0,0,0,0,0,0,0,0
401,"1180401","Alfândega da Fé",0,4.34683557,0,0,0,0,0,4.34683557
1702,"1181702","Boticas",0,1182.5865,0,0,0,0,0,1182.5865
402,"1180402","Bragança",0,335.70239976,19.00279836,0,0,0,0,354.70519812
1703,"1181703","Chaves",0,0,0,0,0,0,0,0
405,"1180405","Macedo de Cavaleiros",0,0,0,0,0,0,0,0
406,"1180406","Miranda do Douro",0,0,0,0,0,0,0,0
407,"1180407","Mirandela",1.366695,48.9416868,0,0,0,0,0,50.3083818
408,"1180408","Mogadouro",0,23.888925,2.45365803,0,0,0,0,26.34258303
1706,"1181706","Montalegre",0,0,0,0,0,0,0,0
1707,"1181707","Murça",0,318.173940009,0,0,0,0,0,318.173940009
1712,"1181712","Valpaços",0,540.2592774,1.0441098,0,0,0,9.2817792,550.5851664
1713,"1181713","Vila Pouca de Aguiar",0,0,0,0,0,0,0,0
411,"1180411","Vimioso",0,0,0,0,0,0,0,0
412,"1180412","Vinhais",0,0,0,0,0,0,0,0
101,"1610101","Águeda",0,30891.030048864,33.766375392,6699.4223256,0,0,120.22452216,37744.443272016
102,"1610102","Albergaria-a-Velha",6.30294885,9455.710905,10.3611294,0,0,0,0,9472.37498325
103,"1610103","Anadia",0,1851.39616032,0,0,0,0,3.72789216,1855.12405248
105,"1610105","Aveiro",53.1119643516,16228.4680475856,6.2363092536,0,0,0,0,16287.8163211908
108,"1610108","Estarreja",0,59651.26636266,0,12742.616898,0,0,0,72393.88326066
110,"1610110","Ílhavo",0,7435.9736350182,6.9250516974,0,0,0,0,7442.8986867156
111,"1610111","Mealhada",0,6370.097209344,45.5060803248,0,0,129.6188104032,0,6545.222100072
112,"1610112","Murtosa",0,9759.92827327254,0,0,0,0,0,9759.92827327254
114,"1610114","Oliveira do Bairro",0,24841.3146448954,0,9474.547224096,0,0,0,34315.8618689914
115,"1610115","Ovar",0,10641.5174233584,0,0,0,0,0,10641.5174233584
117,"1610117","Sever do Vouga",0,19167.403629888,0,0,0,0,0,19167.403629888
118,"1610118","Vagos",0,11767.2492458189,49.02842806272,0,0,0,122.19533448192,11938.4730083635
602,"1620602","Cantanhede",0,21177.4599431712,8.7513370848,0,0,0,62.317930608,21248.529210864
603,"1620603","Coimbra",0,88481.7435688488,0,23643.67838184,0,0,20.9103684408,112146.33231913
604,"1620604","Condeixa-a-Nova",0,18139.9113176184,0,2775.46776048,0,0,30.1772870352,20945.5563651336
605,"1620605","Figueira da Foz",0,35700.6208002048,110.5652477952,146954.6800128,0,0,39.3665412096,182805.23260201
608,"1620608","Mira",0,4474.78533,0,0,0,0,11.487015,4486.272345
610,"1620610","Montemor-o-Velho",0,9411.5058894,1.9951488,6722.784,0,0,0,16136.2850382
613,"1620613","Penacova",0,2497.27688028,4.53896352,0,0,0,0,2501.8158438
615,"1620615","Soure",0,169662.0160872,0,231625.959588,0,0,43.55876088,401331.53443608
1004,"1631004","Batalha",0,3982.2857926488,0,0,0,0,0,3982.2857926488
1009,"1631009","Leiria",0,3286.2612744,0.9975744,159.66612,0,0,12.8654568,3459.7904256
1010,"1631010","Marinha Grande",0,392.6263976964,0,0,0,0,0,392.6263976964
1015,"1631015","Pombal",0,37618.36056648,21.84687936,12453.117012,0,0,147.58516872,50240.90962656
1016,"1631016","Porto de Mós",0,60.389847,0,0,0,0,0,60.389847
1002,"1641002","Alvaiázere",0,155.62485936,0,0,0,0,0,155.62485936
1003,"1641003","Ansião",0,2202.8394528,0,0,0,0,0,2202.8394528
601,"1640601","Arganil",0,17993.1437316,0,0,33.27750972,0,0,18026.42124132
1007,"1641007","Castanheira de Pêra",0,140.24320646436,0,0,0,0,0,140.24320646436
1008,"1641008","Figueiró dos Vinhos",0,1048.40691498,0,0,0,0,0,1048.40691498
606,"1640606","Góis",0,207.58850253684,3.37110316992,0,0,0,0,210.95960570676
607,"1640607","Lousã",0,997.9061059125,0,0,0,0,0,997.9061059125
609,"1640609","Miranda do Corvo",0,5969.37013614,0,0,0,0,0,5969.37013614
611,"1640611","Oliveira do Hospital",0,3030.49440288,0,0,0,0,0,3030.49440288
612,"1640612","Pampilhosa da Serra",0,137.00419344,0,0,0,0,0,137.00419344
1013,"1641013","Pedrógão Grande",0,596.3088907575,0,0,0,0,0,596.3088907575
614,"1640614","Penela",0,1349.8017462,0,0,0,0,0,1349.8017462
616,"1640616","Tábua",0,2748.4055946864,11.741450688,0,0,0,0,2760.1470453744
617,"1640617","Vila Nova de Poiares",0,215.00945777556,0,0,0,0,2.71562224212,217.72508001768
901,"1650901","Aguiar da Beira",0,10061.444532384,0,0,0,14.57398946304,0,10076.018521847
1802,"1651802","Carregal do Sal",0,1634.8233906,0,0,0,0,0,1634.8233906
1803,"1651803","Castro Daire",0,1742.913378,0.4987872,0,0,0,0,1743.4121652
1806,"1651806","Mangualde",0,1337.9478696,1.4963616,0,0,0,0,1339.4442312
1808,"1651808","Mortágua",0,0,0,0,0,0,0,0
1809,"1651809","Nelas",0,956.6115012,5.9854464,0,0,0,0,962.5969476
1810,"1651810","Oliveira de Frades",0,1733.244858,0.4987872,0,0.7811622,0,0,1734.5248074
1811,"1651811","Penalva do Castelo",0,1126.1639088,4.987872,0,0,0,0,1131.1517808
1814,"1651814","Santa Comba Dão",0,1514.8706252364,2.32444810944,0,0,0,0,1517.19507334584
1816,"1651816","São Pedro do Sul",0,7421.6492487,18.50500512,0,2.07007983,0,0,7442.22433365
1817,"1651817","Sátão",0,1359.53397,0,0,0.7811622,0,0.9189612,1361.2340934
1821,"1651821","Tondela",0,21129.3902376,5.9854464,0,0,0,0,21135.375684
1822,"1651822","Vila Nova de Paiva",0,3057.7044645,0,0,0,0,8.0409105,3065.745375
1823,"1651823","Viseu",0,3069.2698668,4.1764392,0,0,0,1.5469632,3074.9932692
1824,"1651824","Vouzela",0,7171.231644,0,0,0,0,0,7171.231644
1413,"1661413","Mação",0,0,0,0,0,0,0,0
506,"1660506","Oleiros",0,3586.1114466,0,0,0,0,0,3586.1114466
508,"1660508","Proença-a-Nova",0,0,0,0,0,0,0,0
509,"1660509","Sertã",0,819.00388368,0,0,9.29583018,0,0,828.29971386
510,"1660510","Vila de Rei",0,68.84442558,0,0,8.90524908,0,0,77.74967466
905,"1670905","Fornos de Algodres",0,1502.4871044,0.4987872,0,0,0,0,1502.9858916
906,"1670906","Gouveia",0,2557.8684108,28.4308704,0,0,0,8.7301314,2595.0294126
912,"1670912","Seia",0,3003.8166972,5.4866592,0,4.2963921,0,0,3013.5997485
902,"1680902","Almeida",0,522.11742912,0,0,13.12352496,0,0,535.24095408
903,"1680903","Celorico da Beira",0,0,0,0,0,0,0,0
904,"1680904","Figueira de Castelo Rodrigo",0,27.44685,0,0,31.6370691,0,7.44358572,66.52750482
907,"1680907","Guarda",0,1910.50989822,3.84066144,0,3.00747447,0,3.53800062,1920.89603475
908,"1680908","Manteigas",0,7.624125,0,0,1.75761495,0,0,9.38173995
909,"1680909","Mêda",0,219.84877152,0,0,1.09362708,0,0,220.9423986
910,"1680910","Pinhel",0,396.85624056,1.94527008,0,1.01551086,0,0,399.8170215
911,"1680911","Sabugal",0,323.2168164,0,0,1.5623244,0,0,324.7791408
913,"1680913","Trancoso",0,0,0,0,0,0,0,0
502,"1690502","Castelo Branco",0,0,0,0,0,0,0,0
505,"1690505","Idanha-a-Nova",0,0,0,0,0,0,0,0
507,"1690507","Penamacor",0,695.32338519,2.40145254,0,0,0,3.55801536,701.28285309
511,"1690511","Vila Velha de Ródão",0,68.874651,0,0,0,0,0,68.874651
501,"16A0501","Belmonte",0,705.7262835,0,0,0,0,0,705.7262835
503,"16A0503","Covilhã",0,0,0,0,0,0,0,0
504,"16A0504","Fundão",0,1919.9765088,2.0882196,0,4.100085,0,0,1926.1648134
1001,"16B1001","Alcobaça",0,1655.2903824,6.2646588,0,0,0,83.5360128,1745.091054
1101,"16B1101","Alenquer",0,253.02444552,0,0,13.87195425,0,94.21005888,361.10645865
1102,"16B1102","Arruda dos Vinhos",0,7.7623758,4.1764392,0,0,0,0,11.938815
1005,"16B1005","Bombarral",0,16.5593736,0,0,9.566865,0,0,26.1262386
1104,"16B1104","Cadaval",0,0,0,0,0,0,0,0
1006,"16B1006","Caldas da Rainha",0,960.4895265,0,0,0,0,0,960.4895265
1108,"16B1108","Lourinhã",23.233815,2421.6317352,0,0,69.701445,0,0,2514.5669952
1011,"16B1011","Nazaré",0,86.11867834416,0,0,7.107634017,0,0,93.22631236116
1012,"16B1012","Óbidos",0,51.9470604,0,0,1.366695,0,0,53.3137554
1014,"16B1014","Peniche",8.261671275,175.177473471,0,0,0,0,3.117130848,186.556275594
1112,"16B1112","Sobral de Monte Agraço",0,36.01663758,0,0,20.35033704,62.8119468,0,119.17892142
1113,"16B1113","Torres Vedras",0,682.42438224,47.92463982,0,0,0,118.3426848,848.69170686
1401,"16C1401","Abrantes",35.9063532,2122.5342618,27.1468548,0,0,0,1.5469632,2187.134433
1402,"16C1402","Alcanena",0,98.9514288,0,0,0,0,17.150328,116.1017568
1408,"16C1408","Constância",0,0,0,0,0,0,0,0
1410,"16C1410","Entroncamento",0,13671.795555,27.433296,0,214.819605,0,0,13914.048456
1411,"16C1411","Ferreira do Zêzere",0,973.2205728,0,0,0,38.5963704,0,1011.8169432
1421,"16C1421","Ourém",0,0,0,0,0,0,0,0
1417,"16C1417","Sardoal",0,0,0,0,0,0,0,0
1418,"16C1418","Tomar",0,4849.41075156,2.50848396,0,0,0,46.68440364,4898.60363916
1419,"16C1419","Torres Novas",0,0,0,0,0,0,0,0
1420,"16C1420","Vila Nova da Barquinha",0,0,0,0,0,0,0,0
1115,"1711115","Amadora",0,0,0,0,0,0,0,0
1105,"1711105","Cascais",0,0,0,0,0,0,0,0
1106,"1711106","Lisboa",0,0,0,0,0,0,0,0
1107,"1711107","Loures",321.45039135,669.9796416,0,59.874795,0,0,79.68369492,1130.98852287
1109,"1711109","Mafra",0,10907.3754792,0,0,0,257.8458744,0,11165.2213536
1116,"1711116","Odivelas",0,0,0,0,0,0.6275285136,0,0.6275285136
1110,"1711110","Oeiras",0,0,0,0,0,0,0,0
1111,"1711111","Sintra",0,213.6349854,4.9079034,0,0,0,10.0963746,228.6392634
1114,"1711114","Vila Franca de Xira",117.0272691,11553.66713385,85.06795365,24580.179,0,0,554.5585215,36890.4998781
1502,"1721502","Alcochete",0,352.621080864,0,1307.6655228,0,72.895824612,0,1733.182428276
1503,"1721503","Almada",2.41276881978,22.3778762856,3.96624033432,0,0,0,0,28.7568854397
1504,"1721504","Barreiro",0,63.29949610752,0,0,0,0,0,63.29949610752
1506,"1721506","Moita",0,441.9271290528,0,0,0,28.880537904,0,470.8076669568
1507,"1721507","Montijo",21.56271975,1967.57519751,16.54096275,699.169536,0,0,26.58770712,2731.43612313
1508,"1721508","Palmela",87.77136672,3789.48777084,8.24503374,2745.416916,0,0,44.03572614,6674.95681344
1510,"1721510","Seixal",0,0,0,0,0,0,0,0
1511,"1721511","Sesimbra",17.9136441,178.6606956,0,0,0,374.6738997,20.9693934,592.2176328
1512,"1721512","Setúbal",0,60.24341392128,0,1336.899549024,0,0,0,1397.14296294528
1501,"1811501","Alcácer do Sal",0,3297.64405444128,0,361413.43922016,0,1883.67843740976,0,366594.761712011
1505,"1811505","Grândola",0,1545.74794836,0,11533.986387,0,0,0,13079.73433536
211,"1810211","Odemira",0,0,0,0,0,0,0,0
1509,"1811509","Santiago do Cacém",266.024249568,72118.81951416,0,46871.5861872,0,4270.809123792,659.904212448,124187.143287168
1513,"1811513","Sines",0,976.0669128,0,0,0,943.8368562,0,1919.903769
1201,"1821201","Alter do Chão",0,0,157.775337,0,71.98631055,0,0,229.76164755
1202,"1821202","Arronches",497.80026549,480.33973161,0,0,16.32132018,0,1146.3268392,2140.78815648
1203,"1821203","Avis",0,37190.667629556,0,0,0,0,0,37190.667629556
1204,"1821204","Campo Maior",840.46097259,3103.408925235,79.50803508,0,0,0,737.74571094,4761.123643845
1205,"1821205","Castelo de Vide",0,0,0,0,0,0,0,0
1206,"1821206","Crato",0,0,0,0,0,0,0,0
1207,"1821207","Elvas",1962.52417724328,10460.2588466746,1004.91254210592,1402.890396768,0,418.10024125296,2793.78834337008,18042.4745474148
1208,"1821208","Fronteira",3320.0673395184,43298.2199811006,0,0,0,571.608477612,15290.526776121,62480.422574352
1209,"1821209","Gavião",0,2009.1663468,0,0,0,0,0,2009.1663468
1210,"1821210","Marvão",0,356.65778736,52.67816316,0,0,0,37.51191486,446.84786538
1211,"1821211","Monforte",749.178855567,6948.5587215075,0,0,80.2750200219,1587.1148607258,4590.1258270677,13955.2532848899
707,"1820707","Mora",829.3406773248,15826.7111251968,367.2073101312,0,0,0,0,17023.2591126528
1212,"1821212","Nisa",0,0,0,0,0,286.868817188136,0,286.868817188136
1213,"1821213","Ponte de Sor",39.808098,6940.3758498,246.4849116,1512.6264,0,37.2789216,328.0691484,9104.6433294
1214,"1821214","Portalegre",0,612.53245836,0,0,0,47.53062504,0,660.0630834
701,"1830701","Alandroal",0,0,0,0,0,0,0,0
702,"1830702","Arraiolos",2340.545382,37551.1699548,5029.4705814,7487.50068,0,0,9635.2959834,62043.9825816
703,"1830703","Borba",205.675173,2278.7996832,0,0,0,0,0,2484.4748562
704,"1830704","Estremoz",2076.4221984,19595.8915812,239.941944,277.31484,0,0,10019.9517264,32209.52229
705,"1830705","Évora",7351.62799707,19248.86049975,5888.3089482,10650.150378,0,0,21570.2239221,64709.17174512
706,"1830706","Montemor-o-Novo",0,0,0,0,0,0,0,0
708,"1830708","Mourão",0,0,64.1280402,0,0,0,197.9012763,262.0293165
709,"1830709","Portel",167.181813,708.8850432,137.417229,0,0,0,768.8899566,1782.3740418
710,"1830710","Redondo",0,0,0,0,0,0,0,0
711,"1830711","Reguengos de Monsaraz",1741.046974128,645.874313436,1335.573317232,0,0,0,0,3722.494604796
1215,"1831215","Sousel",1391.20036092,944.1397881,209.1795597,0,0,0,191.52045972,2736.04016844
712,"1830712","Vendas Novas",0,0,0,0,0,0,0,0
713,"1830713","Viana do Alentejo",0,80069.8756643827,0,12750.008599008,0,9733.5431499744,0,102553.427413365
714,"1830714","Vila Viçosa",0,0,0,0,0,0,140.05321092,140.05321092
201,"1840201","Aljustrel",3767.584992525,8663.45037354,1096.74217323,0,0,0,916.28988732,14444.067426615
202,"1840202","Almodôvar",0,49.05042096384,0,0,0,0,112.82199530112,161.87241626496
203,"1840203","Alvito",0,5866.01307,0,0,0,0,0,5866.01307
204,"1840204","Barrancos",0,0,0,0,0,0,0,0
205,"1840205","Beja",2586.37238244,1950.93673632,24.6899664,623.95839,0,0,2234.63429046,7420.59176562
206,"1840206","Castro Verde",0,266.844375,0,441.1827,0,0,0,708.027075
207,"1840207","Cuba",7409.2502754,0,6626.564154,0,0,0,7627.6707264,21663.4851558
208,"1840208","Ferreira do Alentejo",1503.74861276976,31263.8763066019,0,16493.674904208,0,0,3490.13311553088,52751.4329391106
209,"1840209","Mértola",0,0,0,0,5.3077464,0,0,5.3077464
210,"1840210","Moura",83.33116668,0,0,0,0,51.56917488,452.96462745,587.86496901
212,"1840212","Ourique",0,16260.9212003148,0,750.09882654,0,0,0,17011.0200268548
213,"1840213","Serpa",15076.65717324,4714.95599775,1253.5505001,0,0,0,1853.47057743,22898.63424852
214,"1840214","Vidigueira",118.42292448,757.8601632,13.0425624,0,0,0,172.87530624,1062.20095632
1403,"1851403","Almeirim",0,20113.148762784,0,5985.00887688,0,0,0,26098.157639664
1404,"1851404","Alpiarça",1118.99510784,26233.29807678,21.92196852,0,273.80665818,621.68547456,41.62812912,28311.335415
1103,"1851103","Azambuja",0,0,0,0,0,0,0,0
1405,"1851405","Benavente",428.2912647,7910.49687129,22.08292227,35181.379107,33.62180391,0,169.664454,43745.53642317
1406,"1851406","Cartaxo",555.41528411688,4788.13955600367,35.35526310192,714.542652225,3.09891257775,0,115.76103183,6212.31269985522
1407,"1851407","Chamusca",318.46214896686,72350.0723590553,94.87935106272,25766.471800638,0,0,959.9249734848,99489.8106332077
1409,"1851409","Coruche",5878.245555,1905523.347735,4306.67055,2230913.853,0,0,5038.65432,4151660.77116
1412,"1851412","Golegã",477.5128416,141852.8730888,5.9854464,0,0,0,678.4807104,143014.8520872
1414,"1851414","Rio Maior",74.47256034768,3333.63212904456,0,0,0,0,71.100028044,3479.20471743624
1415,"1851415","Salvaterra de Magos",0,203652.6123645,47.384784,104780.89125,0,0,1643.8743,310124.7626985
1416,"1851416","Santarém",483.948280852603,102336.252966324,107.072985611638,1288.53360014006,0,0,2363.30917465688,106579.117007585
801,"1500801","Albufeira",0,0,0,0,0,0,0,0
802,"1500802","Alcoutim",0,0,0,0,0,0,0,0
803,"1500803","Aljezur",0,0,0,0,0,0,0,0
804,"1500804","Castro Marim",0,1325.24235,0,0,0,0,0,1325.24235
805,"1500805","Faro",0,0,0,0,0,0,0,0
806,"1500806","Lagoa",0,0,0,4014.76257,0,0,0,4014.76257
807,"1500807","Lagos",0,635.93253576,17.66845224,0,0,0,0,653.600988
808,"1500808","Loulé",0,63.1652544,0,0,0,0,0,63.1652544
809,"1500809","Monchique",0,0,0,0,0,0,0,0
810,"1500810","Olhão",0,0,0,0,0,0,0,0
811,"1500811","Portimão",0,57.8742246,0,0,0,0,0,57.8742246
812,"1500812","São Brás de Alportel",0,3.477468456,0,22.9415004,0,0,0,26.418968856
813,"1500813","Silves",0,0,0,0,0,0,0,0
814,"1500814","Tavira",0,231.66008856,0,0,0,0,34.9205256,266.58061416
815,"1500815","Vila do Bispo",0,0,0,0,0,0,0,0
816,"1500816","Vila Real de Santo António",0,55.666278,0,0,0,0,0,55.666278
