"Muni_ID","ID","Muni","lemon","orange","other_citrus","tangerine","sum"
1417,"16C1417","Sardoal",0,0,0,0,0
1418,"16C1418","Tomar",6.39694584,164.69953344,0,16.78834584,187.88482512
1419,"16C1419","Torres Novas",0,0,0,0,0
1420,"16C1420","Vila Nova da Barquinha",0,0,0,0,0
1115,"1711115","Amadora",0,0,0,0,0
1105,"1711105","Cascais",0,0,0,0,0
1106,"1711106","Lisboa",0,0,0,0,0
1107,"1711107","Loures",7.92665028,22.29145056,0,0,30.21810084
1109,"1711109","Mafra",20501.9719632,0,0,0,20501.9719632
1116,"1711116","Odivelas",1.1236374432,1.1236374432,0,0,2.2472748864
1110,"1711110","Oeiras",0,0,0,0,0
1111,"1711111","Sintra",5.0402808,3.9107808,0,0,8.9510616
1114,"1711114","Vila Franca de Xira",5.08275,40.2797772,0,17.5985136,62.9610408
1502,"1721502","Alcochete",0,12.449493576,0,0,12.449493576
1503,"1721503","Almada",0,2.05376985,0,0,2.05376985
1504,"1721504","Barreiro",0,7.2617814,0,0,7.2617814
1506,"1721506","Moita",0,130.1595174144,0,0,130.1595174144
1507,"1721507","Montijo",1.80783252,62.02662804,1.80783252,1.80783252,67.4501256
1508,"1721508","Palmela",30.26716632,553.95794376,17.36348724,34.72697448,636.3155718
1510,"1721510","Seixal",48.644601192,136.799112384,0,0,185.443713576
1511,"1721511","Sesimbra",150.1891632,241.6786632,0,0,391.8678264
1512,"1721512","Setúbal",197.8257479904,1561.19789850624,68.07240383616,219.07902287232,2046.17507320512
1501,"1811501","Alcácer do Sal",188.0757702576,677.07277292736,0,1504.6061620608,2369.75470524576
1505,"1811505","Grândola",0,256.94164188,0,8.69715,265.63879188
211,"1810211","Odemira",0,0,0,0,0
1509,"1811509","Santiago do Cacém",0,5463.544678272,0,39.827941056,5503.372619328
1513,"1811513","Sines",0,248.1628968,0,0,248.1628968
1201,"1821201","Alter do Chão",0,150.8844834,0,0,150.8844834
1202,"1821202","Arronches",0,13.89285,0,0,13.89285
1203,"1821203","Avis",0,818.171053632,0,0,818.171053632
1204,"1821204","Campo Maior",5.63209362,81.30854844,0,0,86.94064206
1205,"1821205","Castelo de Vide",0,0,0,0,0
1206,"1821206","Crato",0,0,0,0,0
1207,"1821207","Elvas",0,901.08912547584,0,24.43744562112,925.52657109696
1208,"1821208","Fronteira",0,44.531667,0,0,44.531667
1209,"1821209","Gavião",0,181.6073352,0,0,181.6073352
1210,"1821210","Marvão",0,67.16793132,0,0,67.16793132
1211,"1821211","Monforte",0,45.5538645,0,0,45.5538645
707,"1820707","Mora",0,183.6397412352,0,0,183.6397412352
1212,"1821212","Nisa",0,55.405085082768,0,0,55.405085082768
1213,"1821213","Ponte de Sor",0,592.2230544,0,13.554,605.7770544
1214,"1821214","Portalegre",0,47.85935472,0,7.6806,55.53995472
701,"1830701","Alandroal",0,0,0,0,0
702,"1830702","Arraiolos",0,647.6480712,0,0,647.6480712
703,"1830703","Borba",0,74.0766762,0,0,74.0766762
704,"1830704","Estremoz",0,393.8467104,0,0,393.8467104
705,"1830705","Évora",0,589.45993596,0,0,589.45993596
706,"1830706","Montemor-o-Novo",0,0,0,0,0
708,"1830708","Mourão",0,0,0,0,0
709,"1830709","Portel",0,111.0560544,0,0,111.0560544
710,"1830710","Redondo",0,0,0,0,0
711,"1830711","Reguengos de Monsaraz",0,5204.086709184,0,260.661636576,5464.74834576
1215,"1831215","Sousel",0,0,0,0,0
712,"1830712","Vendas Novas",0,0,0,0,0
713,"1830713","Viana do Alentejo",0,1106.22681478656,0,0,1106.22681478656
714,"1830714","Vila Viçosa",0,135.92782512,0,0,135.92782512
201,"1840201","Aljustrel",0,2397.90744612,0,1906.98518052,4304.89262664
202,"1840202","Almodôvar",0,173.91709776384,0,10.30631413248,184.22341189632
203,"1840203","Alvito",0,2476.72242,0,0,2476.72242
204,"1840204","Barrancos",0,0,0,0,0
205,"1840205","Beja",8.14500522,689.01108408,0,57.01503654,754.17112584
206,"1840206","Castro Verde",0,351.333234,0,0,351.333234
207,"1840207","Cuba",0,398.7171144,0,0,398.7171144
208,"1840208","Ferreira do Alentejo",0,5507.78374152,0,2522.82638786688,8030.61012938688
209,"1840209","Mértola",0,28.5754464,0,1.11251232,29.68795872
210,"1840210","Moura",0,385.93632492,0,0,385.93632492
212,"1840212","Ourique",0,35.4655021212,0,0,35.4655021212
213,"1840213","Serpa",114.17157684,1370.05892208,0,0,1484.23049892
214,"1840214","Vidigueira",0,985.6432656,0,27.64365408,1013.28691968
1403,"1851403","Almeirim",10.834164,1120.4172368928,53.3560908672,0,1184.60749176
1404,"1851404","Alpiarça",0,716.25082896,0,0,716.25082896
1103,"1851103","Azambuja",0,0,0,0,0
1405,"1851405","Benavente",0,124.6789539,0,5.30865,129.9876039
1406,"1851406","Cartaxo",10.7975334114,79.0453204956,5.12216955,5.12216955,100.087193007
1407,"1851407","Chamusca",0,1337.1260512734,0,14.90470137036,1352.03075264376
1409,"1851409","Coruche",0,39532.65813,0,863.86419,40396.52232
1412,"1851412","Golegã",0,332.994672,0,0,332.994672
1414,"1851414","Rio Maior",0,12.08350919088,0,0,12.08350919088
1415,"1851415","Salvaterra de Magos",0,2040.078051,0,0,2040.078051
1416,"1851416","Santarém",0,340.394553636999,0,0,340.394553636999
801,"1500801","Albufeira",7.4045502,1030.110777,12.340917,153.9476874,1203.8039316
802,"1500802","Alcoutim",0,0,0,0,0
803,"1500803","Aljezur",0,0,0,0,0
804,"1500804","Castro Marim",1234.0917,19504.8837,0,205.68195,20944.65735
805,"1500805","Faro",0,0,0,0,0
806,"1500806","Lagoa",40.22574192,1971.44371242,22.46046894,247.95321642,2282.0831397
807,"1500807","Lagos",0,702.50761512,0,18.2979,720.80551512
808,"1500808","Loulé",136.90190592,9383.75732736,383.0396544,2142.95173632,12046.650624
809,"1500809","Monchique",0,0,0,0,0
810,"1500810","Olhão",0,0,0,0,0
811,"1500811","Portimão",20.0382336,498.3629598,2.4681834,107.9725194,628.8418962
812,"1500812","São Brás de Alportel",11.00015532,64.7447472,6.00008472,11.00015532,92.74514256
813,"1500813","Silves",0,0,0,0,0
814,"1500814","Tavira",187.5819384,21804.01221456,218.73915072,1442.79113184,23653.12443552
815,"1500815","Vila do Bispo",0,0,0,0,0
816,"1500816","Vila Real de Santo António",236.9456064,1850.8854456,0,207.3274056,2295.1584576
