"Muni_ID","ID","Muni","forage_maize","forage_mixture","forage_oat","forage_roots","forage_sorghum","total"
1819,"1171819","Tabuaço",180.9,0,0,0,0,180.9
1820,"1171820","Tarouca",2169.44,0,0,267.98,0,2437.42
409,"1170409","Torre de Moncorvo",0,0,0,0,0,0
410,"1170410","Vila Flor",46.55,0,0,0,0,46.55
914,"1170914","Vila Nova de Foz Côa",477.3,0,0,0,0,477.3
1714,"1171714","Vila Real",12125.89,0,0,76.98,0,12202.87
401,"1180401","Alfândega da Fé",0,0,0,0,0,0
1702,"1181702","Boticas",568.62,0,0,20.83,0,589.45
402,"1180402","Bragança",1224.24,0,0,1992.51,0,3216.75
1703,"1181703","Chaves",35942.28,0,0,5031.92,0,40974.2
405,"1180405","Macedo de Cavaleiros",191.49,0,0,65.03,0,256.52
406,"1180406","Miranda do Douro",118.22,0,0,59.53,0,177.75
407,"1180407","Mirandela",942.24,0,0,507.64,0,1449.88
408,"1180408","Mogadouro",927.55,0,0,0,0,927.55
1706,"1181706","Montalegre",2160.6,0,0,451.62,0,2612.22
1707,"1181707","Murça",61.35,0,0,245.2,0,306.55
1712,"1181712","Valpaços",3662.5,0,0,4763.2,0,8425.7
1713,"1181713","Vila Pouca de Aguiar",4084.05,0,0,390.06,0,4474.11
411,"1180411","Vimioso",591.63,0,0,659.12,0,1250.75
412,"1180412","Vinhais",606.9,0,0,425.46,0,1032.36
101,"1610101","Águeda",1292.13,0,0,1844.9,0,3137.03
102,"1610102","Albergaria-a-Velha",8111.1,0,0,142.79,0,8253.89
103,"1610103","Anadia",505.11,0,0,341,0,846.11
105,"1610105","Aveiro",2894.54,0,0,793.98,0,3688.52
108,"1610108","Estarreja",1880.56,0,0,0,0,1880.56
110,"1610110","Ílhavo",0,0,0,124.94,0,124.94
111,"1610111","Mealhada",1535.35,0,0,1849.26,0,3384.61
112,"1610112","Murtosa",0,0,0,0,0,0
114,"1610114","Oliveira do Bairro",928.28,0,0,1156.95,0,2085.23
115,"1610115","Ovar",19476.9,0,0,0,0,19476.9
117,"1610117","Sever do Vouga",3633.08,0,0,82.57,0,3715.65
118,"1610118","Vagos",506.88,0,0,0,0,506.88
602,"1620602","Cantanhede",1280.88,0,0,1065.25,0,2346.13
603,"1620603","Coimbra",8601.12,0,0,0,0,8601.12
604,"1620604","Condeixa-a-Nova",1683.6,0,0,69.99,0,1753.59
605,"1620605","Figueira da Foz",4071.6,0,0,0,0,4071.6
608,"1620608","Mira",0,0,0,0,0,0
610,"1620610","Montemor-o-Velho",59517.88,0,0,414.92,0,59932.8
613,"1620613","Penacova",886.83,0,0,504.08,0,1390.91
615,"1620615","Soure",594.86,0,0,0,0,594.86
1004,"1631004","Batalha",131.73,0,0,0,0,131.73
1009,"1631009","Leiria",44900.31,0,0,1986.84,0,46887.15
1010,"1631010","Marinha Grande",135,0,0,0,0,135
1015,"1631015","Pombal",13502.35,0,0,446.98,0,13949.33
1016,"1631016","Porto de Mós",0,0,0,0,0,0
1002,"1641002","Alvaiázere",117.55,0,0,0,0,117.55
1003,"1641003","Ansião",0,0,0,0,0,0
601,"1640601","Arganil",222.95,0,0,45.72,0,268.67
1007,"1641007","Castanheira de Pêra",0,0,0,0,0,0
1008,"1641008","Figueiró dos Vinhos",0,0,0,75.12,0,75.12
606,"1640606","Góis",791.28,0,0,0,0,791.28
607,"1640607","Lousã",0,0,0,0,0,0
609,"1640609","Miranda do Corvo",69.73,0,0,69.4,0,139.13
611,"1640611","Oliveira do Hospital",2750.82,0,0,148.32,0,2899.14
612,"1640612","Pampilhosa da Serra",123.52,0,0,0,0,123.52
1013,"1641013","Pedrógão Grande",0,0,0,0,0,0
614,"1640614","Penela",79.69,0,0,0,0,79.69
616,"1640616","Tábua",587.7,0,0,463.61,0,1051.31
617,"1640617","Vila Nova de Poiares",0,0,0,56.96,0,56.96
901,"1650901","Aguiar da Beira",1575.3,0,0,158.13,0,1733.43
1802,"1651802","Carregal do Sal",0,0,0,68.55,0,68.55
1803,"1651803","Castro Daire",4143.48,0,0,527.34,0,4670.82
1806,"1651806","Mangualde",1709.18,0,0,100.38,0,1809.56
1808,"1651808","Mortágua",537.12,0,0,402.12,0,939.24
1809,"1651809","Nelas",356.34,0,0,61.13,0,417.47
1810,"1651810","Oliveira de Frades",4971,0,0,248.16,0,5219.16
1811,"1651811","Penalva do Castelo",1461.98,0,0,57,0,1518.98
1814,"1651814","Santa Comba Dão",69.97,0,0,212.01,0,281.98
1816,"1651816","São Pedro do Sul",11170.56,0,0,1221.57,0,12392.13
1817,"1651817","Sátão",1656,0,0,754.71,0,2410.71
1821,"1651821","Tondela",7783.28,0,0,1526.65,0,9309.93
1822,"1651822","Vila Nova de Paiva",2900.25,0,0,65.03,0,2965.28
1823,"1651823","Viseu",4980.78,0,0,295.08,0,5275.86
1824,"1651824","Vouzela",2909.34,0,0,552.72,0,3462.06
1413,"1661413","Mação",255.18,0,0,84.14,0,339.32
506,"1660506","Oleiros",269.6,0,0,0,0,269.6
508,"1660508","Proença-a-Nova",384.24,0,0,0,0,384.24
509,"1660509","Sertã",151.26,0,0,0,0,151.26
510,"1660510","Vila de Rei",287.67,0,0,95.69,0,383.36
905,"1670905","Fornos de Algodres",1825.8,0,0,27.15,0,1852.95
906,"1670906","Gouveia",2874.3,0,0,153.54,0,3027.84
912,"1670912","Seia",4013.9,0,0,73.36,0,4087.26
902,"1680902","Almeida",331.1,0,0,66.22,0,397.32
903,"1680903","Celorico da Beira",1795.95,0,0,108.8,0,1904.75
904,"1680904","Figueira de Castelo Rodrigo",28.63,0,0,27.91,0,56.54
907,"1680907","Guarda",4496.85,0,0,845.25,0,5342.1
908,"1680908","Manteigas",263.52,0,0,0,0,263.52
909,"1680909","Mêda",323.19,0,0,290.4,0,613.59
910,"1680910","Pinhel",497.16,0,0,82.56,0,579.72
911,"1680911","Sabugal",3479.39,0,0,694.45,0,4173.84
913,"1680913","Trancoso",1610.44,0,0,169.52,0,1779.96
502,"1690502","Castelo Branco",3396.4,0,0,0,0,3396.4
505,"1690505","Idanha-a-Nova",1716.6,0,0,29.3,0,1745.9
507,"1690507","Penamacor",659.68,0,0,0,0,659.68
511,"1690511","Vila Velha de Ródão",207.72,0,0,0,0,207.72
501,"16A0501","Belmonte",253.74,0,0,0,0,253.74
503,"16A0503","Covilhã",9057.72,0,0,222.48,0,9280.2
504,"16A0504","Fundão",9781.2,0,0,69.68,0,9850.88
1001,"16B1001","Alcobaça",127.59,0,0,0,0,127.59
1101,"16B1101","Alenquer",91.74,0,0,0,0,91.74
1102,"16B1102","Arruda dos Vinhos",0,0,0,0,0,0
1005,"16B1005","Bombarral",0,0,0,0,0,0
1104,"16B1104","Cadaval",0,0,0,0,0,0
1006,"16B1006","Caldas da Rainha",0,0,0,0,0,0
1108,"16B1108","Lourinhã",0,0,0,0,0,0
1011,"16B1011","Nazaré",0,0,0,0,0,0
1012,"16B1012","Óbidos",72.45,0,0,0,0,72.45
1014,"16B1014","Peniche",0,0,0,0,0,0
1112,"16B1112","Sobral de Monte Agraço",449.46,0,0,0,0,449.46
1113,"16B1113","Torres Vedras",2616.84,0,0,0,0,2616.84
1401,"16C1401","Abrantes",289.7,0,0,0,0,289.7
1402,"16C1402","Alcanena",0,0,0,0,0,0
1408,"16C1408","Constância",0,0,0,0,0,0
1410,"16C1410","Entroncamento",0,0,0,0,0,0
1411,"16C1411","Ferreira do Zêzere",98.76,0,0,0,0,98.76
1421,"16C1421","Ourém",5699.41,0,0,0,0,5699.41
1417,"16C1417","Sardoal",0,0,0,0,0,0
1418,"16C1418","Tomar",0,0,0,168.64,0,168.64
1419,"16C1419","Torres Novas",0,0,0,0,0,0
1420,"16C1420","Vila Nova da Barquinha",52.52,0,0,0,0,52.52
1115,"1711115","Amadora",0,0,0,0,0,0
1105,"1711105","Cascais",0,0,0,0,0,0
1106,"1711106","Lisboa",0,0,0,0,0,0
1107,"1711107","Loures",123.2,0,0,0,0,123.2
1109,"1711109","Mafra",300.52,0,0,0,0,300.52
1116,"1711116","Odivelas",0,0,0,0,0,0
1110,"1711110","Oeiras",0,0,0,0,0,0
1111,"1711111","Sintra",0,0,0,0,0,0
1114,"1711114","Vila Franca de Xira",3031.6,0,0,0,0,3031.6
1502,"1721502","Alcochete",0,0,0,0,0,0
1503,"1721503","Almada",0,0,0,0,0,0
1504,"1721504","Barreiro",0,0,0,0,0,0
1506,"1721506","Moita",0,0,0,0,0,0
1507,"1721507","Montijo",0,0,0,0,0,0
1508,"1721508","Palmela",0,0,0,0,0,0
1510,"1721510","Seixal",0,0,0,0,0,0
1511,"1721511","Sesimbra",0,0,0,0,0,0
1512,"1721512","Setúbal",0,0,0,0,0,0
1501,"1811501","Alcácer do Sal",0,0,0,0,0,0
1505,"1811505","Grândola",72.96,0,0,0,0,72.96
211,"1810211","Odemira",4719.54,0,0,40.8,0,4760.34
1509,"1811509","Santiago do Cacém",175.25,0,0,0,0,175.25
1513,"1811513","Sines",0,0,0,0,0,0
1201,"1821201","Alter do Chão",0,0,0,0,0,0
1202,"1821202","Arronches",0,0,0,0,0,0
1203,"1821203","Avis",0,0,0,0,0,0
1204,"1821204","Campo Maior",0,0,0,0,0,0
1205,"1821205","Castelo de Vide",0,0,0,0,0,0
1206,"1821206","Crato",0,0,0,0,0,0
1207,"1821207","Elvas",0,0,0,0,0,0
1208,"1821208","Fronteira",0,0,0,0,0,0
1209,"1821209","Gavião",0,0,0,0,0,0
1210,"1821210","Marvão",0,0,0,0,0,0
1211,"1821211","Monforte",0,0,0,0,0,0
707,"1820707","Mora",0,0,0,0,0,0
1212,"1821212","Nisa",0,0,0,0,0,0
1213,"1821213","Ponte de Sor",195.52,0,0,0,0,195.52
1214,"1821214","Portalegre",109.74,0,0,0,0,109.74
701,"1830701","Alandroal",0,0,0,0,0,0
702,"1830702","Arraiolos",0,0,0,0,0,0
703,"1830703","Borba",0,0,0,0,0,0
704,"1830704","Estremoz",678.81,0,0,0,0,678.81
705,"1830705","Évora",0,0,0,0,0,0
706,"1830706","Montemor-o-Novo",160.65,0,0,0,0,160.65
708,"1830708","Mourão",0,0,0,0,0,0
709,"1830709","Portel",0,0,0,0,0,0
710,"1830710","Redondo",0,0,0,0,0,0
711,"1830711","Reguengos de Monsaraz",0,0,0,0,0,0
1215,"1831215","Sousel",0,0,0,0,0,0
712,"1830712","Vendas Novas",0,0,0,0,0,0
713,"1830713","Viana do Alentejo",0,0,0,0,0,0
714,"1830714","Vila Viçosa",0,0,0,0,0,0
201,"1840201","Aljustrel",0,0,0,0,0,0
202,"1840202","Almodôvar",35.69,0,0,0,0,35.69
203,"1840203","Alvito",0,0,0,0,0,0
204,"1840204","Barrancos",0,0,0,0,0,0
205,"1840205","Beja",0,0,0,0,0,0
206,"1840206","Castro Verde",0,0,0,0,0,0
207,"1840207","Cuba",0,0,0,0,0,0
208,"1840208","Ferreira do Alentejo",0,0,0,0,0,0
209,"1840209","Mértola",0,0,0,0,0,0
210,"1840210","Moura",0,0,0,0,0,0
212,"1840212","Ourique",323.04,0,0,0,0,323.04
213,"1840213","Serpa",0,0,0,0,0,0
214,"1840214","Vidigueira",0,0,0,0,0,0
1403,"1851403","Almeirim",341.85,0,0,0,0,341.85
1404,"1851404","Alpiarça",0,0,0,0,0,0
1103,"1851103","Azambuja",0,0,0,0,0,0
1405,"1851405","Benavente",683.98,0,0,0,0,683.98
1406,"1851406","Cartaxo",1048.4,0,0,0,0,1048.4
1407,"1851407","Chamusca",21.92,0,0,0,0,21.92
1409,"1851409","Coruche",5388,0,0,0,0,5388
1412,"1851412","Golegã",0,0,0,0,0,0
1414,"1851414","Rio Maior",0,0,0,0,0,0
1415,"1851415","Salvaterra de Magos",457.24,0,0,0,0,457.24
1416,"1851416","Santarém",321.51,0,0,0,0,321.51
801,"1500801","Albufeira",0,0,0,0,0,0
802,"1500802","Alcoutim",0,0,0,0,0,0
803,"1500803","Aljezur",238.55,0,0,0,0,238.55
804,"1500804","Castro Marim",51.02,0,0,0,0,51.02
805,"1500805","Faro",0,0,0,0,0,0
806,"1500806","Lagoa",0,0,0,0,0,0
807,"1500807","Lagos",41.08,0,0,0,0,41.08
808,"1500808","Loulé",28.93,0,0,0,0,28.93
809,"1500809","Monchique",94.72,0,0,0,0,94.72
810,"1500810","Olhão",0,0,0,0,0,0
811,"1500811","Portimão",44.4,0,0,0,0,44.4
812,"1500812","São Brás de Alportel",0,0,0,0,0,0
813,"1500813","Silves",193.4,0,0,0,0,193.4
814,"1500814","Tavira",0,0,0,0,0,0
815,"1500815","Vila do Bispo",0,0,0,0,0,0
816,"1500816","Vila Real de Santo António",0,0,0,0,0,0
