"Muni_ID","ID","Muni","bean","chickpea","other_pulses","extensive_pasture","intensive_pasture","total"
612,"1640612","Pampilhosa da Serra",0,0,0,0,0,0
1013,"1641013","Pedrógão Grande",0,0,0,0,0,0
614,"1640614","Penela",152.15,0,0,0,0,152.15
616,"1640616","Tábua",335.28,72.67,0,0,0,407.95
617,"1640617","Vila Nova de Poiares",30.5,0,0,0,0,30.5
901,"1650901","Aguiar da Beira",365.16,0,162.58,0,0,527.74
1802,"1651802","Carregal do Sal",305,0,0,0,0,305
1803,"1651803","Castro Daire",1583.4,0,81,0,0,1664.4
1806,"1651806","Mangualde",456.75,217.8,0,0,0,674.55
1808,"1651808","Mortágua",182.76,0,0,0,0,182.76
1809,"1651809","Nelas",304.7,72.67,0,0,0,377.37
1810,"1651810","Oliveira de Frades",1095.84,0,0,0,0,1095.84
1811,"1651811","Penalva do Castelo",730.8,363.35,163,0,0,1257.15
1814,"1651814","Santa Comba Dão",365.64,0,0,0,0,365.64
1816,"1651816","São Pedro do Sul",2070.6,72,0,0,0,2142.6
1817,"1651817","Sátão",1004.52,218.01,243.75,0,0,1466.28
1821,"1651821","Tondela",1522.5,73,0,0,0,1595.5
1822,"1651822","Vila Nova de Paiva",152.15,0,0,0,0,152.15
1823,"1651823","Viseu",3227.7,362.75,162.5,0,0,3752.95
1824,"1651824","Vouzela",1217.6,0,0,0,0,1217.6
1413,"1661413","Mação",0,0,0,0,0,0
506,"1660506","Oleiros",0,0,0,0,0,0
508,"1660508","Proença-a-Nova",0,0,0,0,0,0
509,"1660509","Sertã",0,0,0,0,0,0
510,"1660510","Vila de Rei",0,0,0,0,0,0
905,"1670905","Fornos de Algodres",453.12,194.48,0,0,0,647.6
906,"1670906","Gouveia",188.8,48,0,0,0,236.8
912,"1670912","Seia",170.01,0,0,0,0,170.01
902,"1680902","Almeida",0,0,0,0,0,0
903,"1680903","Celorico da Beira",38,0,0,0,0,38
904,"1680904","Figueira de Castelo Rodrigo",0,0,0,0,0,0
907,"1680907","Guarda",509.76,388.4,51,0,0,949.16
908,"1680908","Manteigas",0,0,0,0,0,0
909,"1680909","Mêda",19,0,0,0,0,19
910,"1680910","Pinhel",37.76,48.6,0,0,0,86.36
911,"1680911","Sabugal",151.12,145.5,0,0,0,296.62
913,"1680913","Trancoso",56.49,48.67,0,0,0,105.16
502,"1690502","Castelo Branco",37.78,0,0,0,0,37.78
505,"1690505","Idanha-a-Nova",18.88,0,0,0,0,18.88
507,"1690507","Penamacor",37.82,0,0,0,0,37.82
511,"1690511","Vila Velha de Ródão",19,0,0,0,0,19
501,"16A0501","Belmonte",18.83,0,0,0,0,18.83
503,"16A0503","Covilhã",264.6,97.34,102,0,0,463.94
504,"16A0504","Fundão",132.16,48.67,0,0,0,180.83
1001,"16B1001","Alcobaça",186.36,0,0,0,0,186.36
1101,"16B1101","Alenquer",0,0,0,0,0,0
1102,"16B1102","Arruda dos Vinhos",0,0,0,0,0,0
1005,"16B1005","Bombarral",0,0,0,0,0,0
1104,"16B1104","Cadaval",0,0,0,0,0,0
1006,"16B1006","Caldas da Rainha",186.4,0,0,0,0,186.4
1108,"16B1108","Lourinhã",0,0,0,0,0,0
1011,"16B1011","Nazaré",0,0,0,0,0,0
1012,"16B1012","Óbidos",139.68,0,0,0,0,139.68
1014,"16B1014","Peniche",0,0,0,0,0,0
1112,"16B1112","Sobral de Monte Agraço",0,0,0,0,0,0
1113,"16B1113","Torres Vedras",93.14,0,0,0,0,93.14
1401,"16C1401","Abrantes",0,0,0,0,0,0
1402,"16C1402","Alcanena",0,0,0,0,0,0
1408,"16C1408","Constância",0,0,0,0,0,0
1410,"16C1410","Entroncamento",0,0,0,0,0,0
1411,"16C1411","Ferreira do Zêzere",0,0,0,0,0,0
1421,"16C1421","Ourém",93.2,0,0,0,0,93.2
1417,"16C1417","Sardoal",0,0,0,0,0,0
1418,"16C1418","Tomar",0,0,0,0,0,0
1419,"16C1419","Torres Novas",0,0,0,0,0,0
1420,"16C1420","Vila Nova da Barquinha",0,0,0,0,0,0
1115,"1711115","Amadora",0,0,0,0,0,0
1105,"1711105","Cascais",0,0,0,0,0,0
1106,"1711106","Lisboa",0,0,0,0,0,0
1107,"1711107","Loures",0,0,0,0,0,0
1109,"1711109","Mafra",232.9,0,0,0,0,232.9
1116,"1711116","Odivelas",0,0,0,0,0,0
1110,"1711110","Oeiras",0,0,0,0,0,0
1111,"1711111","Sintra",0,0,0,0,0,0
1114,"1711114","Vila Franca de Xira",46.67,0,0,0,0,46.67
1502,"1721502","Alcochete",0,0,0,0,0,0
1503,"1721503","Almada",0,0,0,0,0,0
1504,"1721504","Barreiro",0,0,0,0,0,0
1506,"1721506","Moita",0,0,0,0,0,0
1507,"1721507","Montijo",0,0,0,0,0,0
1508,"1721508","Palmela",0,0,0,0,0,0
1510,"1721510","Seixal",0,0,0,0,0,0
1511,"1721511","Sesimbra",0,0,0,0,0,0
1512,"1721512","Setúbal",0,0,0,0,0,0
1501,"1811501","Alcácer do Sal",0,0,0,0,0,0
1505,"1811505","Grândola",48,0,0,0,0,48
211,"1810211","Odemira",530.86,0,62.71,0,0,593.57
1509,"1811509","Santiago do Cacém",48,0,0,0,0,48
1513,"1811513","Sines",48.33,0,0,0,0,48.33
1201,"1821201","Alter do Chão",0,0,0,0,0,0
1202,"1821202","Arronches",0,0,0,0,0,0
1203,"1821203","Avis",0,0,0,0,0,0
1204,"1821204","Campo Maior",0,0,0,0,0,0
1205,"1821205","Castelo de Vide",0,0,0,0,0,0
1206,"1821206","Crato",0,0,0,0,0,0
1207,"1821207","Elvas",0,0,0,0,0,0
1208,"1821208","Fronteira",0,0,0,0,0,0
1209,"1821209","Gavião",289.5,0,0,0,0,289.5
1210,"1821210","Marvão",0,0,0,0,0,0
1211,"1821211","Monforte",0,0,0,0,0,0
707,"1820707","Mora",0,0,0,0,0,0
1212,"1821212","Nisa",0,0,0,0,0,0
1213,"1821213","Ponte de Sor",96.66,0,752.52,0,0,849.18
1214,"1821214","Portalegre",0,0,0,0,0,0
701,"1830701","Alandroal",0,0,0,0,0,0
702,"1830702","Arraiolos",48,0,0,0,0,48
703,"1830703","Borba",0,0,0,0,0,0
704,"1830704","Estremoz",48.33,0,0,0,0,48.33
705,"1830705","Évora",0,0,0,0,0,0
706,"1830706","Montemor-o-Novo",0,0,0,0,0,0
708,"1830708","Mourão",0,0,0,0,0,0
709,"1830709","Portel",0,0,0,0,0,0
710,"1830710","Redondo",0,0,0,0,0,0
711,"1830711","Reguengos de Monsaraz",0,0,0,0,0,0
1215,"1831215","Sousel",0,0,0,0,0,0
712,"1830712","Vendas Novas",0,0,0,0,0,0
713,"1830713","Viana do Alentejo",0,0,0,0,0,0
714,"1830714","Vila Viçosa",0,0,0,0,0,0
201,"1840201","Aljustrel",0,0,0,0,0,0
202,"1840202","Almodôvar",0,0,0,0,0,0
203,"1840203","Alvito",0,0,0,0,0,0
204,"1840204","Barrancos",0,0,0,0,0,0
205,"1840205","Beja",0,0,0,0,0,0
206,"1840206","Castro Verde",0,0,0,0,0,0
207,"1840207","Cuba",0,0,0,0,0,0
208,"1840208","Ferreira do Alentejo",0,0,0,0,0,0
209,"1840209","Mértola",0,0,0,0,0,0
210,"1840210","Moura",0,0,0,0,0,0
212,"1840212","Ourique",0,0,0,0,0,0
213,"1840213","Serpa",0,0,0,0,0,0
214,"1840214","Vidigueira",0,0,0,0,0,0
1403,"1851403","Almeirim",0,0,0,0,0,0
1404,"1851404","Alpiarça",0,0,0,0,0,0
1103,"1851103","Azambuja",0,0,0,0,0,0
1405,"1851405","Benavente",0,0,0,0,0,0
1406,"1851406","Cartaxo",47,0,0,0,0,47
1407,"1851407","Chamusca",0,0,0,0,0,0
1409,"1851409","Coruche",0,0,0,0,0,0
1412,"1851412","Golegã",0,0,0,0,0,0
1414,"1851414","Rio Maior",0,0,0,0,0,0
1415,"1851415","Salvaterra de Magos",47,0,0,0,0,47
1416,"1851416","Santarém",47,0,0,0,0,47
801,"1500801","Albufeira",0,0,0,0,0,0
802,"1500802","Alcoutim",0,0,0,0,0,0
803,"1500803","Aljezur",263.25,0,471.42,0,0,734.67
804,"1500804","Castro Marim",0,0,0,0,0,0
805,"1500805","Faro",0,0,0,0,0,0
806,"1500806","Lagoa",0,0,0,0,0,0
807,"1500807","Lagos",0,0,0,0,0,0
808,"1500808","Loulé",0,0,0,0,0,0
809,"1500809","Monchique",29,0,0,0,0,29
810,"1500810","Olhão",0,0,0,0,0,0
811,"1500811","Portimão",0,0,0,0,0,0
812,"1500812","São Brás de Alportel",0,0,0,0,0,0
813,"1500813","Silves",30,0,0,0,0,30
814,"1500814","Tavira",0,0,0,0,0,0
815,"1500815","Vila do Bispo",0,0,0,0,0,0
816,"1500816","Vila Real de Santo António",0,0,0,0,0,0
