Muni_ID,ID,Muni,ns
409,1170409,Torre de Moncorvo,17.336196614
410,1170410,Vila Flor,28.292421749
914,1170914,Vila Nova de Foz Côa,15.791562652
1714,1171714,Vila Real,15.595733579
401,1180401,Alfândega da Fé,28.329839154
1702,1181702,Boticas,18.046892207
402,1180402,Bragança,37.462829233
1703,1181703,Chaves,36.11433863
405,1180405,Macedo de Cavaleiros,35.648838679
406,1180406,Miranda do Douro,12.473709562
407,1180407,Mirandela,31.524253238
408,1180408,Mogadouro,18.282231661
1706,1181706,Montalegre,11.763900726
1707,1181707,Murça,12.058889544
1712,1181712,Valpaços,47.881901101
1713,1181713,Vila Pouca de Aguiar,17.280028758
411,1180411,Vimioso,24.389143684
412,1180412,Vinhais,51.613021001
101,1610101,Águeda,77.40048068
102,1610102,Albergaria-a-Velha,107.24345199
103,1610103,Anadia,46.776874444
105,1610105,Aveiro,78.950099174
108,1610108,Estarreja,18.173923403
110,1610110,Ílhavo,147.75739065
111,1610111,Mealhada,67.980021415
112,1610112,Murtosa,13.539662684
114,1610114,Oliveira do Bairro,45.540953914
115,1610115,Ovar,26.44519342
117,1610117,Sever do Vouga,398.45128753
118,1610118,Vagos,53.387989094
602,1620602,Cantanhede,28.746112139
603,1620603,Coimbra,87.421978925
604,1620604,Condeixa-a-Nova,55.041327236
605,1620605,Figueira da Foz,41.623551709
608,1620608,Mira,82.57606574
610,1620610,Montemor-o-Velho,59.574930338
613,1620613,Penacova,75.469631612
615,1620615,Soure,108.7010088
1004,1631004,Batalha,153.83449486
1009,1631009,Leiria,399.83699073
1010,1631010,Marinha Grande,80.538330967
1015,1631015,Pombal,112.7365771
1016,1631016,Porto de Mós,184.31734444
1002,1641002,Alvaiázere,53.47541395
1003,1641003,Ansião,58.700053648
601,1640601,Arganil,48.967888551
1007,1641007,Castanheira de Pêra,50.312076558
1008,1641008,Figueiró dos Vinhos,61.314619766
606,1640606,Góis,127.18039386
607,1640607,Lousã,116.75244597
609,1640609,Miranda do Corvo,50.382369865
611,1640611,Oliveira do Hospital,227.62201405
612,1640612,Pampilhosa da Serra,52.612359893
1013,1641013,Pedrógão Grande,58.93246172
614,1640614,Penela,42.092686535
616,1640616,Tábua,46.226306777
617,1640617,Vila Nova de Poiares,67.613307383
901,1650901,Aguiar da Beira,78.07305252
1802,1651802,Carregal do Sal,56.935657283
1803,1651803,Castro Daire,49.256101698
1806,1651806,Mangualde,51.934830229
1808,1651808,Mortágua,276.74222884
1809,1651809,Nelas,41.393478088
1810,1651810,Oliveira de Frades,426.62462617
1811,1651811,Penalva do Castelo,46.192570055
1814,1651814,Santa Comba Dão,183.66289281
1816,1651816,São Pedro do Sul,111.02718117
1817,1651817,Sátão,83.57845171
1821,1651821,Tondela,134.13132629
1822,1651822,Vila Nova de Paiva,128.08994423
1823,1651823,Viseu,55.713789851
1824,1651824,Vouzela,200.13283495
1413,1661413,Mação,33.904418483
506,1660506,Oleiros,65.448402111
508,1660508,Proença-a-Nova,36.251168036
509,1660509,Sertã,51.837119804
510,1660510,Vila de Rei,52.711302065
905,1670905,Fornos de Algodres,45.653021189
906,1670906,Gouveia,17.990481762
912,1670912,Seia,25.911309413
902,1680902,Almeida,6.94520992
903,1680903,Celorico da Beira,16.561489971
904,1680904,Figueira de Castelo Rodrigo,18.239413442
907,1680907,Guarda,9.500006233
908,1680908,Manteigas,17.449271916
909,1680909,Mêda,30.356537092
910,1680910,Pinhel,13.014094544
911,1680911,Sabugal,7.632380274
913,1680913,Trancoso,29.379345311
502,1690502,Castelo Branco,14.852849021
505,1690505,Idanha-a-Nova,14.004523876
507,1690507,Penamacor,21.519901334
511,1690511,Vila Velha de Ródão,26.429424665
501,16A0501,Belmonte,25.022409427
503,16A0503,Covilhã,23.679503128
504,16A0504,Fundão,27.821157455
1001,16B1001,Alcobaça,119.06140915
1101,16B1101,Alenquer,53.892495062
1102,16B1102,Arruda dos Vinhos,45.472144522
1005,16B1005,Bombarral,92.177268485
1104,16B1104,Cadaval,60.833440304
1006,16B1006,Caldas da Rainha,102.50390279
1108,16B1108,Lourinhã,213.38619818
1011,16B1011,Nazaré,83.847708768
1012,16B1012,Óbidos,114.69734109
1014,16B1014,Peniche,104.612278467
1112,16B1112,Sobral de Monte Agraço,46.768390489
1113,16B1113,Torres Vedras,79.296715721
1401,16C1401,Abrantes,33.229817056
1402,16C1402,Alcanena,39.106154451
1408,16C1408,Constância,91.60741848
1410,16C1410,Entroncamento,73.316367078
1411,16C1411,Ferreira do Zêzere,389.63350193
1421,16C1421,Ourém,177.19366647
1417,16C1417,Sardoal,43.026485398
1418,16C1418,Tomar,63.922745249
1419,16C1419,Torres Novas,47.874251038
1420,16C1420,Vila Nova da Barquinha,105.014336765
1115,1711115,Amadora,7.227743759
1105,1711105,Cascais,61.59203317
1106,1711106,Lisboa,177.707326193
1107,1711107,Loures,71.034883849
1109,1711109,Mafra,62.381032996
1116,1711116,Odivelas,-0.266472007
1110,1711110,Oeiras,105.898073734
1111,1711111,Sintra,47.647243297
1114,1711114,Vila Franca de Xira,81.707576221
1502,1721502,Alcochete,29.544374638
1503,1721503,Almada,244.574312612
1504,1721504,Barreiro,18.752602128
1506,1721506,Moita,-33.460929456
1507,1721507,Montijo,46.15354471
1508,1721508,Palmela,25.300328583
1510,1721510,Seixal,9.259602551
1511,1721511,Sesimbra,53.81135539
1512,1721512,Setúbal,27.474678614
1501,1811501,Alcácer do Sal,16.320262461
1505,1811505,Grândola,14.000419841
211,1810211,Odemira,19.376769958
1509,1811509,Santiago do Cacém,21.878253622
1513,1811513,Sines,20.038543963
1201,1821201,Alter do Chão,14.976834989
1202,1821202,Arronches,18.916883764
1203,1821203,Avis,22.126271429
1204,1821204,Campo Maior,35.65586764
1205,1821205,Castelo de Vide,26.53842394
1206,1821206,Crato,11.674782739
1207,1821207,Elvas,27.369497186
1208,1821208,Fronteira,26.141663052
1209,1821209,Gavião,9.69340354
1210,1821210,Marvão,18.51837207
1211,1821211,Monforte,17.117818162
707,1820707,Mora,16.370768973
1212,1821212,Nisa,13.367520459
1213,1821213,Ponte de Sor,14.130662476
1214,1821214,Portalegre,12.807995112
701,1830701,Alandroal,16.702556388
702,1830702,Arraiolos,19.218004586
703,1830703,Borba,27.75592247
704,1830704,Estremoz,21.756915445
705,1830705,Évora,20.065493919
706,1830706,Montemor-o-Novo,18.019262996
708,1830708,Mourão,8.93426097
709,1830709,Portel,17.616798496
710,1830710,Redondo,18.172274839
711,1830711,Reguengos de Monsaraz,22.190218145
1215,1831215,Sousel,31.822256807
712,1830712,Vendas Novas,26.527056031
713,1830713,Viana do Alentejo,15.32675167
714,1830714,Vila Viçosa,16.979351104
201,1840201,Aljustrel,39.168559378
202,1840202,Almodôvar,10.180043776
203,1840203,Alvito,13.880802923
204,1840204,Barrancos,9.626384282
205,1840205,Beja,40.477562144
206,1840206,Castro Verde,19.448072458
207,1840207,Cuba,32.092800068
208,1840208,Ferreira do Alentejo,40.815771585
209,1840209,Mértola,11.40177671
210,1840210,Moura,26.200062162
212,1840212,Ourique,16.888672599
213,1840213,Serpa,31.248734804
214,1840214,Vidigueira,34.60528876
1403,1851403,Almeirim,67.200767072
1404,1851404,Alpiarça,80.681764513
1103,1851103,Azambuja,51.072330489
1405,1851405,Benavente,42.34120972
1406,1851406,Cartaxo,148.12632558
1407,1851407,Chamusca,26.827625335
1409,1851409,Coruche,25.132820649
1412,1851412,Golegã,136.668036106
1414,1851414,Rio Maior,93.21774149
1415,1851415,Salvaterra de Magos,72.159291115
1416,1851416,Santarém,62.635220845
801,1500801,Albufeira,84.334716043
802,1500802,Alcoutim,24.610442313
803,1500803,Aljezur,22.559348119
804,1500804,Castro Marim,42.995320555
805,1500805,Faro,99.383790741
806,1500806,Lagoa,22.699164017
807,1500807,Lagos,37.95968187
808,1500808,Loulé,70.40903333
809,1500809,Monchique,37.852729412
810,1500810,Olhão,105.384284632
811,1500811,Portimão,48.160253042
812,1500812,São Brás de Alportel,31.511106548
813,1500813,Silves,79.508544437
814,1500814,Tavira,64.416804763
815,1500815,Vila do Bispo,12.131344012
816,1500816,Vila Real de Santo António,33.971140803
