Muni_ID,ID,Muni,forage_maize,forage_mixture,forage_oat,forage_roots,forage_sorghum,sum
1801,1171801,Armamar,0,0,0,0,0,0
403,1170403,Carrazeda de Ansiães,0,0,0,0,0,0
404,1170404,Freixo de Espada à Cinta,0,0,0,0,0,0
1805,1171805,Lamego,0,0,0,0,0,0
1704,1171704,Mesão Frio,0,0,0,0,0,0
1807,1171807,Moimenta da Beira,0,0,0,0,0,0
1812,1171812,Penedono,0,0,0,0,0,0
1708,1171708,Peso da Régua,0,0,0,0,0,0
1710,1171710,Sabrosa,0,0,0,0,0,0
1711,1171711,Santa Marta de Penaguião,0,0,0,0,0,0
1815,1171815,São João da Pesqueira,0,0,0,0,0,0
1818,1171818,Sernancelhe,0,0,0,0,0,0
1819,1171819,Tabuaço,10.9168434,0,4.1764392,4.452489,0,19.5457716
1820,1171820,Tarouca,0,0,0,0,0,0
409,1170409,Torre de Moncorvo,0,0,0,0,0,0
410,1170410,Vila Flor,0,0,0,0,0,0
914,1170914,Vila Nova de Foz Côa,0,0,0,0,0,0
1714,1171714,Vila Real,0,0,0,0,0,0
401,1180401,Alfândega da Fé,60.85569798,4.67511345,0,0,7.75532772,73.28613915
1702,1181702,Boticas,88.101,0,0,3.3885,0,91.4895
402,1180402,Bragança,5823.33396372,0,47.5069959,2012.931648,1545.89532552,9429.66793314
1703,1181703,Chaves,0,0,0,0,0,0
405,1180405,Macedo de Cavaleiros,0,0,0,0,0,0
406,1180406,Miranda do Douro,0,0,0,0,0,0
407,1180407,Mirandela,93.7286208,0,7.3087686,28.171989,29.5441056,158.753484
408,1180408,Mogadouro,395.3776347,0,0,0,17.35716204,412.73479674
1706,1181706,Montalegre,0,0,0,0,0,0
1707,1181707,Murça,16.5528225,0,0,66.21129,0,82.7641125
1712,1181712,Valpaços,267.1249428,0,6.2646588,224.704989,33.2371188,531.3317094
1713,1181713,Vila Pouca de Aguiar,0,0,0,0,0,0
411,1180411,Vimioso,0,0,0,0,0,0
412,1180412,Vinhais,0,0,0,0,0,0
101,1610101,Águeda,12026.564608032,156.38279904,118.182313872,837.30539808,0,13138.435119024
102,1610102,Albergaria-a-Velha,8142.8948622,0,5.1805647,64.081053,0,8212.1564799
103,1610103,Anadia,407.99274912,163.6564176,2.61754848,38.439144,9.5745456,622.2804048
105,1610105,Aveiro,7248.7872362232,462.117232512,12.4726185072,289.546620192,205.302194028,8218.2259014624
108,1610108,Estarreja,275192.44435044,0,0,0,4399.5037032,279591.94805364
110,1610110,Ílhavo,2637.343114335,32.072111838,0,53.587392588,0,2723.002618761
111,1610111,Mealhada,1658.313954504,0,144.1025876952,176.507290296,138.71122938,2117.6350618752
112,1610112,Murtosa,38104.216183735,0,0,0,0,38104.216183735
114,1610114,Oliveira do Bairro,12928.9987478909,0,0,1018.2872107584,70.8324883488,14018.1184469981
115,1610115,Ovar,49136.8032190512,130.581657648,0,0,154.700720532,49422.0855972312
117,1610117,Sever do Vouga,4401.5987395584,359.669956032,0,69.992856,0,4831.2615515904
118,1610118,Vagos,14434.5866467738,709.58189952,0,141.916379904,22.4172027648,15308.5021289626
602,1620602,Cantanhede,28929.4842389184,648.483503616,105.0160450176,662.839466688,384.130769472,30729.954023712
603,1620603,Coimbra,4079.6019349632,203.994693864,278.9630479656,0,53.705222028,4616.2648988208
604,1620604,Condeixa-a-Nova,1771.2434861568,98.133237072,0,65.831778,155.011893264,2090.2203944928
605,1620605,Figueira da Foz,30136.5930260736,384.047059968,262.5924635136,64.007843328,252.76800384,31100.0083967232
608,1620608,Mira,11846.78334,1219.351725,6.23484,81.290115,66.674385,13220.334405
610,1620610,Montemor-o-Velho,3967.987716,133.3157886,4.987872,13.2802092,176.0203764,4295.5919622
613,1620613,Penacova,248.00666436,0,0,152.93100186,0,400.93766622
615,1620615,Soure,10002.36785112,770.6302902,47.28502656,0,126.41463396,10946.69780184
1004,1631004,Batalha,161.77904049996,0,11.65670674272,0,0,173.43574724268
1009,1631009,Leiria,1789.9787394,4.518,9.975744,53.6684184,0,1858.1409018
1010,1631010,Marinha Grande,37.80919907928,0,0,0,0,37.80919907928
1015,1631015,Pombal,6468.33195684,94.94685432,99.54446148,241.36448148,0,6904.18775412
1016,1631016,Porto de Mós,0,0,0,0,0,0
1002,1641002,Alvaiázere,63.34976952,0,6.28471872,0,9.60111144,79.23559968
1003,1641003,Ansião,63.6116328,0,0,0,0,63.6116328
601,1640601,Arganil,1173.39309288,138.51835596,106.2416736,282.86845596,454.45260816,2155.47418656
1007,1641007,Castanheira de Pêra,0,0,0,0,0,0
1008,1641008,Figueiró dos Vinhos,0,0,5.57394696,74.203168905,0,79.777115865
606,1640606,Góis,103.05682245,0,8.4277579248,0,9.01250996922,120.49709034402
607,1640607,Lousã,0,0,0,0,0,0
609,1640609,Miranda do Corvo,461.65267368,0,44.04290976,149.602275,0,655.29785844
611,1640611,Oliveira do Hospital,4248.0549216,382.38870096,50.27774976,56.9268,492.85705392,5230.50522624
612,1640612,Pampilhosa da Serra,45.88385922,0,0,0,0,45.88385922
1013,1641013,Pedrógão Grande,0,0,2.773880316,0,0,2.773880316
614,1640614,Penela,971.5019256,0,0,0,38.6711433,1010.1730689
616,1640616,Tábua,1341.5117908896,45.9256633704,63.4038337152,157.5970693704,163.2295623816,1771.6679197272
617,1640617,Vila Nova de Poiares,0,0,0,10.01335635,0,10.01335635
901,1650901,Aguiar da Beira,6456.23792360064,0,7.91036596224,286.87973948928,0,6751.02802905216
1802,1651802,Carregal do Sal,135.1747197,0,25.4381472,14.401125,102.01180905,277.02580095
1803,1651803,Castro Daire,323.2168164,0,4.987872,40.5251046,0,368.729793
1806,1651806,Mangualde,991.6359408,9.7548138,9.4769568,16.5318138,181.3543272,1208.7538524
1808,1651808,Mortágua,0,0,0,0,0,0
1809,1651809,Nelas,697.109328,321.9088554,2.9927232,10.1655,96.0111144,1128.187521
1810,1651810,Oliveira de Frades,334.0672452,53.1208368,2.493936,10.1655,10.6679016,410.5154196
1811,1651811,Penalva do Castelo,176.45049,9.7548138,1.9951488,3.3885,32.0037048,223.5926574
1814,1651814,Santa Comba Dão,476.92453619376,30.30625551384,11.6222405472,47.3732631,87.00047131356,653.22676666836
1816,1651816,São Pedro do Sul,2061.21045384,55.05646095,59.4803736,205.80352938,70.6748481,2452.22566587
1817,1651817,Sátão,166.1422212,6.5032092,0.4987872,50.2799184,18.6688278,242.0929638
1821,1651821,Tondela,6446.2715568,273.1347864,137.6652672,889.6357656,704.0815056,8450.7888816
1822,1651822,Vila Nova de Paiva,1643.44509,19.76625,39.279492,29.649375,0,1732.140207
1823,1651823,Viseu,363.0922326,84.662802,17.7498666,18.006489,11.0790396,494.5904298
1824,1651824,Vouzela,1530.9893592,0,6.7336272,165.8826621,0,1703.6056485
1413,1661413,Mação,0,0,0,0,0,0
506,1660506,Oleiros,604.3651794,0,0,0,38.6711433,643.0363227
508,1660508,Proença-a-Nova,0,0,0,0,0,0
509,1660509,Sertã,65.59078788,5.52772782,0,0,13.60157454,84.72009024
510,1660510,Vila de Rei,28.971675,0,0,9.657225,0,38.6289
905,1670905,Fornos de Algodres,1113.9129,91.3187196,1.9951488,9.8917092,58.6734588,1275.7919364
906,1670906,Gouveia,8744.767461,3351.099996,71.077176,254.9249874,2102.9101029,14524.7797233
912,1670912,Seia,11127.0691026,5058.8613009,96.016536,73.0411506,865.4335173,17220.4216074
902,1680902,Almeida,1816.05600288,0,0,223.10751456,1120.129668,3159.29318544
903,1680903,Celorico da Beira,0,0,0,0,0,0
904,1680904,Figueira de Castelo Rodrigo,599.9515452,0,0,27.44685,302.43501036,929.83340556
907,1680907,Guarda,3625.17041502,863.78876199,42.24727584,426.29254668,256.69638225,5214.19538178
908,1680908,Manteigas,642.1038075,0,0,0,24.0027786,666.1065861
909,1680909,Mêda,230.70281472,0,2.09490624,37.9512,100.81167012,371.56059108
910,1680910,Pinhel,585.78472368,4.22708598,18.15585408,21.49135794,79.74256446,709.40158614
911,1680911,Sabugal,682.08246,0,9.975744,70.8847092,136.0157454,898.9586586
913,1680913,Trancoso,0,0,0,0,0,0
502,1690502,Castelo Branco,0,0,0,0,0,0
505,1690505,Idanha-a-Nova,0,0,0,0,0,0
507,1690507,Penamacor,1007.15942736,10.2407247,2.40145254,5.12036235,754.53929766,1779.46126461
511,1690511,Vila Velha de Ródão,710.8557948,25.8244362,21.9263058,0,230.1970698,988.8036066
501,16A0501,Belmonte,1416.9249945,20.0362005,4.6984941,13.357467,576.1100592,2031.1272153
503,16A0503,Covilhã,0,0,0,0,0,0
504,16A0504,Fundão,4701.5130276,84.662802,103.3668702,20.134467,824.7708396,5734.4480064
1001,16B1001,Alcobaça,1618.2960948,106.859736,18.7939764,0,0,1743.9498072
1101,16B1101,Alenquer,9.82665,0,3.02791842,0,74.96816796,87.82273638
1102,16B1102,Arruda dos Vinhos,0,0,0,0,0,0
1005,16B1005,Bombarral,0,0,0,0,0,0
1104,16B1104,Cadaval,0,0,0,0,0,0
1006,16B1006,Caldas da Rainha,0,1182.1358295,30.8012391,0,54.4719447,1267.4090133
1108,16B1108,Lourinhã,0,0,0,0,0,0
1011,16B1011,Nazaré,344.11345759809,0,2.71499871294,11.5778071467,0,358.40626345773
1012,16B1012,Óbidos,7.5283434,22.262445,3.1323294,0,0,32.9231178
1014,16B1014,Peniche,8.341784451,0,6.311643741,0,14.882843196,29.536271388
1112,16B1112,Sobral de Monte Agraço,20.74274793,0,1.51395921,0,5.35486914,27.61157628
1113,16B1113,Torres Vedras,229.42835469,34.06154085,23.96231991,0,0,287.45221545
1401,16C1401,Abrantes,54.584217,40.072401,57.4269426,8.3113128,257.033538,417.4284114
1402,16C1402,Alcanena,14.1359184,0,30.2733108,0,37.3376556,81.7468848
1408,16C1408,Constância,0,0,0,0,0,0
1410,16C1410,Entroncamento,0,0,356.632848,0,0,356.632848
1411,16C1411,Ferreira do Zêzere,47.439,0,6.9830208,0,37.3376556,91.7596764
1421,16C1421,Ourém,0,0,0,0,0,0
1417,16C1417,Sardoal,0,0,0,0,0,0
1418,16C1418,Tomar,558.55021968,0,55.35290952,15.5871,82.5804558,712.070685
1419,16C1419,Torres Novas,0,0,0,0,0,0
1420,16C1420,Vila Nova da Barquinha,0,0,0,0,0,0
1115,1711115,Amadora,0,0,0,0,0,0
1105,1711105,Cascais,0,0,0,0,0,0
1106,1711106,Lisboa,0,0,0,0,0,0
1107,1711107,Loures,9.657225,0,49.73342112,0,0,59.39064612
1109,1711109,Mafra,1302.729156,0,45.2617758,0,827.799255,2175.7901868
1116,1711116,Odivelas,0,0,0,0,0,0
1110,1711110,Oeiras,0,9.5971356,0,0,0,9.5971356
1111,1711111,Sintra,22.1526576,15.153372,4.9079034,0,0,42.213933
1114,1711114,Vila Franca de Xira,5477.9887062,11.365029,200.0733048,0,418.8694275,6108.2964675
1502,1721502,Alcochete,186.436634436,0,8.081680932,0,0,194.518315368
1503,1721503,Almada,4.47557525712,22.961146923,7.93248066864,4.5922293846,0,39.96143223336
1504,1721504,Barreiro,15.82487402688,81.186716052,38.56586865912,0,0,135.577458738
1506,1721506,Moita,2490.7857467904,140.865746112,82.5574790592,0,47.681237088,2761.8902090496
1507,1721507,Montijo,352.63805499,29.5490754,1.41783876,0,133.972254,517.57722315
1508,1721508,Palmela,2643.31097442,490.52705355,73.9113174,0,107.713638,3315.46298337
1510,1721510,Seixal,86.099995872,0,57.226153644,0,907.06851378,1050.394663296
1511,1721511,Sesimbra,132.9159456,0,73.618551,0,53.856819,260.3913156
1512,1721512,Setúbal,481.94731137024,432.6954454368,40.04063909856,0,439.3854721296,1394.0688680352
1501,1811501,Alcácer do Sal,6608.66971826736,0,0,0,5783.73932712384,12392.4090453912
1505,1811505,Grândola,1838.48879907,330.5960658,0,0,1988.46071424,4157.54557911
211,1810211,Odemira,0,0,0,0,0,0
1509,1811509,Santiago do Cacém,2049.04275696,216.99628704,62.472157056,0,9437.248748592,11765.759949648
1513,1811513,Sines,1137.1697568,3111.571449,0,0,837.77274,5086.5139458
1201,1821201,Alter do Chão,701.00779725,39.146211,0,0,1782.92083275,2523.074841
1202,1821202,Arronches,0,0,100.6120197,0,73.6043193,174.216339
1203,1821203,Avis,30110.47855596,5664.63040362,0,0,158.45872968,35933.56768926
1204,1821204,Campo Maior,0,678.51357885,82.4503374,0,113.094745425,874.058661675
1205,1821205,Castelo de Vide,42.742322136,21.928192065,0,0,242.465393835,307.135908036
1206,1821206,Crato,0,0,0,0,0,0
1207,1821207,Elvas,4577.455904112,0,426.11307166008,0,228.99982546224,5232.56880123432
1208,1821208,Fronteira,8966.2819301154,0,246.527308512,0,629.143391376,9841.9526300034
1209,1821209,Gavião,233.833608,0,124.3335528,0,568.488645,926.6558058
1210,1821210,Marvão,594.4296456,1097.8618014,105.35632632,0,578.0631906,2375.71096392
1211,1821211,Monforte,2594.1285893628,0,348.9517128429,0,0,2943.0803022057
707,1820707,Mora,649.2373807104,2875.887286272,176.4530417664,0,2990.252685312,6691.8303940608
1212,1821212,Nisa,3355.05701307226,166.57283557512,599.4436867596,0,1008.62484129252,5129.6983766995
1213,1821213,Ponte de Sor,428.4934452,766.194066,217.0347804,0,1036.4079654,2448.130257
1214,1821214,Portalegre,358.146378,0,7.41638736,0,135.639396,501.20216136
701,1830701,Alandroal,0,0,0,0,0,0
702,1830702,Arraiolos,15133.9125222,545.521392,0,0,13463.716806,29143.1507202
703,1830703,Borba,0,78.292422,0,0,154.5890175,232.8814395
704,1830704,Estremoz,5310.330696,0,119.970972,0,3434.5095048,8864.8111728
705,1830705,Évora,16319.83527153,10561.31847855,3053.79311895,0,17004.61913409,46939.56600312
706,1830706,Montemor-o-Novo,0,0,0,0,0,0
708,1830708,Mourão,0,35.357868,9.5431455,0,27.925758,72.8267715
709,1830709,Portel,3142.5382728,5109.830892,611.841114,0,742.000176,9606.2104548
710,1830710,Redondo,0,0,0,0,0,0
711,1830711,Reguengos de Monsaraz,0,10935.63638244,51.107634072,0,8350.08550794,19336.829524452
1215,1831215,Sousel,3367.43191089,484.4027916,209.1795597,0,628.51355055,4689.52781274
712,1830712,Vendas Novas,0,0,0,0,0,0
713,1830713,Viana do Alentejo,10354.8706080941,3032.3486226096,581.16810766752,0,5019.4172326176,18987.8045709888
714,1830714,Vila Viçosa,0,0,25.0848396,0,27.5268186,52.6116582
201,1840201,Aljustrel,6375.240746775,329.8383972,0,0,586.14171345,7291.220857425
202,1840202,Almodôvar,4.1854752,0,0,0,0,4.1854752
203,1840203,Alvito,0,235.72665,0,0,99.73485,335.4615
204,1840204,Barrancos,0,0,0,0,0,0
205,1840205,Beja,0,2664.26206992,57.64346775,0,576.43020468,3298.33574235
206,1840206,Castro Verde,0,5692.7985975,0,0,0,5692.7985975
207,1840207,Cuba,0,11692.04184,0,0,2473.42428,14165.46612
208,1840208,Ferreira do Alentejo,19729.7080596202,5008.3383357864,170.5681841184,0,8863.53258639024,33772.1471659152
209,1840209,Mértola,0,0,0,0,0,0
210,1840210,Moura,0,293.47967925,63.36648612,0,604.82219769,961.66836306
212,1840212,Ourique,4820.3297854623,0,0,0,525.645291348,5345.9750768103
213,1840213,Serpa,2074.58063901,51423.85374885,44.77098546,0,1866.86107101,55410.06644433
214,1840214,Vidigueira,480.27496608,135.95637888,0,0,179.22074688,795.45209184
1403,1851403,Almeirim,597.8963413368,48.450381408,24.7582315728,0,0,671.1049543176
1404,1851404,Alpiarça,0,33.8425308,0,0,26.7289398,60.5714706
1103,1851103,Azambuja,0,0,0,0,0,0
1405,1851405,Benavente,7718.12838297,860.78485674,4.74380964,0,696.59468262,9280.25173197
1406,1851406,Cartaxo,76.83254325,0,0,0,0,76.83254325
1407,1851407,Chamusca,7617.33369754812,58.90671925452,170.56511359524,0,1289.9196453681,9136.72517576598
1409,1851409,Coruche,270398.425815,1707.092415,2618.6328,1138.06161,101957.63823,377819.85087
1412,1851412,Golegã,0,0,35.9126784,0,0,35.9126784
1414,1851414,Rio Maior,510.41430751752,0,6.17458650624,0,90.79131014712,607.38020417088
1415,1851415,Salvaterra de Magos,12407.860206,0,331.693488,0,0,12739.553694
1416,1851416,Santarém,4292.42409166657,299.147623232516,290.62667523159,0,1210.38334453156,6092.58173466224
801,1500801,Albufeira,0,0,0,0,0,0
802,1500802,Alcoutim,0,0,0,0,0,0
803,1500803,Aljezur,0,0,0,0,0,0
804,1500804,Castro Marim,1288.87245,0,62.3484,0,1000.115775,2351.336625
805,1500805,Faro,0,0,0,0,0,0
806,1500806,Lagoa,16.07960718,0,0,0,0,16.07960718
807,1500807,Lagos,107.19641736,0,35.33690448,0,32.3140914,174.84741324
808,1500808,Loulé,21.6864,0,0,0,0,21.6864
809,1500809,Monchique,0,0,0,0,0,0
810,1500810,Olhão,0,0,0,0,0,0
811,1500811,Portimão,15.6846888,172.9802142,0,0,0,188.664903
812,1500812,São Brás de Alportel,0,0,0,0,0,0
813,1500813,Silves,0,0,0,0,0,0
814,1500814,Tavira,104.07827448,0,3.79078272,0,20.26901304,128.13807024
815,1500815,Vila do Bispo,0,0,0,0,0,0
816,1500816,Vila Real de Santo António,0,0,0,0,48.0055572,48.0055572
