Muni_ID,ID,Muni,grazing,fertiliser,sludge,manure,SUM
305,1150305,Celorico de Basto,80.847,213.942,0.142,67.819,362.75
1804,1151804,Cinfães,134.874,207.814,0,37.058,379.746
1303,1151303,Felgueiras,28.567,119.455,0.23,65.718,213.97
1305,1151305,Lousada,16.297,54.652,0.076,43.973,114.998
1307,1151307,Marco de Canaveses,55.085,214.866,1.064,37.761,308.776
1705,1151705,Mondim de Basto,55.231,146.96,0,16.366,218.557
1309,1151309,Paços de Ferreira,4.916,16.961,0.298,15.635,37.81
1310,1151310,Paredes,16.092,55.212,0,39.834,111.138
1311,1151311,Penafiel,28.169,118.569,0.96,54.765,202.463
1813,1151813,Resende,44.221,56.968,0.141,36.373,137.703
1709,1151709,Ribeira de Pena,78.883,171.668,0.003,33.269,283.823
104,1160104,Arouca,88.31,82.569,0,126.967,297.846
113,1160113,Oliveira de Azeméis,24.339,1.504,0.137,134.3,160.28
109,1160109,Santa Maria da Feira,10.468,8.642,0.001,41.929,61.04
116,1160116,São João da Madeira,0,0,0,0,0
119,1160119,Vale de Cambra,24.729,50.072,0,71.007,145.808
1701,1171701,Alijó,17.459,72.255,0.075,28.88,118.669
1801,1171801,Armamar,2.847,58.008,0.081,6.854,67.79
403,1170403,Carrazeda de Ansiães,19.955,90.575,0.006,17.822,128.358
404,1170404,Freixo de Espada à Cinta,16.645,93.749,0,9.132,119.526
1805,1171805,Lamego,18.02,61.651,0.328,19.993,99.992
1704,1171704,Mesão Frio,0.426,1.582,0,0.959,2.967
1807,1171807,Moimenta da Beira,12.27,4.233,0.115,46.293,62.911
1812,1171812,Penedono,7.86,57.753,0,9.37,74.983
1708,1171708,Peso da Régua,3.995,50.735,0.813,6.761,62.304
1710,1171710,Sabrosa,12.673,37.029,0.042,25.379,75.123
1711,1171711,Santa Marta de Penaguião,3.508,52.944,0,6.903,63.355
1815,1171815,São João da Pesqueira,19.146,205.363,0.175,15.473,240.157
1818,1171818,Sernancelhe,5.766,28.896,0,13.414,48.076
1819,1171819,Tabuaço,6.831,78.543,0.069,9.746,95.189
1820,1171820,Tarouca,10.879,1.908,0.157,46.708,59.652
409,1170409,Torre de Moncorvo,51.171,182.049,0.51,23.55,257.28
410,1170410,Vila Flor,18.606,144.233,0,12.91,175.749
914,1170914,Vila Nova de Foz Côa,23.044,148.09,0,11.105,182.239
1714,1171714,Vila Real,85.228,72.648,1.196,74.431,233.503
401,1180401,Alfândega da Fé,35.294,185.419,0,28.479,249.192
1702,1181702,Boticas,69.668,58.08,0,39.03,166.778
402,1180402,Bragança,165.618,567.585,0.357,95.778,829.338
1703,1181703,Chaves,57.877,174.452,0.35,119.321,352
405,1180405,Macedo de Cavaleiros,71.448,320.483,0.219,44.447,436.597
406,1180406,Miranda do Douro,35.759,73.124,0,27.382,136.265
407,1180407,Mirandela,54.786,301.959,0.565,55.202,412.512
408,1180408,Mogadouro,95.061,412.952,0,159.222,667.235
1706,1181706,Montalegre,216.396,96.642,0.018,93.941,406.997
1707,1181707,Murça,22.093,22.84,0.064,17.675,62.672
1712,1181712,Valpaços,58.044,351.313,0.067,65.784,475.208
1713,1181713,Vila Pouca de Aguiar,46.396,49.883,0,70.201,166.48
411,1180411,Vimioso,51.38,133.113,0.001,21.767,206.261
412,1180412,Vinhais,136.807,482.43,0.002,75.608,694.847
101,1610101,Águeda,15.992,10.922,0,44.683,71.597
102,1610102,Albergaria-a-Velha,6.136,0.232,0,26.259,32.627
103,1610103,Anadia,2.502,8.825,0,13.39,24.717
105,1610105,Aveiro,1.364,3.05,0.101,2.311,6.826
108,1610108,Estarreja,4.831,0.105,0,18.744,23.68
110,1610110,Ílhavo,0,0,0,0,0
111,1610111,Mealhada,2.104,1.077,0,25.315,28.496
112,1610112,Murtosa,0,0,0,0,0
114,1610114,Oliveira do Bairro,2.214,6.516,0.004,6.072,14.806
115,1610115,Ovar,0.971,0.081,0.001,5.429,6.482
117,1610117,Sever do Vouga,10.035,0.404,0,113.31,123.749
118,1610118,Vagos,0,0,0,0,0
602,1620602,Cantanhede,6.89,6.408,0,30.308,43.606
603,1620603,Coimbra,8.474,141.672,1.519,25.958,177.623
604,1620604,Condeixa-a-Nova,6.022,33.773,0.085,9.461,49.341
605,1620605,Figueira da Foz,5.402,24.987,0.167,22.548,53.104
608,1620608,Mira,0.035,0.036,0,0.154,0.225
610,1620610,Montemor-o-Velho,12.121,55.693,0.001,37.875,105.69
613,1620613,Penacova,12.221,43.811,0.068,17.823,73.923
615,1620615,Soure,11.664,98.884,0.026,16.837,127.411
1004,1631004,Batalha,8.508,2.111,0,78.286,88.905
1009,1631009,Leiria,45.722,16.253,1.485,318.844,382.304
1010,1631010,Marinha Grande,0.06,0.01,0,0.398,0.468
1015,1631015,Pombal,47.597,5.818,0.416,154.522,208.353
1016,1631016,Porto de Mós,24.625,0.565,0,77.677,102.867
1002,1641002,Alvaiázere,9.3,14.092,0,16.344,39.736
1003,1641003,Ansião,12.697,19.786,0.026,27.02,59.529
601,1640601,Arganil,13.081,43.014,0,16.176,72.271
1007,1641007,Castanheira de Pêra,0.68,1.44,0,0.804,2.924
1008,1641008,Figueiró dos Vinhos,4.399,7.71,0,11.116,23.225
606,1640606,Góis,4.084,3.958,0,9.688,17.73
607,1640607,Lousã,1.581,5.207,0.007,4.908,11.703
609,1640609,Miranda do Corvo,3.964,15.544,0,8.425,27.933
611,1640611,Oliveira do Hospital,22.258,68.944,0.088,34.755,126.045
612,1640612,Pampilhosa da Serra,3.885,14.46,0,4.524,22.869
1013,1641013,Pedrógão Grande,2.422,14.18,0,3.621,20.223
614,1640614,Penela,5.954,25.837,0,7.073,38.864
616,1640616,Tábua,11.818,36.631,0,15.067,63.516
617,1640617,Vila Nova de Poiares,0.776,7.967,0,2.726,11.469
901,1650901,Aguiar da Beira,9.137,26.089,0,22.658,57.884
1802,1651802,Carregal do Sal,4.438,5.479,0,14.817,24.734
1803,1651803,Castro Daire,63.378,32.851,0,94.309,190.538
1806,1651806,Mangualde,15.811,48.93,0,26.303,91.044
1808,1651808,Mortágua,15.077,0.333,0,82.527,97.937
1809,1651809,Nelas,4.574,13.933,0,7.957,26.464
1810,1651810,Oliveira de Frades,24.283,0.282,0,216.771,241.336
1811,1651811,Penalva do Castelo,13.35,67.968,0,14.575,95.893
1814,1651814,Santa Comba Dão,7,0.552,0.002,59.682,67.236
1816,1651816,São Pedro do Sul,57.751,24.522,0.294,111.922,194.489
1817,1651817,Sátão,8.3,0.473,0,48.862,57.635
1821,1651821,Tondela,28.387,1.685,0.026,141.121,171.219
1822,1651822,Vila Nova de Paiva,6.993,0.085,0,32.142,39.22
1823,1651823,Viseu,30.382,37.175,0.007,88.276,155.84
1824,1651824,Vouzela,31.126,0.853,0,122.35,154.329
1413,1661413,Mação,13.124,30.651,0,23.261,67.036
506,1660506,Oleiros,14.804,31.813,0,17.693,64.31
508,1660508,Proença-a-Nova,23.162,72.863,0,25.333,121.358
509,1660509,Sertã,19.033,31.715,0,46.536,97.284
510,1660510,Vila de Rei,2.139,2.463,0,5.806,10.408
905,1670905,Fornos de Algodres,15.827,50.133,0,11.001,76.961
906,1670906,Gouveia,22.209,25.585,0,15.699,63.493
912,1670912,Seia,27.511,67.327,0,25.432,120.27
902,1680902,Almeida,16.922,10.967,0.002,16.354,44.245
903,1680903,Celorico da Beira,33.372,70.787,0,14.642,118.801
904,1680904,Figueira de Castelo Rodrigo,37.048,108.719,0,17.57,163.337
907,1680907,Guarda,51.397,66.241,0.372,75.539,193.549
908,1680908,Manteigas,5.857,4.869,0,4.422,15.148
909,1680909,Mêda,17.355,109.73,0,0,127.085
910,1680910,Pinhel,18.414,51.134,0.006,24.374,93.928
911,1680911,Sabugal,53.596,21.399,0.005,49.33,124.33
913,1680913,Trancoso,29.064,77.527,0,40.021,146.612
502,1690502,Castelo Branco,92.997,170.582,0,44.52,308.099
505,1690505,Idanha-a-Nova,76.163,181.61,0,21.287,279.06
507,1690507,Penamacor,14.522,49.533,0,8.383,72.438
511,1690511,Vila Velha de Ródão,18.682,80.626,0,18.45,117.758
501,16A0501,Belmonte,8.913,31.308,0,8.394,48.615
503,16A0503,Covilhã,32.589,108.727,0,50.732,192.048
504,16A0504,Fundão,38.919,177.306,0.073,37.273,253.571
1001,16B1001,Alcobaça,40.685,21.085,0.203,218.349,280.322
1101,16B1101,Alenquer,34.451,346.526,0.655,173.854,555.486
1102,16B1102,Arruda dos Vinhos,13.048,95.973,0.127,24.395,133.543
1005,16B1005,Bombarral,3.549,10.975,0.128,32.816,47.468
1104,16B1104,Cadaval,14.601,23.23,0.184,73.586,111.601
1006,16B1006,Caldas da Rainha,32.484,20.575,1.682,248.917,303.658
1108,16B1108,Lourinhã,17.827,80.473,0.304,139.653,238.257
1011,16B1011,Nazaré,1.992,11.951,0.071,11.07,25.084
1012,16B1012,Óbidos,4.227,31.324,3.551,30.136,69.238
1014,16B1014,Peniche,1.561,16.74,0.016,10.115,28.432
1112,16B1112,Sobral de Monte Agraço,28.894,127.63,0.134,53.943,210.601
1113,16B1113,Torres Vedras,46.727,190.465,0.713,132.179,370.084
1401,16C1401,Abrantes,22.756,216.811,0.409,7.859,247.835
1402,16C1402,Alcanena,12.712,40.539,0.066,13.168,66.485
1408,16C1408,Constância,0.713,5.388,0.006,0.891,6.998
1410,16C1410,Entroncamento,0,0,0,0,0
1411,16C1411,Ferreira do Zêzere,7.628,0.426,0.07,55.983,64.107
1421,16C1421,Ourém,23.069,1.395,1.355,132.534,158.353
1417,16C1417,Sardoal,1.8,23.227,0.033,3.645,28.705
1418,16C1418,Tomar,22.399,49.251,0.889,64.568,137.107
1419,16C1419,Torres Novas,16.499,158.128,0.173,25.465,200.265
1420,16C1420,Vila Nova da Barquinha,0.592,4.115,0.011,2.932,7.65
1115,1711115,Amadora,1.497,0.121,0.008,0.304,1.93
1105,1711105,Cascais,1.795,0.419,0.015,7.746,9.975
1106,1711106,Lisboa,0,0,0,0,0
1107,1711107,Loures,26.42,137.236,9.523,29.567,202.746
1109,1711109,Mafra,76.473,357.276,2.145,136.586,572.48
1116,1711116,Odivelas,3.645,1.514,0.01,7.036,12.205
1110,1711110,Oeiras,1.192,28.113,0.231,0.658,30.194
1111,1711111,Sintra,18.134,130.302,0.162,32.04,180.638
1114,1711114,Vila Franca de Xira,10.987,109.779,0.389,10.192,131.347
1502,1721502,Alcochete,0,0,0,0,0
1503,1721503,Almada,3.2,14.549,3.587,2.348,23.684
1504,1721504,Barreiro,0.238,0.838,0.001,0.542,1.619
1506,1721506,Moita,0,0,0,0,0
1507,1721507,Montijo,0.108,0.275,0.001,0.238,0.622
1508,1721508,Palmela,0.481,1.248,0.003,0.99,2.722
1510,1721510,Seixal,0.816,0.199,0.026,3.203,4.244
1511,1721511,Sesimbra,6.283,19.149,2.823,3.891,32.146
1512,1721512,Setúbal,11.965,50.391,0.096,11.171,73.623
1501,1811501,Alcácer do Sal,127.414,272.693,0,20.165,420.272
1505,1811505,Grândola,49.103,64.553,0.006,27.965,141.627
211,1810211,Odemira,223.662,479.233,0,62.966,765.861
1509,1811509,Santiago do Cacém,66.94,114.166,0,43.312,224.418
1513,1811513,Sines,5.961,6.731,0.082,2.176,14.95
1201,1821201,Alter do Chão,32.1,52.458,0,5.758,90.316
1202,1821202,Arronches,68.996,84.427,0.006,12.001,165.43
1203,1821203,Avis,56.272,189.504,0,12.419,258.195
1204,1821204,Campo Maior,11.89,73.664,0,2.1,87.654
1205,1821205,Castelo de Vide,20.107,26.856,0.011,2.973,49.947
1206,1821206,Crato,32.327,40.871,0.004,5.439,78.641
1207,1821207,Elvas,58.521,152.225,0.06,13.387,224.193
1208,1821208,Fronteira,15.71,45.185,0,6.128,67.023
1209,1821209,Gavião,9.117,114.935,0.001,5.682,129.735
1210,1821210,Marvão,32.412,76.172,0.015,10.252,118.851
1211,1821211,Monforte,46.777,59.04,0,0,105.817
707,1820707,Mora,59.473,147.463,0,13.559,220.495
1212,1821212,Nisa,37.507,103.369,0.043,9.81,150.729
1213,1821213,Ponte de Sor,51.055,181.936,0.008,18.073,251.072
1214,1821214,Portalegre,73.22,118.695,0.553,27.776,220.244
701,1830701,Alandroal,67.342,146.596,0,19.934,233.872
702,1830702,Arraiolos,57.66,97.944,0,16.277,171.881
703,1830703,Borba,8.664,14.656,0,4.139,27.459
704,1830704,Estremoz,71.72,143.088,0,27.231,242.039
705,1830705,Évora,97.913,221.874,0,16.523,336.31
706,1830706,Montemor-o-Novo,221.059,256.742,0.005,75.546,553.352
708,1830708,Mourão,25.837,22.023,0,3.199,51.059
709,1830709,Portel,59.406,139.84,2.711,11.615,213.572
710,1830710,Redondo,23.701,51.69,0,11.22,86.611
711,1830711,Reguengos de Monsaraz,26.923,84.781,0,6.93,118.634
1215,1831215,Sousel,17.584,66.392,0.005,8.127,92.108
712,1830712,Vendas Novas,13.183,19.388,0,4.317,36.888
713,1830713,Viana do Alentejo,40.585,43.221,0,12.527,96.333
714,1830714,Vila Viçosa,49.195,115.692,0.001,4.931,169.819
201,1840201,Aljustrel,25.471,166.095,0,4.88,196.446
202,1840202,Almodôvar,63.155,150.928,0,16.897,230.98
203,1840203,Alvito,15.205,33.018,0,2.108,50.331
204,1840204,Barrancos,53.968,31.647,0,10.062,95.677
205,1840205,Beja,39.472,352.281,0.001,9.615,401.369
206,1840206,Castro Verde,36.268,75.41,0.174,5.414,117.266
207,1840207,Cuba,25.274,35.359,0,8.864,69.497
208,1840208,Ferreira do Alentejo,0.014,0.1,0,0.005,0.119
209,1840209,Mértola,129.099,292.344,0,28.312,449.755
210,1840210,Moura,95.25,311.056,0,17.71,424.016
212,1840212,Ourique,96.708,170.388,0,21.62,288.716
213,1840213,Serpa,114.39,508.535,0,23.371,646.296
214,1840214,Vidigueira,29.331,151.86,0.002,6.709,187.902
1403,1851403,Almeirim,0.013,0.257,0,0.015,0.285
1404,1851404,Alpiarça,0,0,0,0,0
1103,1851103,Azambuja,10.849,159.71,0.144,29.918,200.621
1405,1851405,Benavente,0,0,0,0,0
1406,1851406,Cartaxo,5.189,44.556,0.046,15.208,64.999
1407,1851407,Chamusca,13.69,74.168,0.169,10.434,98.461
1409,1851409,Coruche,36.381,88.289,0.372,20.683,145.725
1412,1851412,Golegã,0,0,0,0,0
1414,1851414,Rio Maior,25.78,19.485,0.146,167.585,212.996
1415,1851415,Salvaterra de Magos,0.214,2.522,0.002,0.179,2.917
1416,1851416,Santarém,58.022,486.172,0.936,180.509,725.639
801,1500801,Albufeira,2.844,65.653,1.163,1.511,71.171
802,1500802,Alcoutim,33.703,256.866,0,10.813,301.382
803,1500803,Aljezur,14.992,36.929,0.042,3.787,55.75
804,1500804,Castro Marim,23.848,240.598,0,8.573,273.019
805,1500805,Faro,1.92,74.056,0,3.356,79.332
806,1500806,Lagoa,1.814,9.978,0.1,2.395,14.287
807,1500807,Lagos,12.824,42.922,0.32,4.431,60.497
808,1500808,Loulé,24.823,414.556,2.543,18.274,460.196
809,1500809,Monchique,35.847,24.591,0,66.014,126.452
810,1500810,Olhão,0.684,31.443,0.057,0.793,32.977
811,1500811,Portimão,6.348,52.247,0,4.126,62.721
812,1500812,São Brás de Alportel,3.644,39.64,0,1.994,45.278
813,1500813,Silves,21.356,310.2,0.251,15.913,347.72
814,1500814,Tavira,16.382,365.701,0.975,15.185,398.243
815,1500815,Vila do Bispo,8.106,13.281,0.012,1.332,22.731
816,1500816,Vila Real de Santo António,1.656,25.597,0,1.294,28.547
