Muni_ID,ID,Muni,leaching_large,leaching_small,leaching_gw,SUM
1007,1641007,Castanheira de Pêra,0,0.044,5.609,5.653
1008,1641008,Figueiró dos Vinhos,0.11,0.039,45.639,45.788
606,1640606,Góis,0.102,0.128,17.939,18.169
607,1640607,Lousã,0,1.892,30.53,32.422
609,1640609,Miranda do Corvo,0,1.291,53.462,54.753
611,1640611,Oliveira do Hospital,1.145,16.016,163.044,180.205
612,1640612,Pampilhosa da Serra,0.379,0,14.682,15.061
1013,1641013,Pedrógão Grande,1,0,68.32,69.32
614,1640614,Penela,0,0,123.995,123.995
616,1640616,Tábua,0.54,1.473,105.974,107.987
617,1640617,Vila Nova de Poiares,0,0,29.531,29.531
901,1650901,Aguiar da Beira,0,0.432,100.387,100.819
1802,1651802,Carregal do Sal,0.132,0.034,76.612,76.778
1803,1651803,Castro Daire,0,1.755,92.446,94.201
1806,1651806,Mangualde,0.505,0,211.591,212.096
1808,1651808,Mortágua,0.867,0.073,230.948,231.888
1809,1651809,Nelas,0,0.194,79.39,79.584
1810,1651810,Oliveira de Frades,0,9.474,430.204,439.678
1811,1651811,Penalva do Castelo,0.479,15.727,117.954,134.16
1814,1651814,Santa Comba Dão,4.94,0,243.133,248.073
1816,1651816,São Pedro do Sul,0,2.794,149.035,151.829
1817,1651817,Sátão,0,0.062,109.402,109.464
1821,1651821,Tondela,0.179,1.228,435.372,436.779
1822,1651822,Vila Nova de Paiva,0,0,50.726,50.726
1823,1651823,Viseu,0.061,3.731,265.196,268.988
1824,1651824,Vouzela,0,12.222,297.104,309.326
1413,1661413,Mação,3.315,1.341,101.911,106.567
506,1660506,Oleiros,0.375,0.312,69.649,70.336
508,1660508,Proença-a-Nova,0.628,2.034,202.394,205.056
509,1660509,Sertã,1.832,0.057,137.641,139.53
510,1660510,Vila de Rei,0.028,0,13.358,13.386
905,1670905,Fornos de Algodres,0,1.1,77.81,78.91
906,1670906,Gouveia,0,0.363,95.494,95.857
912,1670912,Seia,0.062,4.408,291.79,296.26
902,1680902,Almeida,0,0.29,88.743,89.033
903,1680903,Celorico da Beira,0,2.554,176.686,179.24
904,1680904,Figueira de Castelo Rodrigo,7.764,1.531,541.699,550.994
907,1680907,Guarda,4.54,0.169,121.67,126.379
908,1680908,Manteigas,0,0.324,15.925,16.249
909,1680909,Mêda,1.392,0.235,253.318,254.945
910,1680910,Pinhel,0.401,0.277,229.602,230.28
911,1680911,Sabugal,0,0.844,99.209,100.053
913,1680913,Trancoso,6.337,0.176,164.726,171.239
502,1690502,Castelo Branco,12.57,3.374,1099.661,1115.605
505,1690505,Idanha-a-Nova,6.519,0.296,1221.659,1228.474
507,1690507,Penamacor,0,4.595,405.137,409.732
511,1690511,Vila Velha de Ródão,5.055,2.308,267.229,274.592
501,16A0501,Belmonte,0,0.018,136.863,136.881
503,16A0503,Covilhã,0.505,0.047,378.515,379.067
504,16A0504,Fundão,0.41,0.198,954.136,954.744
1001,16B1001,Alcobaça,0,1.976,1258.348,1260.324
1101,16B1101,Alenquer,0.107,0.732,1812.522,1813.361
1102,16B1102,Arruda dos Vinhos,0,0,291.676,291.676
1005,16B1005,Bombarral,0,15.278,151.998,167.276
1104,16B1104,Cadaval,0,0.462,254.98,255.442
1006,16B1006,Caldas da Rainha,0.484,91.328,686.97,778.782
1108,16B1108,Lourinhã,0,2.801,915.676,918.477
1011,16B1011,Nazaré,0,2.023,75.853,77.876
1012,16B1012,Óbidos,0.271,0.107,235.049,235.427
1014,16B1014,Peniche,8.264,0.114,444.718,453.096
1112,16B1112,Sobral de Monte Agraço,0,0,260.758,260.758
1113,16B1113,Torres Vedras,0.342,1.759,934.558,936.659
1401,16C1401,Abrantes,8.798,8.145,746.821,763.764
1402,16C1402,Alcanena,0,0,171.664,171.664
1408,16C1408,Constância,4.456,2.152,41.484,48.092
1410,16C1410,Entroncamento,0,0.629,8.378,9.007
1411,16C1411,Ferreira do Zêzere,0.624,0,426.173,426.797
1421,16C1421,Ourém,0,0,501.538,501.538
1417,16C1417,Sardoal,0,0.384,68.212,68.596
1418,16C1418,Tomar,7.333,1.297,394.206,402.836
1419,16C1419,Torres Novas,9.499,1.262,814.23,824.991
1420,16C1420,Vila Nova da Barquinha,4.614,1.215,13.955,19.784
1115,1711115,Amadora,0,0,0,0
1105,1711105,Cascais,0,0,55.203,55.203
1106,1711106,Lisboa,0,0,0,0
1107,1711107,Loures,0.312,3.071,459.655,463.038
1109,1711109,Mafra,88.269,2.049,750.675,840.993
1116,1711116,Odivelas,0,0,0,0
1110,1711110,Oeiras,0,3.712,118.68,122.392
1111,1711111,Sintra,0.515,2.443,633.957,636.915
1114,1711114,Vila Franca de Xira,4.124,6.517,924.807,935.448
1502,1721502,Alcochete,0.152,0.222,116.58,116.954
1503,1721503,Almada,0,0,73.471,73.471
1504,1721504,Barreiro,0.078,0.038,5.264,5.38
1506,1721506,Moita,0,0,0,0
1507,1721507,Montijo,0.149,1.113,473.389,474.651
1508,1721508,Palmela,59.361,2.778,602.649,664.788
1510,1721510,Seixal,4.148,0.397,19.591,24.136
1511,1721511,Sesimbra,2.577,0.998,99.002,102.577
1512,1721512,Setúbal,4.671,0.379,283.712,288.762
1501,1811501,Alcácer do Sal,7.197,5.893,1959.683,1972.773
1505,1811505,Grândola,0.495,0.412,627.303,628.21
211,1810211,Odemira,3.012,11.926,1611.508,1626.446
1509,1811509,Santiago do Cacém,3.141,5.193,1660.847,1669.181
1513,1811513,Sines,0.261,0.425,103.518,104.204
1201,1821201,Alter do Chão,37.631,3.35,1105.243,1146.224
1202,1821202,Arronches,0.043,0.99,523.055,524.088
1203,1821203,Avis,0,0.608,1412.447,1413.055
1204,1821204,Campo Maior,8.206,0.066,1054.41,1062.682
1205,1821205,Castelo de Vide,5.233,1.263,364.472,370.968
1206,1821206,Crato,0,0.507,466.345,466.852
1207,1821207,Elvas,1.387,0.481,1873.833,1875.701
1208,1821208,Fronteira,0,0.366,555.233,555.599
1209,1821209,Gavião,11.598,5.281,503.543,520.422
1210,1821210,Marvão,0,0.663,234.144,234.807
1211,1821211,Monforte,0,0.179,470.734,470.913
707,1820707,Mora,3.498,3.519,1086.15,1093.167
1212,1821212,Nisa,4.107,1.752,667.42,673.279
1213,1821213,Ponte de Sor,36.262,17.023,1259.656,1312.941
1214,1821214,Portalegre,0,0.308,608.446,608.754
701,1830701,Alandroal,0.244,0.456,895.618,896.318
702,1830702,Arraiolos,0.047,0.27,1485.002,1485.319
703,1830703,Borba,0,1.812,197.017,198.829
704,1830704,Estremoz,0,0.295,1082.03,1082.325
705,1830705,Évora,3.701,0.301,3136.763,3140.765
706,1830706,Montemor-o-Novo,2.243,0.662,1899.735,1902.64
708,1830708,Mourão,0.078,0.336,326.489,326.903
709,1830709,Portel,1.295,1.681,1125.185,1128.161
710,1830710,Redondo,0.15,9.159,706.455,715.764
711,1830711,Reguengos de Monsaraz,1.779,0.906,1442.736,1445.421
1215,1831215,Sousel,0,1.203,1092.146,1093.349
712,1830712,Vendas Novas,3.604,3.386,326.617,333.607
713,1830713,Viana do Alentejo,1.286,0.209,655.582,657.077
714,1830714,Vila Viçosa,0,2.823,541.43,544.253
201,1840201,Aljustrel,0.471,0.55,2361.793,2362.814
202,1840202,Almodôvar,1.009,15.084,897.902,913.995
203,1840203,Alvito,2.414,0.193,428.959,431.566
204,1840204,Barrancos,0.083,9.473,180.891,190.447
205,1840205,Beja,8.337,0.827,5950.15,5959.314
206,1840206,Castro Verde,0.018,0.277,1012.971,1013.266
207,1840207,Cuba,5.275,0.854,450.144,456.273
208,1840208,Ferreira do Alentejo,0.292,22.327,2480.888,2503.507
209,1840209,Mértola,2.795,1.269,1395.964,1400.028
210,1840210,Moura,5.51,0.738,2661.423,2667.671
212,1840212,Ourique,1.159,0.25,996.686,998.095
213,1840213,Serpa,4.928,0.443,4191.598,4196.969
214,1840214,Vidigueira,0.36,0.12,1308.182,1308.662
1403,1851403,Almeirim,0.096,0.64,508.15,508.886
1404,1851404,Alpiarça,0.814,129.222,326.456,456.492
1103,1851103,Azambuja,0.739,0.342,1350.194,1351.275
1405,1851405,Benavente,2.048,11.585,1546.426,1560.059
1406,1851406,Cartaxo,2.25,0.717,601.335,604.302
1407,1851407,Chamusca,2.652,11.698,509.15,523.5
1409,1851409,Coruche,1.029,6.768,846.186,853.983
1412,1851412,Golegã,22.312,1.436,656.881,680.629
1414,1851414,Rio Maior,0,6.598,942.8,949.398
1415,1851415,Salvaterra de Magos,2.005,3.806,677.091,682.902
1416,1851416,Santarém,0.299,2.053,2664.303,2666.655
801,1500801,Albufeira,0.192,5.079,573.746,579.017
802,1500802,Alcoutim,6.936,10.365,566.455,583.756
803,1500803,Aljezur,0.195,0.018,247.743,247.956
804,1500804,Castro Marim,1.294,1.52,504.514,507.328
805,1500805,Faro,0.749,102.649,425.185,528.583
806,1500806,Lagoa,1.397,8.179,57.674,67.25
807,1500807,Lagos,0.573,43.619,555.526,599.718
808,1500808,Loulé,4.823,5.673,1628.73,1639.226
809,1500809,Monchique,3.832,0,115.459,119.291
810,1500810,Olhão,1.622,88.723,307.119,397.464
811,1500811,Portimão,2.272,3.266,290.365,295.903
812,1500812,São Brás de Alportel,0,1.114,145.528,146.642
813,1500813,Silves,2.727,2.135,1610.914,1615.776
814,1500814,Tavira,1.74,3.025,972.753,977.518
815,1500815,Vila do Bispo,0,0.224,80.124,80.348
816,1500816,Vila Real de Santo António,1.42,50.811,12.985,65.216
