Muni_ID,ID,Muni,grazing,fertiliser,sludge,manure,SUM
109,1160109,Santa Maria da Feira,26.169,21.604,0.002,104.822,152.597
116,1160116,São João da Madeira,0,0,0,0,0
119,1160119,Vale de Cambra,61.821,125.181,0,177.516,364.518
1701,1171701,Alijó,43.648,180.637,0.189,72.2,296.674
1801,1171801,Armamar,7.117,145.02,0.203,17.135,169.475
403,1170403,Carrazeda de Ansiães,49.888,226.436,0.015,44.555,320.894
404,1170404,Freixo de Espada à Cinta,41.614,234.372,0,22.831,298.817
1805,1171805,Lamego,45.049,154.128,0.821,49.982,249.98
1704,1171704,Mesão Frio,1.064,3.956,0,2.397,7.417
1807,1171807,Moimenta da Beira,30.676,10.583,0.287,115.732,157.278
1812,1171812,Penedono,19.649,144.383,0,23.424,187.456
1708,1171708,Peso da Régua,9.987,126.838,2.032,16.904,155.761
1710,1171710,Sabrosa,31.683,92.572,0.106,63.448,187.809
1711,1171711,Santa Marta de Penaguião,8.769,132.361,0,17.257,158.387
1815,1171815,São João da Pesqueira,47.865,513.407,0.438,38.683,600.393
1818,1171818,Sernancelhe,14.415,72.24,0,33.534,120.189
1819,1171819,Tabuaço,17.078,196.357,0.173,24.364,237.972
1820,1171820,Tarouca,27.198,4.771,0.392,116.77,149.131
409,1170409,Torre de Moncorvo,127.928,455.123,1.275,58.876,643.202
410,1170410,Vila Flor,46.516,360.582,0,32.274,439.372
914,1170914,Vila Nova de Foz Côa,57.61,370.225,0,27.763,455.598
1714,1171714,Vila Real,213.069,181.62,2.989,186.078,583.756
401,1180401,Alfândega da Fé,88.235,463.547,0,71.197,622.979
1702,1181702,Boticas,174.171,145.199,0,97.576,416.946
402,1180402,Bragança,414.046,1418.964,0.893,239.446,2073.349
1703,1181703,Chaves,144.692,436.129,0.875,298.303,879.999
405,1180405,Macedo de Cavaleiros,178.619,801.207,0.548,111.117,1091.491
406,1180406,Miranda do Douro,89.398,182.81,0,68.455,340.663
407,1180407,Mirandela,136.965,754.898,1.412,138.005,1031.28
408,1180408,Mogadouro,237.652,1032.38,0,398.055,1668.087
1706,1181706,Montalegre,540.989,241.604,0.045,234.853,1017.491
1707,1181707,Murça,55.233,57.101,0.16,44.188,156.682
1712,1181712,Valpaços,145.109,878.282,0.167,164.459,1188.017
1713,1181713,Vila Pouca de Aguiar,115.989,124.708,0,175.503,416.2
411,1180411,Vimioso,128.45,332.783,0.003,54.417,515.653
412,1180412,Vinhais,342.018,1206.075,0.006,189.02,1737.119
101,1610101,Águeda,39.981,27.306,0,111.708,178.995
102,1610102,Albergaria-a-Velha,15.341,0.581,0,65.648,81.57
103,1610103,Anadia,6.255,22.063,0,33.475,61.793
105,1610105,Aveiro,3.411,7.626,0.252,5.778,17.067
108,1610108,Estarreja,12.077,0.262,0,46.861,59.2
110,1610110,Ílhavo,0,0,0,0,0
111,1610111,Mealhada,5.261,2.693,0,63.288,71.242
112,1610112,Murtosa,0,0,0,0,0
114,1610114,Oliveira do Bairro,5.535,16.291,0.011,15.181,37.018
115,1610115,Ovar,2.426,0.203,0.003,13.572,16.204
117,1610117,Sever do Vouga,25.087,1.011,0,283.276,309.374
118,1610118,Vagos,0,0,0,0,0
602,1620602,Cantanhede,17.224,16.02,0,75.77,109.014
603,1620603,Coimbra,21.184,354.179,3.799,64.895,444.057
604,1620604,Condeixa-a-Nova,15.054,84.432,0.214,23.651,123.351
605,1620605,Figueira da Foz,13.505,62.469,0.419,56.37,132.763
608,1620608,Mira,0.086,0.089,0,0.385,0.56
610,1620610,Montemor-o-Velho,30.302,139.233,0.002,94.688,264.225
613,1620613,Penacova,30.552,109.528,0.171,44.558,184.809
615,1620615,Soure,29.161,247.211,0.066,42.091,318.529
1004,1631004,Batalha,21.271,5.277,0,195.716,222.264
1009,1631009,Leiria,114.306,40.632,3.714,797.11,955.762
1010,1631010,Marinha Grande,0.15,0.025,0,0.994,1.169
1015,1631015,Pombal,118.992,14.545,1.041,386.304,520.882
1016,1631016,Porto de Mós,61.562,1.412,0,194.193,257.167
1002,1641002,Alvaiázere,23.25,35.229,0,40.859,99.338
1003,1641003,Ansião,31.743,49.465,0.066,67.55,148.824
601,1640601,Arganil,32.703,107.534,0,40.441,180.678
1007,1641007,Castanheira de Pêra,1.7,3.599,0,2.011,7.31
1008,1641008,Figueiró dos Vinhos,10.996,19.275,0,27.79,58.061
606,1640606,Góis,10.209,9.895,0,24.221,44.325
607,1640607,Lousã,3.952,13.017,0.017,12.271,29.257
609,1640609,Miranda do Corvo,9.91,38.86,0,21.063,69.833
611,1640611,Oliveira do Hospital,55.644,172.36,0.219,86.888,315.111
612,1640612,Pampilhosa da Serra,9.713,36.15,0,11.309,57.172
1013,1641013,Pedrógão Grande,6.055,35.45,0,9.052,50.557
614,1640614,Penela,14.885,64.593,0,17.682,97.16
616,1640616,Tábua,29.544,91.577,0,37.668,158.789
617,1640617,Vila Nova de Poiares,1.941,19.917,0,6.815,28.673
901,1650901,Aguiar da Beira,22.843,65.224,0,56.646,144.713
1802,1651802,Carregal do Sal,11.096,13.697,0,37.042,61.835
1803,1651803,Castro Daire,158.446,82.127,0,235.773,476.346
1806,1651806,Mangualde,39.529,122.326,0,65.758,227.613
1808,1651808,Mortágua,37.692,0.832,0,206.319,244.843
1809,1651809,Nelas,11.436,34.832,0,19.892,66.16
1810,1651810,Oliveira de Frades,60.708,0.704,0,541.928,603.34
1811,1651811,Penalva do Castelo,33.374,169.921,0,36.437,239.732
1814,1651814,Santa Comba Dão,17.499,1.381,0.006,149.204,168.09
1816,1651816,São Pedro do Sul,144.377,61.306,0.734,279.805,486.222
1817,1651817,Sátão,20.749,1.182,0,122.154,144.085
1821,1651821,Tondela,70.967,4.213,0.065,352.801,428.046
1822,1651822,Vila Nova de Paiva,17.483,0.211,0,80.355,98.049
1823,1651823,Viseu,75.955,92.938,0.019,220.691,389.603
1824,1651824,Vouzela,77.814,2.132,0,305.875,385.821
1413,1661413,Mação,32.81,76.628,0,58.153,167.591
506,1660506,Oleiros,37.01,79.532,0,44.231,160.773
508,1660508,Proença-a-Nova,57.905,182.158,0,63.333,303.396
509,1660509,Sertã,47.582,79.289,0,116.341,243.212
510,1660510,Vila de Rei,5.348,6.158,0,14.515,26.021
905,1670905,Fornos de Algodres,39.569,125.333,0,27.502,192.404
906,1670906,Gouveia,55.524,63.963,0,39.248,158.735
912,1670912,Seia,68.776,168.317,0,63.581,300.674
902,1680902,Almeida,42.306,27.418,0.006,40.884,110.614
903,1680903,Celorico da Beira,83.429,176.968,0,36.604,297.001
904,1680904,Figueira de Castelo Rodrigo,92.619,271.797,0,43.926,408.342
907,1680907,Guarda,128.494,165.603,0.93,188.848,483.875
908,1680908,Manteigas,14.642,12.172,0,11.056,37.87
909,1680909,Mêda,43.388,274.326,0,0,317.714
910,1680910,Pinhel,46.034,127.835,0.015,60.934,234.818
911,1680911,Sabugal,133.99,53.499,0.012,123.326,310.827
913,1680913,Trancoso,72.659,193.816,0,100.052,366.527
502,1690502,Castelo Branco,232.493,426.456,0,111.299,770.248
505,1690505,Idanha-a-Nova,190.407,454.026,0,53.217,697.65
507,1690507,Penamacor,36.306,123.833,0,20.957,181.096
511,1690511,Vila Velha de Ródão,46.704,201.566,0,46.125,294.395
501,16A0501,Belmonte,22.281,78.271,0.001,20.984,121.537
503,16A0503,Covilhã,81.472,271.817,0.001,126.829,480.119
504,16A0504,Fundão,97.297,443.265,0.183,93.182,633.927
1001,16B1001,Alcobaça,101.711,52.713,0.507,545.872,700.803
1101,16B1101,Alenquer,86.129,866.315,1.637,434.636,1388.717
1102,16B1102,Arruda dos Vinhos,32.62,239.932,0.317,60.988,333.857
1005,16B1005,Bombarral,8.874,27.439,0.32,82.041,118.674
1104,16B1104,Cadaval,36.502,58.075,0.46,183.966,279.003
1006,16B1006,Caldas da Rainha,81.21,51.438,4.206,622.292,759.146
1108,16B1108,Lourinhã,44.566,201.182,0.759,349.131,595.638
1011,16B1011,Nazaré,4.979,29.877,0.176,27.675,62.707
1012,16B1012,Óbidos,10.569,78.31,8.877,75.34,173.096
1014,16B1014,Peniche,3.903,41.849,0.039,25.288,71.079
1112,16B1112,Sobral de Monte Agraço,72.236,319.074,0.336,134.858,526.504
1113,16B1113,Torres Vedras,116.816,476.163,1.782,330.447,925.208
1401,16C1401,Abrantes,56.891,542.028,1.022,19.648,619.589
1402,16C1402,Alcanena,31.78,101.348,0.165,32.919,166.212
1408,16C1408,Constância,1.784,13.471,0.016,2.228,17.499
1410,16C1410,Entroncamento,0,0,0,0,0
1411,16C1411,Ferreira do Zêzere,19.07,1.065,0.176,139.958,160.269
1421,16C1421,Ourém,57.672,3.486,3.387,331.335,395.88
1417,16C1417,Sardoal,4.501,58.068,0.082,9.113,71.764
1418,16C1418,Tomar,55.997,123.128,2.224,161.42,342.769
1419,16C1419,Torres Novas,41.247,395.32,0.432,63.662,500.661
1420,16C1420,Vila Nova da Barquinha,1.48,10.288,0.027,7.331,19.126
1115,1711115,Amadora,3.742,0.302,0.019,0.761,4.824
1105,1711105,Cascais,4.488,1.048,0.038,19.366,24.94
1106,1711106,Lisboa,0,0,0,0,0
1107,1711107,Loures,66.051,343.09,23.806,73.918,506.865
1109,1711109,Mafra,191.182,893.19,5.362,341.466,1431.2
1116,1711116,Odivelas,9.111,3.785,0.024,17.589,30.509
1110,1711110,Oeiras,2.981,70.284,0.577,1.645,75.487
1111,1711111,Sintra,45.336,325.754,0.406,80.1,451.596
1114,1711114,Vila Franca de Xira,27.467,274.447,0.972,25.48,328.366
1502,1721502,Alcochete,0,0,0,0,0
1503,1721503,Almada,8.001,36.373,8.968,5.87,59.212
1504,1721504,Barreiro,0.596,2.096,0.003,1.355,4.05
1506,1721506,Moita,0,0,0,0,0
1507,1721507,Montijo,0.27,0.688,0.002,0.595,1.555
1508,1721508,Palmela,1.202,3.121,0.009,2.475,6.807
1510,1721510,Seixal,2.041,0.497,0.064,8.007,10.609
1511,1721511,Sesimbra,15.706,47.872,7.057,9.728,80.363
1512,1721512,Setúbal,29.912,125.977,0.24,27.927,184.056
1501,1811501,Alcácer do Sal,318.534,681.733,0,50.412,1050.679
1505,1811505,Grândola,122.758,161.382,0.015,69.912,354.067
211,1810211,Odemira,559.155,1198.082,0,157.416,1914.653
1509,1811509,Santiago do Cacém,167.35,285.414,0,108.279,561.043
1513,1811513,Sines,14.902,16.827,0.204,5.44,37.373
1201,1821201,Alter do Chão,80.251,131.145,0,14.395,225.791
1202,1821202,Arronches,172.49,211.067,0.014,30.004,413.575
1203,1821203,Avis,140.679,473.76,0,31.048,645.487
1204,1821204,Campo Maior,29.725,184.159,0,5.251,219.135
1205,1821205,Castelo de Vide,50.268,67.141,0.028,7.434,124.871
1206,1821206,Crato,80.817,102.177,0.01,13.598,196.602
1207,1821207,Elvas,146.302,380.563,0.151,33.467,560.483
1208,1821208,Fronteira,39.275,112.963,0,15.321,167.559
1209,1821209,Gavião,22.792,287.338,0.003,14.205,324.338
1210,1821210,Marvão,81.031,190.43,0.038,25.629,297.128
1211,1821211,Monforte,116.944,147.601,0,0,264.545
707,1820707,Mora,148.683,368.657,0,33.897,551.237
1212,1821212,Nisa,93.769,258.423,0.106,24.524,376.822
1213,1821213,Ponte de Sor,127.638,454.841,0.021,45.183,627.683
1214,1821214,Portalegre,183.051,296.738,1.383,69.439,550.611
701,1830701,Alandroal,168.354,366.491,0,49.835,584.68
702,1830702,Arraiolos,144.15,244.861,0,40.693,429.704
703,1830703,Borba,21.66,36.639,0,10.346,68.645
704,1830704,Estremoz,179.3,357.721,0,68.077,605.098
705,1830705,Évora,244.783,554.686,0,41.308,840.777
706,1830706,Montemor-o-Novo,552.647,641.854,0.014,188.865,1383.38
708,1830708,Mourão,64.593,55.057,0,7.999,127.649
709,1830709,Portel,148.515,349.599,6.778,29.036,533.928
710,1830710,Redondo,59.253,129.226,0,28.051,216.53
711,1830711,Reguengos de Monsaraz,67.307,211.952,0,17.326,296.585
1215,1831215,Sousel,43.959,165.979,0.013,20.318,230.269
712,1830712,Vendas Novas,32.957,48.471,0,10.791,92.219
713,1830713,Viana do Alentejo,101.462,108.052,0,31.319,240.833
714,1830714,Vila Viçosa,122.989,289.229,0.001,12.327,424.546
201,1840201,Aljustrel,63.677,415.237,0,12.201,491.115
202,1840202,Almodôvar,157.887,377.319,0,42.242,577.448
203,1840203,Alvito,38.012,82.545,0.001,5.27,125.828
204,1840204,Barrancos,134.919,79.118,0,25.155,239.192
205,1840205,Beja,98.679,880.702,0.002,24.037,1003.42
206,1840206,Castro Verde,90.671,188.526,0.434,13.535,293.166
207,1840207,Cuba,63.185,88.398,0,22.16,173.743
208,1840208,Ferreira do Alentejo,0.035,0.251,0,0.013,0.299
209,1840209,Mértola,322.748,730.861,0,70.78,1124.389
210,1840210,Moura,238.125,777.639,0,44.276,1060.04
212,1840212,Ourique,241.77,425.97,0,54.05,721.79
213,1840213,Serpa,285.975,1271.337,0,58.428,1615.74
214,1840214,Vidigueira,73.327,379.651,0.006,16.771,469.755
1403,1851403,Almeirim,0.033,0.644,0.001,0.038,0.716
1404,1851404,Alpiarça,0,0,0,0,0
1103,1851103,Azambuja,27.123,399.276,0.36,74.795,501.554
1405,1851405,Benavente,0,0,0,0,0
1406,1851406,Cartaxo,12.971,111.39,0.115,38.021,162.497
1407,1851407,Chamusca,34.224,185.42,0.423,26.085,246.152
1409,1851409,Coruche,90.953,220.723,0.931,51.708,364.315
1412,1851412,Golegã,0,0,0,0,0
1414,1851414,Rio Maior,64.45,48.714,0.365,418.963,532.492
1415,1851415,Salvaterra de Magos,0.536,6.306,0.005,0.447,7.294
1416,1851416,Santarém,145.055,1215.43,2.341,451.274,1814.1
801,1500801,Albufeira,7.111,164.133,2.907,3.777,177.928
802,1500802,Alcoutim,84.258,642.164,0,27.032,753.454
803,1500803,Aljezur,37.48,92.322,0.105,9.467,139.374
804,1500804,Castro Marim,59.62,601.495,0,21.432,682.547
805,1500805,Faro,4.8,185.139,0,8.39,198.329
806,1500806,Lagoa,4.536,24.945,0.249,5.987,35.717
807,1500807,Lagos,32.061,107.305,0.8,11.078,151.244
808,1500808,Loulé,62.056,1036.39,6.357,45.684,1150.487
809,1500809,Monchique,89.617,61.478,0,165.035,316.13
810,1500810,Olhão,1.71,78.607,0.142,1.981,82.44
811,1500811,Portimão,15.871,130.618,0,10.315,156.804
812,1500812,São Brás de Alportel,9.11,99.1,0,4.985,113.195
813,1500813,Silves,53.39,775.5,0.629,39.782,869.301
814,1500814,Tavira,40.955,914.252,2.438,37.962,995.607
815,1500815,Vila do Bispo,20.265,33.202,0.029,3.329,56.825
816,1500816,Vila Real de Santo António,4.139,63.993,0,3.234,71.366
