"Muni_ID","ID","Muni","bean","chickpea","other_pulses","extensive_pasture","intensive_pasture","total"
1810,"1651810","Oliveira de Frades",152.2,0,0,24.3,46,222.5
1811,"1651811","Penalva do Castelo",91.35,0,0,32.4,36.8,160.55
1814,"1651814","Santa Comba Dão",30.47,0,0,29.7,13.8,73.97
1816,"1651816","São Pedro do Sul",182.7,0,0,105.3,55.2,343.2
1817,"1651817","Sátão",182.64,0,0,2.7,9.2,194.54
1821,"1651821","Tondela",426.3,0,0,197.1,23,646.4
1822,"1651822","Vila Nova de Paiva",0,0,0,24.3,0,24.3
1823,"1651823","Viseu",609,72.55,0,140.4,9.2,831.15
1824,"1651824","Vouzela",365.28,0,0,45.9,4.6,415.78
1413,"1661413","Mação",0,0,0,16.2,0,16.2
506,"1660506","Oleiros",0,0,0,0,0,0
508,"1660508","Proença-a-Nova",0,0,0,13.5,0,13.5
509,"1660509","Sertã",0,0,0,5.4,0,5.4
510,"1660510","Vila de Rei",0,0,0,0,0,0
905,"1670905","Fornos de Algodres",566.4,145.86,0,2.7,13.8,728.76
906,"1670906","Gouveia",37.76,0,0,37.8,23,98.56
912,"1670912","Seia",94.45,48,0,237.6,4.6,384.65
902,"1680902","Almeida",0,0,0,45.9,0,45.9
903,"1680903","Celorico da Beira",38,0,0,270,101.2,409.2
904,"1680904","Figueira de Castelo Rodrigo",0,0,0,67.5,0,67.5
907,"1680907","Guarda",37.76,48.55,0,391.5,96.6,574.41
908,"1680908","Manteigas",0,0,0,2.7,0,2.7
909,"1680909","Mêda",0,0,0,0,0,0
910,"1680910","Pinhel",56.64,48.6,51.14,91.8,41.4,289.58
911,"1680911","Sabugal",0,0,0,67.5,4.6,72.1
913,"1680913","Trancoso",37.66,0,51,0,23,111.66
502,"1690502","Castelo Branco",18.89,0,0,118.8,78.2,215.89
505,"1690505","Idanha-a-Nova",37.76,0,0,529.2,653.2,1220.16
507,"1690507","Penamacor",56.73,0,0,388.8,253,698.53
511,"1690511","Vila Velha de Ródão",0,0,0,97.2,32.2,129.4
501,"16A0501","Belmonte",0,0,0,342.9,82.8,425.7
503,"16A0503","Covilhã",75.6,0,0,459,59.8,594.4
504,"16A0504","Fundão",113.28,48.67,0,540,23,724.95
1001,"16B1001","Alcobaça",326.13,0,0,35.1,41.4,402.63
1101,"16B1101","Alenquer",0,124.73,0,29.7,0,154.43
1102,"16B1102","Arruda dos Vinhos",46.67,124.8,0,2.7,0,174.17
1005,"16B1005","Bombarral",233,0,0,0,0,233
1104,"16B1104","Cadaval",0,0,0,2.7,0,2.7
1006,"16B1006","Caldas da Rainha",46.6,0,0,32.4,4.6,83.6
1108,"16B1108","Lourinhã",0,0,264.9,18.9,0,283.8
1011,"16B1011","Nazaré",93.14,0,0,13.5,27.6,134.24
1012,"16B1012","Óbidos",46.56,0,0,5.4,0,51.96
1014,"16B1014","Peniche",326.13,0,0,5.4,0,331.53
1112,"16B1112","Sobral de Monte Agraço",0,0,0,0,0,0
1113,"16B1113","Torres Vedras",46.57,0,0,32.4,9.2,88.17
1401,"16C1401","Abrantes",46.5,0,0,1071.9,36.8,1155.2
1402,"16C1402","Alcanena",0,0,0,0,0,0
1408,"16C1408","Constância",0,0,0,0,0,0
1410,"16C1410","Entroncamento",0,0,0,5.4,0,5.4
1411,"16C1411","Ferreira do Zêzere",0,0,0,110.7,0,110.7
1421,"16C1421","Ourém",0,0,0,83.7,0,83.7
1417,"16C1417","Sardoal",0,0,0,24.3,13.8,38.1
1418,"16C1418","Tomar",0,0,0,337.5,9.2,346.7
1419,"16C1419","Torres Novas",0,0,0,32.4,469.2,501.6
1420,"16C1420","Vila Nova da Barquinha",0,0,0,18.9,0,18.9
1115,"1711115","Amadora",0,0,0,0,0,0
1105,"1711105","Cascais",0,0,0,0,0,0
1106,"1711106","Lisboa",0,0,0,0,0,0
1107,"1711107","Loures",0,0,0,48.6,0,48.6
1109,"1711109","Mafra",186.32,0,0,70.2,13.8,270.32
1116,"1711116","Odivelas",0,0,0,2.7,0,2.7
1110,"1711110","Oeiras",0,0,0,0,0,0
1111,"1711111","Sintra",46.75,0,0,21.6,0,68.35
1114,"1711114","Vila Franca de Xira",0,0,0,2.7,0,2.7
1502,"1721502","Alcochete",0,0,0,16.2,4.6,20.8
1503,"1721503","Almada",46.67,0,0,10.8,4.6,62.07
1504,"1721504","Barreiro",0,0,0,0,0,0
1506,"1721506","Moita",0,0,0,56.7,4.6,61.3
1507,"1721507","Montijo",0,0,0,180.9,0,180.9
1508,"1721508","Palmela",47,0,0,270,18.4,335.4
1510,"1721510","Seixal",0,0,0,21.6,0,21.6
1511,"1721511","Sesimbra",47,0,0,21.6,0,68.6
1512,"1721512","Setúbal",0,0,0,45.9,55.2,101.1
1501,"1811501","Alcácer do Sal",0,0,125.42,2.7,0,128.12
1505,"1811505","Grândola",48,0,0,8.1,0,56.1
211,"1810211","Odemira",193.04,0,313.55,110.7,18.4,635.69
1509,"1811509","Santiago do Cacém",48,0,0,172.8,0,220.8
1513,"1811513","Sines",96.66,0,0,0,0,96.66
1201,"1821201","Alter do Chão",0,0,0,0,0,0
1202,"1821202","Arronches",0,0,0,0,0,0
1203,"1821203","Avis",0,0,0,16.2,13.8,30
1204,"1821204","Campo Maior",0,0,0,2.7,0,2.7
1205,"1821205","Castelo de Vide",0,0,0,0,0,0
1206,"1821206","Crato",0,0,0,32.4,0,32.4
1207,"1821207","Elvas",0,0,940.65,8.1,0,948.75
1208,"1821208","Fronteira",0,0,0,0,4.6,4.6
1209,"1821209","Gavião",0,0,0,148.5,0,148.5
1210,"1821210","Marvão",0,0,0,5.4,0,5.4
1211,"1821211","Monforte",0,0,0,2.7,0,2.7
707,"1820707","Mora",0,0,0,29.7,0,29.7
1212,"1821212","Nisa",96,0,0,0,0,96
1213,"1821213","Ponte de Sor",0,0,0,251.1,69,320.1
1214,"1821214","Portalegre",0,0,0,86.4,0,86.4
701,"1830701","Alandroal",0,0,0,5.4,0,5.4
702,"1830702","Arraiolos",0,0,0,0,18.4,18.4
703,"1830703","Borba",0,0,0,2.7,0,2.7
704,"1830704","Estremoz",48.33,0,0,40.5,41.4,130.23
705,"1830705","Évora",0,0,0,553.5,0,553.5
706,"1830706","Montemor-o-Novo",0,0,0,67.5,4.6,72.1
708,"1830708","Mourão",0,0,0,0,0,0
709,"1830709","Portel",0,0,0,40.5,0,40.5
710,"1830710","Redondo",0,0,0,0,0,0
711,"1830711","Reguengos de Monsaraz",0,0,0,13.5,0,13.5
1215,"1831215","Sousel",0,0,0,0,0,0
712,"1830712","Vendas Novas",0,0,0,10.8,0,10.8
713,"1830713","Viana do Alentejo",0,0,0,5.4,0,5.4
714,"1830714","Vila Viçosa",0,0,0,2.7,0,2.7
201,"1840201","Aljustrel",0,0,0,0,0,0
202,"1840202","Almodôvar",0,0,0,0,0,0
203,"1840203","Alvito",0,0,0,0,0,0
204,"1840204","Barrancos",0,0,0,0,0,0
205,"1840205","Beja",0,0,0,0,0,0
206,"1840206","Castro Verde",0,0,0,0,0,0
207,"1840207","Cuba",0,0,0,0,0,0
208,"1840208","Ferreira do Alentejo",0,0,0,18.9,0,18.9
209,"1840209","Mértola",0,0,0,0,0,0
210,"1840210","Moura",0,0,0,0,0,0
212,"1840212","Ourique",0,0,0,0,0,0
213,"1840213","Serpa",0,0,0,0,0,0
214,"1840214","Vidigueira",0,0,0,8.1,0,8.1
1403,"1851403","Almeirim",0,124,0,56.7,0,180.7
1404,"1851404","Alpiarça",0,0,0,29.7,0,29.7
1103,"1851103","Azambuja",0,0,0,267.3,13.8,281.1
1405,"1851405","Benavente",0,0,0,183.6,69,252.6
1406,"1851406","Cartaxo",0,0,0,27,0,27
1407,"1851407","Chamusca",0,0,0,480.6,13.8,494.4
1409,"1851409","Coruche",0,0,0,40.5,82.8,123.3
1412,"1851412","Golegã",0,0,0,24.3,4.6,28.9
1414,"1851414","Rio Maior",0,0,0,529.2,9.2,538.4
1415,"1851415","Salvaterra de Magos",0,0,0,94.5,0,94.5
1416,"1851416","Santarém",0,0,0,78.3,9.2,87.5
801,"1500801","Albufeira",0,0,0,0,0,0
802,"1500802","Alcoutim",0,0,0,0,0,0
803,"1500803","Aljezur",0,0,78.57,0,0,78.57
804,"1500804","Castro Marim",0,0,0,272.7,0,272.7
805,"1500805","Faro",0,0,0,0,0,0
806,"1500806","Lagoa",0,0,0,0,0,0
807,"1500807","Lagos",0,0,0,145.8,4.6,150.4
808,"1500808","Loulé",0,0,0,0,0,0
809,"1500809","Monchique",0,0,0,10.8,0,10.8
810,"1500810","Olhão",0,0,0,0,0,0
811,"1500811","Portimão",0,0,0,43.2,0,43.2
812,"1500812","São Brás de Alportel",0,0,0,0,0,0
813,"1500813","Silves",0,0,0,13.5,4.6,18.1
814,"1500814","Tavira",0,0,314.16,2.7,0,316.86
815,"1500815","Vila do Bispo",0,67,0,0,0,67
816,"1500816","Vila Real de Santo António",0,0,0,0,0,0
