"Muni_ID","ID","Muni","forage_maize","forage_mixture","forage_oat","forage_roots","forage_sorghum","total"
110,"1610110","Ílhavo",5897.28,122.7,0,124.94,0,6144.92
111,"1610111","Mealhada",1535.35,0,922.77,308.21,0,2766.33
112,"1610112","Murtosa",48077.24,0,0,0,0,48077.24
114,"1610114","Oliveira do Bairro",9050.73,0,0,1851.12,234.51,11136.36
115,"1610115","Ovar",130928.05,432.42,0,0,0,131360.47
117,"1610117","Sever do Vouga",1073.41,248.25,0,0,0,1321.66
118,"1610118","Vagos",51025.92,4229.5,0,841.95,170.28,56267.65
602,"1620602","Cantanhede",128514.96,3418.88,2568.96,2769.65,2600.16,139872.61
603,"1620603","Coimbra",1433.52,358.83,2267.08,0,119.15,4178.58
604,"1620604","Condeixa-a-Nova",140.3,69.9,0,0,141.36,351.56
605,"1620605","Figueira da Foz",76953.24,1220.34,3862.32,205.81,1026.8,83268.51
608,"1620608","Mira",24894.27,3450.02,181.18,358.1,358.78,29242.35
610,"1620610","Montemor-o-Velho",157806.21,5660.82,2098.5,414.92,13989.36,179969.81
613,"1620613","Penacova",126.69,0,0,126.02,0,252.71
615,"1620615","Soure",1699.6,425.4,169.78,0,84.24,2379.02
1004,"1631004","Batalha",131.73,0,0,0,0,131.73
1009,"1631009","Leiria",8881.38,0,3287.8,662.28,0,12831.46
1010,"1631010","Marinha Grande",135,0,0,0,0,135
1015,"1631015","Pombal",10182.1,441.36,1994.13,670.47,0,13288.06
1016,"1631016","Porto de Mós",0,0,0,0,0,0
1002,"1641002","Alvaiázere",1057.95,0,821.59,0,230.8,2110.34
1003,"1641003","Ansião",128.03,0,0,0,0,128.03
601,"1640601","Arganil",133.77,43.9,223.65,45.72,175.6,622.64
1007,"1641007","Castanheira de Pêra",0,0,0,0,0,0
1008,"1641008","Figueiró dos Vinhos",0,0,75.78,75.12,0,150.9
606,"1640606","Góis",0,0,440.15,0,85.21,525.36
607,"1640607","Lousã",0,0,0,0,0,0
609,"1640609","Miranda do Corvo",139.46,0,139.94,0,0,279.4
611,"1640611","Oliveira do Hospital",7721.6,1019.55,870.12,0,1578.72,11189.99
612,"1640612","Pampilhosa da Serra",61.76,0,0,0,0,61.76
1013,"1641013","Pedrógão Grande",0,0,65.42,0,0,65.42
614,"1640614","Penela",796.9,0,0,0,79.9,876.8
616,"1640616","Tábua",4701.6,196.8,1765.8,198.69,847.21,7710.1
617,"1640617","Vila Nova de Poiares",0,0,0,0,0,0
901,"1650901","Aguiar da Beira",10449.49,0,105.38,421.68,0,10976.55
1802,"1651802","Carregal do Sal",630.99,0,842.76,0,627.93,2101.68
1803,"1651803","Castro Daire",433.62,0,481.8,47.94,0,963.36
1806,"1651806","Mangualde",12416.69,151.5,956.46,150.57,3417.68,17092.9
1808,"1651808","Mortágua",134.28,0,0,0,0,134.28
1809,"1651809","Nelas",3266.45,1962.84,118.96,0,710.4,6058.65
1810,"1651810","Oliveira de Frades",3065.45,662.48,412.9,0,330.04,4470.87
1811,"1651811","Penalva do Castelo",1349.52,169.14,224.28,0,340.14,2083.08
1814,"1651814","Santa Comba Dão",1959.16,144.7,350.55,0,495.18,2949.59
1816,"1651816","São Pedro do Sul",1629.04,292.45,2564.32,116.34,583,5185.15
1817,"1651817","Sátão",1173,137.3,69,274.44,343,1996.74
1821,"1651821","Tondela",4734.16,565.46,1844.14,241.05,1777.38,9162.19
1822,"1651822","Vila Nova de Paiva",644.5,0,582.03,0,0,1226.53
1823,"1651823","Viseu",2230.2,1340.1,1265.82,73.77,149.96,5059.85
1824,"1651824","Vouzela",3809.85,0,206.94,207.27,0,4224.06
1413,"1661413","Mação",1020.72,508.32,0,84.14,417.95,2031.13
506,"1660506","Oleiros",377.44,0,0,0,53.53,430.97
508,"1660508","Proença-a-Nova",256.16,0,0,0,96.6,352.76
509,"1660509","Sertã",680.67,78.48,0,0,227.13,986.28
510,"1660510","Vila de Rei",0,0,0,0,0,0
905,"1670905","Fornos de Algodres",6551.4,697.58,108.16,54.3,509.2,7920.64
906,"1670906","Gouveia",4050.15,2092.8,395.55,51.18,2198.67,8788.35
912,"1670912","Seia",17004.34,9257.27,1276.8,73.36,2168.25,29780.02
902,"1680902","Almeida",695.31,0,0,66.22,842.5,1604.03
903,"1680903","Celorico da Beira",5636.52,3130.1,551.2,380.8,1789.45,11488.07
904,"1680904","Figueira de Castelo Rodrigo",0,0,0,0,112.84,112.84
907,"1680907","Guarda",4363.61,1059.52,689.64,270.48,805.75,7189
908,"1680908","Manteigas",3294,0,0,0,175.44,3469.44
909,"1680909","Mêda",1220.94,0,108.12,0,984.69,2313.75
910,"1680910","Pinhel",4474.44,40.29,1159.76,123.84,699.72,6498.05
911,"1680911","Sabugal",2510.9,0,35.64,73.1,1810.5,4430.14
913,"1680913","Trancoso",12714,175.56,1492.05,508.56,1131.52,16021.69
502,"1690502","Castelo Branco",11960.18,71.58,339.08,0,3572.62,15943.46
505,"1690505","Idanha-a-Nova",7095.28,203.28,199.22,87.9,6829.24,14414.92
507,"1690507","Penamacor",4895.52,70.26,34.81,35.6,1265.04,6301.23
511,"1690511","Vila Velha de Ródão",5158.38,103.29,728.49,0,1317.08,7307.24
501,"16A0501","Belmonte",3636.94,126.15,42.28,84.74,2850.85,6740.96
503,"16A0503","Covilhã",6517.14,1222.76,829.95,222.48,3588,12380.33
504,"16A0504","Fundão",18807.36,273.76,1439.34,104.52,3959.08,24584.06
1001,"16B1001","Alcobaça",3062.16,510.36,380.61,0,0,3953.13
1101,"16B1101","Alenquer",0,0,0,0,0,0
1102,"16B1102","Arruda dos Vinhos",0,0,0,0,0,0
1005,"16B1005","Bombarral",0,0,0,0,0,0
1104,"16B1104","Cadaval",0,301.86,0,0,0,301.86
1006,"16B1006","Caldas da Rainha",0,1540.44,171.26,0,85.25,1796.95
1108,"16B1108","Lourinhã",0,0,0,0,0,0
1011,"16B1011","Nazaré",890.52,0,590.9,0,0,1481.42
1012,"16B1012","Óbidos",72.45,0,219,0,0,291.45
1014,"16B1014","Peniche",122.47,0,0,0,245.14,367.61
1112,"16B1112","Sobral de Monte Agraço",149.82,0,148.9,0,146.6,445.32
1113,"16B1113","Torres Vedras",290.76,436.38,1310.4,0,0,2037.54
1401,"16C1401","Abrantes",144.85,261.9,769.86,0,1738.73,2915.34
1402,"16C1402","Alcanena",0,0,523.81,0,373.45,897.26
1408,"16C1408","Constância",0,0,0,0,26.52,26.52
1410,"16C1410","Entroncamento",0,0,282.75,0,0,282.75
1411,"16C1411","Ferreira do Zêzere",0,0,98.33,0,102.13,200.46
1421,"16C1421","Ourém",3058.22,0,695.45,0,278.94,4032.61
1417,"16C1417","Sardoal",152.32,150.88,150.18,0,74.86,528.24
1418,"16C1418","Tomar",907.17,0,739.98,0,660,2307.15
1419,"16C1419","Torres Novas",176.08,86.93,264.6,0,975.48,1503.09
1420,"16C1420","Vila Nova da Barquinha",210.08,0,0,0,0,210.08
1115,"1711115","Amadora",0,0,0,0,0,0
1105,"1711105","Cascais",0,0,357.68,0,0,357.68
1106,"1711106","Lisboa",0,0,0,0,0,0
1107,"1711107","Loures",0,0,1978.08,0,0,1978.08
1109,"1711109","Mafra",751.3,0,150.5,0,739.15,1640.95
1116,"1711116","Odivelas",0,0,0,0,0,0
1110,"1711110","Oeiras",0,9.34,0,0,0,9.34
1111,"1711111","Sintra",520.32,388.32,585.18,0,0,1493.82
1114,"1711114","Vila Franca de Xira",0,58.73,290.9,0,0,349.63
1502,"1721502","Alcochete",273.3,0,0,0,0,273.3
1503,"1721503","Almada",190.8,957.75,1345.82,190.8,0,2685.17
1504,"1721504","Barreiro",125.15,602.7,1325.28,0,0,2053.13
1506,"1721506","Moita",2639.97,2066.33,883.05,0,875.85,6465.2
1507,"1721507","Montijo",217.95,0,42.59,0,0,260.54
1508,"1721508","Palmela",2334.4,353.64,580.3,0,900.48,4168.82
1510,"1721510","Seixal",15.39,0,53.88,0,225.81,295.08
1511,"1721511","Sesimbra",17.09,0,84.75,0,17.03,118.87
1512,"1721512","Setúbal",193.88,241.2,144.9,0,436.5,1016.48
1501,"1811501","Alcácer do Sal",345.36,0,0,0,1012.18,1357.54
1505,"1811505","Grândola",510.72,126.2,0,0,645.06,1281.98
211,"1810211","Odemira",317.28,478.68,79.68,0,389.5,1265.14
1509,"1811509","Santiago do Cacém",70.1,112.59,149.64,0,1101.24,1433.57
1513,"1811513","Sines",0,0,0,0,0,0
1201,"1821201","Alter do Chão",0,0,0,0,690.2,690.2
1202,"1821202","Arronches",0,0,194.75,0,0,194.75
1203,"1821203","Avis",0,0,0,0,56.34,56.34
1204,"1821204","Campo Maior",0,0,0,0,0,0
1205,"1821205","Castelo de Vide",46.56,24.99,0,0,367.5,439.05
1206,"1821206","Crato",0,705.2,0,0,137.64,842.84
1207,"1821207","Elvas",1030.25,0,1657.89,0,0,2688.14
1208,"1821208","Fronteira",0,0,33,0,0,33
1209,"1821209","Gavião",65.3,0,156.12,0,178.8,400.22
1210,"1821210","Marvão",127.6,215.55,94.2,0,177.78,615.13
1211,"1821211","Monforte",0,0,0,0,0,0
707,"1820707","Mora",0,0,23.69,0,719.4,743.09
1212,"1821212","Nisa",1318.12,64.38,1114,0,472.65,2969.15
1213,"1821213","Ponte de Sor",30.08,50.13,314.07,0,147.87,542.15
1214,"1821214","Portalegre",329.22,0,0,0,345.3,674.52
701,"1830701","Alandroal",0,32.98,0,0,572.85,605.83
702,"1830702","Arraiolos",0,33.31,0,0,66.82,100.13
703,"1830703","Borba",0,0,0,0,55.86,55.86
704,"1830704","Estremoz",0,0,189.3,0,337.59,526.89
705,"1830705","Évora",0,549.6,0,0,465.78,1015.38
706,"1830706","Montemor-o-Novo",96.39,641,158.95,0,2763.12,3659.46
708,"1830708","Mourão",0,133.12,0,0,27.52,160.64
709,"1830709","Portel",0,280.44,0,0,27.88,308.32
710,"1830710","Redondo",0,522.62,37.17,0,73.68,633.47
711,"1830711","Reguengos de Monsaraz",0,0,31.12,0,283.23,314.35
1215,"1831215","Sousel",0,164.36,0,0,162.04,326.4
712,"1830712","Vendas Novas",0,86.84,0,0,323.55,410.39
713,"1830713","Viana do Alentejo",0,28.66,57.06,0,915.62,1001.34
714,"1830714","Vila Viçosa",0,0,0,0,104.22,104.22
201,"1840201","Aljustrel",0,0,0,0,0,0
202,"1840202","Almodôvar",0,0,0,0,0,0
203,"1840203","Alvito",0,0,0,0,0,0
204,"1840204","Barrancos",0,0,0,0,0,0
205,"1840205","Beja",0,265.2,0,0,0,265.2
206,"1840206","Castro Verde",0,0,0,0,0,0
207,"1840207","Cuba",0,0,0,0,750.6,750.6
208,"1840208","Ferreira do Alentejo",0,0,306.08,0,0,306.08
209,"1840209","Mértola",0,0,0,0,0,0
210,"1840210","Moura",0,0,466.2,0,53.16,519.36
212,"1840212","Ourique",0,0,0,0,33.78,33.78
213,"1840213","Serpa",0,945.6,39.33,0,112.41,1097.34
214,"1840214","Vidigueira",0,0,0,0,0,0
1403,"1851403","Almeirim",0,44.12,0,0,0,44.12
1404,"1851404","Alpiarça",0,65.29,0,0,65.36,130.65
1103,"1851103","Azambuja",50.56,0,103.88,0,478.26,632.7
1405,"1851405","Benavente",0,125.46,62.8,0,0,188.26
1406,"1851406","Cartaxo",0,0,0,0,0,0
1407,"1851407","Chamusca",5195.04,44.14,136.32,0,66.72,5442.22
1409,"1851409","Coruche",889.02,54.96,816.3,51.26,1739.1,3550.64
1412,"1851412","Golegã",0,0,170.46,0,0,170.46
1414,"1851414","Rio Maior",0,0,148.52,0,394.79,543.31
1415,"1851415","Salvaterra de Magos",0,0,914.48,0,0,914.48
1416,"1851416","Santarém",1178.87,0,637.32,0,213.12,2029.31
801,"1500801","Albufeira",0,0,0,0,0,0
802,"1500802","Alcoutim",26.58,0,0,0,53.86,80.44
803,"1500803","Aljezur",95.42,0,0,0,0,95.42
804,"1500804","Castro Marim",25.51,0,24.32,0,76.53,126.36
805,"1500805","Faro",0,0,0,0,0,0
806,"1500806","Lagoa",0,0,0,0,0,0
807,"1500807","Lagos",82.16,0,162.56,0,40.31,285.03
808,"1500808","Loulé",0,0,0,0,0,0
809,"1500809","Monchique",94.72,303.81,23.38,23.88,69,514.79
810,"1500810","Olhão",430.93,854.76,0,0,0,1285.69
811,"1500811","Portimão",88.8,0,0,0,0,88.8
812,"1500812","São Brás de Alportel",0,0,0,0,0,0
813,"1500813","Silves",270.76,0,40.56,0,122.55,433.87
814,"1500814","Tavira",69.66,0,23.39,0,23.47,116.52
815,"1500815","Vila do Bispo",0,0,0,0,97.74,97.74
816,"1500816","Vila Real de Santo António",0,0,0,0,40.12,40.12
