"Muni_ID","ID","Muni","barley","maize","oat","rice","rye","triticale","wheat","lemon","orange","other_citrus","tangerine","almonds","chestnut","locust","nuuts","other_dried_nuts","apple","cherry","other_fresh_fruits","peach","pear","olive_grove","vineyard","total"
109,"1160109","Santa Maria da Feira",0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8
116,"1160116","São João da Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"1160119","Vale de Cambra",0,7.02,0.08,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66
1701,"1171701","Alijó",0,0.15,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35
1801,"1171801","Armamar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,"1170403","Carrazeda de Ansiães",0,1.5,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65
404,"1170404","Freixo de Espada à Cinta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,"1171805","Lamego",0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45
1704,"1171704","Mesão Frio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,"1171807","Moimenta da Beira",0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
1812,"1171812","Penedono",0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
1708,"1171708","Peso da Régua",0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42
1710,"1171710","Sabrosa",0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
1711,"1171711","Santa Marta de Penaguião",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,"1171815","São João da Pesqueira",0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05
1818,"1171818","Sernancelhe",0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
1819,"1171819","Tabuaço",0,0.3,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54
1820,"1171820","Tarouca",0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15
409,"1170409","Torre de Moncorvo",0,0.3,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57
410,"1170410","Vila Flor",0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14
914,"1170914","Vila Nova de Foz Côa",0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14
1714,"1171714","Vila Real",0,5.25,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55
401,"1180401","Alfândega da Fé",0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18
1702,"1181702","Boticas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,"1180402","Bragança",0,0.6,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74
1703,"1181703","Chaves",0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
405,"1180405","Macedo de Cavaleiros",0,0.6,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
406,"1180406","Miranda do Douro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,"1180407","Mirandela",0.04,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34
408,"1180408","Mogadouro",0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07
1706,"1181706","Montalegre",0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
1707,"1181707","Murça",0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15
1712,"1181712","Valpaços",0,1.65,0.07,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26
1713,"1181713","Vila Pouca de Aguiar",0,7.65,0.07,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99
411,"1180411","Vimioso",0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
412,"1180412","Vinhais",0,1.5,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45
101,"1610101","Águeda",0,118.09,0.16,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.9
102,"1610102","Albergaria-a-Velha",0.07,161.21,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.44
103,"1610103","Anadia",0,114.66,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.92
105,"1610105","Aveiro",0,147.49,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.57
108,"1610108","Estarreja",0,117.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.11
110,"1610110","Ílhavo",0,45.57,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.65
111,"1610111","Mealhada",0,56.35,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.51
112,"1610112","Murtosa",0,82.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.32
114,"1610114","Oliveira do Bairro",0,98.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.49
115,"1610115","Ovar",0,55.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.86
117,"1610117","Sever do Vouga",0,17.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.15
118,"1610118","Vagos",0,193.55,0.64,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.01
602,"1620602","Cantanhede",0,233.24,0.08,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.97
603,"1620603","Coimbra",0,59.29,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.42
604,"1620604","Condeixa-a-Nova",0,19.11,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.24
605,"1620605","Figueira da Foz",0,139.16,0.64,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.06
608,"1620608","Mira",0,43.12,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.26
610,"1620610","Montemor-o-Velho",0,214.62,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.94
613,"1620613","Penacova",0,11.27,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.35
615,"1620615","Soure",0,151.41,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.54
1004,"1631004","Batalha",0,13.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.23
1009,"1631009","Leiria",0,95.55,0.16,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.53
1010,"1631010","Marinha Grande",0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
1015,"1631015","Pombal",0,174.93,0.24,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.6
1016,"1631016","Porto de Mós",0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
1002,"1641002","Alvaiázere",0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88
1003,"1641003","Ansião",0,12.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.74
601,"1640601","Arganil",0,41.65,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.79
1007,"1641007","Castanheira de Pêra",0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46
1008,"1641008","Figueiró dos Vinhos",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
606,"1640606","Góis",0,1.47,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65
607,"1640607","Lousã",0,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.25
609,"1640609","Miranda do Corvo",0,10.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.29
611,"1640611","Oliveira do Hospital",0,30.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.87
612,"1640612","Pampilhosa da Serra",0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
1013,"1641013","Pedrógão Grande",0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
614,"1640614","Penela",0,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28
616,"1640616","Tábua",0,60.27,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.67
617,"1640617","Vila Nova de Poiares",0,5.39,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52
901,"1650901","Aguiar da Beira",0,132.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.3
1802,"1651802","Carregal do Sal",0,40.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.18
1803,"1651803","Castro Daire",0,26.95,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.03
1806,"1651806","Mangualde",0,135.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.48
1808,"1651808","Mortágua",0,15.19,0.16,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.61
1809,"1651809","Nelas",0,24.01,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.33
1810,"1651810","Oliveira de Frades",0,49.98,0.09,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.21
1811,"1651811","Penalva do Castelo",0,38.22,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.02
1814,"1651814","Santa Comba Dão",0,22.05,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.13
1816,"1651816","São Pedro do Sul",0,48.02,1.12,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.27
1817,"1651817","Sátão",0,36.75,0,0,0.13,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.01
1821,"1651821","Tondela",0,91.14,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.22
1822,"1651822","Vila Nova de Paiva",0,1.47,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
1823,"1651823","Viseu",0,98,0.32,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.45
1824,"1651824","Vouzela",0,82.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.32
1413,"1661413","Mação",0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
506,"1660506","Oleiros",0,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29
508,"1660508","Proença-a-Nova",0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45
509,"1660509","Sertã",0,17.02,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
510,"1660510","Vila de Rei",0,0.66,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22
905,"1670905","Fornos de Algodres",0,66.47,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.54
906,"1670906","Gouveia",0,7.82,0.42,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34
912,"1670912","Seia",0,17.02,0.14,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28
902,"1680902","Almeida",0,0.96,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08
903,"1680903","Celorico da Beira",0,9.66,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.87
904,"1680904","Figueira de Castelo Rodrigo",0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
907,"1680907","Guarda",0,12.88,0.14,0,0.12,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.23
908,"1680908","Manteigas",0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12
909,"1680909","Mêda",0,1.84,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96
910,"1680910","Pinhel",0,16.56,0.21,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.89
911,"1680911","Sabugal",0,2.07,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31
913,"1680913","Trancoso",0,29.21,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.35
502,"1690502","Castelo Branco",0,3.91,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18
505,"1690505","Idanha-a-Nova",0,12.19,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26
507,"1690507","Penamacor",0,20.24,0.14,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.56
511,"1690511","Vila Velha de Ródão",0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
501,"16A0501","Belmonte",0,13.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.57
503,"16A0503","Covilhã",0,13.57,0.35,0,0.36,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.46
504,"16A0504","Fundão",0,70.15,0.14,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.65
1001,"16B1001","Alcobaça",0,39.48,0.09,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.09
1101,"16B1101","Alenquer",0,0.84,0,0,1.05,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78
1102,"16B1102","Arruda dos Vinhos",0,0.82,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18
1005,"16B1005","Bombarral",0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44
1104,"16B1104","Cadaval",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,"16B1006","Caldas da Rainha",0,7.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56
1108,"16B1108","Lourinhã",0.16,57.12,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.18
1011,"16B1011","Nazaré",0,13.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.12
1012,"16B1012","Óbidos",0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
1014,"16B1014","Peniche",0.24,13.44,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.87
1112,"16B1112","Sobral de Monte Agraço",0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
1113,"16B1113","Torres Vedras",0,31.92,0.27,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.71
1401,"16C1401","Abrantes",0.16,112.56,1.98,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.89
1402,"16C1402","Alcanena",0,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92
1408,"16C1408","Constância",0,26.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.04
1410,"16C1410","Entroncamento",0,33.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7
1411,"16C1411","Ferreira do Zêzere",0,9.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96
1421,"16C1421","Ourém",0,40.32,0.18,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.69
1417,"16C1417","Sardoal",0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79
1418,"16C1418","Tomar",0,140.28,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.37
1419,"16C1419","Torres Novas",1.04,266.28,0,0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.03
1420,"16C1420","Vila Nova da Barquinha",0,9.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13
1115,"1711115","Amadora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,"1711105","Cascais",0.18,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23
1106,"1711106","Lisboa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,"1711107","Loures",0,2.52,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09
1109,"1711109","Mafra",0,34.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.44
1116,"1711116","Odivelas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,"1711110","Oeiras",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,"1711111","Sintra",0,10.92,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46
1114,"1711114","Vila Franca de Xira",0,6.72,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
1502,"1721502","Alcochete",0,24.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.36
1503,"1721503","Almada",0.2,4.1,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66
1504,"1721504","Barreiro",0,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16
1506,"1721506","Moita",0,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04
1507,"1721507","Montijo",0.4,15.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.52
1508,"1721508","Palmela",0.32,72.24,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.94
1510,"1721510","Seixal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
